PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"October 26, 2001, Friday",1 of 81 DOCUMENTS,Austin American-Statesman (Texas),Environmental terrors,"Editorial Board, Austin American-Statesman",Editorial; Pg. A14,,392 words,,,"October 26, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American Statesman
,change,scientist,report,climate,air,attack,health,gulf,coast,make,Texas,inhal,pollute,likely,texan,government,global,damage,water,forest,decline,need,plan,university,union,concerned,life,take,lot,anthrax,anxiety,mount,may,worth,noting,far,prove,fatal,average,rogue,bacteria,spore,yet,surprisingly,difficult,mobilize,citizen,pollution,threat,prosperity,link,rather,problem,still,argue,whether,real,unless,way,quickly,expect,parade,horrible,cripple,economy,warn,group,new,predict,warming,profound,effect,state,include,shortage,disease,death,summer,heat,flood,coastal,erosion,appearance,unhappy,outlook,cotton,crop,tourism,lousy,fishing,loss,wildlife,habitat,list,think,issue,start,future,rice
,12,7,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 15, 2001, Thursday",29 of 81 DOCUMENTS,Austin American-Statesman (Texas),"RESTAURANTS: For instant upper crust, just add green",Dale Rice american-statesman restaurant critic,XL Ent; Pg. 16,,595 words,,,"February 20, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,restaurant,entree,price,increase,mushroom,nearly,open,owner,people,three,expensive,national,million,industry,Austin,among,charge,dinner,establishment,number,exciting,rack,lamb,new,item,street,sauce,reason,city,unusual,ingredient,last,cost,investment,independent,may,whether,Zoot,American,Brown,high_end,chanterelling,ago,cafe,four,season,handful,often,area,effectively,double,bubble,mark,twofold,well,difference,money,make,middle,small,bistro,town,go,eat,husband,own,sale,2000,walk,door,spend,occasionally,allow,climb,high,usually,keep,look,far,find,pricier,emilia,historic,compound,serve,lobster,poele,warm,potato,wild,salad,spinach,caviar,butter,exquisite,little,rio,grande,option
,12,6,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 16, 2001, Thursday",32 of 81 DOCUMENTS,Austin American-Statesman (Texas),Cedar Park asks manager for tighter budget proposal,"Erin Walter, Austin American-Statesman",Williamson County This Week; Pg. 2,,726 words,,,"August 20, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American Statesman
,council,city,percent,budget,meeting,parking,tax,propose,aug,public,trash,staff,look,member,rate,Moore,increase,need,ask,rollback,property,issue,bob,resident,rule,company,next,include,raise,new,higher,last,lemon,go,place,revise,workshop,start,boulevard,speak,6:30,p.m.,library,set,ordinance,second,row,vote,street,postpone,discussion,private,already,cul,de,sac,change,system,serve,contract,neighborhood,Cedar_Park_City_Council,hope,avoid,slow,economy,instruct,way,cut,31.6,million,fiscal,require,117,owner,home,acknowledge,everything,seven,position,police,department,six,job,firefighter,power,draft,alternate,plan,stick,earn,amount,adopt,45.63,cent,per,100,value,taxpayer
,16,13,7,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 5, 2001, Wednesday",33 of 81 DOCUMENTS,Austin American-Statesman (Texas),Looking for partners to solve air-quality problems,Scott Johnson,Editorial; Pg. A15,,710 words,,,"September 7, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American Statesman
,emission,air,reduce,vehicle,region,plan,pollution,regional,quality,take,transportation,urban,suburban,city,county,commute,program,prevent,improve,source,pollutant,state,effort,level,health,part,address,meet,need,rural,interest,responsibility,know,answer,develop,reduction,better,comprehensive,place,substantially,option,growth,cause,mile,increase,effective,adverse,effect,improvement,equipment,engines,respective,technological,efficiency,residential,commercial,utility,form,protect,concerned,cost,earner,issue,Austin,show,concern,nature,ask,question,last,page,still,though,initial,step,toward,pool,resource,adopt,lifestyle,change,avoid,agree,fund,incentive,voluntary,action,strategy,order,dramatically,area,large,plant,transport,entire,handicapped,protective,public,follow
,9,6,6,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 6, 2001, Saturday",34 of 81 DOCUMENTS,Austin American-Statesman (Texas),Cooling market leads to hot deals in Central Texas //Home sales climate opens doors for prospective buyers seeking bargains,"Shonda Novak, American-Statesman Staff",Business; Pg. G1,,1890 words,,,"October 13, 2001",ENGLISH,,,"Real estate agent Cherie Hill showed this Lamar Homes residence on Adirondack Trail during an open house Sunday. Darrin Taylor, who viewed the house, says buyers don't have to rush into making deals. // Real estate agent Carrie Davis, left, shows a house to Kevin and Ashley Golliher and their son, Ian. Ashley Golliher says the drop in prices 'tempts me to want to look and see how much house we can get.' // James Kelly carries a mirror and a painting onto a trailer as his family prepares to move to a larger house in his Cedar Park subdivision. // Julie Morgan Hooper // Tanya Kelly, right, gets help packing from her daughter Amber. Favorable interest rates prompted the Kelly family to move into a larger home in the Quest Village subdivision in Cedar Park..",,,,Copyright 2001 The Austin American Statesman
,home,house,market,last,buyer,buy,price,seller,people,real,estate,three,Lamar,Willoughby,sale,sell,agent,builder,Austin,interest,go,look,right,make,take,really,offer,think,find,plan,investor,percent,ago,ready,start,area,already,new,still,deal,Taylor,afford,hooper,many,value,reduce,rate,weekend,job,priced,housing,bargain,company,decide,time,build,lamar,million,next,supply,profit,incentive,less,wait,show,move,attack,open,Central_Texas,Dallas,Lomas,Stanberry,Ashley_Golliher,leave,hope,stay,among,choose,expert,past,plunge,rent,apartment,800,family,big,mix,sunday,major,airline,crash,tell,put,location,older,range,break,willing,downturn
,34,15,15,13,13,13,12,11,10,9,9,8,8,8,7,7,7,7,7,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 30, 2001, Sunday",36 of 81 DOCUMENTS,Austin American-Statesman (Texas),"Before Sept. 11, a nation divided","Mark Lisheron, American-Statesman Staff",Insight; Pg. D6,,3225 words,,,"December 31, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American Statesman
,we,Bush,president,americans,nation,world,people,American,begin,make,question,national,sept,pleasure,war,change,seem,story,Clinton,country,attack,million,back,political,cut,federal,next,Taliban,state,become,issue,distraction,look,every,time,continue,new,may,leave,trade,center,fight,White_House,live,interest,usual,show,2001,thousand,true,tax,worker,among,reporter,gift,space,fly,television,crash,terrorism,bombing,week,stand,Washington,New_York,America,Afghanistan,election,al,speak,city,w.,bush,difference,moral,common,take,really,life,different,way,answer,press,ballot,vote,popular,critic,crony,father,secretary,policy,renew,pay,much,sick,fear,partisan,never,democrat
,15,12,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"June 26, 2001, Tuesday",38 of 81 DOCUMENTS,Austin American-Statesman (Texas),Departures at ACC lead president to retool staff,M.B. Taboada American-Statesman Staff,Metro/State; Pg. B1,,757 words,,,"June 26, 2001",ENGLISH,,,"Austin Community College is losing two executive vice presidents: Elva Concha Allie, left, is to be president at Galveston College Ana 'Cha' Guzman will lead Palo Alto College in San Antonio.",,,,Copyright 2001 The Austin American Statesman
,president,college,executive,Fonte,position,vice,think,departure,allie,Guzman,ACC,reflect,vote,presidential,include,dean,faculty,stability,board,give,Faculty_Senate,Kinslow,sand,shift,restructuring,team,recent,announcement,follow,administrator,past,climate,represent,result,confidence,last,resignation,accept,education,affair,female,history,community,student,member,bring,feel,problem,area,issue,have,lot,top_level,prepare,exodus,key,instability,desire,people,enhance,career,something,former,400,teacher,elva,concha,ana,cha,guzman,texas,start,new,job,summer,string,associate,facility,art,humanity,comptroller,director,admission,record,business,sue,pardue,workforce,continue,adult,unusual,support,quest,turnover,term,particularly,unique,look,country
,16,14,8,7,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 13, 2001, Tuesday",40 of 81 DOCUMENTS,Austin American-Statesman (Texas),"Motorola Marathon picking up momentum; On 10th anniversary, 9,000","John Maher, American-Statesman Staff",News; Pg. A1,,783 words,,,"February 14, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,race,runner,run,Austin,time,event,marathon,sunday,best,world,people,lot,expect,finish,volunteer,city,course,start,qualify,Motorola_Marathon,U.S.,Conley,Wischnia,fast,become,know,use,around,"9,000",olympic,trial,woman,strong,man,work,force,motorola,"3,000",governor,championship,might,almost,ideal,degree,warm,police,austin,terrific,toilet,"1,000",a.m.,official,Russian,Motorola,International_Amateur_Athletic_Federation,state,top,plenty,celebrate,mark,10th,anniversary,deputy,editor,central,texas,country,travel,hear,great,thing,1992,prize,money,swell,"5,000","88,500",number,triple,attempt,pick,momentum,community,director,level,professional,athlete,improve,second,1996,biggest,name,competition,pack,russian,side,well,own,recently
,12,10,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2001, Thursday",43 of 81 DOCUMENTS,Austin American-Statesman (Texas),State quail population drop puzzles experts,Mike Leggett,Sports; Pg. D3,,536 words,,,"January 5, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,quail,bird,season,Hernandez,fall,go,october,last,still,spring,good,september,study,2000,population,South_Texas,hunter,nest,pretty,suppose,strange,happen,people,find,blame,higher,normal,time,bobwhite,put,spend,covey,know,die,institute,report,percent,survive,dec.,compare,mortality,early,mean,Texas,though,every,inch,dring,stricken,summer,plenty,high,hope,rain,apparently,right,correct,amount,help,pair,bring,hatch,1987,1992,thing,open,rainfall,pattern,thick,cover,wake,creep,become,obvious,something,else,road,suddenly,have,watch,dog,best,habitat,entire,without,single,nobody,sure,late,november,word,begin,leak,make,group,en,masse,turn,case
,10,9,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2001, Thursday",44 of 81 DOCUMENTS,Austin American-Statesman (Texas),"Clinton hammers out some progress on Mideast peace,; Last-ditch","Bob Deans, American-Statesman Washington Staff",News; Pg. A3,,626 words,,,"January 5, 2001",ENGLISH,,,"Palestinian and Israeli officials have agreed in principle to move toward a peace summit, but a slowdown in the violence that has plagued the region must come first. Four-year-old Sujud Abdel-Fattah's home was riddled with bullets Tuesday in the West Bank town of Beitunia.",,,,Copyright 2001 The Austin American-Statesman
,Palestinian,Arafat,Clinton,Israeli,president,White_House,peace,early,senior,palestinians,violence,deal,West_Bank,Barak,hope,wednesday,agree,plan,negotiation,possibility,summit,next,week,street,clash,minister,reservation,proposal,work,diplomat,meet,official,meeting,police,report,fire,accept,idea,step,reporter,security,force,effort,diplomatic,try,providential,miracle,Gaza,Israel,U.S.,Siewert,keep,faint,alive,agreement,leader,principle,development,raise,provide,ebb,prime,bridg,difference,statehood,future,fate,refuge,settler,man,continue,dispatch,envoy,today,send,weekend,set,table,possible,among,insist,negotiate,unless,curb,three,kill,360,people,vast,majority,injure,hundred,other,sept,part,call,restraint,military,response
,8,8,7,6,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2001, Saturday",46 of 81 DOCUMENTS,Austin American-Statesman (Texas),10 in Texas; Focus: Central Texas Homes; What kind of house can,"Katy Marquardt, Special to the American-Statesman",Business; Pg. G1,,559 words,,,"January 22, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,home,price,market,Median,real,estate,2000,Austin,house,median,"147,000",people,population,estimate,1999,november,average,number,older,lot,square,housing,percent,Texas,state,agent,find,many,close,inexpensive,marshall,room,foot,income,metropolitan,area,broker,much,city,increase,Marshall,San_Antonio,employment,location,climate,object,money,consult,listing,nook,gargantuan,tiny,three,bedroom,trade,research,economist,university,care,downtown,better,time,place,"23,700","40,700","68,000",longview,140,victorian,mansion,historical,marker,abundant,pine,tree,less,mile,border,big,draw,officer,interest,save,update,add,make,nearly,business,value,floor,space,dollar,have,majority,closet,bath,build,1925,"4,200"
,17,8,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 11, 2001, Sunday",49 of 81 DOCUMENTS,Austin American-Statesman (Texas),Can Bush win over firebrand DeLay?; Lawmaker's silence spurs talk of,"Jena Heath, American-Statesman Washington Staff",News; Pg. A1,,2342 words,,,"February 12, 2001",ENGLISH,,,"Tom DeLay, R-Sugar Land",,,,Copyright 2001 The Austin American-Statesman
,DeLay,Bush,go,president,make,talk,delay,Washington,Tom,whip,time,republican,think,former,Texas,party,bush,democrat,know,we,member,week,government,ask,much,tom,work,pass,White_House,U.S.,Clinton,Congress,meet,try,meeting,majority,recent,last,budget,back,may,administration,thing,need,issue,difference,deputy,agree,vote,serve,Hammer,GOP,Cheney,quiet,recount,challenge,friend,chief,congressional,conservative,prefer,political,whose,rhetoric,environmental,regulation,office,clear,lobbyist,rank,interest,keep,create,story,something,tax,send,right,place,plan,lot,rep,away,good,message,interested,convention,turn,Tom_DeLay,U.S._House,House,war,media,executive,wary,caucus,group,leader,ideology
,38,15,14,13,12,11,10,9,9,8,8,8,8,7,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"February 16, 2001, Friday",50 of 81 DOCUMENTS,Austin American-Statesman (Texas),"H-P earnings fall; reorganization, computer sales faulted","Bob Keefe, American-Statesman West Coast Bureau",Business; Pg. C6,,634 words,,,"February 19, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,H_P,company,business,million,quarter,technology,computer,sale,result,share,problem,executive,revenue,growth,analyst,basis,cent,division,start,Fiorina,earning,fall,percent,economy,poor,internal,reorganization,second,improve,expect,earn,announce,close,market,trading,server,lose,compute,system,earlier,much,suffer,part,program,restructuring,marketing,last,cut,job,top,go,Dell_Computer_Corp.,join,parade,report,bad,news,co.,quarterly,slow,ongoing,sweeping,echoing,concern,express,thursday,bullish,future,half,economist,current,foreign,exchange,rate,hold,chairman,conference,call,however,visibility,remain,extremely,limited,count,return,727,fiscal,end,jan,meeting,expectation,consensus,ago,825,per,pro,forma,exclude,effect
,15,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 9, 2001, Friday",52 of 81 DOCUMENTS,Austin American-Statesman (Texas),Panel Picks,"Omar L. Gallaga, Vanessa Juarez, Charlotte Moore, Cara Anna",Technopolis; Pg. F4,,1157 words,,,"March 9, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,world,Melliar_Smith,speak,panel,computer,p.m.,agent,free,tech,web,wearable,go,3:30,become,security,work,tuesday,job,Brillova,take,state,technology,future,we,economy,current,people,wire,content,make,device,help,move,fun,industry,machine,way,change,life,pink,million,independent,fest,discuss,public,lot,find,several,venture,capital,four,instead,represent,robot,listen,omar,l.,gallaga,sunday,use,skill,learn,involved,different,connect,show,monday,1:30,nanobot,single,cell,chief,executive,president,small,thing,next,fiber,optic,business,h.,a.m.,independence,professional,home,think,reshape,idea,nation,live,consider,mean,South,Southwest_Interactive,Katrina_Brillova,Pink,party,movie,screening
,9,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"March 15, 2001, Thursday",53 of 81 DOCUMENTS,Austin American-Statesman (Texas),A blast from the past kicks off15th annual South by Southwest; SXSW's,"Chris Riemenschneider, American-Statesman Staff",News; Pg. A1,,1459 words,,,"March 20, 2001",ENGLISH,,,"This is the first year that Josh Cisneros, owner of the Metro, has taken part in SXSW. Cisneros, here chatting with Camille Sierra, says organizers have 'gone out of their way' for him.//Angela Gillen, owner of Flamingo Cantina, bypassed SXSW to have her own showcases this year. She was unhappy with the acts booked at her venue.//Their bands might've been hot when South by Southwest got its start 15 years ago, but Kim Longacre, Kathy McCarty and Cindy Toth can still rock. At the Austin Music Awards, they reunited in the form of the nostalgia supergroup 86ed on a night that mixed the musical past and future.",,,,Copyright 2001 The Austin American-Statesman
,SXSW,owner,club,music,conference,band,organizer,book,business,event,local,venue,showcase,act,take,Flamingo_Cantina,many,work,play,we,industry,make,include,part,lot,Portland,Stubb,Babe,NXNW,musician,night,city,pull,volunteer,support,hard,scene,new,live,stage,time,week,put,bar,rock,feel,dispute,Austin,Continental_Club,professional,festival,start,last,show,minor,participate,lack,january,achieve,head,staff,recruit,200,party,though,people,decide,good,thing,ever,short,amount,money,pay,several,plenty,sale,sometimes,around,enjoy,change,among,way,think,best,host,country,regular,leave,different,town,thug,happy,may,blame,try,away,gill,question
,35,19,18,16,11,11,10,10,9,9,8,8,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 18, 2001, Sunday",54 of 81 DOCUMENTS,Austin American-Statesman (Texas),Tech companies test law onl layoffs; WARN Act requires certain firms,"Jerry Mahoney, American-Statesman Staff",News; Pg. A1,,1274 words,,,"March 20, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,company,employee,worker,layoff,act,give,business,WARN_Act,notice,plant,internet,job,close,Multek,many,require,exemption,condition,letter,week,lawsuit,employer,last,least,commission,cash,economy,design,retrain,raise,money,laid,dismiss,board,tell,100,protection,whether,pay,sue,government,agency,group,labor,affect,full_time,may,federal,statute,warn,lose,notification,official,mass,law,fail,try,hurt,rapidly,change,firm,inc.,circuit,jan,make,within,world,market,executive,violate,lawyer,offer,period,still,time,prepare,warning,class,continue,look,king,must,benefit,1988,enforcement,private,go,enforce,living.com,file,workforce,falter,feb,seek,buyer,500,reasonably,Worker_Adjustment,Austin
,15,15,14,13,7,7,7,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 18, 2001, Sunday",55 of 81 DOCUMENTS,Austin American-Statesman (Texas),"Road trip to Tuscany; The drive can be harrowing, and forget about","Dale Rice, American-Statesman Restaurant Critic",Travel; Pg. D4,,1832 words,,,"March 20, 2001",ENGLISH,,,"It was wild boar season and Trattoria Bar Sciame had prepared it in three styles for the mid-day meal, prompting customers to wait in line to dine at the nine-table restaurant in Montalcino. // Wine merchant Federico Pazzaglia holds a bottle of wine made in the Montalcino region. He specializes in the Brunello wines made in the area surrounding the town. // The walled Tuscan town of Montalcino overlooks the surrounding valleys where vineyards produce the Sangiovese grapes used to make the region's famed Brunello wines. // The rolling hills of Tuscany are home to the vineyards that produce some of Italy's best wines. // Early morning sun shines on one of the main buildings at Fattoria di Felsina, one of the top wineries in the Chianti region of Tuscany.",,,,Copyright 2001 The Austin American-Statesman
,road,wine,tip,cinghiale,we,city,give,way,street,car,take,hotel,restaurant,Italy,taxi,find,many,usually,percent,sauce,companion,follow,table,around,stop,drive,olive,parking,small,box,price,often,driver,Rome,wild,region,three,pappardelle,route,travel,taste,lunch,cheese,local,bread,hold,cover,area,fork,dark,head,main,station,country,turn,another,pick,attendant,loop,village,moment,forest,place,make,old,town,shop,best,producer,oil,soil,bottle,wind,ask,charge,bill,per,Siena,menu,dream,consume,boar,rich,available,roast,pecorino,meal,rapidly,honey,owner,chunk,rustic,plan,little,cafe,red,spaghetti,wrap,pasta
,10,10,9,8,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 23, 2001, Friday",56 of 81 DOCUMENTS,Austin American-Statesman (Texas),LETTERS,,Editorial; Pg. A14,,1174 words,,,"March 26, 2001",ENGLISH,,,Jim Caruth,,,,Copyright 2001 The Austin American-Statesman
,space,group,feasible,state,march,people,bill,money,make,baby,Austin,spend,thousand,austin,foot,decision,woman,adoption,Texas,plan,downtown,burden,require,need,startup,continue,carbon,dioxide,increase,teacher,government,death,oppose,finance,reform,campaign,Camp_Mabry,American_Statesman,special_interest,traffic,office,building,remain,empty,believe,move,proposal,sublease,peel,story,include,another,per,cost,easily,list,take,square,available,unacceptable,law,lack,still,plant,nutrient,true,pollutant,level,sign,good,pay,support,teach,stay,classroom,commit,child,amount,goal,haven,think,drop,safe,find,agency,simple,way,hearing,execution,penalty,favor,schedule,election,ordinary,citizen,safety,big,Mabry,comprehend
,7,7,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"March 30, 2001, Friday",59 of 81 DOCUMENTS,Austin American-Statesman (Texas),600 more lose jobs as Multek closes shop; Multilayer Technology,"Jerry Mahoney, American-Statesman Staff",Business; Pg. C1,,663 words,,,"April 3, 2001",ENGLISH,,,,,,,Copyright 2001 The Austin American-Statesman
,plant,company,Multek,facility,board,worker,product,circuit,thursday,job,work,customer,executive,industry,manufacturer,base,last,percent,sale,fall,another,600,january,cut,condition,layoff,nearly,multek,warning,small,contract,letter,make,may,phone,calif,shift,supplies,include,earning,electronics,flextronics,laid,austin,february,Austin,lower_cost,United_States,Solectron,Custer,drop,shoe,disclose,plan,close,shed,maker,surprised,blame,rapidly,deteriorate,business,large,local,"6,000",permanent,dismiss,without,number,remain,complete,exist,brief,city,state,office,use,language,identical,jan,short,notice,force,sudden,change,economic,result,demand,code,word,transfer,overseas,operating,cost,lower,return,call,operate,three
,9,9,8,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 30, 2001, Friday",60 of 81 DOCUMENTS,Austin American-Statesman (Texas),Bush steps up pressure on Arafat,"Bob Deans, American-Statesman Washington Staff",News; Pg. A1,,836 words,,,"April 3, 2001",ENGLISH,,,Bush aides say the president has brought a less formal style to news briefings.,,,,Copyright 2001 The Austin American-Statesman
,Bush,gas,Arafat,go,new,natural,Palestinian,president,violence,call,pledge,administration,level,missile,bush,issue,plan,global,greenhouse,emission,oil,Germany,Schroeder,United_States,security,attack,make,press,uprising,people,begin,far,believe,end,clear,approach,change,initiative,agree,many,reporter,friend,system,ally,repercussion,accord,work,carbon,dioxide,campaign,coal,fuel,cap,arsenic,Israel,Palestinians,U.S.,Kyoto,Clinton,CO2,bloodsh,threaten,explode,broader,conflict,urge,leader,thursday,speak,street,arrest,perpetrator,help,force,head,terrorist,occur,remark,conference,hour,continue,leave,nearly,450,dead,hundred,wounded,exercise,military,restraint,ease,border,checkpoint,road,closing,hamper,movement,become,increasingly
