PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
,abortion,woman,Texas,perry,article,jan,end,health,offer,control,insurance,perhaps,employer,make,issue,time,governor,doctor,leave,right,need,history,ut,Austin,flood,free,may,limit,man,male,think,let,shut,tax,go,back,austin,gov,something,leader,rights,thing,past,law,roe,v.,wade,try,can,seem,political,safe,newspaper,stop,campaign,commentary,read,engineering,regent,building,engineer,Rick_Perry,University,hodgepodge,jan.,birth,requirement,bring,lawsuit,catholic,business,provide,cover,contraceptive,islamic,visit,female,provider,prayer,conservative,feel,contraception,impede,god,intend,sick,divine,fate,best,ask,uniform,individual,employee,religious,choice,beki.halpin,gmail.com,people,climate
,15,9,9,7,6,6,6,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 7, 2013 Sunday",74 of 90 DOCUMENTS,Austin American-Statesman (Texas),Letters to the Editor 04/07,Austin American-Statesman,INSIGHT; Pg. E6,,869 words,,,"May 7, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,water,license,care,state,country,insurance,card,company,act,health,property,rights,part,immigrant,fake,make,driver,gasoline,time,many,district,Indian,april,commentary,people,live,concerned,grow,new,sen,illegal,issue,include,number,energy,standard,emission,lead,oil,bread,place,propose,we,national,abolish,list,use,debt,fight,settler,land,indian,sequester,county,stand,pass,Austin,EPA,Congress,Lost_Pines_Groundwater_Conservation_District,go,meddle,1999,editorial,resonate,well,outside,appear,favorite,piñata,town,next,victim,equally,important,supply,rapidly,rep.,paul,workman,proposal,pit,private,public,right,clean,dangerous,unnecessary,subdivision,hundred,home,sprung,along,flow,developer,take,stewardship,quality,seriously
,8,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 15, 2013 Monday",76 of 90 DOCUMENTS,Austin American-Statesman (Texas),'Deadliest Catch' sets sail on TV,Dale Roe American-Statesman Staff,LIFESTYLE; Pg. D1,,696 words,,,"May 7, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,p.m.,season,tonight,reality,series,mystery,eat,doping,go,honor,watch,examine,something,journalist,Lance_Armstrong,BET,Discovery,HBO,Nat_Geo,start,challenge,write,new,know,glacier,photo,smaller,pick,tong,drop,scotch,diner,must,shopper,saturday,mary,hilary,swank,head,cast,malaria,drama,screenwriter,love,actually,2013,halle,berry,black,personality,role,model,receive,accolade,host,sunday,cycle,high,win,documentary,controversy,fyi,sober,butter,bugle,president,man,revisit,look,back,late,film,feature,interview,well,portray,goofy,inappropriate,gue,olympic,athlete,premiere,twitter,djroe,guy,Amish,PBS,time_lapse,Food_Network,Martha,James_Woods,Centric,Lisa_Leslie,Gabrielle_Union,Sweet,Salty_Chocolate_Peanut,Dustin_Hoffman,Robert_Redford,real_life
,22,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 24, 2013 Friday",78 of 90 DOCUMENTS,Austin American-Statesman (Texas),Love's beauty and ache,Matthew Odam American-Statesman Staff,LIFESTYLE; Pg. D1,,1119 words,,,"May 24, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,Celine,Jesse,time,couple,love,life,film,Midnight,movie,spend,child,walk,jesse,Paris,audience,still,wonder,summer,take,shot,son,give,hotel,Linklater,Delpy,Sunset,three,collaborator,young,possibility,dialogue,initial,run,youthful,relationship,move,catch,family,find,similar,future,linklater,slacker,sense,long,mostly,talk,maybe,share,pair,change,return,capture,longing,play,linger,car,ride,new,tension,nod,scene,romantic,greek,discussion,friend,afternoon,chat,less,offer,camera,follow,lover,painful,Richard_Linklater,Ethan_Hawke,Julie_Delpy,Hawke,Sunrise,European,Chicago,Greece,span,exceptional,director,chart,birth,growth,crescendo,complication,mesmerize,third,installment,deliver,humorous,look,depth,banality,bold
,15,12,10,9,8,7,7,7,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 12, 2013 Thursday",82 of 90 DOCUMENTS,Austin American-Statesman (Texas),Immigration fraud crackdown overdue,Austin American-Statesman,MAIN; Pg. A8,,855 words,,,"September 12, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,immigration,Sanchez,legal,client,consultant,attorney,seek,status,fraud,immigrant,make,money,general,federal,settlement,organization,case,state,notario,Texas,Cristo_Vive,unscrupulous,legislation,office,collect,often,problem,fraudulent,service,process,U.S.,American_Statesman,obtain,law,invite,perpetrator,risk,complain,limited,someone,whose,attention,far,increasingly,aggressive,criminal,scam,introduce,target,offer,report,court,order,2011,handle,face,agree,fine,result,legally,crack,customer,notary,lawyer,false,bill,foster,deport,receive,fizzle,especially,deserve,advice,tell,desperate,desire,combine,tangle,create,climate,deceit,defraud,small,victim,reluctant,amount,prey,nefarious,ambition,last,thing,may,dubious,attract,official,outweigh,change,become,chase
,19,8,7,7,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 31, 2013 Thursday",85 of 90 DOCUMENTS,Austin American-Statesman (Texas),"Texas retail, service growth slows",American-Statesman staff,BUSINESS; Pg. B5,,363 words,,,"October 31, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,index,accord,sector,activity,service,company,outlook,business,report,survey,october,general,state,september,august,indicate,continue,sale,Dallas_Fed,retail,growth,condition,slightly,among,across,last,drop,lessen,confidence,consumer,issue,Texas,slow,dim,federal,reserve,bank,revenue,key,indicator,dip,5.3,8.9,monthly,13.6,lower,still,positive,figure,private,firm,increase,slower,pace,account,roughly,percent,economy,employ,million,people,measure,suggest,similar,cool,fall,7.9,16.5,subset,broader,21.1,employment,edg,3.7,5.5,hire,pick,wage,benefit,move,14.1,8.7,lowest,read,2012,employer,less,optimistic,broad,economic,decline,6.4,6.3,4.9,result,reflect,country,release,week
,9,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 22, 2013 Friday",87 of 90 DOCUMENTS,Austin American-Statesman (Texas),Civic center closing this month,Esther Robards-Forbes American-Statesman Staff,METRO; Pg. B2,,429 words,,,"November 22, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,event,facility,new,county,area,move,official,help,participant,Hays_County,youth,program,agriculture,large,arena,room,build,show,cost,nervous,venue,biggest,use,locate,board,San_Marcos,Petty,student,participate,dig,shut,door,end,civic,center,enclose,meeting,1970,serve,barn,decide,earlier,close,save,"177,000",take,maintain,land,sit,east,interstate,near,south,side,poise,industrial,development,make,sense,sell,fund,appropriate,location,judge,bert,cobb,budd,farmer,rancher,negotiate,arrangement,certain,nonprofit,hold,next,exchange,1.8,million,toward,construction,park,feature,cover,indoor,veterinary,concession,full,kitchen,begin,host,rodeo,craft,september,400,change,newer,bigger,extension,agent
,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 1, 2013 Sunday",88 of 90 DOCUMENTS,Austin American-Statesman (Texas),Top Local Business Stories of the Week,American-Statesman Staff,BUSINESS; Pg. F2,,684 words,,,"December 3, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,commission,power,utility,Texas,electricity,sector,state,accord,several,consumer,plant,sale,index,senator,cost,decision,reserve,generator,retail,november,report,activity,Fraser,ERCOT,Dallas_Fed,last,week,suggest,agency,solution,sen,hearing,leave,private,monday,member,make,capacity,payment,price,wholesale,sell,whether,shortage,operate,new,surge,jump,boost,service,note,business,firm,october,survey,expand,retailer,confidence,hour,service_sector,confront,policy,texas,question,direction,attempt,guard,roll,blackout,overstepping,authority,pursue,billion,troy,fraser,chairman,call,criticize,begin,mandate,level,instead,achieve,target,surplus,despite,inclement,weather,dozen,committee,travel,attend,republican,echoe,concern,none,defense,totally,legislature
,7,7,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 31, 2013 Tuesday",90 of 90 DOCUMENTS,Austin American-Statesman (Texas),Texas manufacturing growth slows,Dan Zehr American-Statesman Staff,BUSINESS; Pg. B5,,310 words,,,"January 1, 2014",ENGLISH,,,,,,Newspaper,Copyright 2013 The Austin American-Statesman                               All Rights Reserved
,report,production,december,growth,business,condition,continue,manufacturer,Dallas_Fed,manufacturing,factory,outlook,accord,state,index,measure,suggest,slower,new,hire,percent,modest,Texas,ongoing,cool,manager,rosiest,almost,monday,federal,reserve,bank,key,output,dip,7.1,16.9,prior,monthly,lower,positive,figure,grow,pace,november,tend,track,closely,broader,economy,provide,earliest,indication,economic,across,follow,essentially,flat,order,shipment,gauge,factor,fall,reading,little,change,volume,overall,scale,back,slightly,employee,hour,work,company,survey,worker,layoff,despite,lukewarm,increasingly,optimistic,view,current,future,four,indexe,general,three,hit,highest,point,least,anonymous,comment,compile,several,texas,note
,8,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
