PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"January 31, 1998",3 of 177 DOCUMENTS,Austin American-Statesman (Texas),Antarctic drilling turns up shellfish; The fossils and algae tell of,RAY LILLEY,News; Pg. A22,,468 words,,,"February 2, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,Antarctic,climate,ice,find,shell,million,ago,study,global,scientist,indicate,change,bed,warming,period,new,New_Zealand,Antarctica,shellfish,species,seab,warmer,project,coastal,believe,sea,history,clue,may,help,whether,glacial,take,algal,seaweed,environment,form,different,mollusk,debate,sheet,Ross_Sea,Barrett,Wellington,Pleistocene,Pliocene,dozen,kind,fossil,previously,unknown,alga,friday,discovery,degree,1.2,1.8,geology,professor,peter,barrett,coordinator,drilling,climatic,rock,core,"1,500",foot,unlock,offer,earlier,antarctic,warm,spell,predict,world,level,controversy,present,budd,recent,epoch,together,run,5.3,"10,000",major,hardly,ever,enormous,variety,something,type,alone,thick,layer,contain,barnacle,coral
"February 13, 1998                               Correction Appended",81 of 177 DOCUMENTS,Austin American-Statesman (Texas),"El Nino could last through April, experts say; El Nino's topsy-turvy",Curt Suplee // William Claiborne,News; Pg. A1,,762 words,,,"March 24, 1998",ENGLISH,"February 14, 1998",,"California Na tional Guard Sgt. Greg Mon tes nervously watches the nearby hills of Rio Nido, where heavy rains brought on by El Nino have caused mudslides. // Randy Nauert checks out the damage to his friends' beachfront home in Malibu, Calif., after heavy rains caused it to collapse this week. Storms have been battering the West Coast, and meteorologists say more storms are likely over the next two months.",,,,Copyright 1998 The Austin American-Statesman
,California,el,nino,rainfall,state,thursday,temperature,normal,area,last,weather,storm,normally,continue,much,three,home,Florida,pattern,cooler,major,inch,mudslide,impact,part,severe,northern,april,forecaster,predict,increase,rest,country,percent,lower,estimate,higher,time,precipitation,bring,southern,flood,cause,damage,heavy,resident,many,hillside,rain,fall,reach,event,water,away,begin,may,period,high,south,National_Oceanic,Atmospheric_Administration,Mexico,San_Francisco,Leetmaa,Texas,lash,record,warming,frigid,least,federal,still,go,strong,commerce,secretary,news,conference,warmer,fact,far,winter,heating,bill,nation,average,official,among,traditionally,chilly,venue,degree,usual,suffer,typically,president,declare,disaster,florida
,8,7,7,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 3, 1998                               Correction Appended",84 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Jackson: Hispanics, blacks must join forces; The political activist's",David Koenig,Metro/State; Pg. B1,,505 words,,,"July 7, 1998",ENGLISH,"July 4, 1998",,Jesse Jackson: Addresses convention of Hispanic advocay group in Dallas.,,,,Copyright 1998 The Austin American-Statesman
,Jackson,Gephardt,bilingual,convention,black,nation,people,support,education,Bush,Mauro,tell,hispanic,job,partisan,address,congress,history,republican,wednesday,receive,ovation,inheritance,tax,compete,company,business,increase,leadership,country,proposal,criticize,anti_Hispanic,U.S.,Texas,rev,activist,thursday,hispanics,work,together,instead,rival,political,clout,deliver,sharp,audience,speak,national,oldest,organization,w.,bush,thunderous,noon,speech,surpass,warm,give,avoid,ideological,debate,range,variety,subject,race,relation,great,challenge,brown,white,asset,threat,must,force,scarcity,time,surplus,critical,eager,foreign,market,underserving,place,heavily,el,paso,predominantly,harlem,federal,government,incentive,minority,community,occasionally,take,shot,accuse
,7,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 3, 1998",87 of 177 DOCUMENTS,Austin American-Statesman (Texas),Tornado-warning device up for award,Tim Green,Business; Pg. G4,,547 words,,,"October 6, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,inch,earn,call,device,hit,page,give,much,g3,card,Nextel,run,prize,path,version,time,minute,award,phone,pack,offer,new,long,1000,cover,let,line,price,web,make,site,organization,information,cent,friend,have,processor,power,chip,upgrade,crescendo,Saatchi,PowerPC,Sonnet,tornadoe,"100,000",innovation,help,tornado,relative,safety,proverbial,freight,train,thunder,overhead,feel,twister,ground,detect,seismic,signal,storm,mile,away,network,design,already,similar,smoke,alarm,provide,warning,four,enough,resident,reach,safest,part,house,vy,idea,inaugural,competition,sponsor,global,communication,giant,oct,state,world,forum,animated,demonstration,finalist,lot,digital,raft,feature
,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 2, 1998",88 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Payday at the pump -- for some; Oil glut pads consumers' wallets,",Maggie Jackson,Business; Pg. D1,,1087 words,,,"December 3, 1998",ENGLISH,,,"Milton Johnson fills up at the Interstate 35 and Seventh Street Mobil station in Austin on Tuesday. The average price of regular unleaded fell to 97.4 cents a gallon this week, an eight-year low.",,,,Copyright 1998 The Austin American-Statesman
,oil,company,price,billion,Standard_Oil,merge,value,pend,deal,U.S.,world,exxon,tuesday,percent,stock,announce,complete,producer,industry,last,cut,corp,agree,buy,corp.,Mobil,barrel,consumer,drop,help,fall,merger,biggest,new,gas,drilling,project,state,United_States,driller,spokesman,small,lowest,level,along,capital,expenditure,expect,cost,gasoline,gallon,week,low,turn,many,market,economic,glut,production,million,june,little,big,create,add,group,mobil,may,control,accord,rigs,major,still,job,box,involve,sept,nov,co.,history,Parker_Drilling,Saudi_Arabia,Dallas,Asia,Alaska,Texas,FROM,British_Petroleum,Amoco_Corp.,Ohio,Standard_Oil_Trust,scrape,bottom,leave,chortling,refiner,glum,we,patch
,25,17,12,12,8,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"November 12, 1998",95 of 177 DOCUMENTS,Austin American-Statesman (Texas),Argentina offers to lead nationsin reducing greenhouse gases,,News; Pg. A10,,265 words,,,"November 18, 1998",ENGLISH,,,"Buddhists clash: A Buddhist monk uses karate Wednesday on a bodyguard of top monks at Chogye Temple in Seoul, South Korea. Rivalries flared on the eve of voting for the head of the nation's largest Buddhist group.",,,,Copyright 1998 The Austin American-Statesman
,nation,lawyer,wednesday,Pinochet,cut,back,emission,last,law,free,argue,state,arrest,charge,conspiracy,prime,minister,Argentina,Britain,Malaysia,offer,develop,voluntarily,greenhouse,gas,seek,breakthrough,talk,reduce,global,warming,landmark,conference,three,dozen,industrialize,agree,pollution,output,percent,1990,level,2012,poorer,merely,ask,curtail,yet,sign,gen,augusto,pinochet,insist,immunity,broad,try,wrap,effort,former,dictator,tell,tribunal,lord,1978,safeguard,foreign,head,cite,act,quash,face,genocide,remain,police,guard,hospital,undergo,surgery,dissident,claim,halt,judge,refuse,allow,defense,oust,deputy,victim,political,anwar,ibrahim,maintain,sex,corruption,stem,rivalry,pleaded,innocent,critic
,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 29, 1998",98 of 177 DOCUMENTS,Austin American-Statesman (Texas),"For Cubans, it's an opportune time for restorative justice'",,Editorial; Pg. A12,,677 words,,,"February 2, 1998",ENGLISH,,,Pope John Paul II greets the crowd Sunday morning in Havana.,,,,Copyright 1998 The Austin American-Statesman
,pope,Castro,reconciliation,perhaps,political,spirit,truth,island,call,Cuba,human,begin,change,visit,may,embargo,scold,occur,communism,freedom,need,godless,yet,hope,commission,new,appear,people,country,along,right,despite,humanize,end,tell,idea,wait,era,difficult,effort,heal,trauma,justice,Miami,Cuban,U.S.,Congress,United_States,post_Castro,airport,repetition,1980,angrily,publicly,liberation,theologist,participate,revolution,yes,exterminating,angel,forceful,speak,liberate,reject,unbridled,capitalism,main,message,love,establishment,independent,order,pervade,seek,within,face,capital,exile,expectedly,mix,reaction,many,expect,ouster,massive,civil,rebellion,simply,bless,deliverance,constantly,violent,overthrow,disappointed,use,propaganda,sense,criticism
,14,7,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 14, 1998",100 of 177 DOCUMENTS,Austin American-Statesman (Texas),On Target; Bow hunter's archery shop finds its mark in Austin area,Kay Rosenwasser,Weekly Business Review; Pg. 1,,949 words,,,"March 24, 1998",ENGLISH,,,"Bill Bleakney, right, a carpet industry sales manager before he and his wife bought Archery Country, discusses a compound bow with customer Bill Witt. // Susan Bleakney, co-owner of Archery Country, was an office manager in Laredo before she and her husband, Bill, started the archery store there. They sold their Laredo operation and started their store in Austin in 1993. // Archery Country offers classes for children and adults. Alex Noether, 12, sights a target as he flexes a bow in a class.",,,,Copyright 1998 The Austin American-Statesman
,store,Archery_Country,archery,sale,Bill_Bleakney,equipment,Susan_Bleakney,sport,start,range,McAllen,become,bleakney,business,practice,child,Austin,Bleakneys,bow,shop,keep,job,manager,sell,indoor,have,customer,percent,lesson,technology,bows,offer,adult,program,goods,crossbow,decision,hunt,able,find,need,change,pretty,soon,work,full,time,long,industry,three,owner,move,archer,place,every,own,although,increase,individual,company,revenue,make,accessory,cost,we,much,sophisticated,hour,instruction,olympic,development,accord,specialize,many,buy,try,tell,shoot,another,Archery,full_time,wife,retailer,bear,frustration,1978,tired,eventually,original,plan,dramatically,past,eight,1990,intention,quit,office,leave,carpet
,15,13,11,10,9,8,8,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 7, 1998",104 of 177 DOCUMENTS,Austin American-Statesman (Texas),Telecommunications mergers will probably affect you soon,Michael E. Kanell,Special; Pg. E18,,1251 words,,,"October 8, 1998",ENGLISH,,,CHARLOTTE B. TEAGLE/ COX NEWS SERVICE,,,,Copyright 1998 The Austin American-Statesman
,service,phone,company,local,customer,business,billion,big,use,long_distance,internet,cable,offer,many,SBC,merger,technology,purchase,price,carrier,market,wire,access,call,line,telecommunication,deal,last,buy,perhaps,time,wireless,give,change,regional,little,provide,large,carry,provider,increasingly,war,supercarrier,transmit,away,report,announcement,new,action,go,1996,series,plan,already,lower,consumer,yet,may,switch,often,partly,world,seem,choice,combine,need,regulator,connect,home,various,compete,together,range,smaller,fight,shop,every,idea,best,battle,outside,vs.,fiber,copper,nation,data,analog,modem,voice,system,we,tv,Telecommunications_Act,WorldCom,Bell_Atlantic,GTE,Ameritech,TCI,high_speed
,19,18,17,12,9,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 11, 1998",107 of 177 DOCUMENTS,Austin American-Statesman (Texas),Austin school chief defends staff communication; A.C. Gonzalez says,Laylan Copelin,Metro/State; Pg. B1,,813 words,,,"December 14, 1998",ENGLISH,,,"A.C. Gonzalez: 'We're meetin almost every day, it seems like,' interim Austin superintendent says of his staff and school board.",,,,Copyright 1998 The Austin American-Statesman
,construction,trustee,board,Gonzalez,Fox,school,staff,meeting,project,million,problem,technology,last,every,leave,Rider,superintendent,three,district,give,issue,almost,schedule,however,think,may,gonzalez,especially,bad,news,escalate,cost,delay,report,voter,1996,budget,lack,boundary,plus,meet,set,week,elect,fall,contract,wednesday,night,understand,picture,keep,wish,know,immediately,can,past,make,tell,feel,job,april,ask,blgy,sverdrup,manager,still,finally,Austin,Whatley,a.c.,surprised,anyone,believe,slack,deliver,truth,four,five,have,thursday,lengthy,experience,slow,timely,accurate,420,ized,other,do,well,consider,avalanche,agenda,eight,replace,jim,fox,face,bloat
,13,12,9,9,9,8,6,6,6,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 18, 1998",115 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Small businesses keeping health care; With job market tight, many",Eileen Glanton,Business; Pg. C2,,580 words,,,"June 24, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,health,employee,company,percent,cost,business,offer,coverage,increase,full_time,care,survey,insurance,manage,pay,benefit,plan,premium,firm,Kaiser_Family_Foundation,small,worker,work,legislation,higher,respondent,eliminate,800,pass,entire,expect,director,find,least,100,fewer,likely,patient,make,change,add,organization,Congress,rise,owner,prepare,little,help,hold,experience,moderate,price,several,announce,larger,1999,meanwhile,consumer,protection,give,people,flexibility,yet,eight,executive,respond,program,social,policy,absorb,response,varied,accord,tighter,job,market,associate,must,order,compete,president,architecture,last,unwilling,shop,around,cheaper,ask,staff,can,negotiate,lower,rate,hire,consultant,handle,big,often,complex
,10,10,9,9,7,7,7,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 21, 1998",116 of 177 DOCUMENTS,Austin American-Statesman (Texas),Student need shunted aside in college aid,Ethan Bronner,News; Pg. A1,,1212 words,,,"June 24, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,aid,student,college,financial,offer,top,need,make,Harvard,income,institution,formula,percent,scholarship,increase,many,family,new,applicant,admission,bid,take,minority,group,dean,enrollment,deal,receive,earner,think,different,change,lower_income,middle_class,Schapiro,spend,attract,result,less,officer,administrator,competitive,best,adjust,reject,whether,money,season,particularly,good,include,greater,professor,game,meet,ask,gap,go,squeeze,let,negotiate,may,university,base,determine,asset,practice,today,really,letter,reply,class,member,parent,look,bottom,fourth,budget,price,competition,package,perhaps,better,co_author,Patricia_Keck,middle_income,Princeton,needy,orderly,world,avoid,standard,unravel,replace,environment,several,factor,work,subjective
,24,22,15,10,10,8,8,8,8,7,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"July 9, 1998",118 of 177 DOCUMENTS,Austin American-Statesman (Texas),"With end of his term in sight, Clinton's vision narrows",David Shribman,Editorial; Pg. A13,,793 words,,,"July 13, 1998",ENGLISH,,,David Shribman,,,,Copyright 1998 The Austin American-Statesman
,president,Clinton,term,ever,presidency,grow,political,last,investigation,domestic,initiative,way,little,second,tax,much,diminish,Eisenhower,Nixon,Reagan,back,work,capital,enter,smaller,program,fall,administration,make,help,federal,money,unconventional,seem,time,office,end,presidential,modest,part,leave,case,university,vote,take,change,small,list,government,pass,China,Congress,White_House,critical,passage,tumultuous,independent,counsel,kenneth,w.,starr,grind,defiance,stronger,midterm,election,closer,agenda,tenure,center,national,life,briefer,give,pep,talk,urging,approve,adjourn,campaigning,truth,menu,sparse,meal,poor,elderly,disable,americans,pay,medicare,premium,finish,commitment,put,"100,000",new,police,officer,street
,8,8,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 29, 1998",122 of 177 DOCUMENTS,Austin American-Statesman (Texas),Some less common places to put money,Julius Westheimer,Weekly Business Review; Pg. 2,,444 words,,,"August 31, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,stock,fund,money,bond,market,company,bank,investment,maturity,interest,buy,guarantee,big,people,know,account,treasury,many,may,place,safe,cash,mutual,income,hold,although,zero,rate,high,make,percent,still,co.,much,earning,mantra,Asian,park,frighten,traditional,haven,bill,etc,realize,stash,advise,writer,offer,liquidity,stability,principal,best,set,aside,emergency,steady,another,government,ious,sell,deep,discount,value,provide,current,remain,mature,need,back,skyrocket,tax,bracket,municipal,sense,individual,special,advantage,change,date,full,return,occasionally,suitable,average,fall,8.6,july,widely,large,co,inc.,corp.,powerful,indication,investor,believe,largest,power,fortune
,7,7,6,6,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 14, 1998",125 of 177 DOCUMENTS,Austin American-Statesman (Texas),LETTERS,,Editorial; Pg. A8,,1378 words,,,"September 15, 1998",ENGLISH,,,President Clinton,,,,Copyright 1998 The Austin American-Statesman
,president,family,problem,republican,Clinton,child,work,bench,person,we,sept,column,ask,much,gop,find,prosecutor,persecutor,investigation,bring,know,austin,truth,millea,parent,someone,better,provide,sweep,clean,sexual,politics,country,behavior,victim,try,tell,democrat,vulnerability,Ken_Starr,please,back,recently,husband,four,value,remind,almost,security,private,read,right,taxpayer,million,toward,care,complex,fact,doctorate,social,service,school,support,think,november,anyone,change,hard,rest,gov,bush,forget,expose,misconduct,life,hold,mcgwire,report,internet,detail,national,whole,need,hate,party,threaten,may,destroy,presidency,difference,crime,investigate,order,determine,individual,focus,unbiased,guilty,something
,9,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 16, 1998",128 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Citigroup to cut 10,400 global jobs; Financial services giant",By Daniel DunaiefBloomberg News,Business; Pg. D1,,470 words,,,"December 18, 1998",ENGLISH,,,,,,,Copyright 1998 The Austin American-Statesman
,million,company,cut,business,percent,merger,job,service,boost,citigroup,expense,banking,plan,customer,management,Citigroup,staff,financial,reduce,cost,billion,trading,loss,brokerage,market,insurance,merge,bank,force,country,revenue,100,analyst,Citicorp,Salomon_Smith_Barney,"10,400",world,largest,profit,form,take,900,charge,mostly,fourth,quarter,pay,eliminate,meet,forecast,sanford,weill,earning,share,rise,2.81,48.87,stock,unveiled,april,amid,unit,ouster,former,president,have,change,condition,make,adjustment,money,manager,oversee,sometimes,drastic,anticipate,expect,680,1999,975,2000,"3,600",people,upheaval,might,obscure,impact,action,short,term,operating,efficiency,identify,help,we,continue,build,shareholder,value
,8,7,6,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 18, 1998",130 of 177 DOCUMENTS,Austin American-Statesman (Texas),Watch your language; Short-sighted phonetics experts giving pro,Mike Francis,Sports; Pg. C4,,614 words,,,"January 20, 1998",ENGLISH,,,"As a name for a Tennessee team, Oilers just doesn't make sense.  It was a perfect fit in Houston, but Eddit George and his teammates need a more appropriiate mascot.",,,,Copyright 1998 The Austin American-Statesman
,team,name,fan,new,owner,certain,play,bullet,change,attach,blame,everybody,loyalty,stadium,city,anymore,good,make,place,take,game,sound,long,mouseketeer,hear,go,wizards,franchise,everything,everyone,forget,today,ago,awaken,bleak,truth,player,bid,war,among,metropolitan,area,real,villain,quash,language,consultant,consider,evidence,never,phonology,set,gainfully,employ,1990,demand,must,ring,glamour,marketability,old,standby,tiger,wash,phonetics,expert,syllable,engender,instill,pride,gloomy,situation,record,hapless,expansion,worse,rocky,ok,fine,luck,clever,banner,win,jet,vanish,landscape,ditto,field,freeze,likely,finish,warm,climate,drape,teal,silver,slated,season,date
,11,9,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 30, 1998",131 of 177 DOCUMENTS,Austin American-Statesman (Texas),Alternating currents; Latin American art show electrifies issues of,christopher schade,XL Ent; Pg. 48,,850 words,,,"February 2, 1998",ENGLISH,,,"Carlos alonso's 'Carnicero II' (Butcher II') from 1972 is a pen and ink drawing of a butcher hacking up himan corpses - an attack on the longstanding military regime in Argentina. // Gego's Meccano (Dibujo sin papel, num. 23)' ('Drawing without paper') from 1985 is an aluminum, iron wire and iron chain piece suspended fromthe ceiling, about 18 inches from the wall.  What results is an interesting conceptual quandary. // Harold Gonzalez's piece 'Dibujo en Cinco Leccinnes' (""Drawing in five Lessons"") from 1972 stretches the conceptual boundaries of drawing in form while challenging the state's restrictive indoctrination in content.",,,,Copyright 1998 The Austin American-Statesman
,draw,art,artist,political,piece,vision,alternative,curator,show,conceptual,current,exhibit,work,make,period,boom,form,result,human,butcher,South,American,Gibson,Argentina,m.,23rd,march,much,free,without,question,visual,collection,drawing,country,longstanding,figure,many,often,1972,state,paper,create,expression,freedom,expressive,line,image,ii,economic,formal,iron,wire,wall,Huntington_Art_Gallery,San_Jacinto,Re_Aligning,Austin,Mari_Carmen_Ramirez,Venezuela,Dibujo,Gego,review,drawingarcher,compelling,minimal,leave,town,ago,direction,edith,a.,assemble,impressive,array,137,four,installation,organizational,feat,noteworthy,plumb,diverse,do,de,lucky,enough,enjoy,exhibition,third,last,stop,way,credit,dedication,contemporary,latin,grow,awareness
,13,9,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 1998",143 of 177 DOCUMENTS,Austin American-Statesman (Texas),Unions getting look in UT salary debate; Engelhardt gets teaching,,Metro/State; Pg. B3,,968 words,,,"May 20, 1998",ENGLISH,,,"Richard Boehm// Michael Engelhardt,",,,,Copyright 1998 The Austin American-Statesman
,ut,professor,honor,research,million,teach,receive,UT,president,award,faculty,information,p.m.,engineering,salary,give,student,address,m.d,patient,paper,University,Engelhardt,Geographic_Education,Southwestern,debate,staff,member,feature,problem,thursday,help,find,fall,regent,cost,college,associate,civil,excellence,select,h.,jone,distinguished,chair,geography,direct,school,rather,speak,anchor,quality,center,name,community,cancer,division,understanding,way,room,family,graduation,four,go,do,new,registration,call,Texas,SWT,Smithville,Anderson,English,Huston_Tillotson,union,look,ongoing,employee,invite,discuss,pro,con,unionizing,meeting,5:15,wednesday,panel,include,law,representative,cio,people,understand,crucial,university,can,ignore,association,appear
,8,7,7,7,6,6,6,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 29, 1998",146 of 177 DOCUMENTS,Austin American-Statesman (Texas),"Wine, women and health: a mixed drink",Steven M. Pratt,Editorial; Pg. F1,,1051 words,,,"June 2, 1998",ENGLISH,,,"Researchers recently found that a chemical in red wines acts like estrogen, a hormone known to protect against heart disease but that also contributes to breast cancer//Women's tolerance for alcohol is lower than men's, so for premenopausal women, the risks may outweigh the benefits.",,,,Copyright 1998 The Austin American-Statesman
,alcohol,woman,risk,wine,drink,disease,heart,may,study,red,cancer,researcher,man,lower,professor,moderate,glass,female,consumption,medicine,research,percent,less,find,seem,breast,benefit,associate,good,time,effect,protect,per,amount,drank,daily,factor,increase,gram,Harvard,Van_Horn,use,go,dinner,fun,beer,spirit,history,lifestyle,especially,know,preventive,consider,last,positive,particular,dr.,three,support,appear,older,likely,score,top,age,grape,antioxidant,cholesterol,coronary,high,act,estrogen,greater,hypertension,weigh,outweigh,small,remember,Northwestern_University_Medical_School,post_menopausal,weekend,try,take,care,everything,start,every,night,food,almost,record,blend,healthful,practice,expert,medical,nutritional,organization,advocate
,20,18,15,14,12,12,10,8,8,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
