PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 11, 2012 Saturday",3 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A12,,804 words,,,"August 12, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,tree,city,U.S.,bear,aug,consider,global,article,many,degree,citizen,Romney,Mexican,heritage,compromise,require,state,address,pay,change,make,statute,birth,official,save,Mitt_Romney,candidate,major,community,law,rental,ordinance,tax,parking,plan,council,implement,warming,warning,fuel,bring,time,move,power,austin,ted,cruz,despite,soil,naturalize,natural,jon,roland,former,water,plant,name,cost,developer,go,benefit,block,grant,fund,Latino,Mexico,Canada,Texas,Medicaid,root,presidential,struggle,figure,vote,seem,pass,opportunity,tout,father,family,play,role,establish,think,act,ashamed,insult,show,pride,marc,perkel.com,commentary,give,chance,list,hot,do,little,nothing
"May 27, 2012 Sunday",42 of 113 DOCUMENTS,Austin American-Statesman (Texas),Should utility be run by city?,Marty Toohey mtoohey@statesman.com American-Statesman Staff,MAIN; Pg. A01,,2393 words,,,"May 27, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,utility,Austin_Energy,rate,council,city,increase,customer,much,board,member,critic,issue,debate,plan,cost,govern,spend,pressure,three,proposal,executive,need,rise,suburban,vote,million,raise,probably,public,reserve,percent,transfer,financial,long,wait,Austin,City_Council,Spelman,electric,go,bill,call,give,set,home,pay,way,budget,state,additional,San_Antonio,finally,june,likely,follow,many,2007,2009,attention,manager,change,address,outside,allow,think,complex,relatively,power,general,fund,begin,base,community,arrangement,avoid,election,every,decide,make,process,propose,add,Riley,possibly,contentious,run,put,question,among,lead,problem,warn,boss,2006,message,deliver,term,official,deal
,41,30,25,25,24,20,12,9,9,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 8, 2012 Wednesday",43 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A08,,825 words,,,"August 13, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,policy,aug,voter,percent,militarism,id,letter,editor,vote,moral,pass,bad,people,price,carbon,article,immigration,U.S.,Hansen,writer,report,eligible,election,lie,family,republican,failure,parallel,disengagement,traumatize,enable,consider,many,number,community,place,consequence,leave,impact,government,shame,house,owner,climate,science,prove,include,market,wealth,personal,rich,work,belief,support,big,business,company,legislation,provide,guess,Wisconsin,Penn_State,Mitt_Romney,Romney,CCA,Chick_fil_A,maybe,need,assert,secretary,state,117,recent,recall,way,defend,require,photo,truth,value,habitually,falsify,try,make,case,liar,harleyspoon,yahoo.com,austin,commentary,fuel,monstrosity,seem,universally,acknowledge,boy,thing,find,hundred
,7,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 26, 2012 Sunday",44 of 113 DOCUMENTS,Austin American-Statesman (Texas),POLITIFACT TEXAS,Compiled by the American-Statesman Politifact Texas team,INSIGHT; Pg. E03,,449 words,,,"August 27, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Texas,statement,Obama,find,abortion,business,brother,president,money,half,true,education,city,elect,Medicare,obama,keeper,aunt,mostly,correct,often,life,rob,716,billion,health,care,law,future,spend,support,ban,case,rape,incest,candidate,texas,climate,49th,rank,representation,geographic,council,group,member,politifact,Austin,item,explain,greater,length,detailed,source,list,website,www.politifacttexas.com,preach,we,live,real,poverty,representative,refer,slum,tell,interviewer,expect,help,sell,charcoal,road,account,give,2006,pay,obamacare,false,element,truth,seek,reduce,tally,cost,reduction,next,neither,literally,cut,dollar,amount,program,budget,mean,vice,presidential,staunch,opponent,include,exception
,7,6,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 11, 2012 Tuesday",45 of 113 DOCUMENTS,Austin American-Statesman (Texas),Tighter water rules should be norm,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A06,,727 words,,,"September 13, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,water,city,restriction,dring,lake,stage,july,week,level,once_a_week,well,midnight,Central_Texas,currently,last,limit,homeowner,landscaping,rule,use,allow,change,time,tree,drip,irrigation,sprinkler,home,address,acre_feet,lift,write,new,set,drop,certain,full,saturday,die,prompt,leffingwell,decision,tell,require,move,next,concern,quick,back,resident,nothing,policy,situation,hold,accord,return,grass,lawn,private,number,drill,system,a.m.,p.m.,Austin,Toohey,Travis,surprised,puzzle,sure,wetter,expect,rainfall,total,jan,almost,inch,average,remain,thus,surprise,force,reverse,course,have,edge,matter,wet,loom,consider,make,normal,tighten,point,instead,loosen,rise,report,edition
,27,14,8,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 2012 Monday",52 of 113 DOCUMENTS,Austin American-Statesman (Texas),COMMUNITY BRIEFING,American-Statesman Staff,METRO; Pg. B02,,1419 words,,,"May 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,staff,American_Statesman,p.m.,school,chamber,county,meeting,board,tuesday,information,water,host,public,event,robot,session,transportation,additional,wednesday,st,parent,free,may,hospital,conference,district,start,Bastrop,improvement,include,hold,drive,5:30,orientation,foster,child,group,meet,next,education,psychiatric,annual,networking,time,ring,system,contact,thursday,discuss,o'rourke,fair,early,voting,ACC,HAYS,Ciara,funding,project,plan,today,center,community,run,middle,cafeteria,expect,make,set,adoptive,home,teens,offer,visit,honor,sustainability,award,receive,college,present,net,amount,raise,gala,people,chemical,behavioral,register,a.m.,member,development,create,email,pflugervilleisd.net,go,round,rock,student,third,sumo
,16,14,12,10,8,8,7,7,7,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 7, 2012 Thursday",54 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A08,,904 words,,,"June 10, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,people,many,million,rate,cost,city,Texas,article,rehabilitation,result,find,blame,public,we,increase,request,let,Austin_Energy,lockup,issue,appoint,leader,promise,youth,recognize,much,tyc,staff,member,general,provide,continue,work,council,may,ratepayer,reduce,save,reduction,another,new,go,coal,extra,address,energy,plant,health,sulfur,cool,emission,attack,every,construction,care,hospital,bed,next,suffer,situation,happen,read,primary,election,believe,career,politician,Austin_City_Council,Fayette_County,june,agency,plan,reopen,governor,happy,interim,grand,display,toughness,violent,lose,concept,2007,sen,downsize,cite,sex,scandal,nonexistent,properly,conduct,investigation,earlier,media,frenzy,dismantling,nationally,program,later
,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 15, 2012 Sunday",56 of 113 DOCUMENTS,Austin American-Statesman (Texas),Wet lab space scarce for Austin tech sector,Laylan Copelin lcopelin@statesman.com American-Statesman Staff,BUSINESS; Pg. F01,,1414 words,,,"July 15, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,lab,company,space,Austin,startup,wet,research,biotech,square,foot,need,Georgetown,grant,facility,go,drug,city,center,Texas,ATI,WalkerPeach,state,early,job,official,medical,school,several,director,development,million,make,work,people,UT,Walkow,Barchas,Williams,economic,university,sector,equipment,next,look,study,help,create,include,tenant,necessarily,many,attract,grow,ut,building,2007,move,product,firm,Miller,Pearson,yet,biotechnology,commercialize,without,risk,lose,industry,teach,hospital,take,ask,question,federal,"60,000",meet,lot,money,local,possible,plan,award,use,private,we,recently,eventually,though,small,open,line,cancer,other,collaboration,second,technology,bring,provide,office
,26,24,19,16,13,10,9,8,7,7,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 12, 2012 Sunday",57 of 113 DOCUMENTS,Austin American-Statesman (Texas),AMERICAN DIGEST,American-Statesman Staff,INSIGHT; Pg. E02,,302 words,,,"August 12, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,keep,go,olympic,bee,man,push,move,swarm,hospital,attack,Texas,'my,leg,feel,brick,something,inside,leo,manzano,former,runner,jetted,back,pack,final,stretch,win,silver,"1,500",meter,sure,ready,sleeping,air,mattress,edit,room,rowdy,gaine,analyst,opining,superstar,swimmer,make,good,tv,sport,commentator,yet,might,pass,broadcast,assignment,greedy,vincent,hancock,captain,earn,gold,medal,skeet,shoot,acknowledge,among,vast,majority,winner,rich,success,if,somebody,try,house,different,location,probably,mad,entomologist,agrilife,extension,service,explain,behavior,warehouse,worker,cabinet,contain,perhaps,"125,000",end,hospitalize,hundred,sting,global,warming,human,activity,reared,head
,5,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 8, 2012 Sunday",60 of 113 DOCUMENTS,Austin American-Statesman (Texas),TOP LOCAL STORIES OF THE WEEK,AUSTIN AMERICAN-STATESMAN,METRO; Pg. B03,,736 words,,,"January 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Austin,school,record,city,county,million,district,member,charter,officer,official,look,hot,fire,coal,election,voter,create,pay,friday,police,continue,home,degree,budget,fall,estimate,property,email,every,timetable,complete,finish,campaign,accord,austin,man,work,plan,delay,card,mailing,new,voting,resign,last,report,charge,fraud,American_Statesman,IDEA,sunday,murder,clue,investigate,death,esme,barrera,kill,a.m.,woman,attack,nearby,night,set,another,climate,topple,many,state,2011,hottest,average,temperature,72.6,beat,2006,71.7,shattered,end,burn,bastrop,tax,entity,feel,pain,wildfire,current,155,worth,structure,destroy,nearly,4.4,billion,taxable,auditor,lisa,determine
,7,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2012 Friday",62 of 113 DOCUMENTS,Austin American-Statesman (Texas),A look back at some Perry-related claims during his campaign,W. Gardner Selby and Meghan Ashford-Grooms AMERICAN-STATESMAN STAFF,MAIN; Pg. A02,,821 words,,,"January 22, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Perry,Texas,claim,tax,president,make,false,rate,Obama,tell,creationism,school,state,law,support,governor,legislator,americans,pray,write,record,move,stump,promise,2010,highlight,evolution,public,question,warming,job,2001,immigrant,pay,vote,true,health,federal,call,evidence,pants,fire,soft,can,celebrate,abortion,conclude,believe,half,happen,plan,cut,might,letter,open,amnesty,double,find,percent,backup,Half_True,Romney,Mostly_False,Democratic,co_chair,U.S.,Paul,whether,talk,pound,issue,gov,frequently,needle,check,statement,connection,bid,starter,checker,mark,vow,run,hew,book,feed,ponzi,scheme,government,program,overseen,criminal,enterprise,youngster,teach,teacher,surely,address,policy
,27,8,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 29, 2012 Sunday",64 of 113 DOCUMENTS,Austin American-Statesman (Texas),"Rethinking how we get, use water",Farzad Mashhood AMERICAN-STATESMAN STAFF,MAIN; Pg. A01,,2419 words,,,"January 30, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,water,state,need,plan,supply,plant,dring,Texas,use,conservation,pay,new,desalination,million,cost,project,per,2060,billion,strategy,board,percent,reuse,go,increase,require,source,development,power,rely,household,seawater,city,lawn,planner,time,build,user,acre_feet,Mace,LCRA,research,energy,resource,find,executive,hard,money,fund,cool,well,however,building,bond,rate,brackish,groundwater,future,cheap,ask,world,grow,value,think,sen,grid,dry,reservoir,gallon,municipal,infrastructure,emergency,view,way,price,help,propose,industrial,desalinate,much,customer,costly,supplies,enough,rainwater,gray,coastal,inland,process,without,annually,Webber,Watson,Hardberger,indication,head,group,crazy,webber
,93,22,18,18,17,17,14,14,12,12,12,11,11,11,11,11,9,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2
"February 24, 2012 Friday",68 of 113 DOCUMENTS,Austin American-Statesman (Texas),Deans of the diamond,Rick Cantu AMERICAN-STATESMAN STAFF,SPORTS; Pg. C01,,1139 words,,,"February 26, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,coach,school,baseball,Alvarez,Bowie,team,game,play,Bratcher,high,bratcher,Westwood,player,know,time,2002,career,new,old,state,class,Travis,take,alvarez,good,reach,tournament,Fowler,bowie,rake,number,call,four,remember,memory,lose,field,jersey,wear,go,college,Brazosport,look,dugout,tell,mo,organized,story,varsity,freshman,football,season,knee,replace,past,bone,final,recall,matter,help,enough,video,bring,better,playoff,assistant,complain,feel,passion,wednesday,throw,outfielder,make,life,travis,notable,second,baseman,tour,Rudy_Alvarez,Fort_Bend_Elkins,Austin,clue,understanding,appreciate,might,start,glimpse,guy,everything,perfectly,line,little,belong,laugh,account,slightly,fabricate,countless
,15,15,14,13,13,11,9,9,9,8,8,8,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 25, 2012 Wednesday",70 of 113 DOCUMENTS,Austin American-Statesman (Texas),Texas wine hits its stride,Addie Broyles abroyles@statesman.com American-Statesman Staff,LIFESTYLE; Pg. D01,,591 words,,,"May 7, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,wine,Texas,state,grape,Kane,almost,texas,different,festival,spend,well,winery,national,recent,feature,week,talk,industry,event,name,term,viognier,tempranillo,example,still,counterpart,know,geography,instead,visit,million,sometimes,gold,similar,winemaker,time,experience,Wine_Festival,put,"7,000",mile,car,drive,across,research,new,book,wineslinger,chronicle,vine,29.95,back,road,reason,kane,resident,blog,vintagetexas.com,speaker,include,three,cover,friday,fellow,author,guest,locavore,locapour,part,hillcountry,wineand,music.com,travel,saturday,messinahof.com,winerose,sunday,lead,panel,sommelier,june,rodil,editor,ray,isle,make,old,standard,formula,chardonnay,cabernet,merlot,finally,hit,stride,find,hang,hat,sure
,17,11,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 20, 2012 Sunday",72 of 113 DOCUMENTS,Austin American-Statesman (Texas),"After funk, developers ready for a rebound",Shonda Novak American-Statesman Staff,BUSINESS; Pg. F01,,851 words,,,"May 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,market,development,project,apartment,developer,office,new,real,estate,retail,Austin,plan,local,hotel,downtown,pick,firm,activity,construction,city,rise,number,include,gold,talk,people,Austin_based,Golding,sector,yes,work,downturn,financing,willing,level,president,commercial,service,principal,addition,lead,current,develop,property,note,client,event,three,everybody,street,last,place,convention,deal,part,much,rent,back,lender,Rhode,several,virtually,dry,well,pump,primed,pipeline,replenish,crane,state,bird,jokingly,call,multiply,region,sizzling,nearly,steam,residential,sideline,rush,toward,start,gate,evidence,heating,fare,better,economic,god,creek,likely,wave,never,predict,architect,design,four,range
,10,9,8,8,7,7,7,6,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 3, 2012 Sunday",75 of 113 DOCUMENTS,Austin American-Statesman (Texas),A born dealer in real estate,Shonda Novak snovak@statesman.com American-Statesman Staff,BUSINESS; Pg. E01,,1441 words,,,"June 3, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,real,estate,business,work,land,market,Austin,area,commercial,broker,retail,never,challenge,Rowe,tell,part,always,sell,many,know,office,buy,state,best,car,people,region,sale,across,last,friend,successful,vice,president,1991,team,start,father,company,site,advice,have,increase,city,community,industry,sport,help,course,learn,make,biggest,keep,teach,bring,someone,interview,might,influence,negotiate,place,restaurant,location,wrong,new,firm,change,life,rowe,seem,shopping,turn,time,career,topic,residential,along,especially,large,building,we,country,buyer,lender,consistent,client,expense,anything,require,ability,move,group,project,thing,profit,major,take,law,interstate
,16,16,12,9,8,7,7,6,6,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 24, 2012 Sunday",78 of 113 DOCUMENTS,Austin American-Statesman (Texas),A New Yorker's take on Texas,Joe Gross American-Statesman Staff,INSIGHT; Pg. E01,,863 words,,,"June 24, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,Texas,Collins,place,state,take,make,texan,book,republic,author,Texas_Goes,California,thing,people,hijack,policy,country,education,sense,know,empty,government,big,idea,work,population,sign,Lone_Star_State,meet,tell,go,columnist,life,true,much,mean,look,everything,sex,environmental,find,try,another,seal,well,feeling,problem,crowded,law,drive,around,really,else,power,decade,suggest,position,think,new,p.m.,p.m,read,let,Gail_Collins,American_Agenda,United_States,quite,clear,personal,many,wonderful,research,except,stuff,rattlesnake,throat,lot,speak,nice,laugh,miss,subtlety,absolutely,outsider,view,sharp,often,funny,politics,influence,public,across,happen,regard,textbook,deregulation,rippling,impact,uh
,20,9,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 2, 2012 Thursday",80 of 113 DOCUMENTS,Austin American-Statesman (Texas),No detail unrestored,Michael Barnes American-Statesman Staff,LIFESTYLE; Pg. D01,,1321 words,,,"August 6, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,original,window,Volz,color,lyda,house,room,use,design,school,estate,wood,light,fixture,paint,part,building,find,restorer,match,door,Austin,Lyda,mansion,architect,work,former,build,leak,keep,place,bedroom,damage,water,walnut,ceiling,try,floor,pretty,condition,fireplace,glass,family,might,spend,cornice,still,air,conditioning,look,gold,1928,repeat,microscope,metal,developer,acquire,labor,old,structure,residence,grounds,garden,decade,roof,function,hole,historic,run,private,survive,note,home,always,back,within,include,guest,servant,quarter,arch,suffer,rot,create,turn,last,inside,epoxy,agree,change,piece,purple,go,lot,take,time,stock,modest,party
,10,10,9,7,7,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 4, 2012 Tuesday",84 of 113 DOCUMENTS,Austin American-Statesman (Texas),LETTERS TO THE EDITOR,AUSTIN AMERICAN-STATESMAN,EDITORIAL; Pg. A10,,404 words,,,"September 6, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,fear,road,toll,mission,bin,praise,republican,Obama,complicated,plan,time,drive,pay,happen,trucker,free,lade,take,credit,death,ever,rights,make,can,rich,Perry,Laden,simple,solution,possible,raise,state,gasoline,tax,cent,allow,build,maintain,gov,choose,set,authority,involve,foreign,investor,percent,increase,love,paul,att.,net,confusion,help,understand,may,twice,head,infrequent,trip,someone,pass,accidentally,enter,we,they,lower,cost,interstate,traffic,congestion,cause,cathleen,cranford,san,marco,obama,easy,author,write,account,kill,perfectly,coincide,presidential,election,dislike,president,nonetheless,manage,cough,approve,assault,well,2009,successful,ship,capt,pirate,coast
,10,6,5,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2012 Saturday",88 of 113 DOCUMENTS,Austin American-Statesman (Texas),CALENDAR,Virginia Yapp American-Statesman Staff,LIFESTYLE; Pg. F03,,464 words,,,"September 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,free,p.m.,a.m.,presentation,meeting,2220,garden,Zilker_Botanical_Garden,Barton_Springs_Road,today,fall,feature,road,club,gardening,n.,st.,give,admission,www.zilkergarden.org,sunday,tour,learn,area,sept,create,http,oct.,plant,w.,Boerne,Austin,vegetable,9:30,cover,basic,backbone,valley,nursery,4201,fm,1980,www.backbonevalleynursery.com,think,green,fair,film,craft,100,main,www.cibolo.org,five,edible,8648,old,bee,cave,www.naturalgardeneraustin.com,wildlife,lynne,weber,host,noon,discussion,kid,activity,4801,la,cross,ave,www.wildflower.org,monday,investigate,climate,change,impact,www.austinbutterflies.org,calendar,thursday,ready,friday,chance,demonstration,compost,tea,101,10:30,fertilizer,library,5125,convict,hill,container,11726,manchaca,www.itsaboutthyme.com,round,rock,9:15
,12,9,7,6,6,5,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 23, 2012 Sunday",89 of 113 DOCUMENTS,Austin American-Statesman (Texas),Startup mentors thrive in Austin,Kirk Ladendorf and Lori Hawkins kladendorf@statesman.com lhawkins@statesman.com American-Statesman Staff,MAIN; Pg. A01,,2613 words,,,"September 23, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
,company,Austin,incubator,startup,program,business,work,entrepreneur,help,tech,new,people,million,accelerator,Tech_Ranch,space,start,move,past,local,expert,part,raise,team,make,organization,number,young,investment,support,include,several,office,director,country,way,early,recent,success,network,found,affiliation,Goulet,Austin_Technology_Incubator,lot,session,class,university,around,take,provide,town,three,venture,sector,go,call,percent,four,mentor,other,right,austin,online,cost,investor,involved,boot,camp,\,Dreamit,mobile,game,offer,mentoring,resource,huge,graduate,today,happen,stake,either,idea,fast,try,change,community,look,consider,expect,hundred,economic,100,create,data,capital,base,private,research
,37,27,25,24,22,15,13,13,12,11,10,9,9,9,9,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"October 2, 2012 Tuesday",91 of 113 DOCUMENTS,Austin American-Statesman (Texas),Teacher ignites love of science,Michael Barnes American-Statesman Staff,LIFESTYLE; Pg. D01,,749 words,,,"October 11, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 The Austin American-Statesman                               All Rights Reserved
