PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"November 21, 2011 Monday",1 of 81 DOCUMENTS,The Tampa Tribune (Florida),More than meets eye in climate debate,"ROBERT P. ROTH, Special to The Tampa Tribune",METRO; Pg. 12,,804 words,,,"November 23, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,temperature,warming,climate,fact,record,change,sense,resource,science,concern,regard,due,anthropogenic,urban,data,heat,time,average,daily,result,natural,source,Tampa,land_based,CO2,p.,roth,view,story,skeptic,research,past,take,far,suggest,majority,scientist,coal,cause,develop,way,look,question,ever,true,best,back,station,retention,global,precede,depict,trend,consider,much,gas,vapor,co2,emission,greater,energy,percent,renewable,face,thing,know,man_made,Muller,Land_based,special,tribune,nov,editorial,ignore,reference,physicist,suppose,conversion,support,addition,present,ap,wsj,version,republican,presidential,candidate,task,pronounce,skeptical,go,burn,oil,fossil,fuel,factor,rise,close,piece
,game,roof,weather,sunday,Super_Bowl,tell,retractable,area,host,close,fan,professional,football,biggest,event,belong,worry,blizzards,ice,wind,chill,need,tuesday,worth,disruptive,safety,snowstorm,road,temporarily,shut,airport,hundred,flight,cancel,frigid,forecast,meanwhile,four,hugely,successful,super,bowl,another,winter,cloud,temperature,mid,expect,fortunately,attend,bode,well,inaugural,2014,mark,time,play,outdoors,site,period,late,team,owner,change,mind,weeklong,party,hold,warm,climate,enjoyment,player,best,available,copyright,©,2011,may,republish,without,permission,library,tampatrib.com,NFL_Commissioner_Roger_Goodell,Florida,below_zero,Dallas_Fort,Pittsburgh_Steelers,Troy_Polamalu,Tampa,ho_hum,Great,Cowboys_Stadium,New_York_City,cold_weather,New_Meadowlands_Stadium,Goodell,Super_Brrr,Raymond_James_Stadium
,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 23, 2011 Wednesday",64 of 81 DOCUMENTS,The Tampa Tribune (Florida),A DECADENT DECADE,"JEFF HOUCK, The Tampa Tribune",FLAVOR; Pg. 1,,1765 words,,,"February 28, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,chef,food,festival,schmalhorst,soy,sugar,cup,South_Beach,SoBe,BubbleQ,wine,restaurant,event,name,cucumber,serve,sauce,go,party,star,dish,Food_Network,Miami,cheese,celebrity,make,new,barbecue,sea,bass,pickle,salad,tablespoon,photo,Astle_Jefferson,Miami_Beach,South_Beach_Wine,Photo_Credit,sand,director,seminar,three,2011,network,hold,people,demonstration,media,begin,think,big,friend,next,sponsor,company,2010,usually,fun,taste,miso,slice,recipe,add,fish,grill,minute,well,Tampa,Werlin,Food_Festival,Schrager,Van_Aken,Ashton,LAURA,sunday,attend,run,reason,take,opportunity,time,start,thursday,"50,000",beach,much,around,part,short,charity,gather,call,kitchen,might,appear,turn,burger,tv,restaurateur
,17,14,14,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 20, 2011 Wednesday",68 of 81 DOCUMENTS,The Tampa Tribune (Florida),John's Pass Village to be new home for The Pier's aquarium,"STEPHEN THOMPSON, The Tampa Tribune",METRO; Pg. 3,,535 words,,,"April 21, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,aquarium,new,photo,space,board,marine,2012,exhibit,location,credit,staff,Pier,time,live,visitor,John,Pass_Village,name,five,st,petersburg,move,home,announce,facility,square,foot,pier,schedule,open,end,center,science,larger,percent,plan,million,downtown,expect,2013,bellet,Tampa_Tribune,Madeira_Beach,Marine_Discovery_Center,Aquarium,FRED,thompson,director,tuesday,rename,"11,500",include,four,major,sphere,today,expand,touch,tank,marrying,technology,entertain,engage,create,appreciation,planet,environment,water,chairman,mark,luther,professor,prepare,statement,show,world,anywhere,else,occupy,floor,file,chapter,bankruptcy,protection,reorganize,finances,own,building,slowly,add,business,though,andwith,addition,occupancy,rate,100,company,president
,9,8,8,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 26, 2011 Tuesday",69 of 81 DOCUMENTS,The Tampa Tribune (Florida),BRIEFS,From staff and wire reports,BUSINESS; Pg. 10,,741 words,,,"April 27, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,product,monday,price,service,percent,system,company,report,photo,way,tv,calif,part,paper,rise,average,playstation,outage,user,save,last,store,Yahoo,deal,add,show,buy,make,people,let,effort,online,procter,higher,diaper,raise,list,cost,gas,thursday,network,continue,rebuild,take,earning,revenue,auto,whole,household,inc.,clean,standard,next,testing,data,whether,credit,press,compare,week,walmart,IntoNow,Pampers,Charmin,Bounty,ASSOCIATED,share,info,maker,mobile,software,easier,friend,know,watch,announce,provide,base,try,give,reason,stay,website,instead,increasingly,popular,hangout,twitter,viewer,identify,favorite,commercial,feature,might,open,sell,ad,video,gamble
,7,6,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 11, 2011 Saturday",72 of 81 DOCUMENTS,The Tampa Tribune (Florida),What is dry eye syndrome?,"CHARLES B. SLONIM, M.D., Special correspondent",4YOU; Pg. 10,,600 words,,,"June 13, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,eye,tear,dry,may,syndrome,doctor,artificial,surface,condition,help,oil,cause,reduce,disease,supplement,often,need,slonim,lack,lubrication,woman,hormonal,keep,produce,chronic,many,include,symptom,severe,watery,drop,work,best,people,require,insert,treatment,eyelid,charle,b.,m.d,special,correspondent,difficult,ask,treat,estimate,million,americans,suffer,varying,degree,commonly,older,postmenopausal,particularly,susceptible,perhaps,due,fluctuation,healthy,comfortable,bathe,moist,wash,dust,debris,protect,infection,occur,enough,exist,evaporate,quickly,abnormal,composition,component,water,protein,film,environmental,change,windy,climate,exposure,smoke,exacerbate,typically,variety,factor,age,naturally,fewer,quality,systemic,rheumatoid,arthritis,lupus,thyroid
,28,16,14,9,6,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 13, 2011 Monday",73 of 81 DOCUMENTS,The Tampa Tribune (Florida),A game plan to win economic development in Hillsborough,,METRO; Pg. 12,,696 words,,,"June 14, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,job,business,development,program,strategy,economic,create,new,local,help,make,county,Tampa,tax,wage,must,approve,assist,expand,authority,economic_development,creation,have,game,believe,resource,plan,hillsborough,key,incentive,industry,best,offer,prospect,effort,land,industrial,back,scoreboard,fact,may,reduce,greatly,community,home,small,commissioner,sustainable,capital,provide,cost,power,role,work,Hillsborough_County,small_business,rely,exclusively,favorable,climate,weather,long,go,use,outdated,alone,headquarters,move,plant,perfect,example,million,lose,critical,impact,frankly,close,today,heighten,competition,every,approach,much,spectator,sport,end,firmly,turn,possible,tool,attract,stimulate,economy,past,couple,priority,several,recommendation,expansion
,10,8,7,7,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 8, 2011 Monday",75 of 81 DOCUMENTS,The Tampa Tribune (Florida),Athletes must be heat smart,"MARY SHEDDEN, The Tampa Tribune",METRO; Pg. 7,,1027 words,,,"August 9, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,heat,player,school,practice,football,high,athletic,death,trainer,coach,die,team,know,sign,risk,body,water,athlete,temperature,illness,symptom,increase,time,photo,heat_related,Coris,extreme,conditioning,recent,hot,head,medical,take,play,every,director,drink,tampatrib.com,Florida,searcy,week,offensive,lineman,last,today,run,let,higher,warm,weather,hydration,physician,department,acclimate,pad,accord,think,proper,key,lot,new,without,send,break,cooler,cell,anemia,ability,813,fatigue,nausea,core,vomit,faint,stay,away,credit,ward,staff,saturday,Tampa_Tribune,Raena_Steffen,Hillsborough_High_School,University,South_Florida,Hillsborough_County,Ormsby,BILL,scorch,humid,challenge,mary,shedden,tampa,dj,never,meet,sudden,connect
,14,11,11,11,8,7,7,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"September 18, 2011 Sunday",76 of 81 DOCUMENTS,The Tampa Tribune (Florida),A better state? It's up to you,,VIEWS & NEWS; Pg. 2,,707 words,,,"September 27, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,Buzzett,growth,plan,local,state,Florida,many,law,new,landowner,think,government,protect,good,land,management,go,away,tool,taxpayer,fight,department,agency,developer,legislate,lot,future,large,area,far,call,conversation,cut,whether,allow,concurrency,economic,have,quality,life,development,help,pull,tooth,longstanding,return,private,practice,week,proud,public,service,lack,confidence,reform,wise,doubt,sincerity,right,still,powerful,guide,tell,we,community,care,need,hold,official,accountable,personable,former,executive,last,head,serve,nine,half,staff,laid,become,part,page,alone,worry,undermine,something,lead,decision,worried,know,behavior,recent,visit,tribune,folk,mourn,old,act
,9,8,8,7,7,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 25, 2011 Sunday",78 of 81 DOCUMENTS,The Tampa Tribune (Florida),What if Disney World were still a dream?,"JEFF HOUCK, The Tampa Tribune",METRO; Pg. 4,,2347 words,,,"September 27, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,Disney,park,Magic_Kingdom,Florida,disney,world,resort,build,visitor,theme,spend,million,attraction,imagination,land,open,member,become,property,photo,without,job,time,buy,hotel,company,cast,castle,Bonn,team,four,magic,visit,money,take,use,percent,way,billion,state,water,wear,Tampa,Walt_Disney,mansion,illusion,favorite,ride,big,name,tourism,promote,tourist,orlando,start,frame,construction,outside,gate,project,dollar,make,wife,economic,back,study,go,physical,education,kid,write,book,hiaasen,Walt_Disney_World,Orlando,Disneyland,Herbst,Photo_Credit,corridor,houck,stand,turn,spot,inside,own,couple,teach,hour,drive,front,every,kingdom,sherrye,though,room,movie,lead,building,immerse
,24,22,17,13,12,11,10,9,8,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 8, 2011 Tuesday",80 of 81 DOCUMENTS,The Tampa Tribune (Florida),BRIEFS,From staff and wire reports,BUSINESS; Pg. 7,,825 words,,,"November 9, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,million,price,expect,company,week,rise,ford,level,world,next,gallon,average,compare,ago,cent,per,percent,package,monday,last,boe,new,2008,official,NEW_YORK,Sara_Lee,Grupo_Bimbo,U.S.,gas,economy,holiday,fall,online,drive,increase,delivery,largest,complete,sale,fresh,business,maker,787,landing,gear,malfunction,injury,plane,pay,glitch,work,report,patch,ranking,plan,software,owner,fix,lead,climb,loss,subscriber,quarter,share,capital,spend,pecan,pound,facebook,return,social,visit,student,earlier,Tampa,Tampa_Bay,UPS,touch_screen,gasoline,decline,slightly,continue,linger,stable,market,wait,phase,potential,restructuring,stay,range,regular,unleaded,3.303,area,3.344,accord,statewide,3.384
,8,6,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 18, 2011 Friday",81 of 81 DOCUMENTS,Tampa Tribune (Florida),'Happy Feet Two' taps magical formula,"DAVID GERMAIN, The Associated Press",FRIDAY EXTRA; Pg. 4,,697 words,,,"November 22, 2011",ENGLISH,,,,,,Newspaper,Copyright 2011 Times Publishing Company                               All Rights Reserved
,penguin,voice,happy,krill,foot,star,movie,original,cast,make,pop,whose,colony,couple,food,chain,animated,sequel,add,give,life,join,vocal,return,peril,world,key,character,young,follow,screen,picture,part,emperor,mumble,run,ramon,sven,without,become,photo,Brad_Pitt,Matt_Damon,Elijah_Wood,Robin_Williams,co_stars,Gloria,Ava_Acres,Mumble,Williams,Pitt,Krill,Damon,Will,germain,press,adorable,ever,yet,bottom,almost,steal,show,stick,formula,enough,variety,help,great,energy,companionability,include,director,handle,chore,2006,academy,film,keep,focus,interesting,angle,side,journey,tiny,try,find,place,bigger,hungrier,thing,deliver,ingredient,predecessor,hit,lovable,audience,old,rich
,7,7,6,6,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
