PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"March 7, 2012 Wednesday",2 of 63 DOCUMENTS,The Tampa Tribune (Florida),Insurance industry no climate-change skeptic,"RICHARD SCHIFFMAN, Special to The Tampa Tribune",VIEWS & NEWS; Pg. 15,,728 words,,,"March 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,change,climate,weather,insurance,industry,we,believe,risk,go,stick,fool,head,window,thing,presidential,candidate,know,already,take,winter,tree,have,storm,thousand,tornado,almost,event,last,people,2010,among,scientist,rise,increase,hurricane,assert,trillion,dollar,emission,right,insurer,ahead,afford,whose,Tampa_Tribune,Republican,wake,morning,mom,use,ask,dad,reply,real,might,notice,rest,live,nobody,remember,warm,daffodil,community,garden,block,early,january,cherry,full,bloom,perhaps,spring,rain,fall,freak,october,still,leaf,weight,wet,snow,earlier,five,borough,rake,several,unprecedented,hardly,alone,tornadoe,rip,across,kill,500,flooding,inundate,million,acre,driest
,political,president,play,politics,man,go,include,may,tale,cast,movie,make,behind,lady,time,whether,taste,classic,role,become,good,guy,walk,1995,think,turn,support,flower,1962,world,sheer,believe,story,name,nixon,issue,wife,director,history,drama,expose,take,check,1999,face,talk,game,2011,presidential,whose,power,boy,way,rise,Hollywood_style,Republican_National_Convention,White_House,real_life,primed,sellet,special,correspondent,ah,give,we,theme,song,sound,bite,balloon,dark,suit,sprout,wire,ear,wave,flag,applaud,faithful,lacquer,hair,party,head,floor,protest,event,zone,steering,clear,crowd,action,government,wild,warm,soupcon,dave,1993,kevin,kline
,7,5,5,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 15, 2012 Sunday",28 of 63 DOCUMENTS,The Tampa Tribune (Florida),Reversal fortune of,"FRANK SARGEANT, Special correspondent",SPORTS; Pg. 2,,672 words,,,"July 16, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,water,red,channel,area,flat,redfish,deeper,arrive,fish,catch,show,temperature,use,gulf,late,summer,fall,around,time,plenty,another,good,live,Port_Manatee,might,bit,soon,much,st,adult,inch,move,school,open,tackle,ship,spoil,bar,leave,weigh,pound,real,secret,go,big,chum,sardine,edge,reef,gather,spot,well,Tampa_Bay,early,thanks,warmer,correspondent,classic,wisdom,kingfish,degree,number,reverse,evident,climate,change,earlier,stay,later,least,august,heat,build,level,anymore,official,pete,beach,watch,thermometer,run,huge,spend,eventually,spawn,larger,pass,head,back,offshore,feed,mood,bust,swarm,onto,angler,talk,average,always
,8,8,7,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 25, 2012 Thursday",29 of 63 DOCUMENTS,The Tampa Tribune (Florida),CAIRis issue in schools election,"ROB SHAW, The Tampa Tribune",METRO; Pg. 4,,730 words,,,"October 26, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,board,school,think,Kurdell,Kemple,student,kemple,system,speaker,classroom,CAIR,district,part,term,experience,public,candidate,policy,meeting,teacher,testing,need,focus,square,problem,change,nov,seat,become,rubber,stamp,have,hard,issue,people,try,member,talk,job,morale,evaluation,work,way,learn,test,tampatrib.com,Tampa_Tribune,group,cite,incumbent,activist,rob,shaw,tampa,terry,around,long,decade,seek,sixth,background,invaluable,today,rapidly,climate,education,runoff,voter,countywide,cast,ballot,nonpartisan,race,narrow,six,august,tenure,institutionalize,basically,bring,new,level,accountability,never,counter,maryellen,elia,address,behind,close,door,discussion,thing,unprofessional,unnecessary,fixture,guest,lash,council
,12,12,9,6,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 17, 2012 Friday",30 of 63 DOCUMENTS,The Tampa Tribune (Florida),"If the GOP won't act, voters must",,PASCO; Pg. 3,,714 words,,,"February 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,Alexander,state,university,senator,student,Florida,republican,alexander,way,change,USF,district,choose,legislative,legacy,independence,schedule,chairman,meanwhile,endorsement,grant,ego,public,uf,percent,taxpayer,vengeful,follow,jd,majority,tampatrib.com,Lake_Wales,South_Florida,Pasco,Republican,New_College,FSU,Need_based,frustrating,aspect,representative,democracy,voter,routinely,elect,insufferable,nincompoop,high,office,course,rationally,wisely,remind,imperfect,arrangement,week,unwilling,leave,fickle,historian,seem,dead,set,secure,new,woe,anyone,stand,posterity,spawn,adjunct,campus,track,become,12th,suit,compress,calendar,mean,cut,ribbon,sit,november,loom,chamber,dominate,party,brandish,stagger,influence,doubt,good,pursuit,resistant,president,judy,genshaft,wield,hammer
,7,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 7, 2012 Saturday",31 of 63 DOCUMENTS,The Tampa Tribune (Florida),SeveralteachersleaveConnerton,"RONNIE BLAIR, The Pasco Tribune",PASCO; Pg. 2,,489 words,,,"July 9, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,school,teacher,district,staff,Connerton,transfer,employee,principal,parent,place,job,assistant,protest,former,complaint,Shibley,decide,controversy,director,four,week,go,petition,administrator,move,opportunity,may,board,meeting,climate,survey,new,tampatrib.com,seek,controversial,blair,file,request,allow,unhappy,member,leave,source,relation,friday,seven,remain,interested,currently,available,wait,something,else,open,next,watch,vacancy,anna,falcone,target,complain,use,bullying,tactic,demoralize,address,concern,apply,tell,decision,unrelated,instead,long,commute,closer,home,sudden,opening,prove,fortuitous,least,involuntary,process,many,offer,back,teach,student,wave,sign,near,late,appear,three,publicly,air,child,unhappiness,official
,13,9,6,6,6,5,5,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 10, 2012 Friday",32 of 63 DOCUMENTS,The Tampa Tribune (Florida),Two challengers battle incumbent in race for school superintendent,"From staff reports, From staff reports",PASCO; Pg. 1,,2908 words,,,"August 14, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,student,district,school,teacher,state,support,must,budget,increase,need,report,bullying,learn,staff,face,make,continue,work,community,leader,issue,problem,take,system,evaluation,fiorentino,browning,standard,morale,behavior,training,Florida,recent,cut,benson,concern,board,effort,believe,performance,improve,administrator,pay,address,ensure,child,help,test,education,expectation,provide,success,determine,many,leadership,superintendent,expect,next,program,million,challenge,impact,savings,study,positive,area,potential,national,teach,base,development,important,key,reach,standardize,model,require,implement,throughout,job,educate,safety,parent,inappropriate,january,former,secretary,revenue,elect,every,yes,approach,efficiency,investigate,operation,percent,we,already,identify
,28,22,20,18,17,13,13,12,12,12,11,11,10,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"September 9, 2012 Sunday",33 of 63 DOCUMENTS,The Tampa Tribune (Florida),SECTION: VIEWS & NEWS; Pg. 3,,,,634 words,,,"September 10, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,tax,Florida,state,income,fee,cost,move,lead,view,pay,new,vehicle,percent,editorial,longtime,tribune,higher,standard,indication,concern,think,carbon,taxpayer,consumer,make,climate,environmentalist,federal,amount,something,company,car,resident,sticker,shock,sept,claim,insurance,packing,check,go,city,ready,American,Washington,Jeff_Gerbino,tuesday,disappointed,subscriber,mileage,raise,serious,question,contrary,term,science,still,people,pollution,challenge,face,leader,writer,show,irony,actually,propose,cut,use,offset,everything,peachy,handful,folk,obsessed,control,imagine,giant,thermostat,tweak,fiddle,stumble,onto,next,theme,du,jour,anyone,guess,long,take,court,sort,decade,grasp,mischief,public,servant,wreak
,10,9,6,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 30, 2012 Friday",34 of 63 DOCUMENTS,The Tampa Tribune (Florida),Hurricane season 2012 bids farewell,"KEITH MORELLI, The Tampa Tribune",NATION/WORLD; Pg. 1,,914 words,,,"December 3, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,hurricane,season,storm,go,Florida,tropical,Atlantic,seven,record,write,cyclone,time,form,sand,warming,Feltgen,without,hit,ocean,end,cause,major,beach,activity,cyclical,global,bad,may,coastal,Tampa,direct,2012,early,begin,june,last,row,think,coast,damage,gulf,never,reach,intensity,wind,sweep,isaac,enough,average,danger,active,pattern,largely,higher,lot,coastline,have,wave,back,tampatrib.com,Tampa_Tribune,National_Hurricane_Center,Sandy,Ferguson,Debby,keith,morelli,tampa,bed,website,thursday,show,map,note,dread,november,spared,landfall,spokesman,previous,five,add,nine,2013,luck,eventually,run,close,blast,state,east,near,october,barg,debby,ashore,well,north,surge
,17,12,11,8,7,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 20, 2012 Thursday",35 of 63 DOCUMENTS,The Tampa Tribune (Florida),Browning looks past basics,"RONNIE BLAIR, The Pasco Tribune",PASCO; Pg. 5,,543 words,,,"December 21, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,school,Browning,district,change,reorganization,office,student,college,life,plan,need,board,take,go,safety,structure,career,divide,respond,browning,community,number,assistant,four,work,tweak,alternative,place,way,seriously,staff,principal,treat,people,time,pull,block,tampatrib.com,chief,wantstoensurekidsareready,blair,continue,bridge,headquarters,call,tell,workshop,tuesday,accurately,quickly,completely,ultimately,educate,child,ensure,kid,ready,nov,bemoan,low,read,score,statistic,show,percent,attend,remedial,coursework,stagger,previously,approve,reduce,superintentent,week,unveiled,detail,caveat,still,progress,fluid,highlight,include,serve,discipline,problem,improve,quality,education,receive,lot,member,learn,executive,director,position,create,responsible,group,geographically
,11,8,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 8, 2012 Wednesday",36 of 63 DOCUMENTS,The Tampa Tribune (Florida),Kids charity worker turns whistleblower,"MARK DOUGLAS, News Channel 8",NATION/WORLD; Pg. 1,,1385 words,,,"February 9, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,charity,Kids_Wish_Network,Dubay,Breiner,company,wish,fundraising,report,board,concern,2009,payment,kid,United_Charities_International,work,child,million,head,executive,response,question,raise,go,fundraiser,amend,nonprofit,watchdog,group,Jewell,email,channel,practice,send,investigation,former,employee,ir,operation,help,last,pay,founder,president,director,kind,business,job,make,mother,include,leave,breiner,receive,benefit,relationship,run,industry,use,organization,criticism,Lanzatella,fire,financial,start,information,think,something,right,learn,authority,granting,way,however,error,2010,network,try,conflict,interest,interview,clerical,outside,accountant,program,letter,really,sure,people,thing,wife,three,become,offer,finances,keep,much,due,change,professional
,19,18,11,10,9,8,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 26, 2012 Sunday",37 of 63 DOCUMENTS,The Tampa Tribune (Florida),"BYLINE: DINO VOURNAS, Special correspondent",,BAYLIFE & TRAVEL; Pg. 1,,2136 words,,,"February 29, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,town,train,view,take,mountain,Alaska,winter,stop,start,mile,light,northern,city,world,race,go,dog,run,fishing,people,south,ice,ride,cold,construction,area,foot,pass,early,railroad,rail,time,great,along,Denali,special,fairbank,adventure,sculpture,pipeline,anchorage,legendary,condition,wonder,around,boom,oil,downtown,call,sky,spot,next,head,north,route,port,native,wildlife,visit,competition,line,we,hour,later,track,moose,name,window,photo,valley,passenger,festival,center,home,event,sport,Nome,Cook_Inlet,sight,end,real,polar,may,weather,wind,climb,order,companion,let,die,grow,frontier,check,room,settle,historic,keep,aurora,borealis
,10,9,9,9,9,9,8,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 9, 2012 Friday",38 of 63 DOCUMENTS,The Tampa Tribune (Florida),Briefs,,BUSINESS; Pg. 3,,822 words,,,"March 14, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,expand,account,fee,customer,make,inc.,million,aircraft,charter,service,include,check,state,appliance,top,complaint,product,report,home,change,color,percent,help,wealth,pedestrian,airbag,Coca_Cola,PepsiCo,California,contract,flight,trainer,program,system,keep,add,sixth,800,well,fargo,six,free,start,may,bank,thursday,kitchen,government,safety,database,saferproducts.gov,injury,co.,caramel,use,drink,certain,stock,rally,household,2012,value,rise,show,must,forfeit,seize,fund,jury,plan,600,resort,site,hotel,ExecuJet,U.S.,WASHINGTON,tampa,award,aero,simulation,22.3,maritime,patrol,involve,delivery,support,aviation,training,center,airplane,power,turboprop,engines,enable,worker,job,project,wind
,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 27, 2012 Sunday",39 of 63 DOCUMENTS,The Tampa Tribune (Florida),Turning up the heat,"Roy Cummings, The Bucs",SPORTS; Pg. 7,,623 words,,,"May 29, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,Schiano,end,tight,Bucs,buc,heat,think,make,position,september,outside,coach,advantage,million,2012,change,place,sunday,afternoon,hot,reason,offseason,exercise,require,run,drill,might,ago,work,turn,become,degree,really,important,long,winslow,last,factor,may,play,former,offense,believe,target,center,help,side,tampatrib.com,Giants,conditioning,set,tone,roy,cumming,tampa,culture,inside,building,can,fact,unbearably,take,note,build,little,downtime,intense,workout,constant,motion,player,walk,another,participate,nag,injury,broiling,sun,feeling,embraced,old,airport,weight,room,literally,awning,method,madness,defense,decade,good,knowledge,difficulty,present,sear,humidity,condition,sticky,area
,9,6,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 2, 2012 Friday",42 of 63 DOCUMENTS,The Tampa Tribune (Florida),"Make it easy, just vote no","Steve Otto, sotto@tampatrib.com",METRO; Pg. 1,,526 words,,,"November 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,monkey,way,work,vaccine,vote,easy,real,watch,storm,without,polio,tampatrib.com,have,early,idea,propose,amendment,take,instead,know,unfortunately,change,make,wonder,last,friend,coverage,show,tomb,guard,etc,provide,kidney,cell,sotto,hearing,constitutional,fortunately,gather,bad,problem,course,pass,voter,issue,let,we,dirty,pure,democracy,republic,bother,put,people,office,place,think,money,save,shut,tallahassee,altogether,except,football,team,elimination,hot,air,might,cut,back,global,warming,deal,mess,ballot,right,couple,merit,enough,deserve,constitution,must,live,tragedy,unfold,across,northeast,yet,example,promise,severe,climatic,allegedly,next,thought,little,earlier,end
,9,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 4, 2012 Sunday",43 of 63 DOCUMENTS,The Tampa Tribune (Florida),Daily life more affected by local races,"Tom Jackson, tjackson@tampatrib.com",PASCO; Pg. 2,,806 words,,,"November 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,race,tampatrib.com,well,last,big,sheriff,incumbent,Republican,tjackson,early,voting,precinct,tuesday,may,friday,charge,intent,time,side,ballot,read,constitutional,late,wednesday,decide,thing,turn,president,base,change,next,marathon,business,establish,ok,pasco,nearly,much,property,assessor,tax,collector,clerk,court,superintendent,space,back,question,challenger,office,call,beyond,political,deputy,effectively,attack,New_York,Bloomberg,Nocco,neighbor,excited,wait,bunch,"100,000",holdout,traditionalist,procrastinator,oh,yes,linger,undecideds,line,preview,election,resemble,retailer,midnight,great,crowd,anticipation,snaking,along,walkway,grimly,purpose,go,rain,check,though,scatter,thunderstorm,forecast,pack,extra,dose,patience,look,bright,strand
,6,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 7, 2012 Wednesday",44 of 63 DOCUMENTS,The Tampa Tribune (Florida),Bring back conservation corps,,VIEWS & NEWS; Pg. 18,,332 words,,,"November 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,work,future,job,build,million,state,new,ccc,disaster,bill,put,young,public,project,president,Civilian_Conservation_Corps,Congress,co_sponsors,1933,1942,administration,demonstrate,conflict,preserve,environment,create,always,youth,many,family,save,starvation,homelessness,hard,send,home,monthly,allotment,bottom,line,generate,3.5,middle,class,lesson,clear,mother,nature,nonpartisan,take,red,blue,various,weather,event,scientist,warn,planet,face,global,climate,crisis,result,unprecedented,rise,dring,food,shortage,duty,prevention,well,relief,hr,494,propose,renew,program,invest,unemployed,underemployed,civilian,military,veterans,useful,aim,safeguard,natural,resource,develop,transportation,infrastructure,sponsor,rep,marcy,kaptur,florida,representative,kathy,castor
,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 8, 2012 Thursday",45 of 63 DOCUMENTS,The Tampa Tribune (Florida),Reflections for both parties,,VIEWS & NEWS; Pg. 16,,630 words,,,"November 14, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,party,government,take,need,democrat,nation,GOP,business,leader,president,public,safety,spend,tea,Washington,grow,equally,lose,republican,provide,control,make,achieve,go,seem,candidate,election,agreement,good,Senate,Texas,Congress,many,media,delight,hangover,gop,fall,far,short,goal,presidency,majority,sen,chairman,put,period,reflection,matter,worried,alienate,moderate,minority,woman,hispanic,population,concerned,largely,confidence,white,male,importantly,view,enemy,commerce,unlikely,able,revitalize,economy,ultimately,destine,failure,service,collaborate,improve,climate,particularly,jettison,costly,cumbersome,regulation,stifle,free,enterprise,clearly,shrill,rant,seek,eliminate,nonsense,environmental,consumer,health,protection,firm,dump,toxin,river,shortcut
,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 28, 2012 Wednesday",46 of 63 DOCUMENTS,The Tampa Tribune (Florida),Will USF's future include Holtz?,"JOEY JOHNSTON, The Tampa Tribune",SPORTS; Pg. 2,,975 words,,,"November 30, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,USF,season,Holtz,big,east,football,coach,three,Bulls,school,many,question,conference,program,change,game,lose,bull,quarterback,defensive,contract,extension,last,Woolard,answer,salary,include,bowl,another,championship,meanwhile,anyone,straight,usf,face,overall,past,become,senior,run,back,defense,play,stay,director,annual,million,appearance,fire,must,turnaround,week,report,either,already,home,academic,score,end,although,recruit,next,fan,tampatrib.com,Tampa_Tribune,University,BCS,Pittsburgh,ACC,Florida,finish,tough,joey,johnston,tampa,escalate,disappear,climate,typify,sunday,five,head,release,achieve,eligibility,remove,national,logical,safe,estimation,endure,massively,disappointing,pick,contend,perhaps,challenge,instead,miss
,13,11,9,8,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 24, 2012 Monday",47 of 63 DOCUMENTS,The Tampa Tribune (Florida),America in need of spiritual revival,"JEFF LUKENS, Special To The Tampa Tribune",VIEWS & NEWS; Pg. 9,,794 words,,,"December 26, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,faith,care,nation,government,people,need,right,Christian,god,revival,great,take,way,freedom,reach,found,establish,America,Second_Great_Awakening,live,already,show,must,change,spiritual,awaken,problem,baby,wrong,conservative,proclaim,many,call,national,may,early,time,moral,lead,seek,christians,persuade,school,program,needy,slavery,better,place,charity,heart,serve,Bible,American,Great_Awakenings,tribune,age,unbelief,decline,longer,founder,exist,ago,collectively,secular,decrease,consequence,culture,third,education,wedlock,either,forty,percent,bear,gay,marriage,hey,victimhood,trump,success,nothing,might,suggest,standard,define,easy,sell,insult,mock,denier,miss,morality,limit,behavior,leave,accept,responsibility,mean,obstacle
,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 25, 2012 Wednesday",48 of 63 DOCUMENTS,The Tampa Tribune (Florida),Fitch cuts airport's bond rating,"TED JACKOVICS, The Tampa Tribune",BUSINESS; Pg. 3,,292 words,,,"January 27, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
,airport,outlook,stable,traffic,percent,passenger,december,Fitch,slower,recover,tampa,fitch,ratings,million,revise,negative,carrier,growth,0.8,leave,2012,tampatrib.com,Tampa_Tribune,Tampa_International,ted,jackovics,downgraded,rating,a+,645,outstanding,revenue,bond,benefit,sizable,origination,destination,market,serve,diverse,mix,legacy,report,however,face,competition,nearby,enplanement,level,peer,management,indicate,average,range,next,five,view,assumption,aggressive,nature,give,current,environment,aviation,uncertain,economic,climate,risk,diversion,cite,decline,october,november,include,increase,previous,complete,2011,0.5,gain,overall,16.7,change,issue,last,week,reflect,similar,dynamic,nationwide,predict,flat,nominal,rate,credit,worth,o'hare,bankruptcy,protection
,7,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 4, 2012 Sunday",49 of 63 DOCUMENTS,The Tampa Tribune (Florida),School board to discuss study,"RONNIE BLAIR, The Pasco Tribune",PASCO; Pg. 2,,903 words,,,"March 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 Times Publishing Company                               All Rights Reserved
