PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 17, 2003, Monday",1 of 91 DOCUMENTS,The Tampa Tribune (Florida),Coral Crisis,"KURT LOFT , kloft@tampatrib.com; Reporter Kurt Loft can be reached at (813) 259-7570.","NATION/WORLD, Pg. 6",,678 words,,,"February 18, 2003",ENGLISH,,,"PHOTO (C) MacGillivray Freeman Films
(C) Scientists say rising temperatures, overfishing, an abundance of seaweed and other factors put stress on coral reefs, exposing their white calcium carbonate skeletons. ""Coral Reef Adventure,"" a new Imax film, attempts to answer questions about reef destruction and what can be done to reverse it.
"June 17, 2003, Tuesday",34 of 91 DOCUMENTS,The Tampa Tribune (Florida),Across the Region,CURTIS ROSS; BARBARA KENT; SHERRI ACKERMAN; CARL ORTH; NATASHIA GREGOIRE; MARK S. SCHANTZ; CHARLES MCKINNEY; NANCY VICKERS-PYLE; BOB BALGEMANN; BILL HEERY,"METRO, Pg. 2",,1210 words,,,"June 18, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,center,course,six,lane,call,813,child,director,wednesday,move,service,grant,improvement,need,U.S.,schedule,ticket,help,information,resident,three,school,program,traffic,widening,project,county,camp,homeless,727,teen,open,teens,zone,concert,show,demand,sun,dome,charge,available,7:30,p.m.,annual,road,donation,per,fight,provider,hunger,area,national,find,junction,state,fund,plan,change,install,west,clearwater,accord,percent,july,give,supplies,100,attract,remain,player,people,take,adult,youth,boy,suncoast,board,put,finish,widen,segment,construction,official,seb,pipe,prison,vote,agriculture,commission,close,city,TAMPA,Tampa_Bay,Ext,Fivay_Road,Camp_Joy,Crystal_Beach_Youth_Center,Girls_Clubs,Better_Roads
,11,8,7,7,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 6, 2003, Sunday",35 of 91 DOCUMENTS,The Tampa Tribune (Florida),Paycheck To Paycheck,"SHERRI ACKERMAN , sackerman@tampatrib.com; Reporter Sherri Ackerman can be reached at (813) 259-7144.","NATION/WORLD, Pg. 1",,2124 words,,,"July 18, 2003",ENGLISH,,,"PHOTO 6 (2C) CHART 3 (1C) Tribune photo by JAY NOLAN
(C) Yolanda Billups talks to her sister after a day of working at the post office. ""I couldn't make it without her,"" Billups says. ""We don't have much, but what we got, we share."" (C) (Man lying on a cot) Tribune photos by JAY NOLAN
LeMecia Billups eats before going out with her mother, Yolanda, to church for a play and to celebrate her 15th birthday. Grocery shopping has been difficult for Yolanda Billups, who struggles to get by on salaries from part-time jobs. She says she skips meals to save on food. ""I just want to be comfortable,"" she says. One of Billups' jobs is a $15.04-an-hour position delivering mail at the post office on Ehrlich and Lynn Turner roads. ""I believe I should be independent,"" she says. ""I've been working for so long."" Yolanda Billups
NOTES: LIVING ON A PRAYER [First of Three Parts] RELATED STORY, Page 13: Services for the homeless suffer big budget cuts.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Billups,job,work,pay,look,bill,food,rent,LeMecia,poor,time,help,housing,need,sister,family,make,end,know,live,find,can,spend,struggle,go,another,part_time,woman,lose,grocery,mother,much,afford,still,service,hour,life,paycheck,take,school,interview,start,week,county,night,chart,income,today,earning,buy,friday,daughter,telephone,car,insurance,enough,money,sometimes,benefit,monthly,100,long,kid,feel,black,care,might,home,support,church,full_time,Tampa,Pasco,learn,quickly,reach,homelessness,think,suv,barely,part,feed,weekend,never,meet,late,nothing,leave,director,have,cut,every,many,area,stand,change,seven,good,neighborhood
,30,20,15,11,10,9,8,8,8,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 6, 2003, Sunday",36 of 91 DOCUMENTS,The Tampa Tribune (Florida),Paycheck To Paycheck,"SHERRI ACKERMAN , sackerman@tampatrib.com; Reporter Sherri Ackerman can be reached at (813) 259-7144.","NATION/WORLD, Pg. 1",,2124 words,,,"July 9, 2003",ENGLISH,,,"PHOTO 6 (2C) CHART 3 (1C) Tribune photo by JAY NOLAN
(C) Yolanda Billups talks to her sister after a day of working at the post office. ""I couldn't make it without her,"" Billups says. ""We don't have much, but what we got, we share."" (C) (Man lying on a cot) Tribune photos by JAY NOLAN
LeMecia Billups eats before going out with her mother, Yolanda, to church for a play and to celebrate her 15th birthday. Grocery shopping has been difficult for Yolanda Billups, who struggles to get by on salaries from part-time jobs. She says she skips meals to save on food. ""I just want to be comfortable,"" she says. One of Billups' jobs is a $15.04-an-hour position delivering mail at the post office on Ehrlich and Lynn Turner roads. ""I believe I should be independent,"" she says. ""I've been working for so long."" Yolanda Billups
NOTES: LIVING ON A PRAYER RELATED STORY, Page 13: Services for the homeless suffer big budget cuts. [First of Three Parts]",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Billups,job,work,pay,look,bill,food,rent,LeMecia,poor,time,help,housing,need,sister,family,make,end,know,live,find,can,spend,struggle,go,another,part_time,woman,lose,grocery,mother,much,afford,still,service,hour,life,paycheck,take,school,interview,start,week,county,night,chart,income,today,earning,buy,friday,daughter,telephone,car,insurance,enough,money,sometimes,benefit,monthly,100,long,kid,feel,black,care,might,home,support,church,full_time,Tampa,Pasco,learn,quickly,reach,homelessness,think,suv,barely,part,feed,weekend,never,meet,late,nothing,leave,director,have,cut,every,many,area,stand,change,seven,good,neighborhood
,30,20,15,11,10,9,8,8,8,7,7,7,7,7,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 17, 2003, Thursday",37 of 91 DOCUMENTS,The Tampa Tribune (Florida),An Industrious Vision For The Lacoochee Area,"BOB LORING; The writer, who lives near San Antonio, chairs the U.S. Marine Corps Reserve's Toys for Tots Program for east Pasco.","PASCO, Pg. 2",,1189 words,,,"July 18, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,community,new,many,need,east,county,provide,child,student,meet,job,we,opportunity,support,business,exciting,area,pasco,large,advantage,Tots,program,might,honor,work,folk,person,assist,great,social,service,tax,school,may,time,suppose,land,company,power,Toys,`,benefit,good,upon,start,toy,controls,think,concern,let,take,overwhelmed,abundance,caring,organization,deserve,change,serve,additionally,able,food,family,development,college,number,next,host,concerned,citizen,convene,building,center,agency,initiative,target,detachment,poverty,begin,feel,employment,simply,population,adequate,education,enough,find,soon,fail,use,prospective,meaningful,abundant,manufacturing,plant,really,mind,entrepreneur,look,major
,11,8,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 26, 2003, Sunday",40 of 91 DOCUMENTS,The Tampa Tribune (Florida),Developer Asks For Zoning Change Delay,"SUSAN M. GREEN, sgreen@tampatrib.com; Reporter Susan M. Green can be reached at (813) 657-4529.","BRANDON, Pg. 3",,301 words,,,"October 29, 2003",ENGLISH,,,"MAP (C) Tribune map by CAITLIN H. WRIGHT
(C) (MAP) Restaurant proposed for office park",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,house,county,restaurant,plan,site,hearing,Bayshore,Galvin_Jaudon,development,option,zone,schedule,official,proposal,home,last,take,recommend,permit,Growth_Management_Department,change,allow,north,hear,monday,develop,send,fax,friday,ask,postpone,feb,letter,indicate,p.m.,second,floor,601,e.,kennedy,blvd,master,grant,deny,request,president,initially,offer,open,east,side,near,way,save,1890,know,willing,move,date,found,current,location,201,victoria,st,remodel,use,cancel,contract,owner,economic,climate,community,opposition,squelch,enthusiasm,might,later,economy,improve,hillsborough,approve,include,salvage,commission,meanwhile,apply,demolish,member,action,block,week,review,require,rule,list,historic,COMPANY_RE-EXAMINES,BRANDON
,6,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 22, 2003, Saturday",42 of 91 DOCUMENTS,The Tampa Tribune (Florida),Deputy Hopes Cleanup Helps Tommytown Pride,"CANDACE J. SAMOLINSKI, csamolinski@tampatrib.com; Reporter Candace J. Samolinski can be reached at (813) 948-4215.","PASCO, Pg. 2",,268 words,,,"November 24, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Gibson,holiday,hope,street,plan,help,area,decoration,cleanup,climate,trash,material,county,commissioner,light,Pasco_County,Tommytown,Lock,Meredith,resident,eastern,neighborhood,show,little,season,sheriff,deputy,gibson,better,know,shine,today,part,larger,craft,pride,impoverish,community,look,good,people,visit,change,think,already,tour,p.m.,thursday,pass,flier,volunteer,receive,a.m.,breakfast,polk,avenue,bag,provide,development,division,arrange,receptacle,bring,garbage,construction,appliance,furniture,tire,may,discard,hazardous,paint,battery,combustible,liquid,accept,clean,start,work,official,adorn,power,pole,seasonal,tommytown,never,unlike,downtown,dade,city,contact,ted,schrader,we,thing,illuminate,soon,lobbying,along
,6,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 30, 2003, Sunday",43 of 91 DOCUMENTS,The Tampa Tribune (Florida),Puerto Ricans: Numero Uno,"CLOE CABRERA , ccabrera@tampatrib.com","BAYLIFE, Pg. 1",,1108 words,,,"December 2, 2003",ENGLISH,,,"PHOTO (3C) CHART (C) Tribune photos by JAY CONNER
(C) Karen Perez, center, of New Tampa returns to her old neighborhood in Pine Crest to visit Evelyn and Jose Julbe, who befriended Perez's family when it moved to Tampa from Brooklyn, N.Y. Perez was 15 at the time. (C) ""We just picked up where we left off,"" Perez says of her visit with Evelyn Julbe and her husband, whom she hadn't seen in more than 20 years. The Julbes have helped more than two dozen New York neighbors move to Tampa. Tribune photo by JAY CONNER
(C) Karen Perez, left, of New Tampa looks at family photos while visiting her longtime friend Evelyn Julbe in her Pine Crest home. Perez, whose family moved in with the Julbes when she was 15, says it wasn't until she was much older that she learned they weren't her real aunt and uncle.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,move,family,help,child,Puerto_Ricans,percent,neighborhood,Jose,group,cuban,largest,leave,hispanic,community,census,neighbor,hispanics,life,Hillsborough_County,Puerto_Rico,Tampa,Julbes,surpass,county,number,population,visit,three,include,sister,better,job,home,much,lot,live,Hubert_Avenue,Brooklyn,Pasco,Pinellas,figure,migration,become,immigration,increase,1990,2000,make,nearly,week,love,place,brother,well,extend,son,time,able,find,eventually,five,easier,aunt,uncle,go,change,puerto,area,latino,phenomenon,tampa,nice,surprising,think,part,reporter,stanley,Pine_Crest,U.S.,Hillsborough,Cubans,Osvaldo,Candida_Perez,New_York,Hubert,Karen_Perez,Orlando,Rican,New_Jersey,Tamayo,Vila,show,familia,good,reason,back,n.y.,unusual,something
,11,11,10,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"August 7, 2003, Thursday",47 of 91 DOCUMENTS,The Tampa Tribune (Florida),Go Blog Wild,"KEVIN WALKER, kwalker@tampatrib.com; JEFF HOUCK AND KEVIN WALKER; Kevin Walker can be reached at (813) 259-7975.","BAYLIFE, Pg. 1",,1070 words,,,"August 9, 2003",ENGLISH,,,"PHOTO (2C) CHART Tribune photo by VICTOR JUNCO
(C) Jen Sisler, 30, of Tampa shares personal experiences and her views on global politics on her Web log, Crazy Island. She also likes to read the alternative viewpoints of other bloggers. Tribune illustration by ANDY DORSETT
(C) (A box with a computer, keyboard, clock and coffee can)",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,blog,web,know,write,site,read,really,provide,Click,Blogger,personal,world,time,thing,life,short,way,author,writer,find,start,area,people,view,need,feel,keep,post,dark,make,blogger,internet,log,frequently,other,link,blogging,meeting,pollman,already,Sisler,three,answer,outside,turn,computer,minute,page,choose,usually,journal,update,experience,amusing,survey,offer,reader,entry,help,run,proud,almost,ago,friend,visit,someone,face,laugh,current,however,publish,weblog,single,take,event,beginner,premade,template,set,bunsen.tv,Blog,Pollman,Crazy_Island,Online_With_Weblogs,Paul_Bausch,diary,lock,key,online,oh,recent,poll,show,many,german,age,believe,behind,9/11
,21,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 3, 2003, Wednesday",49 of 91 DOCUMENTS,The Tampa Tribune (Florida),Look Beyond Keyshawn Jerseys For Great Gifts,"MARTY STRASEN, mstrasen@tbo.com","SPORTS, Pg. 2",,442 words,,,"December 6, 2003",ENGLISH,,,"PHOTO www.sportsfangifts.com
A travel mug will keep your favorite Bucs fan's coffee warm.
NOTES: FANATICS",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,fan,list,Bucs,sport,offer,start,several,buc,price,away,holiday,shopping,we,suggestion,less,option,team,official,web,site,hot,favorite,logo,make,read,caddy,golfer,chapter,racing,shirt,use,go,store,practically,give,jersey,unlike,approach,player,gift,allow,hop,bandwagon,lightning,blaze,play,exciting,brand,hockey,ticket,among,affordable,league,game,reduce,cost,watch,group,family,promotion,apparel,tampabaylightning.com,warm,souvenir,seller,ago,obvious,reason,cold,ice,win,championship,least,drink,hold,temperature,coffee,travel,mug,find,19.95,www.sportsfangifts.com,color,pewter,inexpensive,shop,link,right,side,page,buy,book,plenty,good,available,general,stay,fiction,section
,6,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 21, 2003, Tuesday",50 of 91 DOCUMENTS,The Tampa Tribune (Florida),A Magical Place,"CHARLOTTE WAGENHEIM, Special to the Tribune; Charlotte Wagenheim received a master's degree in gerontological nursing from Michigan State University, where she became an instructor as well as a community health nurse and gerontological nurse practitioner. She has been married 40 years, and has five children and three grandchildren. Her hobbies include boating and watercolor painting.","BAYLIFE, Pg. 3",,665 words,,,"January 23, 2003",ENGLISH,,,"PHOTO (C) Tribune photo by ANDY JONES
(C) Charlotte Wagenheim's fascination with the state of Florida led her to move from Michigan to Trinity several months ago when the last of her children left home. The weather was a big draw.
NOTES: ""I Remember It Well"" is a feature of the Prime Time page. Please send entries via e-mail to dkoehn@tampatrib.com or in typewritten form to Donna Koehn, The Tampa Tribune, P.O. Box 191, Tampa FL 33601. Include a phone number. Submissions cannot be returned.I REMEMBER IT WELL PRIME TIME",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,place,Florida,parent,many,exciting,drive,hear,trip,palm,home,time,child,new,enjoy,much,state,story,live,tree,moss,polly,parrot,imagine,beautiful,bring,show,classmate,today,south,especially,learn,warm,beach,go,husband,experience,different,become,resident,move,offer,sun,Disney_World,magic,long,arrival,infamous,mouse,friend,back,blip,map,way,interesting,venue,excitement,begin,strange,distant,conservative,town,listen,eagerly,talk,alligator,favorite,topic,age,pet,anyone,exotic,bird,picture,school,brag,though,secretly,resent,fact,sister,leave,grandmother,road,expressways,take,four,five,make,trek,description,consider,civil,war,recount,shed,jacket,sweater,farther,tell
,7,7,6,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 23, 2003, Sunday",51 of 91 DOCUMENTS,The Tampa Tribune (Florida),Al-Arian Inquiry Took Turn After 9/11,"WILLIAM MARCH , wmarch@tampatrib.com; Reporter William March can be reached at (813) 259-7761.","NATION/WORLD, Pg. 1",,1254 words,,,"February 24, 2003",ENGLISH,,,"PHOTO 2 CHART Al-Arian
(C) Investigated almost a decade for terrorist link The Associated Press
Six weeks after the Sept. 11 attacks, President Bush signed the USA Patriot Act, a law that gives unprecedented authority to law enforcement agencies that are fighting terrorism.
NOTES: RELATED STORY, Page 11: Three Florida companies on terror ties list.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,case,investigation,law,terrorist,group,change,federal,Al_Arian,sept,organization,investigator,search,attack,include,terrorism,al_Qaida,U.S.,indictment,allege,professor,lawyer,asset,criminal,bring,prosecutor,government,give,act,link,many,legal,charity,bank,thursday,department,far,charge,wiretap,information,time,take,attorney,9/11,political,attitude,make,agent,might,cultural,aid,four,2001,arrest,account,announce,designate,support,claim,money,charitable,fight,global,name,spokesman,think,1994,long,nation,decision,possible,new,power,within,view,intelligence,use,provision,people,froze,bin,lade,allow,surveillance,permit,official,transaction,must,share,South_Florida,Palestinian,Justice,Colombia,American,University,Global_Relief,Afghan,jet,crash,world
,11,10,10,9,9,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"March 16, 2003, Sunday",53 of 91 DOCUMENTS,The Tampa Tribune (Florida),"Schumacher's Job: ""Selling A Cause'","BART O'CONNELL, Tribune correspondent","SPORTS, Pg. 15",,590 words,,,"March 19, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,Army,Schumacher,sponsor,schumacher,job,war,people,make,lot,go,world,many,fan,put,ask,sell,weekend,politics,reason,part,athlete,sign,average,campaign,important,trip,fire,drive,take,work,relationship,time,consider,political,car,change,shirt,free,keep,believe,willing,support,Tony_Schumacher,NHRA,top,recruiter,makeshift,home,race,closely,resemble,armed,fort,pit,area,facade,away,drag,strip,eerily,similar,matter,run,driver,impossible,escape,feeling,best,worst,far,closer,claim,check,government,exact,know,center,recruiting,send,right,dad,team,owner,big,task,supportive,require,recruit,"100,000",weapon,tank,together,obvious,sponsorship,enormous,responsibility,think,ride,p.r
,9,7,6,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 29, 2003, Saturday",54 of 91 DOCUMENTS,The Tampa Tribune (Florida),NEW LEASE ON SAFETY,"B.C. MANION, bmanion@tampatrib.com; Reporter B.C. Manion can be reached at (813) 259-7150.","BAYLIFE AT HOME, Pg. 1",,2157 words,,,"April 1, 2003",ENGLISH,,,"PHOTO (4C) CHART (3C) Tribune photos by VICTOR JUNCO
(C) Angelica Busch of Alta Key apartments demonstrates the complex's gate monitoring system. (C) Residents at Alta Key apartments must use a keyless access device to get into some areas of the complex. Tribune photos by VICTOR JUNCO
(C) Alta Key takes extra steps to make residents comfortable, but property manager Stephanie Gifford says the apartment complex can't guarantee anybody's safety. (C) Alta Key monitors its exercise room with a security camera. Safety experts encourage managers and residents to look out for suspicious activities.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,apartment,use,people,know,may,check,water,unit,keep,terrorist,security,property,include,office,screen,material,manager,attack,target,association,resident,suspicious,department,require,background,tenant,supplies,can,go,emergency,food,bleach,complex,concern,building,president,community,staff,area,container,make,neighbor,away,history,part,small,kit,per,plastic,bag,terrorism,home,right,potential,100,think,place,tampa,professional,behavior,company,member,chlorine,policy,regular,sure,package,measure,key,unless,provide,add,rent,good,chemical,credit,list,report,chart,different,item,take,signal,help,special,medical,gas,person,need,household,mask,McGoey,Tampa,Alta_Key,Plastic,time,threat,become,greater
,25,12,10,9,8,8,8,7,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
"April 18, 2003, Friday",56 of 91 DOCUMENTS,The Tampa Tribune (Florida),"Musical Wanderings Fuel Calexico's ""Feast'","CURTIS ROSS, cross@tampatrib.com","FRIDAY EXTRA!, Pg. 19",,323 words,,,"April 19, 2003",ENGLISH,,,"PHOTO (C) Touch & Go
(C) Joey Burns and John Convertino
NOTES: MUSIC",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,feast,Wire,jazz,musical,sound,drag,besides,title,attack,hand,mix,guero,canelo,Calexico,calexico,desert,storm,throw,together,mariachi,mute,trumpet,trip,hop,whatever,else,wind,blow,duo,bake,seemingly,varied,style,adobe,construct,structure,weak,spot,build,plainsong,earnest,lyric,chord,change,tune,complete,waste,pair,partner,dress,sunken,walt,accordion,tremolo,guitar,quattro,world,drift,threaten,become,boy,rescue,sprightly,horn,chart,thing,way,interesting,rusty,stucco,intro,black,heart,relocate,trademark,gloom,noir,less,humid,climate,chorus,murk,brief,shot,glory,great,good,pop,song,brisk,heartfelt,dramatic,el,robot,fantastic,theme,50s,film,score
,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 28, 2003, Wednesday",60 of 91 DOCUMENTS,The Tampa Tribune (Florida),Workers' Comp Reform Shoved Through Senate,"MIKE SALINERO , msalinero@tampatrib.com","METRO, Pg. 1",,672 words,,,"May 30, 2003",ENGLISH,,,"PHOTO Tribune photo by COLIN HACKLEY
Sen. Skip Campbell, D-Fort Lauderdale, listens to workers' comp debate after resigning his committee chair Tuesday.",,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,bill,worker,Senate,Campbell,king,clock,claim,sen,democrat,stop,chairmanship,compensation,go,voting,republican,business,session,attorney,minute,House,take,procedural,along,way,gov,jeb,bush,insurance,still,feel,comp,lose,vote,president,fee,dispute,cost,point,area,think,loss,body,part,benefit,can,find,pianist,chair,block,make,unconstitutional,tell,resign,have,extend,p.m.,adjournment,time,Jim_King,Democrats,King,official,avoid,deadline,committee,manage,ram,reform,late,tuesday,smoke,clear,carrier,giddy,labor,union,deject,legislator,unsure,do,right,thing,answer,pleas,relief,highest,premium,country,state,climate,healthy,paula,dockery,believe,bring,rate,tom,lee,brandon
,10,8,7,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 5, 2003, Thursday",61 of 91 DOCUMENTS,The Tampa Tribune (Florida),"Ocean Stewardship Must Improve, Report States","MARK HOLAN , mholan@tampatrib.com; Reporter Mark Holan can be reached at (727) 815-1082.","NATION/WORLD, Pg. 13",,989 words,,,"June 6, 2003",ENGLISH,,,CHART 2,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
,report,ocean,marine,Pew,state,resource,new,commission,nation,protect,release,pollution,coastal,area,fishing,science,Pew_Oceans_Commission,pollute,development,call,crisis,address,federal,regional,species,fishery,commercial,life,issue,United_States,Ocean_Policy,port,overfish,runoff,generation,work,toward,recommendation,council,ecosystem,suggest,double,1.5,billion,public,director,president,association,industry,stock,job,county,accord,thousand,monitor,university,education,three,million,zone,chart,national,source,water,U.S._Commission,Florida,U.S.,deplet,encroach,upon,largest,valuable,desperate,strait,bill,comprehensive,look,domestic,rethink,manage,stake,higher,wednesday,status,quo,unacceptable,prove,workable,solution,exist,woe,ethic,stewardship,responsibility,among,dozen,creation,agency,oversee
,17,15,10,7,6,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 17, 2003, Tuesday",62 of 91 DOCUMENTS,The Tampa Tribune (Florida),SENIOR NOTES,"Compiled by Donna Koehn; Submit Senior Notes to Donna Koehn at dkoehn@tampatrib.comor mail to The Tampa Tribune, P.O. Box 191, Tampa FL 33601. Include name, address and telephone number.","BAYLIFE, Pg. 3",,547 words,,,"June 18, 2003",ENGLISH,,,,,,,Copyright 2003 Times Publishing Company                               All Rights Reserved
