PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 23, 2014 Tuesday",1 of 352 DOCUMENTS,The Tampa Tribune (Florida),Turn down heat on climate debate,,NATION & WORLD; Views; Pg. 6,,651 words,,,"September 23, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,change,climate,take,scientist,human,point,impact,ocean,Koonin,influence,atmosphere,nation,demonstrator,science,activity,system,century,expect,effect,percent,high,thing,fuel,economic,might,increase,past,heat,mean,decade,record,far,sea,ice,possibility,coastal,threat,emission,evidence,Climate,New_York,ten,thousand,street,around,world,sunday,demand,action,summit,week,organizer,present,petition,2.1,million,signature,harshest,critic,dismiss,hysteria,hoax,activist,concerned,advancing,government,control,protect,environment,wish,side,deep,breath,reflect,article,e.,koonin,appear,last,weekend,undersecretary,president,term,acknowledge,real,alarmist,small,comparison,whole,addition,carbon,dioxide,middle,21st,directly,shift,natural,greenhouse,highly
"November 15, 2014 Saturday",178 of 352 DOCUMENTS,The Tampa Tribune (Florida),Keystone pipeline bill goes to Senate [JUMP]Obama veto could doom incumbent Democrat's campaign; Obama veto could doom incumbent Democrat's campaign,DINA CAPPIELLO The Associated Press,NATION & WORLD; NationWorld; Pg. 21,,836 words,,,"November 15, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,bill,x2756,pipeline,project,Obama,oil,vote,House,Landrieu,senate,energy,environmental,republican,next,week,democrat,Senate,friday,supporter,need,pass,take,make,understand,issue,price,Congress,Keystone,Canada,showdown,president,boost,seat,send,back,people,time,push,measure,call,go,veto,know,build,control,policy,country,climate,change,job,review,route,election,way,impact,somehow,gas,Keystone_XL,American,U.S.,Nebraska,inch,closer,possible,approve,predict,favor,sponsor,rep.,cassidy,effort,chance,away,head,dec.,runoff,tout,credential,state,signature,face,decision,pit,concern,mainly,consequence,global,warming,potentially,help,fellow,long,shot,bid,retain,support,221,single,lawmaker
,14,12,10,8,7,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 27, 2014 Saturday",182 of 352 DOCUMENTS,The Tampa Tribune (Florida),Shining a little more light on solar energy in Florida,ROBERT P. ROTH; Special to The Tampa Tribune,NATION & WORLD; Views; Pg. 17,,1035 words,,,"December 27, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,solar,cost,power,energy,state,renewable,percent,wind,order,cent,kwh,utility,facility,residential,Florida,suggest,hour,subsidy,rate,due,gas,need,use,economic,dispatch,government,capacity,roughly,time,think,consumer,source,add,read,install,electricity,lower,piece,increase,solely,act,interest,oppose,conventional,indeed,word,mandate,true,free,accord,department,factor,cf,reach,slightly,share,give,available,reflect,annual,peak,sun,art,system,air,early,fossil,carbon,fact,require,turbine,advocate,make,watt,quote,plant,kw,natural,fuel,price,electric,average,clamoring,nation,law,climate,change,concentration,human,life,so_called,PSC,Energy,Germany,California,U.S.,CO2,recently,page
,18,13,9,8,7,7,7,7,7,7,7,6,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"April 7, 2014 Monday",195 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 12,,,,1053 words,,,"April 7, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,religious,can,service,support,make,library,staff,start,credit,course,business,go,people,regard,law,government,public,practice,student,allow,refuse,think,club,interview,world,system,saturday,customer,a.m.,educator,real,Scott,Tampa,one_half,letter,job,new,list,religion,faith,april,writer,take,look,supremacy,clause,perhaps,freedom,worth,constitution,supreme,prohibition,forth,child,school,class,offer,tribune,administration,ignore,reality,individual,decision,operation,meeting,march,woman,help,need,thank,wake,county,official,contract,microwave,next,trainer,teacher,mandate,education,use,professional,know,personal,finance,snow,climate,change,expert,sandwich,chili,Florida,Tribune,Article_VI,United_States,first_class,Hillsborough_County,mondy,gov
,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"April 27, 2014 Sunday",196 of 352 DOCUMENTS,The Tampa Tribune (Florida),A guide to life in the place we call home,TED JACKOVICS; Tribune staff,BUSINESS; Pg. 1,,2114 words,,,"April 27, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,guide,area,Tampa,Janson,book,move,live,new,St._Petersburg,community,author,work,volume,development,president,find,take,write,activity,Naples,Tampa_Bay,place,time,spend,among,local,past,include,industry,back,crime,people,cost,newcomer,hope,share,experience,really,know,long,lot,make,relocate,potential,available,http,.com,relocation,provide,graduate,life,change,growth,travel,office,thing,plan,business,chief,executive,officer,around,access,attribute,trend,waterfront,great,sort,paddle,Un_Tourist,Voyager_Media,Dobyns,tampa,mary,lou,publish,information,series,publisher,insight,region,overall,appeal,comfortable,climate,trick,decide,neighborhood,fit,interest,lifestyle,janson,help,friend,special,sense,satisfaction,other,pen
,21,20,18,16,13,11,10,10,10,8,8,8,8,8,8,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 18, 2014 Monday",204 of 352 DOCUMENTS,The Tampa Tribune (Florida),"Scientists take Street View under the sea; Images will go online to promote research, preservation",JENNIFER KAY; The Associated Press,METRO; Business; Pg. 15,,1253 words,"ISLAMORADA, Fla.",,"August 18, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,image,coral,view,online,underwater,use,water,camera,reef,scientist,sanctuary,available,time,produce,technology,data,help,project,company,U.S.,Vevers,Catlin,street,hope,people,rotate,panoramic,last,week,scuba,far,ocean,official,preservation,area,smaller,director,equipment,training,insurance,survey,substantial,http,NOAA,Catlin_Seaview_Survey,map,easy,go,almost,throughout,world,soon,able,wonder,government,learn,specialize,fisheye,lense,recently,apply,research,management,plan,marine,nationwide,include,selection,give,public,window,ecosystem,still,difficult,costly,explore,long,stretch,diving,computer,"400,000",add,scale,detail,already,collect,illustrate,success,failure,restoration,study,effect,warming,temperature,pollution,hurricane,allow,can,understand
,18,11,10,8,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 2, 2014 Thursday",211 of 352 DOCUMENTS,The Tampa Tribune (Florida),Billionaire's spin can't fool Americans,,METRO; Pg. 3,,1310 words,,,"October 2, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,Steyer,media,brother,go,liberal,wealth,people,Koch,Florida,become,billionaire,make,take,leave,company,global,warming,spend,million,much,koch,massive,hedge,fund,billion,money,elite,enough,understand,dare,false,100,attack,politician,green,less,state,create,tactic,buy,americans,country,aside,actually,back,employ,American,last,blood,sport,leadership,mainstream,procession,wealthy,activist,character,assassination,beaten,drum,long,irrational,anger,sound,nothing,white,noise,voting,public,ironically,join,symphony,vilification,fellow,head,tom,steyer,founder,manage,partner,1.8,warrior,surprisingly,great,deal,coal,mine,fossil,fuel,rage,matter,many,happy,tell,unwashed,mass,fact,grow,boarding,school
,16,10,10,10,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 5, 2014 Sunday",213 of 352 DOCUMENTS,The Tampa Tribune (Florida),Crist proved he's willing to make tough choices,,NATION & WORLD; Metro; Pg. 0,,1565 words,,,"October 5, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,Crist,Florida,governor,crist,support,make,million,economy,state,stimulus,ideological,record,show,2006,school,favor,long,rights,early,job,property,lead,government,republican,better,package,champion,accept,money,help,finest,worst,hour,move,position,break,necessary,party,choice,funding,budget,include,public,later,pay,teacher,call,precinct,many,order,consistently,measure,serve,sentence,environment,change,marriage,take,office,open,thing,Obama,accomplishment,term,Charlie_Crist,worldwide,free,fall,2009,among,place,hardest,hit,disappearing,housing,market,collapse,eroding,value,throughout,much,lower,revenue,tax,force,slash,service,future,look,dark,gov,charlie,buck,colleague,join,signing,letter,reinvestment,act
,18,16,15,12,12,12,8,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 3, 2014 Monday",218 of 352 DOCUMENTS,The Tampa Tribune (Florida),BYLINE: The Washington Post,,NATION & WORLD; Views; Pg. 13,,189 words,,,"March 3, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,fuel,emission,truck,use,administration,Obama,president,raise,climate,check,unilateral,action,may,legitimate,concern,believe,congress,noxiously,unproductive,demand,car,less,question,plan,rest,legal,foundation,right,thing,lawmaker,dither,change,last,week,power,various,law,press,tougher,efficiency,standard,heavy,relatively,small,number,massive,vehicle,produce,quarter,transportation,sector,greenhouse,gas,accord,mean,trucker,particular,villain,country,depend,bring,percent,nation,freight,tonnage,market,big,trailer,lot,reduce,consumption,little,cost,step,many,upgrade,pay,time,save,hash,regulation,flexibility,need,HIGHLIGHT,rock_solid,White_House
,4,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 11, 2014 Wednesday",220 of 352 DOCUMENTS,The Tampa Tribune (Florida),U.S. ready for any weather,The Associated Press,SPORTS; Pg. 25,,325 words,SAO PAULO,,"June 11, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,team,travel,americans,we,mile,make,U.S.,climate,play,heat,bother,tuesday,way,game,training,humidity,coach,survive,sure,wire,copy,world,cup,whine,wither,weather,troublesome,player,bring,worry,consider,regular,finish,touch,baked,alaska,flambé,add,prize,assure,award,talk,midfielder,excites,worried,lengthiest,trek,among,"8,800",air,charter,flight,"1,420","1,680","1,300",quite,contrast,four,ago,shortest,reach,take,bus,ride,pretoria,total,194,change,city,repeatedly,session,start,temperature,cool,drizzle,north,figure,higher,extreme,stadium,feel,sauna,go,incredibly,humid,hot,must,use,prepare,might,unfamiliar,native,rather,routine,red,white,blue,live,100
,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 17, 2014 Tuesday",221 of 352 DOCUMENTS,The Tampa Tribune (Florida),Carbon tax can appeal to both sides,Bloomberg View,NATION & WORLD; Views; Pg. 6,,679 words,,,"June 17, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,tax,carbon,emission,cut,percent,new,economy,family,reduce,business,energy,simply,republican,EPA,best,way,almost,economist,among,idea,much,allow,possible,give,target,power,form,proposal,follow,far,dioxide,2005,sector,mimic,across,whole,answer,require,oppose,climate,group,elsewhere,least,argument,impose,government,thing,good,point,raise,cost,pay,trillion,enough,check,policy,power_plant,greenhouse,gas,put,agree,yet,wider,agreement,can,happen,assume,always,unpopular,case,wonder,better,quantitative,controls,propose,greatest,flexibility,meeting,lower,unlike,cap,car,plant,subsidy,clean,let,market,force,organize,response,ensure,easiest,cheapest,fair,recent,think,2020,2030,variety
,30,16,10,8,7,6,5,5,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 25, 2014 Thursday",223 of 352 DOCUMENTS,The Tampa Tribune (Florida),Obama to expand Pacific marine park; Move protects millions of sea life near remote isles,JOSH LEDERMAN; The Associated Press,NATION & WORLD; NationWorld; Pg. 21,,298 words,UNITED NATIONS,,"September 25, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,new,preserve,fishing,Obama,expand,marine,underwater,president,drilling,protect,mile,world,protection,seek,climate,major,memorandum,take,carving,wide,swath,put,water,bid,fragile,life,revamp,cover,"490,000",square,area,roughly,three,time,size,become,largest,boundary,extend,nautical,island,atoll,million,seabird,sea,turtle,mammal,live,expanse,include,monument,add,130,seamount,mountain,rare,undiscover,species,frequently,find,move,broaden,create,w.,bush,show,concrete,presidential,action,environment,despite,firm,opposition,environmental,legislation,week,announce,commitment,help,nation,deal,effect,change,leader,galvanize,support,global,treaty,finalize,next,sign,ocean,today,official,request,anonymity,ban,commercial,mining
,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 5, 2014 Thursday",233 of 352 DOCUMENTS,The Tampa Tribune (Florida),"U.S.' fastest-warming spots are Northeast, Southwest; Data show varying temperature shifts since 1984",The Associated Press,NATION & WORLD; NationWorld; Pg. 6,,512 words,WASHINGTON,,"June 5, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,degree,warm,1984,state,temperature,average,warming,city,least,annual,summer,hotter,trend,region,Vermont,New_Mexico,United_States,Nevada,maine,hottest,past,2.5,warmer,weather,scientist,winter,lower,smaller,within,use,northeastern,vermont,Maine,North_Dakota,New_York,global,baked,texas,fastest,corner,analysis,federal,record,show,lead,gain,heat,new,mexico,3.4,dog,2.8,contiguous,1.2,1.6,really,tell,hot,americans,though,greenhouse,gas,world,whole,supremely,local,area,other,atmospheric,factor,randomness,climate,equally,climatologist,careful,extrapolate,backyard,globe,example,people,complain,cold,neighbor,warmest,ever,determine,part,country,analyze,192,344,suggest,start,date,commonly,time,period,skew,either
,10,9,8,7,6,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 29, 2014 Thursday",250 of 352 DOCUMENTS,The Tampa Tribune (Florida),U.S. business leaders assess Cuba climate; Chamber of Commerce delegation talks to island's new entrepreneurs,The Associated Press,NATION & WORLD; NationWorld; Pg. 22,,536 words,HAVANA,,"May 29, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,business,Cuba,chamber,cooperative,private,trade,U.S.,tour,auto,president,island,include,Havana,leader,small,mission,part,dozen,figure,change,drive,foreign,country,million,term,official,trip,allow,opportunity,guide,without,government,co_op,state_run,Donohue,chat,owner,rare,cuba,head,repair,talk,newly,mint,entrepreneur,wednesday,kind,lead,baker,assess,climate,economic,reform,expansion,tiny,sector,decentralization,enterprise,lure,badly,need,investment,pleased,learn,lot,take,place,formal,diplomatic,relation,early,1960,maintain,embargo,buys,food,agricultural,goods,exception,sanction,recent,turn,require,cash,front,high,962,2008,sale,fall,509,2012,calculation,believe,higher,simple,dollar,value,import
,8,6,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 29, 2014 Wednesday",262 of 352 DOCUMENTS,The Tampa Tribune (Florida),"Cuba's Raul Castro calls for integration free of U.S.; Summit seeks to unite Latin America, islands",The Associated Press,NATION & WORLD; NationWorld; Pg. 26,,385 words,HAVANA,,"January 29, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,CELAC,Caribbean,Castro,tuesday,summit,poverty,region,American,president,latin,regional,nation,speech,head,argue,interest,make,percent,last,United_States,Latin_America,U.S.,Cuba,OAS,call,leader,work,together,press,problem,gather,except,keynote,host,community,initial,bloc,aspire,unity,despite,diversity,describe,legitimate,representative,establish,new,international,cooperation,paradigm,context,possibility,create,model,adapt,reality,base,principle,mutual,benefit,main,theme,fight,inequality,hunger,accord,economic,commission,inhabitant,live,extreme,true,progress,slow,fragment,unstable,session,state,begin,minute,silence,remember,late,succumb,cancer,march,chavez,outspoken,foe,drive,force,behind,creation,2011,conceive,alternative,organization,suspend,membership,1962
,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 30, 2014 Thursday",264 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 30,,,,795 words,,,"January 30, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,candidate,people,money,tribune,judge,time,front,content,campaign,raise,work,jan,government,go,hard,political,cover,character,best,serve,voter,rude,thing,AARP,Obamacare,Shimberg,Hillsborough_County,letter,heavenly,regard,page,allow,unfortunately,doctor,drop,we,better,contribution,provide,free,advertising,election,district,forget,real,great,position,stop,article,know,fund,think,rather,experience,ask,family,win,good,shot,gun,gulf,war,vet,child,Weston,Harris,thur,abortion,pill,case,wrong,must,remember,type,drug,offer,woman,counter,lose,embryo,scene,happen,federal,courtroom,repeat,many,involve,involved,attack,god,little,toss,plan,interesting,thousand,network,due,company,endorse
,11,10,9,7,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 16, 2014 Sunday",268 of 352 DOCUMENTS,The Tampa Tribune (Florida),"Kerry asked to help raze Chinese firewall; Internet censorship is effort to squash freedom of expression, bloggers say",The Washington Post,NATION & WORLD; NationWorld; Pg. 5,,354 words,BEIJING,,"February 16, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,internet,China,Kerry,freedom,Chinese,blogger,help,ask,restriction,U.S.,lead,secretary,state,put,government,expression,tear,censorship,reporter,company,view,official,meeting,support,question,website,f.,kerry,saturday,pressure,ease,mount,use,system,know,complain,complicit,maintain,dissident,jail,peacefully,express,meet,four,short,trip,visit,otherwise,dominate,discussion,thorny,issue,nuclear,weapon,program,climate,change,although,morning,suppose,show,seem,defensive,appeal,insist,urge,leader,expand,press,obviously,think,economy,stronger,greater,sidestepp,path,investigative,intellectual,worried,grow,jinp,take,president,last,march,later,call,chat,security,decline,attend,whether,together,chinese,aspire,great,firewall,noting,block
,7,6,6,5,5,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 20, 2014 Thursday",269 of 352 DOCUMENTS,The Tampa Tribune (Florida),Banged-up Bolts get back to work; Stamkos hoping to be ready to play vs. Nashville,Erik Erlendsson; Tribune staff,SPORTS; Pg. 19,,530 words,BRANDON,,"February 20, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,week,practice,take,next,ready,play,Nashville,lightning,return,time,team,break,ice,game,wednesday,back,go,three,ankle,Tampa_Bay,thursday,player,place,whether,head,top,final,season,feb,we,healthy,guy,give,close,center,miss,skate,schedule,feel,good,start,goaltender,wrist,foot,Bishop,bolt,spend,sloshing,snow,sipping,something,cold,loung,sandy,beach,staff,follow,respite,olympic,represent,country,advantage,brief,vacation,north,visit,family,friend,south,tropical,climate,bang,injury,particularly,need,reconven,sport,forum,gear,stretch,begin,invigorate,hurt,organization,heal,coach,way,really,include,group,leg,winner,pass,mark,surgery,insert,titanium,rod,continue
,7,7,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 27, 2014 Thursday",272 of 352 DOCUMENTS,The Tampa Tribune (Florida),What world needs now is our tolerance of different religions,,NATION & WORLD; Views; Pg. 35,,731 words,,,"February 27, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,religious,church,Catholic,president,although,faith,religion,country,political,Muslim,American,Kennedy,struggle,example,argue,well,nation,hold,belief,remain,resentment,various,far,violence,debate,voter,elect,1960,test,state,people,embrace,protestants,man,believe,tell,public,office,might,impose,upon,express,threaten,export,United_States,hutch,column,branch,fight,another,vice,versa,death,former,elsewhere,course,always,arab,neighbor,deeply,figure,largely,short,may,ancient,history,around,world,zealotry,actually,much,responsible,great,deal,spill,blood,lose,lot,ground,secularism,attendance,dwindle,atheism,agnosticism,commonplace,mainstream,cultural,norm,intolerance,extremism,relatively,minor,aspect,attitude,toward,okla,notorious,picketing,funeral
,9,6,6,5,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 14, 2014 Monday",278 of 352 DOCUMENTS,The Tampa Tribune (Florida),First branch of food forest takes root; Small community orchards planted in three parks,YVETTE C. HAMMETT; Tribune staff,METRO; Pg. 18,,725 words,TAMPA,,"April 14, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,fruit,tree,public,city,plant,food,orchard,community,edible,way,x2756,park,people,Tampa,three,hope,forest,house,couple,enjoy,volunteer,green,neighborhood,concept,garden,seed,Tanja_Vidovic,part,pick,300,seattle,inspiration,around,along,plan,member,many,pitch,look,think,connect,space,agree,project,forward,local,accord,effort,provide,produce,need,grow,work,distribute,every,carbon,Jared_Vidovic,Green,ARTery,England,tampa,woman,build,freely,eat,photo,saturday,go,visit,sunday,info,broader,movement,recent,guest,wonder,famous,transform,yard,near,fill,find,conversation,hear,recall,riding,banana,orange,ripe,propose,help,dozen,fellow,gardener,council,staff,area,visitor,soon
,12,9,9,8,7,7,7,7,6,6,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 1, 2014 Thursday",283 of 352 DOCUMENTS,The Tampa Tribune (Florida),SECTION: NATION & WORLD; Views; Pg. 10,,,,565 words,,,"May 1, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
,government,take,april,use,job,care,sign,exchange,horse,state,pay,health,agree,Affordable_Care_Act,bury,view,letter,everyone,right,provide,never,million,citizen,set,federal,regard,real,look,drive,way,folk,student,faculty,name,prevent,Rajendra_Pachauri,thursday,lett,everything,still,stuck,bill,rebuttal,mandate,help,inaccurate,downright,wrong,trot,misinformation,falsity,past,five,debunk,research,show,create,cut,cost,overall,either,qualify,afford,accept,due,condition,almost,example,attempt,option,spend,200,able,private,insurance,company,cancel,program,begin,"170,000",oregonian,"130,000",expand,beginning,november,conservative,riding,ride,death,climb,poor,thing,please,healthy,try,work,liberal,make,better
,7,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 10, 2014 Saturday",285 of 352 DOCUMENTS,The Tampa Tribune (Florida),Why I don't tell reporters everything,CASS R. SUNSTEIN; Bloomberg View,NATION & WORLD; Views; Pg. 18,,828 words,,,"May 10, 2014",ENGLISH,,,,,,Newspaper,Copyright 2014 Times Publishing Company                               All Rights Reserved
