PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 17, 2010 Thursday",1 of 63 DOCUMENTS,The New York Post,CLIMATE HEAT ON O FROM BOTH PARTIES,CHARLES HURT Bureau Chief,All Editions; Pg. 10,,577 words,,,"June 17, 2010",ENGLISH,,,-U.S. Senate badge logo. -NO SMOKING: Smokestack industries - and everyday energy consumers - could pay a price under carbon-emission limits. [AP] -U.S. Senate badge logo.,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,bill,energy,Obama,company,tax,emission,legislation,cap,climate,pass,cost,household,use,guidance,democrat,carbon,plant,percent,Senate,McConnell,president,gulf,advance,time,leave,stall,amount,job,national,increase,consumer,sen,last,call,argue,provide,liberal,go,remain,set,market,allow,buy,sell,accord,congressional,income,per,billion,climate_change,cap_and_trade,skewer,right,oil,spill,agenda,lambast,give,concrete,approve,push,highly,controversial,trade,plan,penalize,produce,dioxide,republican,charge,measure,massive,hike,productive,kill,way,save,planet,greenhouse,gas,responsible,change,hold,hostage,try,half,leader,mitch,tell,contain,direct,gasoline,widely,agree,corporation,especially,lindsay,graham,help
"September 7, 2010 Tuesday",23 of 63 DOCUMENTS,The New York Post,MEET THE HAIR PAIR! - THE POST'S RAAKHEE MIRCHANDANI GIVES NFL STAR EXTRA POINTS ON HOW TO TREAT HIS TRESSES,RAAKHEE MIRCHANDANI,All Editions; Pg. 29,,500 words,,,"September 7, 2010",ENGLISH,,,-The Head & Shoulders spokesman's locks are insured for $1 million. [AP Photo] -Pittsburgh Steeler Troy Polamalu has met his hair match: The Post's Raakhee Mirchandani. [Gene J. Puskar/AP; Caitlin Thorne Hersey] -The Head & Shoulders spokesman's locks are insured for $1 million. [AP Photo],,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,hair,have,good,conditioner,tell,minute,personal,hygiene,work,follow,really,dry,frizz,do,use,head,look,go,know,potent,gel,shampoo,fhi,1900,dryer,195,fhiheat.com,diffuser,worth,college,lack,smoothing,shower,Climate_Control,Troy,much,football,fan,style,tend,little,snakeskin,preferably,variety,pigskin,career,closely,ever,spot,tight,corkscrew,curl,bouncing,underneath,steeler,helmet,twin,throw,quadruplet,resemblance,uncanny,sexy,spiral,boy,dig,huh,tragic,tress,stress,end,'em,fest,happen,best,we,trouble,wear,hat,hear,take,hour,fix,shoulder,kid,great,ad,btw,troy,change,life,ditch,drugstore,brand,procter,gamble,pay,million,lock,insure
,8,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 3, 2010 Sunday",24 of 63 DOCUMENTS,The New York Post,TRENDS FOR '10 - ISSUES AND ELECTIONS FACING NEW YORK AND THE NATION IN THE NEW YEAR,David M. Drucker,All Editions; Pg. 24,,2623 words,,,"January 4, 2010",ENGLISH,,,President Obama on the telephone. (Ramey Photo),,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,2010,state,fi,back,republican,job,may,former,election,mayor,GOP,predict,take,government,administration,face,democratic,last,new,city,Obama,look,time,economy,sen,House,Senate,economic,woman,rst,remain,way,threat,big,every,move,fail,term,seat,poll,challenge,2008,development,democrat,rep.,New_York,Bloomberg,Congress,voter,show,million,recession,due,part,nation,region,security,create,control,neighbor,go,potential,home,war,building,system,illegal,criminal,offi,can,gov,end,important,question,primary,general,turn,likely,bid,approval,challenger,budget,council,future,agency,site,push,old,midterm,party,district,US,Paterson,Amtrak,White_House,result,march,we,demographic
,13,11,10,9,9,8,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
"January 21, 2010 Thursday",25 of 63 DOCUMENTS,The New York Post,LOSS THROWS REST OF PRESIDENT'S AGENDA INTO DOUBT,Maggie Haberman,Sports+Late City Final; Pg. 7,,213 words,,,"January 21, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,go,new,agenda,item,financial,reform,take,controversial,White_House,insist,stick,broad,diverse,president,aide,signale,many,fall,wayside,capitol,hill,climate,economy,regulatory,center,stage,press,secretary,suggest,measure,card,check,provision,allow,labor,group,form,instead,secret,ballot,seem,life,support,clearly,play,bigger,role,happen,legislatively,next,several,ensure,honest,rule,road,forward,health,care,issue,send,shock,wave,national,politics,upset,win,remain,obama,part,sweeping,doubt,include,legislation,aim,curb,emission,greenhouse,gas,immigration,law,version,pass,last,critic,essentially,tax,consumer,long_term,Obama,tough_to_pass,Robert_Gibbs,union_backed,card_signing,Gibbs,front_and_center,Scott_Brown,Massachusetts,cap_and_trade,Cap_and_trade
,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 24, 2010 Sunday",26 of 63 DOCUMENTS,The New York Post,ONE TOQUE OVER THE LINE; HOW A DARING CHEF GOT 86'D FOR STARTING A FOOD FIGHT AT THE FOUR SEASONS,CARLA SPARTOS,All Editions; Pg. 6,,941 words,,,"January 25, 2010",ENGLISH,,,"OUT OF THE KITCHEN! Tradition-minded owners Julian Niccolini and Alex Von Bidder (above) opposed the inventive cuisine of in-and-out chef Fabio Trabocchi (right). (Christian Johnston; Elion Paz) SEATS OF POWER:Since opening in 1959, the Four Seasons on East 52nd Street has catered to the rich and powerful, like Senators Ted and Bobby Kennedy in 1964, and Martha Stewart and Henry Kissinger in 2001.  (Marion Curtis; Helayne Seidman; AP) OUT OF THE KITCHEN! Tradition-minded owners Julian Niccolini and Alex Von Bidder (above) opposed the inventive cuisine of in-and-out chef Fabio Trabocchi (right). (Christian Johnston; Elion Paz)",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,restaurant,season,four,food,chef,New_York,crab,dish,menu,may,regular,Trabocchi,cake,star,longtime,insider,bring,much,source,kitchen,run,last,become,split,three,taste,landmark,serve,open,issue,customer,add,spend,salad,make,good,owner,always,generation,divide,result,positive,end,industry,change,start,try,work,give,go,set,lunch,party,next,philosophical,seek,Henry_Kissinger,Fabio,darn,executive,abruptly,depart,job,talk,world,highly,regard,earn,2009,casualty,financial,meltdown,part,way,fabl,powerhouse,barely,chalk,hand,sashimi,ahi,tuna,oyster,sorrel,sauce,52nd,street,1959,complain,grill,fish,steam,vegetable,hospital,buzz,return,former,status,do
,13,12,11,7,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 20, 2010 Saturday",30 of 63 DOCUMENTS,The New York Post,SORRY TIGER'S TAIL BETWEEN HIS LEGS - * 'I'M ONLY PERSON TO BLAME' IN SCANDAL *ELIN A NO-SHOW AS TV DRAMA GRIPS WORLD,"AMBER SUTHERLAND in Ponte Vedra Beach, Fla., and DAN MANGAN in New York",All Editions; Pg. 2,,779 words,,,"February 22, 2010",ENGLISH,,,"GETTING A GRIP: A grim-faced Tiger Woods apologizes yesterday for his cheating and ""selfish"" ways, which he vowed to change. [AP]",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Woods,wife,Elin,golf,affair,return,cause,go,therapy,question,mother,know,rule,life,halt,string,give,use,wood,trading,audience,speak,time,november,everybody,hit,blue,refuse,take,fla,include,mom,speech,around,every,behavior,young,thing,report,end,crash,right,outside,issue,remain,night,wrong,work,entire,play,treatment,start,plan,away,Tiger,Kultida,SUV,world,grind,gape,extraordinary,mea,culpa,superstar,sheepishly,apologize,scorn,fan,sponsor,sensational,indication,game,dominate,unfaithful,cheat,somber,acceptable,person,blame,noticeably,absent,discourse,literally,financial,market,captivate,global,million,publicly,pathological,infidelity,expose,already,quiet,look,tv,screen,peter,adam
,8,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 12, 2010 Sunday",31 of 63 DOCUMENTS,The New York Post,BLAKE QUAKE! HOW THE HOTTEST 'GOSSIP GIRL' BECAME NYC'S SEXIEST STYLE ICON,RAAKHEE MIRCHANDANI,All Editions; Pg. 42,,1052 words,,,"September 14, 2010",ENGLISH,,,(SARA JAYE WEISS/STARTRAKSPHOTO JASON MERRITT/GETTY DAVE ALLOCCA/STARPIX(3) GERALDINA AMAYA/FRANK ROSS FASHION CREDITS BY EMILY FINKBINDER FAME PICTURES BAUER GRIFFIN JOSE PEREZ/SPLASH NEWS BILL DAVILLA/STARTRAKSPHOTO HALEY MEVORACH/STARTRAKSPHOTO PETER KRAMES/AP AMANDA SCHWAB/STARPIX),,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,dress,wear,Christian_Louboutin,Blake,designer,style,Lively,lively,shoe,pump,girl,Gossip_Girl,life,character,similar,blake,marchesa,pants,actress,make,film,town,show,heel,fashion,chanel,amazing,week,think,july,Daman,Anna_Wintour,travel,asset,bear,way,take,really,around,neckline,though,short,high,case,art,sexy,hair,know,meet,call,shopping,boot,great,turn,appear,next,sit,front,june,time,couture,fi,plung,never,collection,prive,795,premiere,sept,available,bag,screen,jacket,"5,940",Blake_Lively,Upper_East_Side,all_American,Karl_Lagerfeld,Vogue,Michael_Kors,New_York,practically,learn,accessorize,naturally,boob,gam,along,debut,2005,version,young,adult,novel,sisterhood,thing,bit,higher,talk
,12,11,8,7,6,6,6,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 2, 2010 Saturday",33 of 63 DOCUMENTS,The New York Post,BUBBA'S BOUNTY - CLINTON RELEASES LIST OF DEEP-POCKET DONORS,JENNIFER FERMINO,Sports+Late City Final; Pg. 11,,622 words,,,"January 4, 2010",ENGLISH,,,"-Donald Trump. -HELLO, GOLDENBRICK ROAD: Bill Clinton with Elton John, who gave at least $5 million to the ex-prez's foundation. [WireImage] -Donald Trump.",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,foundation,million,donor,give,list,2009,Clinton,benefactor,donate,"100,000",release,wife,secretary,state,president,money,aid,Elton_John,Coca_Cola,make,country,donation,raise,conflict,former,agree,disclose,time,last,pal,mining,tycoon,contract,businessman,nasser,least,respect,bloomberg,"500,000",ruddy,friend,"50,000",return,Bill,Frank_Giustra,Canadian,Giustra,Donald_Trump,Saudi,Al_Rashid,Michael,private,crew,include,foreign,giant,noticeably,absent,several,nation,whose,previous,total,ten,dollar,concern,possible,interest,agreement,reach,right,review,whether,potential,work,cite,contribute,beginning,period,focus,issue,health,care,climate,change,economic,development,much,past,instead,revealing,range,establish,decade,ago,longtime,top,charity,continue
,13,13,7,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2010 Wednesday",34 of 63 DOCUMENTS,The New York Post,"HECK OF A JOB, BROWNIE!",,Sports+Late City Final; Pg. 36,,494 words,,,"January 20, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Obama,democrat,voter,state,go,time,policy,point,last,lose,Coakley,maybe,president,attention,economy,national,security,political,politics,office,ago,outcome,campaign,take,seat,course,terrorist,vow,oppose,Massachusetts,Senate,Brown,Copenhagen,catch,think,pay,message,possibly,clear,bluest,turn,republican,sen,scott,brown,fill,shoe,beloved,lock,reasonable,presumption,health,care,enjoy,enough,support,sway,skittish,congressional,election,notion,muster,horsepower,significantly,influence,nation,sweep,poll,attorney,general,martha,coakley,scarcely,yes,we,become,volatile,late,sweeping,projection,night,return,probably,make,quite,yet,still,fifth,three,focus,star,power,effect,work,gubernatorial,candidate,november,pop,tout
,7,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 21, 2010 Thursday",35 of 63 DOCUMENTS,The New York Post,"DEVELOPING STORY - THE OUTLOOK FOR DOWNTOWN BROOKLYN - AND BEYOND - IS BRIGHT, SAYS PROPERTY OWNER AND DEVELOPER ALBERT LABOZ",Max Gross,All Editions; Pg. 69,,1265 words,,,"January 21, 2010",ENGLISH,,,"Albert Laboz, in front of his Soho Mews development, is also standing behind Brooklyn's downtown. ( Christian Johnston)",,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,market,retail,new,Brooklyn,Soho_Mews,square,foot,retailer,downtown,last,building,level,start,unit,have,follow,real,estate,lot,people,city,look,condo,site,project,seller,feel,sell,design,Fulton_Street,property,hear,couple,take,million,negotiate,505,luxury,rental,middle,general,give,long,price,appreciate,high,financing,six,contract,development,percent,sale,Fulton_Street_Mall,Manhattan,open,thousand,big,ask,biggest,owner,well,anything,tell,we,notice,pedestrian,destination,location,still,residential,former,receive,exciting,due,value,tourist,sidewalk,furniture,commercial,prime,acquisition,buyer,credit,bank,quality,time,place,great,execution,recover,construction,believe,purchase,exist,program,almost,action,close,drop
,12,10,9,8,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 23, 2010 Saturday",36 of 63 DOCUMENTS,The New York Post,THE REPUBLICANS' SECRET WEAPON,,All Editions; Pg. 20,,153 words,,,"January 25, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Obama,tuesday,state,point,Las_Vegas,goper,celebrating,bay,blowout,good,news,thursday,president,go,next,stump,start,packing,think,race,shore,democrat,martha,coakley,bid,seat,world,know,beat,handily,election,prez,parachute,last,back,dem,governor,lose,jetted,twice,snag,2016,olympic,lock,deal,climate,change,yep,trend,well,gambling,town,many,booky,lop,odd,already,trailing,gop,challenger,poll,another,thing,sure,republican,may,soon,owe,big,time,Senate_Majority_Leader_Harry_Reid,Should_Reid,Massachusetts,Ted_Kennedy,unheard_of,Republican_Scott_Brown,Virginia,New_Jersey,Copenhagen,Chicago,Reid
,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 3, 2010 Wednesday",38 of 63 DOCUMENTS,The New York Post,96 TEARS - NIT FACES DEATH IF NCAA EXPANDS MARCH MADNESS,LENN ROBBINS,Metro; Pg. 70,,364 words,,,"February 3, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,NCAA,tournament,CBS,NIT,basketball,several,become,deal,ESPN,college,big,dance,source,post,television,rights,outbid,play,four,senior,return,call,property,go,change,final,last,sport,platform,offer,coach,post_season,Tip_Off,Garden,nation,oldest,tourney,phase,turn,mosh,pit,tell,meeting,week,official,currently,own,likely,barring,snag,do,away,leave,city,know,venue,host,follow,spring,order,offset,cost,multibillion,expand,team,2011,poise,opt,billion,tv,run,2013,casualty,vice,president,business,immediately,vp,ahead,postseason,found,1938,st,six,time,financial,climate,south,ago,seem,unlikely,void,three,agreement,bring,govern,body,intercollegiate,guarantee
,6,5,5,5,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 22, 2010 Monday",39 of 63 DOCUMENTS,The New York Post,SPRING PREENING,,All Editions; Pg. 26,,850 words,,,"February 22, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,fashion,seem,cover,look,spread,essay,with,story,big,article,star,mag,focus,point,profile,photo,trend,Vanity_Fair,week,time,offer,always,partly,help,live,talk,line,piece,dress,recent,insight,read,frock,however,wrong,stop,insecurity,people,thumb,take,elsewhere,kid,skinny,white,realize,woman,nine,good,sale,spring,old,short,headline,community,although,feature,Elle,New_Yorker,GOP,pass,baton,runway,show,check,best,glossie,funny,lady,entertaining,luck,rock,keep,life,awful,early,write,thank,decide,become,fashionable,inevitable,nerdy,incredibly,smart,tired,crop,delve,exciting,designer,today,complete,picture,guess,morocco,evidently,glenda,bailey,spot,hotel
,8,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 1, 2010 Thursday",40 of 63 DOCUMENTS,The New York Post,SLICK BAM'S FLIP-FLOP - NOW HE SHOWS THE WILL TO DRILL,GEOFF EARLE Post Correspondent,All Editions; Pg. 8,,535 words,,,"April 1, 2010",ENGLISH,,,President Barack Obama.  [AFP/Getty],,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,oil,drilling,gas,area,Obama,coast,kill,exploration,new,lower,price,billion,policy,mile,begin,risk,state,barrel,president,plan,open,energy,source,along,natural,part,gulf,2012,acknowledge,environmental,drill,baby,immediately,big,government,estimate,opposition,parcel,study,newly,Atlantic,Florida,Virginia,Alaska,reversal,unveiled,huge,swath,exclude,country,need,vital,maintain,economic,growth,security,propose,allow,stretch,coastline,central,lift,ban,broader,strategy,move,away,dependence,foreign,eastern,125,shoreline,speak,people,strongly,disagree,decision,group,democrat,slam,proposal,presidential,campaign,rip,opponent,call,time,convention,catchphrase,offshore,today,tomorrow,five,2008,although,review,vow,oppose,cite
,10,9,8,7,7,6,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 1, 2010 Thursday",41 of 63 DOCUMENTS,The New York Post,BRIGHT SPARKS - A WALK DOWN ELECTRIC AVENUE - SOME OF THE ELECTRIC AND HYBRID MODELS THAT COULD SOON BE ON YOUR SHOPPING LIST,LIZ TURNER,All Editions; Pg. 53,,1418 words,,,"April 1, 2010",ENGLISH,,,FIAT 500 EV. PORSCHE CAYENNE. LEXUS CT100H.  AUDI E-TRON. VOLKSWAGEN TOUAREG. AUDI Q5. Nissan Leaf.,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,electric,car,hybrid,drive,power,motor,Volt,gas,engine,mph,new,vehicle,audi,Cayenne,promise,wheel,version,system,short,range,make,fiat,500,e_tron,have,energy,2010,2012,always,launch,production,small,battery,run,work,hp,concept,brand,weight,high,mile,go,sale,ev,president,ct,volt,carpet,all_electric,Audi,US,Nissan,way,fuel,time,maybe,live,conventional,soon,towards,well,plug,gasoline,leave,touar,offer,mode,management,operating,show,sport,mobility,body,perfect,around,deliver,rear,100,torque,debut,2011,speed,enough,announce,engineering,advanced,development,take,compact,200h,luxury,provide,change,finally,march,look,importantly,available,needle
,19,13,12,11,9,8,8,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 26, 2010 Monday",43 of 63 DOCUMENTS,The New York Post,EXCELLENT JOB,,All Editions; Pg. 35,,874 words,,,"April 26, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,cover,make,sleep,time,look,story,article,mag,Wall_Street,magazine,become,general,excellence,know,woman,man,always,rise,past,president,seem,New_York,Goldman,name,able,tv,star,piece,friendship,effort,thing,think,point,use,winner,category,work,disorder,people,ability,follow,death,health,issue,body,reader,launch,team,power,take,pay,speak,trader,financial,investor,murder,trial,former,argue,trade,Glamour,National_Geographic,Goldman_Sachs,New_Yorker,Newsweek,batch,oddball,recipient,last,2010,return,familiar,surprise,include,glamour,win,overall,beg,question,age,stomach,reality,happen,photo,three,blondes,fake,pillow,fight,perfectly,groom,hair,stage,undignify,stop,stare,disgust,center,bunch
,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 6, 2010 Thursday",44 of 63 DOCUMENTS,The New York Post,POLITICO TO CHALLENGE CHARTER FOE PERKINS,CARL CAMPANILE,All Editions; Pg. 8,,664 words,,,"May 6, 2010",ENGLISH,,,Basil Smikle. [N.Y. Post: Chad Rachman],,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Smikle,Perkins,perkin,charter,Harlem,political,state,school,education,smikle,incumbent,senator,work,back,issue,leader,basil,move,establishment,consultant,sen,opposition,support,candidacy,longtime,charle,likely,parent,cap,make,campaign,community,federal,funding,time,mayor,fight,child,president,talk,resident,happen,bright,take,best,man,job,Albany,Fernando_Ferrer,Bill_Perkins,rock,announce,challenge,bill,democratic,primary,slam,run,feel,far,better,representative,strongly,tell,post,former,aide,declare,friend,bow,race,clear,field,insider,deputy,city,park,commissioner,previously,schumer,charge,monday,turn,kid,voting,legislation,lift,number,vow,major,reform,galvanize,challenger,accuse,damaging,chance,win,additional,second
,10,7,6,6,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 8, 2010 Tuesday",45 of 63 DOCUMENTS,The New York Post,PIERCE: KNICKS WERE TOXIC TO ROBINSON,MARC BERMAN,Sports+Late City Final; Pg. 63,,546 words,,,"June 8, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,Robinson,game,Knicks,Boston,p.m.,final,role,play,grow,championship,laker,tell,celtic,summer,know,june,Celtics,need,career,season,key,victory,sunday,seven,tonight,lot,court,team,go,coach,stage,roller,coaster,make,stronger,free,agent,Pierce,Los_Angeles,believe,lose,climate,salvage,person,player,might,ring,finger,indignity,take,shot,culture,change,small,charge,tired,celt,6:02,fourth,quarter,scoring,point,field,line,crucial,moment,spell,exhaust,next,three,beginning,group,help,post,habit,understanding,better,routine,around,certain,discipline,tend,whatever,different,learn,sign,million,deal,training,camp,d',antoni,infamous,war,bench,straight,finally,trading,deadline
,16,8,8,7,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 15, 2010 Tuesday",46 of 63 DOCUMENTS,The New York Post,"TRADERS PLAY AROUND WITH STOCKS, THEN LEAVE 'EM",John Crudele,All Editions; Pg. 30,,777 words,,,"June 15, 2010",ENGLISH,,,,,,Newspaper,"Copyright 2010 N.Y.P. Holdings, Inc.                               All Rights Reserved"
,stock,price,market,week,time,trading,happen,go,back,economy,option,Wall_Street,investor,look,ago,business,percent,higher,expiration,trader,column,april,believe,put,insurance,industry,summer,rally,probably,last,well,gain,suddenly,better,improve,make,every,push,beach,period,start,point,situation,really,question,need,light,news,fall,find,reality,money,rescue,giant,government,European,AIG,hijink,sit,enjoy,long,rise,nicely,end,session,indicator,show,loss,grow,increasingly,nervous,different,explanation,today,papers,initial,instance,statistic,suggest,wreck,sense,condition,turn,euro,sound,dime,plug,piece,nickel,stimulate,truth,matter,past,professional,almost,able,summertime,volume,south
,12,8,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
