PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 11, 1998, Tuesday",1 of 43 DOCUMENTS,The New York Post,SCIENTISTS CAN'T BELIEVE THEIR HIGHS IN HOTTEST MONTH EVER,KATE PERROTTA,News; Pg. 002,,563 words,,,"August 11, 1998",ENGLISH,,,"Every month this year has topped the record, leading scientists to predict that 1998 will be the hottest year ever.",,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,record,temperature,heat,average,degree,lot,hottest,el,nino,last,shift,emission,July,Dallas,world,history,hit,half,higher,previous,economy,thing,precipitation,become,common,climate,predict,trend,lead,scientist,summer,pact,still,warming,less,surprised,U.S.,Quayle,burn,way,book,global,61.7,fahrenheit,fuel,storm,dog,nearly,july,may,sound,expert,wreak,havoc,ecosystem,serious,concern,small,result,large,chief,government,collect,data,place,slightly,warmer,side,model,state,hardest,wave,hover,well,100,straight,120,people,die,cause,keep,dangerous,begin,january,top,1998,surprise,resident,least,city,break,tie,already,vice,president,al,gore,armed,statistic
,Foley,Parcells,quarterback,o',donnell,versus,go,play,better,o'donnell,to,fair,team,parcell,make,much,someone,Neil,Glenn,end,season,backup,best,maybe,neil,take,know,foley,keep,locker,job,love,change,something,start,idea,think,must,need,win,open,coach,less,history,interest,summer,fall,develop,time,jet,ask,able,put,man,starter,foolish,head,game,long,glenn,else,page,everyone,happen,room,stand,field,guy,hardly,prove,absolutely,football,ball,zone,next,veteran,general,manager,trade,still,lead,steeler,ago,recognize,short,miracle,competition,appreciate,money,noise,gim,baggage,can,tell,we,ultimately,always,whatever,entire
,15,14,12,12,11,7,6,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 8, 1998, Monday",21 of 43 DOCUMENTS,The New York Post,THE EDUCATION OF PETER VALLONE; HIS CLEVEREST CAMPAIGN MOVES ARE TURNING INTO HUGE BLUNDERS,BOB McMANUS,PostOpinion; Pg. 021,,960 words,,,"June 8, 1998",ENGLISH,,,'The City Council speaker is poised to mount a campaign for statewide office after having colluded in a real-estate tax increase in New York City. Better that he should pour a gallon of gasoline over his head and light a match.',,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,Vallone,speaker,stadium,issue,city,tax,baseball,week,take,seem,right,go,vallone,clear,campaign,surcharge,mayor,upstate,stand,Yankee,New_York_City,income_tax,base,ball,man,boy,family,legend,night,though,happen,long,team,somewhere,place,future,make,fact,every,real,lot,plus,whose,interest,peter,substantially,must,yankee,need,better,race,time,governor,turn,friday,budget,promise,increase,outcome,drive,office,matter,George_Steinbrenner,Manhattan,Giuliani,real_estate,o',neill,bat,high,lazy,arc,ago,tonight,forever,drift,seat,behind,third,finally,fall,hand,young,almost,pleased,trophy,little,proudly,present,grin,froze,solid,smile,widely,toss,back,onto,field,event
,8,6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 2, 1998, Thursday",22 of 43 DOCUMENTS,The New York Post,"CLINTON, IN CHINA, PUTS THE FOCUS ON ENVIRONMENT",ANDY SOLTIS,News; Pg. 002,,369 words,,,"July 2, 1998",ENGLISH,,,"""Respiratory illness from air pollution is now China's No. 1 health problem."" PRESIDENT CLINTON",,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,Clinton,Chinese,president,leader,world,trip,people,tell,China,today,replace,greenhouse,gas,head,pollution,water,country,interview,learn,stop,Shanghai,United_States,America,leave,teem,mountain,warning,nation,soon,top,producer,toward,end,purpose,mission,cooperation,clean,environment,ten,look,back,biggest,thing,meeting,urge,sharply,expand,effort,avert,crisis,respiratory,illness,air,health,problem,group,businessmen,every,major,body,pollute,table,drop,assume,unfortunate,distinction,largest,emitter,dangerously,warming,plant,wrong,believe,iron,unbreakable,link,economic,growth,energy,practice,simply,true,continue,give,extraordinary,media,access,appear,tape,state,tv,third,broadcast,appearance,week,big,goal,interviewer,role
,8,6,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 5, 1998, Sunday",23 of 43 DOCUMENTS,The New York Post,HIRED GUNS RACES COULD TURN IF GMS PULL TRIGGER,TOM KEEGAN,Sports; Pg. 089,,1190 words,,,"July 5, 1998",ENGLISH,,,RANDY JOHNSON Dodgers still interested. RICKEY HENDERSON Would fit with Mets.ROBERTO ALOMAR Eyed by Indians.,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,deal,club,best,baseman,make,manager,Yankees,look,still,man,interested,season,All_Star,pennant,around,big,red,trade,lead,closer,bring,bat,home,run,rbis,ranger,third,place,baseball,swing,Red_Sox,Reds,Mets,use,break,prospect,contender,draw,involved,eye,postseason,no,race,situation,boss,lefty,dodger,remain,might,symbol,oriole,league,second,high,value,met,young,return,close,contract,start,percentage,list,call,envelope,team,need,yet,interest,available,build,"300,000",another,talent,trading,general,know,seek,end,work,whose,game,share,internet,hold,course,tip,ball,hear,Blue_Jays,Rangers,Marlins,Palmeiro,Texas,Rogers,Twins,Braves,Rickey,Torre
,8,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 16, 1998, Thursday",24 of 43 DOCUMENTS,The New York Post,MOGUL IN THE MAKING,NEAL TRAVIS,Neal Travis' New York; Pg. 009,,89 words,,,"July 16, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,tell,anasto,local,broadcasting,veteran,news,anchor,perfectly,happy,wwor,ch,position,boss,take,job,shove,climate,change,pay,"900,000",upstate,put,manager,radio,station,owner,idea,involved,small,market,tip,o'neill,use,politics,magazine,believe,Ernie_Anastos,WJKE_FM,Saratoga_Springs,hands_on,Cable
,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 10, 1998, Monday",25 of 43 DOCUMENTS,The New York Post,IT'S GRAND TOURING IN THE ; MERCEDES-BENZ S500,JOHN A. RUSSELL,AutomotivePlus; Pg. 052,,622 words,,,"August 10, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,S500,500,power,take,grand,make,control,week,visit,edition,car,wheel,drive,system,standard,driver,Grand_Edition,perfect,summer,list,much,calendar,tire,leather,rear,side,carry,machine,true,engine,automatic,ride,long,trip,cruise,plenty,room,front,excellent,seat,feature,East_Hampton,Mercedes_Benz,Mercedes,MSRP,S500_Grand_Edition,four_wheel,ago,brief,respite,sow,journalistic,field,need,time,recharge,battery,think,town,fear,put,vacation,essay,though,note,miss,presidential,invitation,less,afford,price,admission,upset,however,anytime,plan,schedule,play,can,leave,clear,desk,check,twice,good,thing,notice,test,steed,1999,chic,area,travel,limited,guy,ask,600,slated,build
,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 14, 1998, Friday",26 of 43 DOCUMENTS,The New York Post,BILL CLINTON'S MORAL AUTHORITY: A DICK MORRIS OXYMORON?,,Letters@nypost.com; Pg. 026,,234 words,,,"August 14, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,moral,Clinton,authority,Bill_Clinton,Morris,lose,live,tragedy,think,morality,bear,face,man,via,leader,public,make,Dick_Morris,post,opinion,aug,edge,land,wonderful,finally,vested,shake,country,aftermath,establish,person,inner,theatrics,problem,superficiality,clever,thug,sychopant,cluck,around,raising,money,religion,environmentalism,self,preservation,accord,hear,global,warming,climate,change,new,many,billion,dollar,take,thwart,god,spauldingmanhattan,news,flash,course,lack,confidence,clue,escapade,truth,image,handler,practice,preach,always,something,thinketh,heart,true,david,calif,la_la,Oklahoma_City,Chicken_Little_Gore,new_age,age_old,Francis,American,Mr._Morris,HopkinsConcord,e_mail
,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 21, 1998, Monday",27 of 43 DOCUMENTS,The New York Post,SOLARA - THE ALL NEW SPORT COUPE FROM TOYOTA,JOHN A. RUSSELL,AutomotivePlus; Pg. 050,,633 words,,,"September 21, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,Solara,car,sport,market,Toyota,coupe,trim,control,engine,good,power,enter,large,suspension,steering,standard,system,Camry_Solara,Camry,appeal,grow,particularly,people,need,group,difference,level,base,sedan,style,leather,interior,se,either,automatic,cruise,adjustment,structure,optional,audio,air,bag,well,option,SLE,Solara_SLE,MSRP,DOHC,four_wheel,mission,specialty,segment,interested,earning,room,may,free,commitment,previously,word,kid,move,least,time,expect,company,third,empty,nest,boomer,nearly,1.5,million,every,something,have,earn,many,actually,showroom,obtain,name,indicate,platform,though,camry,big,obviously,suit,stellar,fashion,different,breed,engineering,share,mi,silver,stream,opal
,7,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 25, 1998, Sunday",28 of 43 DOCUMENTS,The New York Post,TINA'S TALK-Y NEW MAG GETS NAME,KEITH J KELLY,Business; Pg. 063,,991 words,,,"October 25, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,talk,book,magazine,hope,name,story,Tina,new,think,tv,launch,novel,Zappa,Dell,tell,rumor,unit,publish,publisher,spring,around,make,author,father,partner,christmas,American,Pete,Polson,editor,become,town,go,company,title,week,several,people,far,drop,former,side,worsen,special,september,end,mean,six,next,produce,america,advance,center,discovery,hit,really,know,chapter,ship,add,imprint,buy,deal,holiday,plan,turn,expect,son,old,legend,Disney,Brown,Random_House,first_time,Santa,New_Amsterdam,Moore,quickly,call,confirm,official,number,bandy,recent,subsidiary,nose,good,stun,industry,july,announce,abandon,s.i,jr.,empire,team,miramax,queen,buzz
,7,7,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 8, 1998, Sunday",29 of 43 DOCUMENTS,The New York Post,ROY A GOOD-MAN TO LEAD REPUBLICANS,Ray Kerrison,All Editions; Pg. 022,,954 words,,,"November 8, 1998",ENGLISH,,,SEN. ROY GOODMAN Rudy's man in Albany.,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,Goodman,state,parole,goodman,republican,Senate,mayor,go,democrat,politics,brain,Assembly,sen,think,ago,crime,party,office,Giuliani,violent,chance,roy,man,pass,bill,hard,eliminate,system,do,away,government,many,murder,rights,victim,percent,wait,control,majority,senate,along,know,have,give,represent,district,keep,street,run,operation,find,school,important,chairman,legislative,governor,senator,never,push,today,investigation,abuse,tell,Albany,Pataki,impassion,plea,scrap,felon,passage,legislature,opinion,point,quickly,face,address,last,week,promise,press,remark,draw,loud,applause,must,change,stupid,dangerous,distant,past,police,officer,shot,people,stand,end,slash,rate,mean
,10,7,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 15, 1998, Sunday",30 of 43 DOCUMENTS,The New York Post,A CYNICAL GREENHOUSE GAMBIT,,Editorial; Pg. 064,,397 words,,,"November 16, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,treaty,administration,sign,America,greenhouse,gas,develop,country,intend,cause,emission,well,industrialize,simple,nation,know,win,abide,therefore,word,lose,Clinton,Senate,United_States,go,ahead,thursday,drastic,reduction,global,warming,real,hot,air,spew,agreement,delegation,congressional,observer,lead,rep.,jame,sensenbrenner,tell,dead,arrival,indeed,last,pass,resolution,urging,include,restriction,reason,goal,outline,cut,back,right,apply,expect,produce,bulk,new,next,decade,simply,exempt,act,engrave,invitation,business,move,operation,foreign,shore,course,take,job,stoutly,resist,bring,umbrella,anything,stupid,anyone,cynicism,pure,signing,brownie,point,greenie,lobby,without,upsetting,backer,corporate,never,senate
,9,6,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 18, 1998, Wednesday",31 of 43 DOCUMENTS,The New York Post,SURLY SLUGGER WOULD BE POISON,TOM KEEGAN,Sports; Pg. 081,,686 words,,,"November 18, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,Belle,clubhouse,baseball,take,teammate,leave,great,season,Yankees,walk,right,hitter,play,thermostat,bat,Albert,Indian,White_Sox,sign,king,complain,time,mix,good,car,long,temperature,use,around,hand,change,show,tell,second,single,base,back,past,former,write,George_King,Seitzer,George,person,earth,grumpier,encourage,biggest,misanthrope,ty,cobb,look,pictorial,mole,think,peachy,idea,open,vault,invite,affable,al,george,listen,drop,bomb,middle,steinbrenner,politic,new,stadium,bring,town,combustible,explode,sheer,stress,latest,spin,best,center,reputation,guy,border,hilarity,everyone,afraid,otherwise,fear,retaliate,throw,worse,maybe,chase,kid,oh,salesman,work,commission
,19,8,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 2, 1998, Wednesday",32 of 43 DOCUMENTS,The New York Post,WHERE THEY FOCUS ON THE FUTURE,IRWIN M. STELZER,PostOpinion; Pg. 029,,979 words,,,"December 2, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,West,time,every,keep,people,New_York,new,spend,make,home,talk,building,seem,thing,investment,broker,lawyer,place,give,change,better,live,move,argue,solution,customer,Washington,current,trial,banker,stock,may,stuff,conversation,rise,property,value,hotel,mall,shortage,waiter,construction,worker,good,immerse,news,bad,take,city,persuade,mean,cigar,prefer,restaurant,sunset,future,house,go,thousand,acre,young,waitress,freedom,drive,open,space,leave,west,politician,think,crime,education,anyone,school,best,natural,judge,bargain,culture,proximity,Eastern,California,Arizona,Colorado,Phoenix,the,tribulationsof,goingup,sometimes,put,distance,past,various,mayflower,descendent,last,name,ticket,world
,7,6,6,6,6,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 3, 1998, Thursday",33 of 43 DOCUMENTS,The New York Post,"IT'S A LOCKOUT, STUPID! - OWNERS TO BLAME FOR WIPING OUT THE SEASON",WALLACE MATTHEWS,Sports; Pg. 080,,1122 words,,,"December 3, 1998",ENGLISH,,,"SLAM BUNK: Despite what owner rep David Stern would have you believe, the players haven't put the NBA season in jeopardy, the owners have. -Associated Press",,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,player,owner,NBA,team,make,basketball,work,game,money,know,blame,fan,sport,nba,take,go,season,case,matter,advantage,white,believe,back,way,city,can,ask,professional,kind,never,cancel,lead,today,next,arrogance,right,stupidity,fact,well,forget,cynical,play,give,predominantly,black,love,side,think,short,another,overwhelming,million,highly,negotiate,deal,still,survival,casino,help,minute,afford,everyone,revenue,franchise,fail,simply,every,country,enough,keep,neighbor,buy,world,try,turn,profit,find,exist,Ebeneezer_Stern,co_conspirators,greeting,thanks,mistaken,elve,christmas,union,president,jolly,'ol,st,knuckle,meeting,hit,list,follow,weekend,spring,mistake,responsible
,14,10,8,7,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 3, 1998, Thursday",34 of 43 DOCUMENTS,The New York Post,NEW ANGLE ON CHANGE IN EARTH'S CLIMATE,AP,News; Pg. 036,,299 words,,,"December 3, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,tilt,glacier,sun,Earth,tropic,researcher,around,axis,swing,night,theory,explain,evidence,might,toward,polar,region,degree,push,higher,occur,summer,hemisphere,winter,extremely,long,pole,equator,may,the,earth,far,600,million,ago,today,make,warm,cold,scientist,planetary,explanation,move,angle,great,current,position,modest,23.5,buildup,melting,period,create,enough,force,cause,planet,straight,theorize,issue,journal,nature,repeatedly,point,cycle,f.,kasting,give,little,right,time,go,season,know,travels,northern,southern,past,much,globe,experience,addition,receive,warmth,warmest,place,keep,allow,form,Pennsylvania_State_University,co_author,James,North_Pole,Alaska,ice_free
,6,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 13, 1998, Sunday",35 of 43 DOCUMENTS,The New York Post,AUDI'S 1999 A6 AVANT: A DYNAMIC SPORT WAGON,JOHN A. RUSSELL,AutomotivePlus; Pg. 056,,691 words,,,"December 14, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,avant,Audi,1999,company,system,car,wagon,rear,power,sedan,front,seat,anniversary,really,touring,drive,quattro,standard,wheel,different,luggage,feature,mean,have,mark,product,horch,auto,test,name,right,base,end,transmission,area,ride,handle,excellent,suspension,steering,alloy,great,take,interior,upholstery,wood,cu.ft,control,mirror,include,option,package,Auto_Union,short,week,officially,enter,anything,live,six,long,write,truck,however,special,100th,imagine,kind,hard,date,audi,today,merger,fine,nsu,pure,group,august,found,1899,apply,patent,engine,next,build,1901,1909,leave,find,second,1932,merge,lot,fascinating,history,relate,wait,actual,case
,9,8,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 20, 1998, Sunday",36 of 43 DOCUMENTS,The New York Post,'I'M STILL ANGIE!',Liz Smith,Gossip; Pg. 022,,840 words,,,"December 22, 1998",ENGLISH,,,"ANGIE DICKINSON Still fond of her ""boys.""",,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,man,angie,happen,people,always,work,show,much,age,sing,Angie,Frank,Marilyn,really,rat,pack,participle,back,enough,call,special,change,know,go,quite,movie,course,bit,dramatic,though,play,boy,lose,wonderful,still,have,view,guest,carol,verse,many,great,credit,hate,make,error,Peter_Lawford,Barbara_Walters,McCall,Willow_Bay,member,sort,dangling,grateful,delightful,dickinson,talk,contribution,jan,documentary,jr.,usually,circumspect,creature,famously,return,large,advance,autobiography,prefer,memory,write,book,yet,recall,reminisce,folk,era,within,little,showbiz,world,remarkable,cusp,social,moral,climate,country,although,march,civil,rights,insistence,various,stage,break,lot,barrier,appear
,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 21, 1998, Monday",37 of 43 DOCUMENTS,The New York Post,MERCEDES HOT CLK430 CAPTURES THE IMAGINATION,JOHN A. RUSSELL,AutomotivePlus; Pg. 058,,675 words,,,"December 21, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,CLK430,new,power,coupe,system,Mercedes_Benz,performance,product,line,seat,car,handle,front,control,touring,luxury,CLK_Class,everyone,expand,1999,four,model,merger,company,team,interesting,add,convertible,range,machine,test,interior,style,well,torque,blend,ride,wheel,tire,rear,standard,firm,audio,include,option,package,headlamp,know,lineup,unbelievable,pace,stable,plus,refinement,throughout,roll,parent,complete,bear,future,hold,matter,best,reserve,book,space,complicated,integration,comprise,employee,hard,work,combine,operation,people,couple,recent,luncheon,attend,many,opinion,table,hey,armchair,expert,certainly,live,time,exist,way,sport,utility,boost,supercharge,230,kompressor,ofcoupe,class,stylish
,7,5,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 23, 1998, Wednesday",38 of 43 DOCUMENTS,The New York Post,THIRD-PLACE HONDO SHOOTING FOR PENTHOUSE,,Sports; Pg. 079,,668 words,,,"December 23, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,giant,Hondo,go,time,new,eagle,make,miss,playoff,Clinton,way,behind,week,many,cover,know,change,till,kick,chief,take,favorite,call,bombing,respect,feel,brother,stone,throw,seahawk,give,House,White_House,Baldwin,football,gremlin,fleec,navidad,weekend,cause,tumble,third,place,three,game,hollingsworth,fan,pray,miracle,48th,st,yield,greatest,gift,viking,oiler,ref,name,flag,pluck,coin,flip,unbroken,plane,gaffe,range,seek,spare,bucket,raider,indian,quit,halfway,season,mean,clean,office,playbook,part,beagle,read,whether,postseason,jet,patriot,gang,grin,smile,head,title,tilt,bear,packer,case,wonder,real,reason,step,sneaker
,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 24, 1998, Thursday",39 of 43 DOCUMENTS,The New York Post,SANTA'S LATEST WHIM,JOHN A. RUSSELL,AutomotivePlus; Pg. 056,,816 words,,,"December 24, 1998",ENGLISH,,,Lincoln Town Car: All the room and power you'll need for that long trip.,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
,give,nick,car,choice,forget,make,know,Nick,good,time,little,need,crisis,have,power,horsepower,right,room,mid_life,course,check,much,bunch,engineering,telephone,nerd,old,thing,law,ask,maybe,mind,happen,sport,might,something,trip,never,hear,chance,quickly,mention,brand,other,really,drop,list,system,everything,every,luxury,safe,remind,hood,long,another,300,least,well,machine,standard,suggest,finally,great,magic,Christmas,Frankie,Wylie,e_mail,John,Missus,Lincoln,Mercedes_Benz,BMW,Lexus,Infiniti,Chrysler,Acura,Audi,Bentley,Merry_Christmas,twas,house,creature,stir,mouse,roam,hall,sit,computer,find,chagrin,jerk,diss,friend,mine,suddenly,arise,clatter
,7,6,6,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 24, 1998, Tuesday",40 of 43 DOCUMENTS,The New York Post,"CONFIDENTIALLY, KIM'S A BIG WINNER - SCORES UPSET AS ACTRESS IN SUPPORTING ROLE",TRACY CONNOR,News; Pg. 002,,755 words,,,"March 24, 1998",ENGLISH,,,,,,,"Copyright 1998 N.Y.P. Holdings, Inc. All rights reserved."
