PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 23, 2009 Wednesday",2 of 264 DOCUMENTS,USA TODAY,"Deal on climate change is elusive; Political, economic issues hinder talks to stop warming",Traci Watson,NEWS; Pg. 1A,,1836 words,,,"September 23, 2009",ENGLISH,,,"GRAPHIC, B/W, Sam Ward, USA TODAY, Source: Joint Global Change Research Institute (Line graph) PHOTO, Color, Timothy A. Clary, AFP/Getty Images PHOTO, B/W, Pool photo by Konishi Taro",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,climate,emission,nation,treaty,U.S.,cut,make,develop,degree,change,economic,warming,country,Senate,world,scientist,rise,temperature,bill,U.N.,Earth,agreement,talk,carbon,dioxide,greenhouse,gas,accord,billion,China,ago,prime,minister,deal,time,head,power,question,economy,report,global,much,meeting,include,difficult,senator,2020,Copenhagen,end,official,produce,start,diplomat,point,part,negotiation,far,group,expert,industrialize,planet,take,keep,mandatory,former,put,reach,last,oppose,energy,effort,*,money,aid,sept,may,atmosphere,climate_change,Obama,United_States,USA,Kyoto,European_Union,2009,draft,slow,de,challenge,suppose,finalize,repeatedly,tuesday,we,president,go,debate,dramatic,without,worldwide
,association,law,drying,clotheslines,laundry,local,rule,go,look,n.c.,clothesline,make,energy,resident,state,board,people,Maine,overturn,way,subdivision,homeowner,take,neighbor,rack,save,step,group,community,change,pass,july,exist,start,clothes,use,report,authority,covenant,ban,Hawaii,Colorado,devin,cearta,sooner,give,dig,spice,garden,rain,barrel,rid,compost,heap,air,simple,computer,programmer,wife,try,life,chapel,hill,kinder,environment,tell,ago,organized,today,hang,freely,backyard,balcony,townhouse,aesthetic,complaint,last,fall,become,president,switch,hot,water,landlord,town,eyesor,grow,number,override,talk,cultural,shift,founder,project,list,nice,discussion,"300,000",need
,9,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 15, 2009 Thursday",104 of 264 DOCUMENTS,USA TODAY,Designs go for that youthful glow; Automakers listen to what Gen Y wants,Sharon Silke Carty,MONEY; Pg. 3B,,640 words,,,"January 15, 2009",ENGLISH,,,"PHOTOS, B/W, Andrew Harrer, Bloomberg News (2) PHOTO, B/W, Carlos Osorio, AP",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,car,price,industry,automaker,people,haggle,change,gen,student,right,Deloitte,group,young,color,auto,peer,work,ford,allow,call,generation,start,buy,vehicle,great,style,account,business,think,need,develop,presentation,survey,already,brand,message,design,good,mean,option,thing,decide,away,though,sun,roof,spoiled,indulge,pampered,cosset,un,earn,enough,money,new,full,gadget,personality,cheap,heck,able,easily,preteen,go,powerful,force,2010,four,sale,accord,listen,last,week,press,preview,begin,bring,five,college,around,talk,attract,base,well,either,opportunity,threat,survival,wash,building,loyalty,market,disturbing,finding,age,never,harder,product,marketing
,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 28, 2009 Wednesday",107 of 264 DOCUMENTS,USA TODAY,"Consumers get frugal, so retailers get creative; Stores are highlighting value, prices and green practices",Jayne O'Donnell and Sandra Block,MONEY; Pg. 1B,,2093 words,,,"January 28, 2009",ENGLISH,,,"GRAPHIC, B/W, Veronica Salazar, USA TODAY, Source: National Retail Federation's Retail Sales Outlook (bar graph) PHOTO, Color, Rob Schumacher for USA TODAY PHOTO, B/W",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,consumer,sale,spend,retailer,buy,store,product,retail,price,last,need,company,value,item,fall,new,local,look,make,good,decline,many,people,customer,recession,change,start,likely,brand,reason,economy,business,really,expect,2008,purchase,sell,shop,firm,swap,much,always,include,go,NRF,americans,mindful,eat,every,drop,continue,chief,shopper,2009,predict,shopping,pay,clothing,design,still,convince,work,realize,clothes,toy,money,way,less,back,luxury,holiday,manufacturer,report,try,think,emphasize,environment,offer,response,focus,redesign,chain,survey,independent,find,support,WorldofGood,urge,chocolate,cake,decade,increasingly,show,0.5,annual,economist,stretch,though,increase
,20,18,14,14,14,14,14,11,11,10,9,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2
"March 26, 2009 Thursday",109 of 264 DOCUMENTS,USA TODAY,"TV, films boldly go down scientific path; Fiction is still fun, but entertainment more often tries to get the facts just right",Dan Vergano,LIFE; Pg. 1D,,1484 words,,,"March 26, 2009",ENGLISH,,,"PHOTO, COLOR, Warner Bros. Pictures PHOTO, COLOR, Vince Valitutti, Summit Entertainment PHOTO, COLOR, Zade Rosenthal, Sony Pictures PHOTO, COLOR, Joe Lederer PHOTO, B/W PHOTO, B/W, Robert Hanashiro, USA TODAY PHOTO, B/W, ILM/Universal Studios",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,science,film,scientist,show,entertainment,real,audience,today,help,Kirby,movie,make,director,open,star,people,work,feature,change,past,idea,Hollywood,turn,time,know,think,better,lab,big,almost,decade,point,tv,still,credible,experiment,scientific,asteroid,public,Emmerich,Howard,much,whose,november,look,top,office,last,may,well,alien,lot,cool,exchange,screen,example,use,lingo,popular,writer,interest,demand,depiction,bang,theory,university,age,try,right,reality,new,release,reflect,appear,certainly,astronomer,century,war,character,dr.,human,always,fringe,depict,interesting,part,requirement,kind,2001,apollo,add,story,focus,adviser,physicist,thing,never,view,good
,38,18,13,10,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 1, 2009 Thursday",113 of 264 DOCUMENTS,USA TODAY,Think before you commit to a new pet,Isabelle Hamel,LIFE; Pg. 4D,,624 words,,,"October 1, 2009",ENGLISH,,,"PHOTO, Color PHOTO, Color PHOTO, Color",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,pet,*,often,child,make,animal,dog,acquire,may,provide,change,consider,breed,trait,owner,perfect,match,life,loss,new,require,potential,take,play,role,think,base,need,people,assess,willing,sensitive,older,less,family,feel,behavior,rule,home,caring,travel,relocate,choice,task,size,exercise,mix,long_term,relationship,expectation,must,stock,motivation,many,reason,bring,decision,typical,situation,offer,insight,love,motivate,effort,lessen,impact,feeling,invest,emotionally,circumstance,appreciate,individuality,comparison,study,show,raising,help,compassionate,teach,respect,interact,daily,care,appropriate,experience,challenging,you,protection,level,security,primary,companion,commitment,anticipate,lifestyle,present,unique,challenge,prepare
,23,8,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 5, 2009 Thursday",116 of 264 DOCUMENTS,USA TODAY,Research pays for itself,Steven Chu,NEWS; Pg. 8A,,363 words,,,"March 5, 2009",ENGLISH,,,,,DEBATE,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,energy,investment,clean,economy,work,president,develop,research,government,know,americans,make,critical,save,economic,challenge,technology,time,spend,private,sector,Obama,lift,put,back,major,best,opportunity,create,job,today,launch,industry,tomorrow,security,reduce,dangerous,dependence,foreign,oil,planet,potentially,devastating,effect,climate,change,begin,transformation,recovery,plan,truly,rise,pledge,invest,billion,deploy,next,generation,renewable,history,show,repeatedly,science,funding,pay,many,far,bill,crisis,bold,action,absolutely,necessary,meeting,require,partnership,company,must,lead,network,national,laboratory,researcher,300,college,university,federal,public,everything,battery,lifesave,cancer,treatment,past,take,breakthrough,lab,manufacturing,plant
,9,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 12, 2009 Thursday",118 of 264 DOCUMENTS,USA TODAY,Ozone pollution amplifies risk of fatal respiratory illnesses; Big-city dwellers face long-term exposure,Liz Szabo,LIFE; Pg. 6D,,554 words,,,"March 12, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,ozone,study,level,city,standard,respiratory,part,per,billion,ground_level,Jerrett,show,effect,exposure,pollution,americans,death,highest,die,may,need,agency,time,today,worse,area,increase,disease,health,science,although,find,people,calif,likely,average,gas,involved,global,life,change,air,president,peak,problem,new,period,risk,reconsider,look,last,san,Michael_Jerrett,University,California_Berkeley,USA,Nolen,long_term,EPA,large,deadly,chronic,widespread,pollutant,world,key,component,smog,appear,doctor,long,know,form,sunlight,interact,tailpipe,power,plant,make,asthma,follow,nearly,"450,000",metropolitan,decade,different,layer,high,help,filter,harmful,ultraviolet,radiation,lead,author,associate,professor,environmental,safe
,18,8,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 9, 2009 Wednesday",126 of 264 DOCUMENTS,USA TODAY,"As history shows, Congress can seal a president's fate",Ross K. Baker,NEWS; Pg. 11A,,663 words,,,"September 9, 2009",ENGLISH,,,"GRAPHIC, B/W (illustration)",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,Obama,Congress,president,session,legislation,bill,health,FDR,administration,reform,care,pass,plan,rights,court,judge,piece,congressional,transpire,become,national,successful,history,control,sometimes,package,rescue,atmosphere,financial,go,instance,civil,senator,far,1937,win,term,make,number,justice,member,insurance,doom,compromise,Roosevelt,quite,unremarkable,already,amp,address,joint,tonight,record,book,several,significant,await,action,either,crow,achievement,sad,finale,issue,include,climate,change,immigration,none,rise,level,importance,measure,whether,depend,suggest,factor,emergency,drive,flurry,activity,resume,attack,sept,2001,aftermath,quickly,hastily,certainly,stimulus,budget,gm,enact,unusual,urgency,give,goad,threaten,meltdown
,10,9,6,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 23, 2009 Wednesday",131 of 264 DOCUMENTS,USA TODAY,Green efforts spring from Chinese desert; Farmers raise plants as part of energy initiative though region still runs on coal,Calum MacLeod,NEWS; Pg. 5A,,726 words,,,"December 23, 2009",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (Map) PHOTOS, B/W, Photos by Calum MacLeod, USA TODAY (3)",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,energy,plant,China,clean,willow,coal,sand,power,government,Ulandalai,Chinese,make,world,project,farmer,part,initiative,desert,help,benefit,electricity,produce,greenhouse,gas,build,ulandalai,next,largest,city,home,solar,Copenhagen,region,run,leader,country,summit,use,sheep,local,reduce,area,harvest,burn,generate,source,nearby,manage,receive,neighbor,remain,king,new,renewable,green,effort,company,provide,prosperous,subsidy,cent,cost,li,million,enough,turn,revolution,technology,Ordos,Maowusu,Clissold,raise,though,still,never,hear,global,warming,193,gather,major,climate,change,last,weekend,isolate,environment,anyway,partly,sponsor,name,three,ago,land,graze,several,switch,large,hold
,13,11,8,7,7,6,6,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 10, 2009 Thursday",143 of 264 DOCUMENTS,USA TODAY,Poor blame rich at climate talks; Diplomat accuses nations of hogging world's resources,Brian Winter,NEWS; Pg. 6A,,530 words,,,"December 10, 2009",ENGLISH,,,"PHOTO, B/W, Larsen Claus Bjorn, AP PHOTO, B/W, Keld Navntoft, AFP/Getty Images",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,emission,nation,greenhouse,gas,country,global,China,Stern,poor,economic,conference,Di_Aping,summit,lead,make,cut,rich,economy,growth,tuvalu,United_States,delegate,accuse,speak,try,resource,reduce,delegation,past,start,treaty,official,ambitious,target,propose,Copenhagen,U.S.,Obama,Tuvalu,tension,spill,warming,wednesday,use,tactic,preserve,dominance,sudanese,diplomat,proposal,insufficient,behalf,bloc,poorer,include,wealthier,hoar,the,empire,16th,century,tell,news,new,atmospheric,space,comment,reflect,divide,192,forge,agreement,pleas,donor,recover,worst,worldwide,slump,1930,negotiator,willing,pitch,unspecified,share,fund,send,total,amount,reach,billion,right,away,among,recipient,prosper,relatively,healthy,limit,richer
,11,7,7,7,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 2, 2009 Friday",150 of 264 DOCUMENTS,USA TODAY,"Businesses' green opportunities are wide, but complex; Efforts must be credible and make financial sense",Kerry Hannon,MONEY; Pg. 5B,,1055 words,,,"January 2, 2009",ENGLISH,,,"PHOTO, B/W",,BOOK REVIEW,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,green,company,product,make,consumer,write,makower,business,Makower,use,claim,strategy,many,label,new,show,way,*,really,term,create,take,opportunity,water,action,need,ingredient,supplier,page,book,paper,marketing,topic,energy,effort,have,do,learn,along,sense,world,look,expectation,find,back,service,change,problem,organic,standard,set,environmentally,anyone,environmental,leader,cost,possible,competitor,include,performance,fact,initiative,thing,go,sustainability,reduce,market,press,toxic,wide,range,material,Joel_Makower,bio_based,surprising,latest,print,100,fiber,collect,various,recycl,program,editor,greenbiz.com,practice,preach,spend,last,advise,wave,together,series,short,chapter,ramble,variety,shade,lowdown
,21,13,13,9,8,8,7,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 9, 2009 Friday",152 of 264 DOCUMENTS,USA TODAY,USA cools off,Doyle Rice,NEWS; Pg. 3A,,92 words,,,"January 9, 2009",ENGLISH,,,,,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,temperature,2008,average,degree,USA,contiguous,coolest,1997,federal,climate,scientist,announce,thursday,central,part,country,feel,although,cool,compare,recent,nation,still,0.2,make,12th,consecutive,three,past,Southern,below_long_term_average,above_average,West,Southwest,Northeast,long_term,warmer_than_average,cooler_than_average
,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2009 Tuesday",154 of 264 DOCUMENTS,USA TODAY,"Obama takes oath amid great pride, promise, problems",,NEWS; Pg. 11A,,880 words,,,"January 20, 2009",ENGLISH,,,,,DEBATE,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,Obama,nation,president,new,today,ability,campaign,economic,judge,whether,crisis,inauguration,sense,time,national,symbol,opportunity,oratory,move,world,change,high,ask,promise,last,challenge,obama,nuclear,terrorism,follow,know,effort,election,term,economy,people,home,start,billion,financial,capital,health,need,building,program,threaten,take,gain,ago,meet,without,measure,success,stand,problem,America,Iraq,Cuba,U.S.,generate,extraordinary,excitement,among,jad,palpable,optimism,deep,uncertainty,unthinkable,become,reality,racial,progress,reaffirmation,place,land,soar,improbable,life,story,deeply,million,around,faith,deliver,range,tax,cut,majority,respondent,gallup,poll,week,make,good,therein,lie,danger,inherit
,12,8,5,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 2, 2009 Monday",156 of 264 DOCUMENTS,USA TODAY,Even the wealthy feel tapped out; Those who serve and sell to them feel the pinch,John Waggoner,MONEY; Pg. 1B,,1245 words,,,"February 2, 2009",ENGLISH,,,"PHOTO, Color, Illustration by Jim Sergent photo resource by Tim Loehrke, USA TODAY PHOTO, B/W, Gary Malerba, AP PHOTO, B/W, Susan Tusa, Detroit Free Press",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,sale,luxury,wealthy,business,may,president,price,worker,still,retailer,sell,cut,industry,market,economy,million,go,december,restaurant,rich,less,fall,jet,offer,ticket,people,income,well,significant,part,car,last,make,example,hotel,back,find,line,luxe,range,unemployment,yacht,slow,crew,Vail,money,condo,champagne,private,time,tough,everything,item,hurt,define,asset,tax,"250,000",increase,top,vs.,builder,big,everyone,recession,pain,inaugural,pay,cater,store,shopper,retail,many,call,yet,economic,climate,good,hit,home,2007,vice,suffer,mean,layoff,job,file,bankruptcy,construction,general,demand,member,free,meal,marketing,extent,wealth,slowdown,Florida
,10,10,9,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 5, 2009 Thursday",160 of 264 DOCUMENTS,USA TODAY,EPA considers tougher mileage rules today; Upping requirement could raise car prices,James R. Healey,MONEY; Pg. 3B,,564 words,,,"March 5, 2009",ENGLISH,,,"PHOTO, B/W, Rich Pedroncelli, AP",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,California,rule,car,fuel,emission,allow,state,truck,economy,meet,standard,federal,price,new,president,ghg,industry,today,hearing,2007,decision,block,effect,requirement,call,greenhouse,gas,take,vehicle,less,automaker,average,mpg,bill,company,help,comply,director,nationwide,variable,cost,alliance,program,dealer,clean_air,SUVs,simmer,fight,auto,flare,anew,outcome,boost,next,begin,decide,whether,reverse,propose,regulation,dramatic,rise,revisit,among,order,limiting,apply,well,other,adopt,together,account,sale,seven,near,adop,soon,reduce,require,use,gasoline,diesel,small,mile,per,gallon,2015,larger,minivan,pickup,equivalent,contrast,contain,energy,mandate,2020,system,swing,credit
,10,9,8,7,5,5,5,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 2, 2009 Friday",179 of 264 DOCUMENTS,USA TODAY,Transformative travel,,LIFE; Pg. 1D,,1692 words,,,"January 2, 2009",ENGLISH,,,"GRAPHIC, Color, Sam Ward GRAPHIC, Color, Sam Ward PHOTO, B/W, Paul Spielvogel PHOTO, B/W GRAPHIC, B/W, Sam Ward GRAPHIC, B/W, Sam Ward",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,shark,life,much,take,make,night,give,trip,world,we,call,father,family,dive,book,fondue,new,around,change,three,kid,host,begin,back,help,thankful,different,love,never,tell,live,visit,cheese,walk,bed,Selma,resolution,fall,travel,way,journey,third,beach,seem,time,bear,better,find,air,smell,country,put,local,child,have,daughter,old,cage,almost,later,start,every,many,wish,go,milk,pail,dip,bridge,return,breakfast,guest,Hawaii,Switzerland,ask,reader,remember,something,always,vacation,sit,alone,work,center,pack,week,feel,tap,service,develop,show,va.,passion,perspective,small,orphanage,outside,provide,well
,11,10,9,8,7,7,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 27, 2009 Friday",182 of 264 DOCUMENTS,USA TODAY,"Cuban, seafood and BBQ too; Tampa",,LIFE; Pg. 5D,,822 words,,,"March 27, 2009",ENGLISH,,,"GRAPHIC, Color PHOTO, Color, E Brands Restaurants PHOTO, Color, Bonnie Rudge GRAPHIC, Color PHOTO, Color",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,seafood,smoke,sauce,entree,fish,salad,pork,serve,dish,dinner,appetizer,other,worth,trading,menu,*,top,treat,spicy,tampa,sweet,risotto,restaurant,approach,orecchiette,Cheapest,traveler,offer,ave,mullet,fillet,meat,go,traditional,find,place,lechon,asado,beef,area,keep,pull,farm,chef,crudite,essence,yes,artichoke,soup,representative,aquaknox,open,try,raw,oyster,instead,inexpensive,prominent,boring,probably,better,bet,Tampa,John,Jerusalem,farm_to_table,Zucchini,enjoy,bountiful,pleasure,mealtime,choose,itinerary,carefully,order,smartly,help,plan,today,suggestion,major,destination,dining,profile,classic,ted,peter,1350,pasadena,s.,beachcomber,snowbird,fan,follow,nose,shack,every,"100,000",pound
,7,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 22, 2009 Tuesday",188 of 264 DOCUMENTS,USA TODAY,"Pittsburgh's heart of steel still beats amid transformed city; Once-dominant industry reforges itself through science, technology",David J. Lynch,MONEY; Pg. 1B,,1836 words,,,"September 22, 2009",ENGLISH,,,"PHOTO, Color, Jason Cohn, Edgar Thomson mill PHOTO, B/W, Kevin Lorenzi, Bloomberg News PHOTO, B/W, Mark Lennihan, AP",,COVER STORY,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,steel,mill,U.S._Steel,industry,city,new,Pittsburgh,center,surma,president,summit,business,financial,worker,Edgar_Thomson,world,technology,make,use,produce,last,job,today,river,early,2008,million,ton,former,time,green,current,education,work,modern,enjoy,company,crisis,long,major,line,beyond,employ,floor,metal,go,industrial,1980,iron,way,profit,order,half,good,plan,back,U.S.,welcome,celebrate,economic,research,pittsburgh,provide,example,prepare,name,establish,partner,pretty,whatever,little,far,producer,site,performance,really,period,end,service,people,accord,steelmake,molten,stream,grandparent,century,electric,appliance,exist,ago,think,room,spin,past,area,decade,health,care,carry
,21,13,11,10,9,8,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"October 12, 2009 Monday",189 of 264 DOCUMENTS,USA TODAY,"Republicans both assail, applaud Nobel award; Some see opening to rally base; others call it honor for U.S.",Kathy Kiely,NEWS; Pg. 7A,,588 words,,,"October 12, 2009",ENGLISH,,,"PHOTO, B/W, Gerald Herbert, AP",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
,Obama,president,prize,GOP,conservative,award,nobel,peace,sunday,show,Steele,outrage,cause,americans,turn,sharply,response,announcement,within,health,care,press,political,leftist,democrat,international,end,former,congratulation,criticize,may,republican,think,work,spokesman,critic,Afghanistan,America,chairman,opportunity,exploit,raise,fund,2008,presidential,nominee,national,pride,always,pleased,recognize,something,order,senator,editor,among,committee,different,gop,friday,surprise,reflect,deeper,division,party,must,decide,whether,cooperate,face,tough,decision,advantage,recent,public,opinion,poll,majority,approve,handle,foreign,affair,rate,lower,economy,side,talk,host,website,feature,headline,laughingstock,portray,darling,elite,echoe,notion,letter,send
,10,8,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 29, 2009 Thursday",191 of 264 DOCUMENTS,USA TODAY,Martinez relishes New York stage,Jorge L. Ortiz,SPORTS; Pg. 4C,,651 words,,,"October 29, 2009",ENGLISH,,,"PHOTO, B/W, Robert Deutsch, USA TODAY",,,NEWSPAPER,"Copyright 2009 Gannett Company, Inc.                               All Rights Reserved"
