PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"October 30, 2003, Thursday",1 of 119 DOCUMENTS,USA TODAY,Chilling conclusion: Arctic is indeed warmer,Jack Williams,LIFE; Pg. 10D,,817 words,,,"October 30, 2003",ENGLISH,,,"GRAPHIC, B/W, Marcy E. Mullins, USA TODAY, Source: NASA (DIAGRAM)",SCIENCE,,,"Copyright 2003 Gannett Company, Inc."
,Arctic,change,scientist,ice,temperature,part,warming,air,people,live,study,satellite,warm,native,pattern,ocean,global,water,feedback,Earth,spring,sea,current,region,increase,oscillation,sunlight,expose,play,University,Morison,around,clear,warmer,happen,earlier,fall,later,research,last,use,past,much,degree,though,report,cover,end,summer,instrument,hunter,hunt,whale,tuesday,flow,cold,thing,related,burn,fuel,climate,other,shift,wind,call,explain,still,tend,bring,understand,might,together,learn,time,NASA,Alaska,Seattle,sign,top,exactly,mean,rest,world,measurement,area,show,arrive,landing,accord,present,week,talk,data,read,entire,scatter,thermometers,do,annual
,11,10,9,9,8,8,7,6,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 8, 2003, Thursday",47 of 119 DOCUMENTS,USA TODAY,"U.S., Canada clash on pot laws",Donna Leinwand,NEWS; Pg. 3A,,1343 words,,,"May 08, 2003",ENGLISH,,,"PHOTO, B/W, Darren Stone, Canadian Press, via AP; PHOTO, B/W, Jim Young, Reuters; GRAPHIC, B/W, Julie Snider, USA TODAY, Source: U.S. Customs Service (BAR GRAPH); Licensed medical marijuana: Wendy Little and her husband, Eric Nash, check the progress of cannabis plants at Island Harvest Farms in British Columbia. <>Wants law to reflect public opinion: Justice Minister Martin Cauchon with schoolchildren touring Parliament Hill in Ottawa. Cauchon will present the decriminalization plan to Parliament.",,,,"Copyright 2003 Gannett Company, Inc."
,marijuana,Canada,Canadian,U.S.,USA,border,official,penalty,drug,state,canadian,law,use,make,criminal,possession,amount,jail,government,country,proposal,small,policy,fine,pound,decriminalization,offense,2001,administration,people,ticket,time,plan,ease,grow,lead,smuggle,2002,police,public,demand,report,pot,anti_drug,move,effort,face,recent,try,decriminalize,change,tougher,increase,seize,leaf,across,criticize,business,security,issue,enter,illegal,consider,soon,tourist,although,generally,sentence,federal,trafficking,sell,walter,cross,smoke,trade,nolin,head,study,indicate,rise,prosecutor,handle,case,involve,enforcement,custom,much,1998,1999,2000,Walters,Senate,British_Columbia,hint,difficult,goods,ahead,drop,part
,25,22,14,14,13,12,11,8,7,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"July 10, 2003, Thursday",52 of 119 DOCUMENTS,USA TODAY,Sunny skies brutalize Southwest,Patrick O'Driscoll,NEWS; Pg. 3A,,752 words,ALBUQUERQUE,,"July 10, 2003",ENGLISH,,,"PHOTOS, B/W, Photos by Drew McDaniel for USA TODAY (2); Scorched: Mario Hernandez of Heads Up Landscape Contractors braves withering heat Wednesday on a project in Albuquerque. He and co-workers made sure to drink water every 15 minutes. <>Feeling the heat: Mayolo Jaramillo of National Roofing mops his brow during a rooftop job.",,,,"Copyright 2003 Gannett Company, Inc."
,heat,week,wednesday,Albuquerque,temperature,100,hot,desert,monsoon,cool,afternoon,another,high,expect,border,today,Southwest,Arizona,Mexico,continue,look,sky,summer,bring,least,albuquerque,start,extra,worker,across,colo,weekend,reading,record,degree,reach,north,storm,make,lack,shower,dring,walk,water,three,last,camper,New_Mexico,Pueblo,thunderstorm,flood,churn,cloudless,wonder,shift,usual,wind,pattern,generally,thundershower,july,august,part,neighbor,state,overdue,away,longer,keep,happen,yet,crew,leader,landscaping,company,team,lay,grass,home,subdivision,a.m.,beat,worst,scramble,shade,shelter,peak,midafternoon,prompt,boss,give,field,supervisor,safety,briefing,know,overcome,dozen,community
,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 11, 2003, Friday",53 of 119 DOCUMENTS,USA TODAY,Ford boldly raises prices on new F-150,James R. Healey,MONEY; Pg. 4B,,680 words,,,"July 11, 2003",ENGLISH,,,"PHOTOS, B/W, Ford Motor (2); Redone: The 2004 F-150's upright, less-curvy styling resembles Ford's heavy-duty models. FX4 off-road model costs $32,900, $430 more than the '03, left.",,,,"Copyright 2003 Gannett Company, Inc."
,ford,price,model,truck,discount,redesign,make,sale,04,cab,drive,dollar,pickup,current,go,bigger,sell,increase,expect,much,analyst,launch,Ford,hundred,keep,production,customer,2004,back,seller,small,big,improvement,range,look,monthly,payment,pretty,less,offer,aggressive,buyer,new,industry,xl,regular,engine,include,03,extend,version,unchanged,heritage,manual,transmission,F_Series,two_wheel,four_wheel,boost,another,fleet,literally,top,bottom,front,aug,perennial,best,major,source,earning,automaker,bold,raise,amount,today,climate,low,point,ever,justify,assert,head,prestige,country,biggest,greater,635,announce,thursday,effect,easy,walk,around,show,change,spend,relatively,lavishly
,12,9,9,8,7,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 18, 2003, Friday",54 of 119 DOCUMENTS,USA TODAY,Tiny signs of life bloom in Silicon Valley,Jon Swartz and Jim Hopkins,MONEY; Pg. 1B,,1654 words,SAN FRANCISCO,,"July 21, 2003",ENGLISH,,,"GRAPHIC, Color, Sam Ward, USA TODAY (ILLUSTRATION); GRAPHIC, Color, Quin Tian, USA TODAY, Source: CSI (BAR GRAPH); PHOTO, B/W, Fred Mertz for USA TODAY; GRAPHIC, B/W, Quin Tian, USA TODAY, Source: California Employment Development Department; Source: Santa Clara University survey of MBA graduates in Silicon Valley. June 2003 results based on 221 responses; Sources: PricewaterhouseCoopers, Venture Economics, National Venture Capital Association (LINE GRAPH); Forget retirement: Software engineer Ben Byon, left, talks with Diaz Nesamoney, founder of Celequest. Nesamoney, 38, meant to retire last year when he left Informatica. But the tech market's comeback prompted his next venture, which launched June 30. He quickly raised $6.5 million.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,tech,Valley,company,business,last,stock,spend,software,increase,june,market,Silicon_Valley,job,option,venture,economy,late,sign,internet,quarter,still,many,executive,back,condition,sale,next,past,work,recent,interview,glimmer,hope,three,slump,home,capitalist,financial,despite,make,expect,boom,1990,rate,2001,worker,time,enthusiasm,dot_com,start_ups,Kraus,laid,twice,march,six,may,heart,eas,among,nation,bubble,take,bust,surge,biggest,local,pickup,major,meltdown,far,national,leave,resident,july,2002,recovery,bullish,follow,number,good,mood,founder,magazine,soar,stop,service,analyst,call,2004,3.5,manager,everyone,ceo,investment,positive,half,network,less,million
,22,15,10,9,8,8,8,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 25, 2003, Friday",55 of 119 DOCUMENTS,USA TODAY,"2004 Forester: It's still ugly, but power it up",James R. Healey,LIFE; Pg. 7D,,1133 words,,,"July 25, 2003",ENGLISH,,,"PHOTO, B/W, Subaru",,,,"Copyright 2003 Gannett Company, Inc."
,xt,power,forester,transmission,model,premium,seat,automatic,turbo,include,drive,standard,manual,turbocharge,top,use,engine,car,wheel,test,small,much,inch,address,add,fuel,engines,xs,torque,start,change,big,enough,system,normally,send,front,subaru,rate,online,four_cylinder,Subaru,better,2004,line,require,sell,average,gallon,horsepower,210,235,back,similar,"25,520",load,well,scoop,air,interior,roof,time,run,sound,moran,wagon,people,though,considerable,lag,low,long,deliver,gear,foot,leather,sunroof,plus,position,make,end,traction,differential,powertrain,tuning,knob,sale,buyer,rear,bag,brake,control,lock,mirror,defroster,highway,usatoday.com,XT,pounds_feet
,11,10,10,9,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 1, 2003, Friday",56 of 119 DOCUMENTS,USA TODAY,"SUV's got style, grace and growl",James R. Healey,LIFE; Pg. 7D,,1310 words,,,"August 01, 2003",ENGLISH,,,"PHOTOS, B/W, Volkswagen of America (2); 2004 VW Touareg: Smooth, unadorned styling turns heads. V-8 model gets bigger tires befitting its 310 hp. <>Classy cabin: Walnut and aluminum (real, not faux) highlight trim.",,,,"Copyright 2003 Gannett Company, Inc."
,vw,rate,vehicle,touar,power,automatic,lock,inch,system,use,pound,side,VW,take,seat,knob,rear,suv,cd,can,control,Touareg,midsize,show,wheel,transmission,mode,brake,steering,drive,gear,go,let,give,navigation,carry,trip,computer,electronic,start,roof,crossbar,key,rpm,bag,defroster,tire,mpg,online,develop,turn,right,feel,test,load,among,wonderful,offer,point,handsome,motion,unlike,car,option,air,height,adjustment,truly,wide,many,must,different,disc,map,today,name,detail,navi,buy,rack,220,pull,cover,slide,rx,330,push,button,sound,much,expect,moment,never,require,make,overall,climate,include,normal
,7,7,6,6,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 28, 2003, Friday",59 of 119 DOCUMENTS,USA TODAY,"Economic growth rolls merrily along, report shows",Sue Kirchhoff and Stephanie Armour,MONEY; Pg. 6B,,1907 words,WASHINGTON,,"November 28, 2003",ENGLISH,,,"GRAPHIC, B/W, USA TODAY (MAP)",,,,"Copyright 2003 Gannett Company, Inc."
,sale,report,increase,business,retailer,rise,price,remain,hire,demand,strong,activity,commercial,firm,mortgage,october,manufacturing,market,real,estate,spend,expect,note,mix,improve,though,continue,expansion,generally,consumer,holiday,higher,tourism,industry,growth,cost,district,maker,improvement,ago,september,store,economic,economy,steady,early,november,job,worker,however,recent,many,include,sign,manufacturer,health,order,product,auto,loan,home,contact,new,condition,temporary,still,make,goods,employment,show,lumber,residential,add,sector,beige,book,area,stable,feed,pace,layoff,permanent,season,little,wage,travel,grow,rate,significant,optimistic,capital,inventory,solid,production,factory,flat,yet,furnishings,brisk
,23,18,16,15,15,12,12,11,11,10,10,10,10,10,10,9,9,9,9,9,8,8,8,8,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"January 30, 2003, Thursday",63 of 119 DOCUMENTS,USA TODAY,Tax-funded campaigning spirals toward irrelevance,Jim Drinkard,NEWS; Pg. 1A,,1821 words,WASHINGTON,,"January 30, 2003",ENGLISH,,,"GRAPHIC, Color, Suzy Parker, USA TODAY (ILLUSTRATION); PHOTO, B/W, Eric Draper, AP; During 2000 campaign: George W. Bush confers with campaign finance director Don Evans and press secretary Karen Hughes at a stop in Hilton Head, S.C. Bush chose to forgo public funds in his primary campaign.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,system,fund,candidate,million,campaign,election,primary,money,public,match,financing,federal,amount,spend,tax,raise,Bush,2004,contribution,state,limit,party,presidential,problem,use,cost,checkoff,make,opt,2000,raising,new,Democratic,lead,force,pay,president,time,become,available,donor,law,general,convention,increase,move,national,go,financial,design,eliminate,look,political,return,check,box,accept,top,taxpayer,support,give,1980,bring,back,influence,wealthy,contributor,create,scientist,green,task,dollar,apply,eroding,well,250,individual,set,overall,keep,campaigning,favor,late,good,forum,last,democratic,participate,access,mean,level,without,put,rescue,fall,nominee,expect,able,commission
,25,20,19,19,17,16,16,15,13,13,11,11,9,9,8,8,7,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 3, 2003, Monday",65 of 119 DOCUMENTS,USA TODAY,Past disasters show NASA can learn and endure,"James Oberg and Alcestis Cooky"" Oberg",NEWS; Pg. 23A,,1010 words,,,"February 03, 2003",ENGLISH,,,"PHOTO, B/W, Luis Alvarez, AP; Promising start: Space shuttle Columbia clears launch pad at Kennedy Space Center in Cape Canaveral, Fla., on Jan. 16.",,,,"Copyright 2003 Gannett Company, Inc."
,NASA,space,disaster,shuttle,cause,program,human,catastrophe,whether,Columbia,spacecraft,accident,look,really,next,week,apollo,astronaut,launch,saturday,flaw,fix,earlier,determine,may,fundamental,tank,insulation,must,tile,might,process,true,public,question,spaceflight,fire,seven,apart,back,loss,crew,atmosphere,tragedy,engineer,fly,we,challenger,beyond,instance,use,take,however,hard,service,leave,wing,vehicle,investigator,blanket,error,avoid,raise,investigation,fact,whatever,budget,maintain,face,oberg,Challenger,O_rings,decision_making,last,historian,worker,observe,grim,anniversary,worst,history,three,crewmember,perish,jan.,1967,test,kill,jan,1986,break,fall,pair,become,triplet,return,spaceship,subject,maximum
,12,11,9,8,8,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 14, 2003, Friday",67 of 119 DOCUMENTS,USA TODAY,French see Bush as the Ugly American,Vivienne Walt,NEWS; Pg. 13A,,1235 words,PARIS,,"February 14, 2003",ENGLISH,,,"PHOTO, B/W, Laurent Rebours, AP; Tete-a-tete in Paris: French President Jacques Chirac, right, greets his Russian counterpart, Vladimir Putin, on Monday at the Elysee Palace.",,,,"Copyright 2003 Gannett Company, Inc."
,French,Iraq,U.S.,France,war,president,bush,Europe,poll,country,military,action,Bush,Paris,Chirac,many,people,sept,show,administration,several,style,leader,attack,americans,believe,force,week,oppose,director,european,America,U.N.,Germany,Bille,among,push,ally,part,may,new,high,newspaper,response,2001,give,weapon,support,death,penalty,know,increase,institute,eat,history,association,advertising,lead,world,opinion,time,work,protection,possible,visit,image,go,spain,france,luxembourg,portugal,germany,denmark,finland,ireland,netherlands,exclude,European,United_States,International_Relations,American,USA,NATO,European_Union,United_Kingdom,popular,television,satire,d'info,sylvester,stallone,puppet,strut,screen,nightly,threaten,shoot,'em,viewer
,18,14,12,11,8,8,7,7,6,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 5, 2003, Wednesday",68 of 119 DOCUMENTS,USA TODAY,Can Venice be saved?,Ellen Hale,LIFE; Pg. 1D,,1354 words,,,"March 05, 2003",ENGLISH,,,"GRAPHIC, Color, Karl Gelles, Frank Pompa, USA TODAY, Source: Centro Previsioni e Segnalazioni Maree; the BBC; PBS (DIAGRAM); EAR PHOTO, Color, Space Imaging; PHOTO, Color, Space Imaging; PHOTO, Color, Francesco Poletti, AP; PHOTO, B/W, AP; PHOTO, Color, Andrea Merola, AFP; Water everywhere: Venice as seen via satellite from 423 miles in space. <>Acqua alta: Last year was the worst for flooding in Venice. In September, after heavy rains, visitors had to navigate the floodwaters to visit Piazza San Marco.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,lagoon,tide,flood,high,city,MOSE,time,water,acqua,alta,solution,level,nearly,venice,barrier,flooding,project,solve,problem,keep,set,work,inch,sea,rise,sometimes,rush,worker,already,worst,gate,decade,engineer,business,global,warming,opponent,plan,Franzoi,Italian,Venice,point,siren,must,small,raise,canal,something,do,shop,government,frequent,build,system,billion,construction,many,environmentalist,architect,less,company,hotel,office,defense,mile,passerelle,team,tourist,way,town,can,several,november,part,cause,scientist,use,port,predict,shipping,channel,million,other,raising,building,much,charge,mobile,prevent,eventually,mose,Piazza_San_Marco,Berlusconi,knee,hear,early,enough,back,middle
,11,9,8,8,8,8,7,7,7,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"March 12, 2003, Wednesday",69 of 119 DOCUMENTS,USA TODAY,"AMR, unions try to dodge Chapter 11",Dan Reed,MONEY; Pg. 1B,,468 words,,,"March 12, 2003",ENGLISH,,,,,,,"Copyright 2003 Gannett Company, Inc."
,bankruptcy,labor,American,union,company,file,chapter,cut,AMR,official,airline,cost,seek,last,airlines,grow,protection,condition,three,negotiation,concession,might,financing,assurance,honor,have,can,give,relation,job,additional,tuesday,industry,worried,week,worsen,business,overwhelm,effort,keep,management,world,largest,work,feverishly,reach,deal,annual,1.8,billion,roughly,march,people,close,concern,among,arrive,time,offset,pressure,rise,fuel,price,possible,plunge,travel,demand,war,parent,acknowledge,lining,potential,leader,negotiate,ask,tell,absolute,unpredictable,environment,vice,president,100,committed,avoid,believe,pact,likely,include,combination,pay,benefit,change,lead,elimination,thousand,eliminate,"14,700",sept,terrorist
,8,7,6,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 2003, Wednesday",74 of 119 DOCUMENTS,USA TODAY,"Like retail discounts, tax cuts will encourage more spending",,NEWS; Pg. 12A,,658 words,,,"May 14, 2003",ENGLISH,,,"PHOTO, B/W, Stephen Jaffe, AFP; Domestic agenda: President Bush speaks to employees at MCI Industries on Monday in Albuquerque. He is pushing his economic package.",DEBATE,,,"Copyright 2003 Gannett Company, Inc."
,tax,cut,Bush,president,watch,economy,price,may,fewer,americans,we,country,support,reduce,reality,federal,idea,economic,myth,cause,higher,revenue,yet,happen,bush,news,store,great,make,purchase,much,keep,money,government,without,medical,care,public,library,environment,top,detriment,many,landslide,security,grow,today,administration,harsh,rest,eliminate,current,level,needy,lower,save,program,tax_cut,Wal_Mart,U.S.,greatest,deficit,harmful,reason,widely,accept,counterintuitive,actually,bring,exactly,call,nebraskan,senator,behind,plan,tuesday,consider,giant,profitable,chain,world,retailer,success,part,ride,dime,sale,million,reduction,hand,sell,consumer,thus,affect,overall,profit,hear,acceptable,explanation
,18,16,6,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 4, 2003, Wednesday",76 of 119 DOCUMENTS,USA TODAY,Stewart company faces bumpy road,Greg Farrell and Theresa Howard,MONEY; Pg. 1B,,1613 words,NEW YORK,,"June 04, 2003",ENGLISH,,,"GRAPHIC, B/W, Quin Tian, USA TODAY, Sources: MSO proxy statements, CSI, AP (LINE GRAPH); PHOTO, B/W, Jeff Christensen, Reuters; PHOTO, B/W, Amy Conn-Gutierrez, AP; Heavy coverage: Arthur Martinez, a company board member, speaks to the press after a shareholders meeting Tuesday in New York. Martha remains the chairman and chief executive of Martha Stewart Living Omnimedia,"" he said.",COVER STORY,,,"Copyright 2003 Gannett Company, Inc."
,Stewart,company,stock,charge,ImClone,meeting,tuesday,sell,Martha_Stewart,board,tell,share,martha,show,sale,trading,stewart,question,go,attorney,brand,consumer,tv,investigation,government,Martha_Stewart_Living_Omnimedia,statement,inside,likely,case,file,less,security,member,current,plan,take,still,may,give,expert,value,drop,last,dec.,family,agreement,Martha,MSO,USA,Waksal,annual,shareholder,ceo,early,expect,announcement,act,accuse,felony,jail,prosecutor,obstruction,probably,sentence,accord,criminal,today,action,office,confidence,team,move,forward,continue,lot,despite,situation,mso,possible,appropriate,court,product,n.j.,public,image,make,firm,success,way,retail,partnership,prove,fight,woman,people,lose,think,step
,23,17,12,10,9,7,7,7,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 3, 2003, Thursday",78 of 119 DOCUMENTS,USA TODAY,Forest-thinning initiative debated,Tom Kenworthy,NEWS; Pg. 3A,,1189 words,"SEELEY LAKE, Mont.",,"July 03, 2003",ENGLISH,,,"PHOTO, B/W, Roberto E. Rosales, Albuquerque Journal, via AP; PHOTO, B/W, Jason Reed, Reuters; After the flames: Edward Baca walks through a burned section of trees in Albuquerque on Saturday looking for hot spots during the cleanup of two wildfires along the Rio Grande. <>Policy protest: Environmentalists conduct a 21-chainsaw salute in a protest Wednesday at Forest Service offices in Washington.",,,,"Copyright 2003 Gannett Company, Inc."
,fire,forest,thin,acre,tree,home,Hayman,condition,study,federal,community,million,reduce,Forest_Service,area,pine,natural,little,severe,program,risk,research,may,far,official,tour,project,wildfire,remove,flammable,dry,blaze,high,small,accord,severity,need,researcher,vegetation,foot,Norton,find,overcrowded,initiative,call,right,governor,worst,2002,effect,behavior,eliminate,low,burn,clear,underbrush,poor,leave,recent,treat,way,think,impact,protect,less,private,critical,within,150,material,include,important,catastrophic,ripe,dominate,elevation,widely,space,many,type,make,example,1.9,close,environmentalist,success,large,action,homeowner,West,Healthy_Forests_Initiative,Taylor,member,series,near,western,montana,ample,justification
,29,27,18,9,8,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"July 7, 2003, Monday",79 of 119 DOCUMENTS,USA TODAY,Drug bill a well-financed victory for industry,Jim Drinkard,NEWS; Pg. 4A,,873 words,WASHINGTON,,"July 07, 2003",ENGLISH,,,,,,,"Copyright 2003 Gannett Company, Inc."
,industry,drug,million,company,price,coverage,Congress,benefit,republican,government,political,prescription,bill,analyst,ad,make,Medicare,spend,new,health,pharmaceutical,help,senior,prescription_drug,emerge,retiree,lobbyist,control,work,change,care,program,create,face,break,consumer,private,insurance,rather,cost,pay,way,dollar,increase,group,drugmaker,2002,race,member,feature,provide,include,democrat,fight,effort,plan,sure,go,contribution,1994,total,House,represent,victory,heavily,keep,final,medicare,biggest,ago,return,week,fourth,july,avert,fear,single,bloc,market,power,dramatically,drive,profit,version,bar,involved,negotiation,instead,nation,region,offer,negotiate,deal,array,insurer,thousand,client,extra,taxpayer
,16,13,7,6,6,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 15, 2003, Tuesday",80 of 119 DOCUMENTS,USA TODAY,Crucial small-business hiring looks up,Jim Hopkins,MONEY; Pg. 1B,,445 words,,,"July 15, 2003",ENGLISH,,,"GRAPHIC, Color, Suzy Parker, USA TODAY, Source: National Federation of Independent Business, June survey of 530 firms (LINE GRAPH)",,,,"Copyright 2003 Gannett Company, Inc."
,plan,spend,tech,small,hire,next,owner,firm,NFIB,company,add,worker,six,million,consumer,three,june,survey,business,group,highest,figure,optimism,economy,boost,rise,recent,economic,corporate,people,ago,end,customer,find,March,U.S.,Lubell,Hrib,pull,deep,freeze,ten,percent,today,show,independent,trade,moreover,expect,condition,better,march,2002,gauge,anticipate,every,growth,period,past,chief,economist,certainly,send,strong,signal,crucial,5.8,employ,half,create,job,jobless,rate,stand,6.4,nine,hopeful,sign,include,jump,stock,price,spate,good,earning,many,grow,confidence,professional,photographer,near,bored,bad,time,indeed,outlook,research,really,back
,7,7,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 11, 2003, Monday",82 of 119 DOCUMENTS,USA TODAY,California just can't win,Edward Iwata,MONEY; Pg. 3B,,1284 words,SAN FRANCISCO,,"August 11, 2003",ENGLISH,,,"PHOTO, B/W, Dan MacMedan, USA TODAY; GRAPHIC, B/W, Robert W. Ahrens, USA TODAY, Sources: Wells Fargo, Economy.com (BAR GRAPH); PHOTO, B/W, Steve Yeater, AP; Getting out: Kjeld Hestehave, president of Bomatic, looks over a pallet of water bottles at his Ontario, Calif., factory. He's moving his company to Utah.  California has always been a land of opportunity, but now we feel like we're being kicked out of the state. We either move or go broke."" <>On the line: Gov. Gray Davis faces a vote of confidence Oct. 7 that will decide if he's out.",,,,"Copyright 2003 Gannett Company, Inc."
