PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"July 16, 2001, Monday",1 of 163 DOCUMENTS,USA TODAY,"6 ways to combat global warming Debate moves past whether it's happening to what, if anything, should be done about it",Traci Watson and Jonathan Weisman,NEWS; Pg. 1A,,2773 words,,,"July 16, 2001",ENGLISH,,,"GRAPHIC, Color, Bob Laird, USA TODAY; GRAPHIC, B/W, Quin Tian, USA TODAY, Source: Office of Science and Technology Policy, 1997: Congressional Budget Office; United Nations Environment Program; World Meteorological Organization; GRAPHIC, B/W, Quin Tian, USA TODAY, Source: Congressional Budget Office (1998 data) (BAR GRAPH and PIE CHART); GRAPHICS, B/W (GRAPHIC, 6)",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,nation,gas,emission,greenhouse,global,world,warming,treaty,cost,economic,country,permit,carbon,dioxide,company,Bush,Kyoto,U.S.,rise,problem,atmosphere,develop,energy,billion,climate,change,make,include,reduce,target,output,scientist,Earth,issue,research,way,new,emit,source,cut,base,price,idea,government,ton,cent,ocean,do,warm,heat,might,president,live,pollution,solution,produce,decline,2010,study,group,average,take,economist,cap,within,plant,suggest,gasoline,Kyoto_Protocol,nearly,whether,sen,effort,part,buildup,much,critic,turn,expert,think,trading,industrial,program,enough,deal,1990,level,vary,technology,supporter,fund,estimate,use,lead,industry,household,must,people,kyoto
,school,program,bullying,bully,student,violence,parent,prevention,kid,report,feel,center,state,component,Colorado,1999,list,often,many,department,expert,district,child,legislation,approach,promise,community,improve,climate,problem,teacher,relationship,grade,anti_bullying,shooting,march,real,threaten,find,focus,shooter,study,last,age,six,give,really,work,plan,policy,safe,go,republican,bill,consider,take,research,effective,must,model,may,involve,entire,family,social,classroom,include,talk,abuse,perceive,sexual,Secret_Service,Grady,almost,elapsed,colo,april,write,blood,public,mind,continue,lengthen,culminate,recently,el,cajon,calif,five,wounded,mile,kill,escalate,lawmaker,authority,struggle,answer,piece,puzzle
,22,21,15,14,10,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 19, 2001, Wednesday",44 of 163 DOCUMENTS,USA TODAY,Zeal to nab terror suspects moves too far too fast,,NEWS; Pg. 14A,,939 words,,,"September 19, 2001",ENGLISH,,,"PHOTO, B/W, National Japanese American Historical Society; PHOTO, B/W, Russell Lee, 1942; Library of Congress; Singled out: FBI agent searches Japanese-American family's home in 1941. <>Displaced: Child in Los Angeles awaits move to internment camp.",DEBATE,,,"Copyright 2001 Gannett Company, Inc."
,law,judge,terrorist,week,Ashcroft,way,wiretap,need,rush,enforcement,use,change,make,allow,without,last,war,Congress,debate,attack,world,privacy,measure,suspect,attorney,new,government,instance,prevent,federal,tap,reject,terrorism,proposal,civil,law_enforcement,Senate,ashcroft,seek,broad,power,show,much,good,easily,deliberate,time,investigation,general,end,crisis,public,top,concern,question,whether,able,give,private,authorize,rove,instead,single,phone,believe,move,already,authority,judiciary,provision,order,decision,police,far,result,court,U.S.,today,root,view,trade,center,side,inevitable,misstep,tend,overlook,overshadowed,mostly,thing,nation,unity,heal,bicker,recrimination,important,guard,emotionally,charge
,10,7,6,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 27, 2001, Tuesday",45 of 163 DOCUMENTS,USA TODAY,Creed stays the course,Elysa Gardner,LIFE; Pg. 1D,,1470 words,NEW YORK,,"November 27, 2001",ENGLISH,,,"PHOTO, Color, Len Irish, Wind-up Records; PHOTO, B/W, Kevin Winter, ImageDirect; What they're not: Creed members Mark Tremonti, left, Scott Stapp and Scott Phillips say those who categorize them as a Christian band are missing the point. The message: The band decided not to change the lyrics for their album Weathered following Sept. 11, vocalist Scott Stapp says.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,stapp,we,band,think,music,people,rock,make,god,Creed,life,lot,record,sound,have,around,fan,creed,break,go,singer,friend,song,turn,sense,faith,time,know,way,three,world,live,change,back,keep,sell,million,prison,give,talk,use,stuff,believe,media,look,really,kind,radio,still,happen,Stapp,begin,human,group,sit,point,offer,party,continue,everyone,try,family,word,last,hit,sacrifice,share,up,downs,instant,seem,sacred,covenant,mankind,copy,deal,always,press,write,hope,read,belief,never,focus,community,understand,mean,little,laugh,editor,remember,behind,clearly,irony,attention,care,show,person,bring
,12,12,9,9,8,8,7,7,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 8, 2001, Thursday",49 of 163 DOCUMENTS,USA TODAY,Martial arts to create new breed of Marines Corps hopes to develop 'ethical warriors' for the modern military age,Andrea Stone,NEWS; Pg. 1A,,1780 words,"QUANTICO, Va.",,"March 08, 2001",ENGLISH,,,"PHOTO, Color, Emilie Sommer, USA TODAY; PHOTO, B/W, Emilie Sommer, USA TODAY; Mind, spirit and body: 2nd Lt. Sarah Afshar, 22, throws 2nd Lt. Sean Hurley, 22, over her hip in a martial arts move in Quantico, Va. Beginning this spring, Marines will be required to learn martial arts. 'The modern warrior: Sgt. Byron Bell, left, defends himself against Sgt. Kevin Murphy, 36, in Quantico, Va.  Marines will learn martial arts that involve weapons, and techniques that require only their hands or legs.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,art,martial,marine,Bristol,program,teach,warrior,training,belt,Marines,Marine,make,weapon,require,physical,civilian,force,control,instructor,take,learn,train,fight,character,black,Corps,mental,discipline,combat,skill,develop,need,situation,mind,troops,give,school,wear,go,tan,service,work,corps,use,put,war,include,technique,karate,consultant,focus,people,call,Asian,Okinawa,idea,least,begin,every,leatherneck,military,long,peacekeeping,mission,traditional,restrain,build,hostile,recruit,body,lose,involved,aggressive,behavior,problem,area,image,samurai,show,man,turn,capability,advertise,last,everyone,uniform,version,instruct,think,jujitsu,new,cost,gray,culture,change,platoon,hear,brawl,incident
,23,21,14,12,9,8,8,8,8,8,8,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 17, 2001, Tuesday",52 of 163 DOCUMENTS,USA TODAY,Flag vote continues the quest for Dixie's soul,Diane McWhorter,NEWS; Pg. 13A,,1146 words,,,"April 17, 2001",ENGLISH,,,"PHOTO, B/W, Rofelio Solis, AP; Flag battle: University of Mississippi students display proposed new state flag, left, while a man holds current flag with Confederate battle emblem.",,,,"Copyright 2001 Gannett Company, Inc."
,flag,state,new,white,South,war,black,we,defeat,voter,mississippi,well,Dixie,Mississippi,explain,star,bar,today,ever,current,Southern,civil_rights,school,civil,side,sin,slavery,always,book,argument,general,experience,thing,stir,soul,confederate,go,poll,last,retire,crusade,reflect,campaign,change,national,racial,recent,old,child,loser,world,victory,fight,1960,business,organization,powerful,repudiate,politics,code,predict,turn,opportunity,Southernness,Old_Confederacy,Klan,White_Citizens_Councils,Patterson,although,grow,proclaim,heart,nonetheless,teach,tragedy,schoolteacher,guilty,indefensible,sunder,greatest,nation,earth,yet,much,love,southerner,devastating,point,engross,realize,heroine,speak,accent,identification,become,impossible,essence,pride,unfairly
,11,7,7,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 31, 2001, Thursday",55 of 163 DOCUMENTS,USA TODAY,"Turkey's European future still over horizon Nation craves EU membership, but a long list of reforms must be made before it gets and invitation",David J. Lynch,NEWS; Pg. 8A,,1424 words,"DIYARBAKIR, Turkey",,"May 31, 2001",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: CIA World Factbook, 2000 (BAR GRAPH, PIE CHART, MAP); PHOTO, B/W, Murad Sezer, AP; Sample of future? A store sells satellite dishes and other electronics in impoverished Diyarbakir, Turkey.",,,,"Copyright 2001 Gannett Company, Inc."
,Turkey,EU,government,people,official,state,European,local,torture,million,european,country,political,1999,Europe,Turkish,Ankara,century,city,thing,mile,repression,ally,security,economic,crisis,reform,toward,military,system,record,end,past,kurdish,PKK,Eren,routinely,mosque,street,foreign,stay,separatist,decade,join,interest,financial,many,remain,run,expansion,long,shortcoming,politics,human,rights,prime,minister,eu,communist,nation,expect,change,chief,aspirant,worker,plus,democracy,make,world,ideology,take,membership,kurd,ethnic,group,victim,ago,refuse,assume,case,insist,continue,try,2000,president,legal,Kurdish,United_States,Iraq,Diyarbakir,Muslim,black,basalt,wall,dating,fourth,overlook,stone,inn
,19,11,9,7,7,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1
"July 19, 2001, Thursday",60 of 163 DOCUMENTS,USA TODAY,Witnesses: Blame 'the club' for FBI debacles,Toni Locy,NEWS; Pg. 11A,,652 words,WASHINGTON,,"July 19, 2001",ENGLISH,,,"PHOTO, B/W, Agence France-Presse; Dies: FBI way behind in technology.",,,,"Copyright 2001 Gannett Company, Inc."
,FBI,agent,executive,bureau,senior,management,former,tell,hearing,witness,laptop,system,improve,resist,change,anyone,recent,official,committee,wednesday,manager,computer,least,miss,information,case,action,senator,hold,standard,document,director,use,security,sen,starve,Senate,small,group,protect,another,cost,retaliate,challenge,blame,agency,debacle,current,judiciary,know,club,field,identify,rule,petty,office,politics,derail,career,investigate,pal,panel,set,bad,example,accountability,lead,failure,keep,track,449,gun,184,federal,audit,release,tuesday,indicate,carry,classified,related,close,create,climate,cynicism,within,discourage,promise,go,retire,private,business,employee,hit,cylinder,frustrated,inefficiency,break,concern
,19,6,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 2, 2001, Thursday",62 of 163 DOCUMENTS,USA TODAY,Death rocks football world,Gary Mihoces,NEWS; Pg. 1A,,1645 words,,,"August 02, 2001",ENGLISH,,,"PHOTO, Color, Tim Olmscheid, AP; PHOTOS, B/W, Carlos Gonzalez, The (Minneapolis) Star Tribune, via AP (2); Korey Stringer: A Pro Bowl tackle for the Vikings. <>During practice Monday: Korey Stringer tries to catch his breath at camp. He reportedly vomited Monday and Tuesday while training. <>Emotional time: Vikings coach Dennis Green is consoled by receiver Randy Moss while addressing the media Wednesday.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,player,coach,go,Stringer,team,Vikings,NFL,heat,practice,body,camp,die,Roberts,football,hot,death,time,athlete,think,temperature,Mankato,wednesday,wide,receiver,start,hospital,stringer,tuesday,heatstroke,medical,trainer,condition,thing,take,last,monitor,training,minn,statement,long,level,push,summer,degree,sweat,lot,look,brain,stop,hold,always,certain,remember,Jets,Billick,league,hour,morning,news,describe,teammate,a.m.,tell,pray,pull,eye,know,weigh,pound,rush,family,focus,lose,humid,report,high,school,1995,accord,problem,water,raise,system,illness,five,much,guy,probably,hard,warning,sign,quit,game,heart,precaution,field,every,former,raven
,17,12,12,10,9,9,9,8,8,8,7,7,7,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"August 13, 2001, Monday",64 of 163 DOCUMENTS,USA TODAY,"Middle East violence, Arab nations' anger restrict U.S. options on Iraq",Bill Nichols and Andrea Stone,NEWS; Pg. 4A,,467 words,WASHINGTON,,"August 13, 2001",ENGLISH,,,,,,,"Copyright 2001 Gannett Company, Inc."
,policy,U.S.,Iraq,administration,official,violence,kill,implement,Middle_East,Arab,Bush,Iraqi,suicide,bombing,sunday,toward,foreign,raid,friday,attack,wounded,change,increase,support,government,kind,current,timing,indicate,people,strike,plan,Israel,Israelis,hit,another,worried,continue,mount,anger,world,limit,option,president,team,concerned,unit,try,shoot,pilot,patrol,zone,southern,concern,lead,ally,warplane,target,largest,february,person,discuss,almost,shot,spy,plane,last,significant,whether,airstrike,aid,opposition,group,need,hard,imagine,climate,many,urging,become,involved,critical,expert,sensitive,nature,dilemma,100,pizzeria,opportune,hot,attitude,translate,sometimes,animus,director,research,make,large,kid
,7,7,7,6,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 26, 2001, Friday",75 of 163 DOCUMENTS,USA TODAY,Survivor: Class of 2001 Can the Outback edition surpass last year's island? The stakes are high for CBS on Thursday nights,Gary Levin,LIFE; Pg. 1E,,1294 words,,,"January 26, 2001",ENGLISH,,,"GRAPHIC, Color, Julie Snider, USA TODAY (Photo Illustration); GRAPHIC, B/W, Frank Pompa, USA TODAY (Map); PHOTOS, Color (16); PHOTO, Color, Leslie Smith Jr., USA TODAY; PHOTO, B/W, Monty Brinton, CBS; Backgammon: Mitchell and Amber play one of the friendlier contests on Survivor. The second series launches Sunday after the Super Bowl.",COVER STORY,,,"Copyright 2001 Gannett Company, Inc."
,last,Survivor,survivor,new,million,viewer,show,CBS,outback,summer,network,think,week,ratings,four,different,contestants,next,challenge,tribal,council,contestant,change,cast,strategy,know,live,season,thursday,friend,follow,go,set,group,better,Australian,Burnett,plane,mile,river,crocodile,run,tv,sunday,many,win,prize,reality,media,attention,probst,much,disappointed,producer,choose,tribe,vote,food,climate,every,play,protect,attempt,believe,crew,final,episode,stand,move,et,pt,try,expectation,backlash,rival,plan,president,advertiser,fear,understand,still,time,kangaroo,select,poisonous,although,jump,everyone,game,people,discuss,have,taste,Mole,Temptation_Island,Borneo,Probst,bumpy,ride
,9,8,7,6,6,6,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"February 1, 2001, Thursday",76 of 163 DOCUMENTS,USA TODAY,Warm and fuzzy advice for energy-strapped California,Ben Stein,NEWS; Pg. 13A,,1254 words,,,"February 01, 2001",ENGLISH,,,,,,,"Copyright 2001 Gannett Company, Inc."
,sweater,need,put,use,keep,power,state,light,go,think,turn,house,cold,make,seem,crisis,we,discipline,people,buy,room,run,global,often,winter,usually,much,easier,trouble,face,electricity,official,water,pay,market,plan,surely,idea,time,let,conserve,conservation,monitor,office,tv,waste,air,conditioning,ice,night,way,heat,car,long,fuel,individual,show,self_discipline,child,complain,father,wear,angry,twirl,thermostat,actually,walk,bedroom,reach,sure,enough,longer,mind,great,deal,lately,along,million,californian,elect,tell,gasoline,natural,gas,lack,tiny,bit,energy,consumption,price,indiscipline,shortage,less,certainly,rate,stuck,elevator,grand,generation
,7,7,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 2, 2001, Friday",80 of 163 DOCUMENTS,USA TODAY,"Peppy 2001 Outback mixes good, mediocre",James R. Healey,LIFE; Pg. 12D,,1642 words,,,"February 02, 2001",ENGLISH,,,"PHOTO, Color; PHOTO, Color, Subaru",,,,"Copyright 2001 Gannett Company, Inc."
,car,seat,power,Subaru,control,wagon,VDC,model,outback,six_cylinder,brake,system,drive,rear,price,inch,back,engine,traction,wheel,try,steering,go,move,test,speed,trim,slow,vdc,stereo,use,automatic,include,Outback,VTD,McIntosh,Dealer,time,fuel,gas,without,ok,style,fold,wiper,lot,six,feature,face,make,front,invoice,holdback,mirror,all_wheel,AWD,today,long,line,inside,pay,gallon,along,mile,less,traffic,behind,road,finally,clear,several,every,ahead,new,wood,have,good,money,top,sport,coupe,1997,l.l.,bean,edition,antiskid,stability,electronic,torque,antilock,buggy,lack,array,suspension,sell,gear,cassette,cd,weather
,12,11,10,9,8,8,8,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 7, 2001, Wednesday",81 of 163 DOCUMENTS,USA TODAY,"Highflying entrepreneurs landing with thud Dot-com fallout lowers respect, available cash",Jim Hopkins,MONEY; Pg. 3B,,1100 words,,,"February 07, 2001",ENGLISH,,,"PHOTO, B/W, Santa Fabio for USA TODAY; PHOTO, B/W, Peter Lennihan; Feeling a bit of backlash: Craig Nabat can see that enthusiasm for entrepreneurs has declined since he was on the cover of Entrepreneur's Start-Ups magazine last year.",,,,"Copyright 2001 Gannett Company, Inc."
,business,start_ups,public,entrepreneurship,entrepreneur,adult,people,study,Nabat,respect,report,researcher,company,start,find,dot_com,economy,sign,ago,much,change,many,think,time,next,harder,key,new,nation,generation,Brazil,decline,survey,accord,lose,high,failure,internet,founder,professor,never,national,venture,last,succeed,market,tv,car,entrepreneurial,magazine,cover,far,credit,go,monitor,examine,economic,activity,give,despite,world,percentage,dependent,work,sector,continue,expert,view,school,lead,corporate,rein,device,long,1.9,USA,U.S.,Start_Ups,sputter,struggle,keep,pace,recent,record,extraordinary,slippage,recently,today,poll,"2,000",june,july,third,value,march,attribute,attitude,highfly,young
,9,9,8,7,6,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 21, 2001, Wednesday",82 of 163 DOCUMENTS,USA TODAY,Alaska's road warriors Playing the game is the easiest part,Sal Ruibal,SPORTS; Pg. 3C,,327 words,"NINILCHIK, Alaska",,"February 21, 2001",ENGLISH,,,"PHOTOS, B/W, Jack Gruber, USA TODAY (6); Nature's beauty: Snow-covered peaks rise above the icy waters of Kachemak Bay near Homer, Alaska, where the Ninilchik teams will board a ferry for games in Seldovia.  One more crossing: Wobbly-legged coaches and players cross a floating, snow-covered dock after rough seas forced their ferry, Rainbow Connection, to dock at Jakalof Bay. Heading home: Girls assistant and former Lady Wolverine Kendra Nicholson leads the team back to the ferry after their overnight trip. Sleep tight: A good air mattress is key, senior Jessica Russo (20) says. ""You have to have the type with a pump that you can plug in."" Center of attention: Maria Johnson, right, and her teammates enjoy a moment with 5-month-old Hunter Hanson, the daughter of girls junior varsity coach Chris Hanson.",,,,"Copyright 2001 Gannett Company, Inc."
,team,go,road,hair,wash,last,moose,leman,winter,player,light,ball,bag,towel,extra,sock,tie,pants,Alaska,anything,happen,car,strike,way,game,huge,animal,walk,away,leave,half,broad,antler,spin,highway,coach,dan,mount,home,reminder,danger,travel,far,100,hit,season,do,log,"3,000",mile,plane,boat,van,climate,change,quickly,rain,ice,blind,blizzards,every,trip,must,show,coat,hat,glove,boot,alaska,champion,eight,girl,lot,experience,warrior,key,survival,good,air,mattress,camp,kind,type,pump,plug,sophomore,whitney,trick,packing,carry,important,item,shoe,dark,uniform,sport,bras,ankle,brace
,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 30, 2001, Friday",91 of 163 DOCUMENTS,USA TODAY,Passat sparkles There's more to this 2001.5 VW than chrome,James R. Healey,LIFE; Pg. 10D,,1582 words,,,"March 30, 2001",ENGLISH,,,"PHOTOS, Color (2)",,,,"Copyright 2001 Gannett Company, Inc."
,car,sedan,engine,transmission,manual,automatic,price,vw,wagon,passat,base,steering,power,motion,end,control,foot,wheel,shift,include,inch,front_wheel_drive,VW,Passat,enough,next,go,test,system,much,model,standard,trunk,cubic,traction,front,invoice,edmunds.com,destination,four_cylinder,give,sparkle,horsepower,hp,turbo,still,drive,station,trim,with,03,rival,feel,bag,back,seat,sun,visor,right,make,cost,holdback,rate,air,mpg,Dealer,equal,midsize,nose,long,chrome,call,2001,well,turbocharge,170,torque,166,need,bit,light,smooth,mile,speed,optional,190,206,smoother,fit,way,4motion,priced,expect,leather,wood,everything,unexpectedly,satisfy,premium
,13,12,9,9,8,8,8,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 8, 2001, Friday",95 of 163 DOCUMENTS,USA TODAY,Orbitz puts new spin on airfares Rules of online game: You better shop around,Laura Bly,LIFE; Pg. 8D,,1048 words,,,"June 18, 2001",ENGLISH,"June 15, 2001, Friday","A June 8 story on Orbitz, the new online travel agency, should have noted that the agency will be incorporating Web-only hotel and car rental rates from nine companies.","PHOTO, B/W; Smothered with service: Orbitz promises to be more customer-friendly than its competitors.",,,,"Copyright 2001 Gannett Company, Inc."
,Orbitz,flight,fare,site,travel,traveler,include,search,price,customer,hotel,car,rate,airline,lowest,online,trip,deal,airlines,find,example,Expedia,agency,rival,call,new,book,ticket,alert,best,still,need,available,show,competitor,however,screen,home,travelocity,week,launch,airfare,access,center,effort,along,schedule,update,gate,stay,rental,five,largest,publish,survey,multiple,major,popular,vacation,destination,lower,design,matrix,much,section,several,offer,discount,negotiate,directly,passenger,list,tell,among,check,page,web,airport,clearly,with,meanwhile,set,orbitz,service,provide,Web_only,Travelocity,United,would_be,Southwest,internet,label,finally,unsheathed,light,saber,backer,boast,shop
,20,9,8,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"June 14, 2001, Thursday",98 of 163 DOCUMENTS,USA TODAY,"Kennedy, Bush team up for nation's schools They're both taking heat for compromises",Kathy Kiely,NEWS; Pg. 7A,,1110 words,WASHINGTON,,"June 15, 2001",ENGLISH,,,"PHOTO, B/W, Bill Perry for USA TODAY; PHOTO, B/W, Eric Draper, White House, via AP; On education: Sen. Edward Kennedy says of their deal, ""It isn't the bill I would have preferred. It isn't the bill that President Bush would prefer. But it's a good bill."" Inherited celebrity: Sen. Edward Kennedy and President Bush share a lot.",,,,"Copyright 2001 Gannett Company, Inc."
,Kennedy,president,Bush,family,White_House,education,school,federal,bill,senator,office,take,bush,party,work,public,three,legislation,photo,man,head,student,later,child,make,think,money,sen,kennedy,four,republican,friend,decade,nation,accomplish,political,top,show,read,quote,second,new,help,believe,view,position,string,courtesy,bring,conservative,role,1965,grade,deal,strike,really,compromise,prefer,still,difference,much,overshadowed,let,find,st,visit,rep.,support,give,program,Education,Robert_Kennedy,wall,edward,wait,room,cover,photograph,poster,document,generation,fabl,outside,door,private,hang,picture,pay,puckish,tribute,another,famous,dynasty,photographic,evidence,relationship,name,place,impress
,23,15,12,7,7,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 18, 2001, Monday",99 of 163 DOCUMENTS,USA TODAY,Excerpts from Brdo Castle,Judy Keen,NEWS; Pg. 9A,,464 words,,,"June 18, 2001",ENGLISH,,,,,,,"Copyright 2001 Gannett Company, Inc."
,think,hear,talk,missile,president,leader,plan,agree,go,need,launch,meeting,ask,trip,know,better,development,shield,well,understand,important,anxious,learn,tense,moment,intercept,disrespectful,Putin,excerpt,interview,saturday,today,judy,keen,question,answer,edite,length,clarity,satisfied,result,official,mission,accomplish,rethink,response,treaty,make,clear,share,goal,reduction,greenhouse,gas,mean,suggest,might,constructive,surmise,put,word,mouth,earlier,weapon,mass,destruction,hand,rogue,nation,interception,limited,effective,system,resistant,outset,receptive,interested,beginning,find,remember,july,fall,visit,ranch,surprised,apparent,willingness,continue,man,concept,order,build,differently,bind,research,philosophy,vision,way,shape
,8,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
