PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 4, 2007 Wednesday",2 of 268 DOCUMENTS,USA TODAY,Is Earth near its 'tipping points'?; Scientists: There may be no return from climate change,Dan Vergano and Patrick O'Driscoll,LIFE; Pg. 1D,,1943 words,,,"April 4, 2007",ENGLISH,,,"GRAPHIC, Color, Web Bryant, USA TODAY (ILLUSTRATION) GRAPHIC, B/W, Source: Intergovernmental Panel on Climate Change (CHART)",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,report,warming,climate,rise,increase,scientist,effect,change,ice,water,sea,global,panel,temperature,species,coral,loss,point,gas,risk,melting,research,century,level,intense,tip,adapt,nation,people,flooding,greenhouse,degree,make,last,coastal,disrupt,many,damage,disease,human,suggest,threaten,lead,author,scientific,study,week,mountain,much,region,worse,frequent,heat,wave,world,show,release,warm,average,review,design,scenario,already,schneider,become,try,work,million,worldwide,analysis,summary,higher,*,at,food,ocean,we,significant,glacier,stress,USA,worst_case,Lomborg,involved,friday,whether,plant,slow,might,cheaper,society,back,three,representative,100,include,present,serious,environmental
,15,7,7,6,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 30, 2007 Monday",110 of 268 DOCUMENTS,USA TODAY,"Immigration rallies likely smaller; Activists expect new tactics, new climate to lower attendance",Martin Kasindorf,NEWS; Pg. 2A,,602 words,,,"April 30, 2007",ENGLISH,,,"PHOTO, B/W, J. Emilio Flores, Getty Images",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,last,immigrant,bill,Congress,rally,illegal,march,immigration,citizenship,million,crowd,become,vote,Los_Angeles,path,many,undocument,take,city,tuesday,organizer,may,estimate,rights,proposal,make,"400,000",boycott,thousand,worker,walk,coalition,group,little,attribute,political,know,letter,change,expectation,climate,pass,law,community,hard,U.S.,Tucson,Bush,Navarro,angeles,marcher,demand,street,fall,far,short,giant,ago,police,people,entry,usa,felony,"30,000","20,000",economic,without,hundred,hispanic,supporter,punch,clock,port,shut,"72,000",student,class,contrast,likely,attract,ten,name,"500,000",2006,"18,000","10,000",expect,turn,comparatively,talk,event,planner,part,difference,nationally,syndicate,radio,disc,jockey
,8,7,5,5,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 16, 2007 Monday",113 of 268 DOCUMENTS,USA TODAY,McCain's latest political strategy: Survival; Campaign crisis pushes senator to change course in presidential race,Susan Page,NEWS; Pg. 4A,,963 words,,,"July 17, 2007",ENGLISH,,,"GRAPHIC,b/w,Alejandro Gonzalez,USA TODAY,Source:USA TODAY/Gallup Polls, Margins of error: +/-5 percentage points(Line graph) PHOTO, B/W, Jim Cole, AP",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,McCain,campaign,state,go,immigration,New_Hampshire,presidential,meeting,former,support,poll,top,town,hall,primary,2000,war,chairman,next,strategist,million,spend,change,lesson,Iraq,Republican,South_Carolina,Iowa,nearly,strip,staff,question,saturday,organization,time,mean,race,stay,reporter,around,financial,word,member,announce,report,raise,federal,*,focus,three,open,contest,third,put,bill,among,address,worker,learn,bitter,issue,John_McCain,n.h.,sen,back,basic,break,slide,national,pleaded,case,field,hour,100,new,hampshire,resident,gather,room,post,place,nationwide,tv,ad,rival,air,rely,propel,victory,bid,vote,sure,really,respect,agree,everything,especially,wait,arrive
,20,10,7,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 4, 2007 Tuesday",117 of 268 DOCUMENTS,USA TODAY,"UAW contracts' national impact; Other industries could see changes in health care, wages",Sharon Silke Carty,MONEY; Pg. 4B,,974 words,,,"February 13, 2008",ENGLISH,,,"PHOTO, B/W, Bill Pugliano, Getty Images PHOTO, B/W, Carlos Osorio, AP",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,union,UAW,company,worker,health,care,wage,new,automaker,contract,agree,industry,many,job,guarantee,labor,structure,include,retiree,auto,may,make,Shaiken,last,expert,change,take,deal,trust,let,agreement,country,find,plant,promise,investment,negotiation,summer,past,sector,government,body,way,alter,cost,huge,lot,people,go,sign,ford,often,teacher,police,provision,open,pay,*,fund,retire,move,large,number,force,help,push,need,class,hour,kind,work,create,product,concession,essentially,future,sale,projection,anything,better,preserve,Detroit,Chrysler,Center,Automotive_Research,Ford,Midwest,two_tier,kickoff,president,insist,stray,radically,version,indeed,transformational,reverberate,throughout,manufacturing
,13,12,11,11,10,10,9,7,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"July 9, 2007 Monday",136 of 268 DOCUMENTS,USA TODAY,Around the world with Live Earth,"Donna Freydkin, Elysa Gardner and Rachel Grumman",LIFE; Pg. 3D,,616 words,,,"July 9, 2007",ENGLISH,,,"PHOTO, B/W, Stan Honda, AFP/Getty Images PHOTO, B/W, Stephen Hird, Reuters PHOTO, B/W, Koichi Kamoshida, Getty Images",,MUSIC,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,set,fan,message,sting,crowd,hit,back,today,band,sang,song,make,tell,Live_Earth,Gore,show,police,another,classic,can,audience,friend,join,mayer,guitar,go,introduce,gore,play,thank,good,hand,accurate,awareness,New_Jersey,USA,Kanye_West,Money,weather,sultry,saturday,musician,"50,000",gather,note,take,sunday,singer,overall,vibe,inclusive,presenter,performer,help,spread,climate,change,capture,hotter,cooler,moment,reunit,highlight,pure,early,lose,turn,chief,invite,great,add,stew,embellish,vocal,freewheeling,rap,send,sos,shout,save,world,wait,sort,bass,guitarist,announce,mr.,al,alas,wish,everyone,goodnight,earlier,end,need,wake,inconvenient,truth,hero
,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 27, 2007 Monday",138 of 268 DOCUMENTS,USA TODAY,Efforts to save amphibian species to go global in 2008,Patrick O'Driscoll,NEWS; Pg. 5A,,465 words,,,"August 27, 2007",ENGLISH,,,"PHOTO, B/W, Gerry Marantelli, Amphibian Ark PHOTO, B/W, Dirk Petzold, Amphibian Ark",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,species,frog,amphibian,lose,Bonner,world,threaten,effort,wild,rescue,amphibians,Amphibian_Ark,"6,000",zoos,week,2008,international,toads,salamander,extinct,extinction,rivet,many,facility,live,among,mystery,leap,endangered,four,key,USA,AIDS,half,disease,pollution,climate,change,globe,aquarium,plan,declare,rally,support,cast,light,plight,newt,caecilian,order,find,mostly,tropic,go,lifetime,chairman,raise,million,time,pop,airplane,care,wing,fall,seek,establish,500,especially,cooperate,harbor,new,strategy,convert,commercial,shipping,container,mobile,lab,habitat,lifeboat,approach,condition,improve,science,solve,fungus,call,chytrid,kill,encounter,within,association,quite,likely,endorse,project,meeting,worldwide,save
,9,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 15, 2007 Monday",139 of 268 DOCUMENTS,USA TODAY,Gore blazes eco-trail,,NEWS; Pg. 14A,,422 words,,,"October 15, 2007",ENGLISH,,,"PHOTO, B/W, Reuters",,DEBATE,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,emission,problem,greenhouse,U.S.,prize,president,world,real,serious,*,gas,reduce,USA,use,peace,give,far,award,serve,warming,threat,bad,agency,cut,similar,well,limit,country,effort,oil,Gore,polite,fiction,committee,political,agenda,convey,disdain,policy,message,clear,take,seriously,good,much,conflict,little,peacemake,former,vice,panel,climate,change,useful,purpose,broadly,accept,mean,hotter,weather,news,beach,house,mass,migration,increase,strife,vanish,resource,tireless,effective,proselytizer,alerting,rise,danger,personality,aside,timely,reminder,might,do,begin,address,the,environmental,protection,drag,foot,2005,request,effectively,join,state,enforce,tough,new,auto,standard,rule
,7,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 1, 2007 Thursday",140 of 268 DOCUMENTS,USA TODAY,Eco-friendly homes are moving into mainstream,Charisse Jones,NEWS; Pg. 13A,,1099 words,,,"November 1, 2007",ENGLISH,,,,,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,home,green,building,builder,build,development,environmentally,community,standard,program,use,residential,grow,friendly,local,*,in,design,people,make,single_family,buyer,new,house,number,government,organization,effort,focus,start,council,guideline,area,whose,environment,increase,LEED,incentive,awareness,among,fuel,growth,movement,rural,suburban,blue,jeans,worth,starter,air,construct,state,offer,create,beginning,environmental,800,address,have,know,roughly,last,city,resident,pay,way,week,residence,set,range,include,feature,energy,president,storm,belcher,company,suburb,developer,recycl,price,water,town,go,appliance,cost,may,family,Dallas_Fort,National_Association,Home_Builders,eco_friendly,U.S.,EPA,Wood_River,Kirkwood,Hayes,line,tract
,26,15,14,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
"February 9, 2007 Friday",144 of 268 DOCUMENTS,USA TODAY,Time change could catch businesses snoozing; Earlier daylight time has potential to fool software,Paul Davidson,MONEY; Pg. 1B,,490 words,,,"February 9, 2007",ENGLISH,,,,,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,time,update,business,consumer,system,daylight_saving,computer,change,schedule,go,must,set,service,fix,window,*,bug,software,week,march,2005,take,surgery,stock,trade,2000,clock,manually,cable,box,cellphone,automatically,provider,late,meeting,patch,make,vcr,Y2K,set_top,boast,doomsday,drama,loom,new,snafu,become,nuisance,costly,call,kick,three,early,end,later,nov,approve,part,bid,conserve,electricity,extend,harmless,step,shift,throw,everything,videocassette,recorder,pain,analyst,certainly,event,put,risk,shut,dec.,1999,read,1900,earlier,onset,far,less,ominous,gadget,adjust,daylight,include,scale,back,night,device,whose,network,server,modify,hit,harder
,9,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 6, 2007 Monday",150 of 268 DOCUMENTS,USA TODAY,"Watch, listen & read",Jacqueline Blais,MONEY; Pg. 3B,,599 words,,,"August 6, 2007",ENGLISH,,,"PHOTO, Color, Chuck Castleberry, Eleventeen Productions PHOTO, Color, Eleventeen Productions PHOTO, Color, Nick Smith, BBC PHOTO, Color, Bloomberg News PHOTO, Color",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,*,film,Libby,CEOs,change,aug,director,continue,w.r.,grace,know,for,attack,New_York,Spitzer,11th,hour,producer,documentary,work,writer,the,way,2004,set,mont,call,worst,poisoning,accord,libby,material,asbestos,fight,Eliot_Spitzer,great,time,alive,generation,completely,world,author,environmentalist,open,expand,present,independent,picture,star,factor,leonardo,dicaprio,narrator,eco,among,other,sister,pitch,easily,tip,point,better,learn,treat,nature,frugal,clean,else,good,chunk,demonstrate,earth,support,billion,people,business,wasteful,build,reprieve,idea,elegant,solution,offer,cast,expert,include,scientist,sustainable,designer,nobel,peace,prize,winner,sundance,tuesdays,p.m,et,bbc,import
,6,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 20, 2007 Thursday",152 of 268 DOCUMENTS,USA TODAY,Study: TV station ownership has impact on kid shows; Owning multiple stations in one market examined,David Lieberman,MONEY; Pg. 1B,,440 words,,,"September 20, 2007",ENGLISH,,,,,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,child,station,rule,week,programming,ownership,media,kid,show,FCC,multiple,tv,study,group,hour,cable,broadcaster,accord,today,federal,communication,2003,public,hearing,part,require,market,change,fall,duopoly,three,1998,reduce,many,cut,need,television,city,Chicago,Children,lose,company,acquire,town,stop,commission,relax,release,big,expand,coincide,quadrennial,review,vote,make,easier,court,adequately,justified,find,average,time,devote,nearly,six,eight,become,triopoly,owner,2006,contrast,five,remain,separate,perform,worst,climate,broadcast,professor,advise,back,advertiser,turn,network,include,home,however,satellite,poorer,family,arguably,educational,argue,flexibility,handle,competition,internet,cost,federally
,9,9,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 9, 2007 Friday",160 of 268 DOCUMENTS,USA TODAY,Point taken: Jeep Compass is pretty swell; It's worth getting past the poor first impression,James R. Healey,MONEY; Pg. 5B,,1751 words,,,"February 12, 2007",ENGLISH,,,"PHOTOS, B/W, H. Darr Beiser, USA TODAY (3)",,TEST DRIVE,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,*,jeep,rate,power,rear,engine,manual,seat,FWD,need,drive,transmission,optional,foot,system,lock,standard,Compass,Toyota,test,vehicle,rpm,front,back,row,use,how,include,feature,list,hybrid,Jeep,CVT,build,turn,much,way,look,people,inch,second,start,wheel,what,model,four_cylinder,car,world,well,price,automatic,chair,easily,fast,compass,feel,brake,steering,control,belt,seating,cargo,mode,lot,base,sedan,sale,horsepower,hp,bag,stereo,mirror,cubic,pound,mpg,gallon,2008,disclose,current,version,rating,mile,run,four_wheel_drive,ugly,plastic,third,fit,dodge,plant,prejudice,zoom,thing,high,limited,shift,gear,though,fuel
,11,10,10,9,8,8,8,8,7,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 23, 2007 Monday",168 of 268 DOCUMENTS,USA TODAY,"Globalization, inflation linked; Dallas Fed chief: Seeing impact can help direct future action",Barbara Hagenbaugh,MONEY; Pg. 4B,,818 words,,,"April 23, 2007",ENGLISH,,,"PHOTO, B/W, Federal Reserve Bank of Dallas",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,economy,globalization,think,inflation,Fisher,U.S.,interest,rate,*,trade,way,factor,market,good,Dallas,federal,reserve,bank,world,go,hope,housing,have,enough,work,run,take,2005,change,policy,former,bear,begin,gain,understanding,country,collect,help,current,although,positive,soon,economics,hopeful,make,downturn,high,price,we,verification,worst,correction,strong,withstand,provide,repeatedly,nation,people,capitalism,politics,firm,Richard_Fisher,Fed,USA,little,charge,announce,radical,regional,central,launch,ambitious,effort,analyze,effect,dramatic,increase,goods,service,later,official,immigrant,parent,spend,part,youth,economist,barely,impact,stumble,block,disseminate,data,different,daunting,task,better,feed,primary
,8,7,6,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 12, 2007 Friday",189 of 268 DOCUMENTS,USA TODAY,"Colombia tackling tourism; Buzz builds with increased safety, more cruise stops",Jayne Clark,LIFE; Pg. 9D,,586 words,,,"October 12, 2007",ENGLISH,,,"PHOTO, B/W, Jayne Clark, USA TODAY",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,Colombia,Cartagena,cruise,visitor,tourist,line,country,travel,make,area,stop,return,*,colombian,Bogota,tough,change,major,city,kidnapping,foreign,visit,four,never,many,president,new,seaside,americans,popular,season,call,next,among,three,passenger,go,vice,tourism,obviously,the,south,place,U.S.,Santa_Marta,Royal_Caribbean,Rueda,associate,narcoterrorist,sybaritic,pleasure,leisure,sell,climate,security,expert,longer,routinely,warn,stray,far,might,well,schedule,ago,1.2,million,drop,half,official,stress,target,credit,measure,take,election,2002,capital,shed,aura,danger,investment,render,boisterous,ever,highway,soldier,man,checkpoint,seem,friendly,menace,shake,hand,small,talk,look,car,trunk
,8,6,5,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 30, 2007 Tuesday",192 of 268 DOCUMENTS,USA TODAY,Back on the ball; Start of NBA's 62nd season finds Stern in best frame of mind after months of scandal,Roscoe Nance,SPORTS; Pg. 1C,,1611 words,,,"October 30, 2007",ENGLISH,,,"PHOTO, Color, Todd Plitt, USA TODAY PHOTO, B/W, Gregorio Borgia, AP PHOTO, B/W, Haraz N. Ghanbari, AP",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,Stern,go,league,happen,NBA,referee,nothing,Donaghy,season,issue,game,scandal,club,think,make,commissioner,talk,speak,back,marketing,world,player,move,bet,look,fan,best,anyone,retire,coach,former,way,part,give,officiating,something,diversity,act,hammer,appeal,trial,litigate,Seattle,Lapchick,tenure,office,start,ago,good,time,series,knick,judgment,use,amazing,negative,story,point,reality,play,court,include,really,focus,sport,much,hand,never,do,job,anything,background,bond,always,people,cordial,potentially,nba,other,cut,core,director,competition,opportunity,illegal,set,lawyer,change,posting,clear,criticize,owner,bring,president,analyst,keep,case,mean,final
,29,12,12,12,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 26, 2007 Friday",197 of 268 DOCUMENTS,USA TODAY,"Lap of luxury; Super hot spot Miami sizzles with new upscale resorts, restaurants",Kitty Bean Yancey USA TODAY,LIFE; Pg. 1D,,1501 words,,,"January 26, 2007",ENGLISH,,,"GRAPHIC, Color, Adrienne Lewis (MAP) PHOTOs, Color, Michael A. Schwarz, USA TODAY (2) PHOTO, B/W, Michael A. Schwarz, USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,South_Beach,hotel,new,club,include,restaurant,go,Miami,beach,regent,suite,rate,start,past,resort,Acqualina,season,bar,north,chef,time,open,treatment,manager,spa,SET,SoBe,Super_Bowl,night,200,service,nightspot,take,lodging,area,luxury,room,winter,make,general,car,look,star,black,table,Ocean_Drive,Cameo,bedroom,designer,design,butler,white,young,prepare,next,weekend,art,deco,till,community,hot,place,famous,week,help,average,december,stay,strolling,still,"1,200",foot,might,guest,wash,problem,pay,visitor,rosewood,do,private,massage,dark,good,luck,blare,blink,moment,due,vice,door,party,attract,celeb,miami,Gianni_Versace,two_level,high_end,Miami_Beach
,14,12,11,7,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 29, 2007 Tuesday",202 of 268 DOCUMENTS,USA TODAY,Want more?,Whitney Matheson,LIFE; Pg. 3D,,274 words,,,"May 29, 2007",ENGLISH,,,,,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,*,ha,trailer,the,star,mashup,film,go,arrive,theater,start,band,movie,war,fan,make,video,starwars.com,honor,blockbuster,30th,anniversary,viral,website,surface,hidden,message,next,batman,ibelieveinharveydenttoo.com,highlight,entire,page,look,have,land,obsolete,site,december,type,exclusive,transformer,movies.yahoo.com/feature/transformers.html,july,premier,movies.aol.com/movie/sicko/26778/trailer,documentary,examine,health,care,industry,june,tv,saturday,night,live,blog,blog.nbc.com,fred,plan,write,summer,hiatus,music,ever,plug,fake,name,info,history,fictional,*tv,act,appear,new,album,free,adultswim.com,head,adultswim.com/williams/music/warmandscratchy,warm,specialize,unique,respect,kelly,browse,offering,thehoodinternet.com,miscellany,former,arrest,development,launch,online,comedy,clarkandmichael.com,famous,voice,gps
,9,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 16, 2007 Monday",205 of 268 DOCUMENTS,USA TODAY,Ivanovic's career served by Series; Montreal title last year was platform for strong showings in 2007,Douglas Robson,SPORTS; Pg. 8C,,1149 words,,,"July 17, 2007",ENGLISH,,,"PHOTO,color,Joe Klamar,AFP/Getty Images PHOTO, B/W, David Vincent, AP PHOTO,b/w,Michel Spingler,AP",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,Ivanovic,last,tennis,title,look,play,lose,US_Open_Series,Wimbledon,big,career,time,reach,court,Montreal,Holzmann,woman,way,final,win,people,champion,lot,serbian,practice,swim,pool,keep,tour,killer,Grand_Slam,Roland_Garros,Serbia,good,place,beat,breakthrough,whose,another,amazing,week,player,eventual,someone,best,always,use,home,carpet,line,holzmann,man,meet,loan,ana,life,reply,help,turn,back,pro,believe,hard,semifinal,everything,still,personal,website,nice,put,reporter,never,instinct,performance,match,make,many,event,open,go,wta,2007,tv,winter,Serbian,top_five,Justine_Henin,Venus_Williams,Switzerland,Toronto,trace,meteoric,rise,start,august,teen,slug,former,catapult
,23,8,7,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"December 4, 2007 Tuesday",211 of 268 DOCUMENTS,USA TODAY,"Our gold-star world; The education elite have redefined what it means to be 'educated.' If a child is ignorant of facts, dates and figures, no problem. The emphasis now is on self-esteem and 'just being you.' That's much easier than learning.",Jonah Goldberg,NEWS; Pg. 11A,,951 words,,,"February 13, 2008",ENGLISH,,,"GRAPHIC, B/W, Web Bryant, USA TODAY (ILLUSTRATION)",,,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
,kid,educational,make,world,compete,time,every,child,teach,student,America,battle,rather,we,today,think,competition,special,show,table,demand,academic,performance,education,administrator,country,war,truth,cut,behind,have,know,build,fact,roof,brilliant,work,accomplishment,youth,person,whole,people,educated,wonderful,ego,inflate,lead,new,rid,math,vulnerable,position,must,idea,self_regard,parent,politician,pound,greater,three,social,scientist,psychologist,bureaucrat,slowly,ingeniously,reframe,onto,favorable,turf,win,dedicated,teacher,elevate,importance,area,nearly,ago,administration,release,nation,scathing,indictment,system,proclaim,unfriendly,power,attempt,impose,america,mediocre,exist,might,well,view,act,quarter,century,declare
,7,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 12, 2007 Friday",216 of 268 DOCUMENTS,USA TODAY,Toyota gets new Tundra just right; Automaker figures out U.S. pickup market,James R. Healey,MONEY; Pg. 4B,,1472 words,,,"January 12, 2007",ENGLISH,,,"PHOTOS, B/W, Toyota (2)",,TEST DRIVE,NEWSPAPER,"Copyright 2007 Gannett Company, Inc.                               All Rights Reserved"
