PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 18, 2008 Monday",8 of 218 DOCUMENTS,USA TODAY,Communities move beyond debate and prepare for climate change,Judy Keen,NEWS; Pg. 1A,,386 words,,,"February 29, 2008",ENGLISH,"February 20, 2008",Scott Shuford's name was misspelled in a story on climate change Monday. Shuford is writing a guidebook for the National Oceanic and Atmospheric Administration's Climatic Data Center.,,,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,plan,climate,county,*,community,state,rise,task,force,change,way,severe,weather,refuge,coastal,ask,global,adapt,preparedness,king,take,assume,cost,recommend,power,prepare,city,new,airport,California,Miami_Dade,grow,number,concerned,cope,tide,less,snow,area,can,warming,how,though,scarier,heck,incorporate,wash,include,least,five,alaska,work,many,focus,cut,emission,conserve,energy,planner,enough,step,miss,half,picture,write,guidebook,adaptation,markedly,alter,2050,embarking,project,strengthen,levee,335,million,watchdog,group,object,federal,local,government,substantial,taxpayer,problem,office,momentum,ago,keene,n.h,release,november,install,larger,culvert,rain,runoff,bury,line
,Obama,president,think,go,time,campaign,people,work,americans,tax,obama,better,interview,lot,able,plan,Bush,McCain,background,rival,easy,right,line,state,show,economy,cut,game,John_McCain,democrat,look,forward,lead,country,diverse,challenge,thursday,make,emphasize,grow,black,white,different,century,bring,power,confident,crowd,have,together,international,economic,crisis,complacency,concern,schedule,rally,end,spend,accord,cast,ballot,worry,poll,supporter,sen,point,know,happen,issue,wealthiest,socialism,much,election,climate,change,immigration,suspect,monday,exception,party,vision,inspire,around,USA,Steelers,beach,barack,difficult,challenging,help,thing,ever,peace,prosperity,already,exist,less,today
,20,9,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 6, 2008 Friday",67 of 218 DOCUMENTS,USA TODAY,"Bush to discuss Afghanistan, Iran with Europe's leaders",,NEWS; Pg. 12A,,732 words,,,"June 6, 2008",ENGLISH,,,"GRAPHIC, B/W, Adrienne Lewis, USA TODAY, Source: White House (Map) PHOTOS, B/W, Reuters (2) PHOTO, B/W, AFP/Getty Images PHOTO, B/W, AP",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,Iran,troops,U.S.,France,relationship,Iraq,nuclear,support,president,meet,program,war,afghanistan,political,situation,Bush,Sarkozy,Germany,Britain,Italy,Brown,elect,conservative,economic,change,merkel,NATO,United_States,Merkel,leader,commitment,2007,ii,invasion,predecessor,oppose,consider,send,seek,sanction,make,drop,public,rise,price,prime,minister,hold,post,although,withdraw,zone,deploy,refuse,vow,chancellor,visit,bush,demand,party,continue,local,European,Afghanistan,European_Union,Italian,Berlusconi,Iranian,German,British,four,major,nation,agenda,troop,sarkozy,world,tell,last,heart,relation,soured,2003,counterforce,influence,"1,670","1,000",join,central,command,follow,endorsement,security,defense,force,separate,discussion,warn,greater
,12,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 2008 Wednesday",72 of 218 DOCUMENTS,USA TODAY,Consumer labels gauge real price of consumption; Some products in British stores list 'carbon footprint',Jeffrey Stinson,NEWS; Pg. 5A,,437 words,,,"May 14, 2008",ENGLISH,,,"PHOTO, B/W, Terry Payne, Tesco",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,label,carbon,company,Carbon_Trust,store,emission,program,product,tesco,shelf,consumer,work,reduce,yet,Murray,list,footprint,biggest,provide,dioxide,know,grocery,thing,make,involved,think,firm,already,crisp,bag,British,USA,Britain,Tesco,U.S.,Walkers,fat,salt,content,well,attempt,appeal,environmentally,conscious,shopper,initiative,spread,retailer,information,item,much,emit,burn,oil,fossil,fuel,laundry,detergent,light,bulb,onto,experiment,"1,800",department,design,help,increasingly,concerned,climate,change,reward,buy,credit,right,inform,decision,head,independent,environmental,set,government,2001,largest,establish,promote,economy,start,appear,rest,next,far,develop,although,200,apply,accord,have,create,momentum
,11,6,5,5,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 12, 2008 Wednesday",87 of 218 DOCUMENTS,USA TODAY,Report: Tropical cyclone activity at 30-year low,Oren Dorell,NEWS; Pg. 3A,,515 words,,,"November 12, 2008",ENGLISH,,,,,NATION,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,hurricane,activity,storm,record,prediction,season,global,among,make,Maue,2007,tropical,warming,researcher,2008,accord,normal,fewer,research,ocean,lead,high,several,decade,measurement,duration,wind,data,2004,panel,basis,measure,landfall,four,Northern_Hemisphere,North_Atlantic,Trenberth,past,remarkable,downturn,contradict,least,report,though,expectedly,basin,produce,considerably,typhoon,result,dovetail,suggest,variable,unconnected,simplistic,notion,warmer,automatically,frequent,stronger,verify,whose,point,period,low,last,use,call,combine,speed,interval,lowest,ace,reliable,satellite,available,three,ago,2006,close,average,previous,2005,include,highest,number,active,tend,accompany,quiet,cooler,slower,aloft,create,favorable,condition,tell,large,swing
,13,7,5,5,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 18, 2008 Tuesday",88 of 218 DOCUMENTS,USA TODAY,"Obama, McCain vow to reform government; Former rivals have friendly, 40-minute talk",David Jackson,NEWS; Pg. 8A,,468 words,,,"November 18, 2008",ENGLISH,,,"PHOTO, B/W, Pablo Martinez Monsivais, AP",,WASHINGTON,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,McCain,Obama,new,obama,energy,meeting,share,monday,together,pledge,campaign,senator,close,work,detainee,propose,source,reduce,oil,spend,power,gas,building,help,Guantanamo,U.S.,rival,seek,era,reform,target,bad,habit,government,waste,excessive,partisanship,define,moment,history,believe,americans,party,need,leader,declare,joint,statement,address,critical,challenge,solving,financial,crisis,create,economy,protect,nation,security,trail,rhetoric,sometimes,bitter,heat,frequently,tie,unpopular,president,charge,erratic,deride,celebrity,compare,however,chat,amiably,reporter,photographer,start,common,philosophy,number,area,argue,advocate,prison,terrorism,suspect,repeat,minute,interview,sunday,speech,call,ally,forge,international,understanding,disposition
,12,7,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 18, 2008 Monday",98 of 218 DOCUMENTS,USA TODAY,Drive 55 campaign gaining some speed; Debate starts to heat up over benefits of reinstituting a federal limit,William M. Welch,NEWS; Pg. 3A,,976 words,,,"August 19, 2008",ENGLISH,,,"PHOTO, B/W, File photo, Robert Buhl, AP PHOTO, B/W",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,limit,speed,mph,national,fuel,highway,interstate,Congress,higher,state,baxter,federal,save,money,go,drive,lot,1995,law,savings,make,rural,vehicle,speier,change,point,traffic,fatality,Warner,last,another,decade,back,life,find,support,reinstating,acknowledge,opponent,group,less,people,propose,oil,become,auto,bill,effect,far,urban,elsewhere,may,country,decline,road,lower,million,mile,roadway,insurance,per,rate,night,Castleman,Baxter,angeles,though,longer,disco,leisure,suit,remnant,1970,endure,yet,high,cost,revive,memory,energy,crisis,proposal,bring,double,nickel,something,emerge,backer,perhaps,faster,waste,man,promote,campaign,gasoline,approach,gallon,abolish,terribly
,22,13,8,7,7,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 31, 2008 Thursday",106 of 218 DOCUMENTS,USA TODAY,"Companies turn up the green; But challenges remain, including claims that are misleading",Edward Iwata,MONEY; Pg. 4B,,527 words,,,"February 13, 2008",ENGLISH,,,"GRAPHIC, B/W, Karl Gelles, USA TODAY, Source: U.S. Environmental Protection Agency (BAR GRAPH) PHOTO, B/W, Mikki K Harris for USA TODAY",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,company,green,business,emission,make,environmental,practice,toxic,product,U.S.,report,firm,*,reduce,vehicle,Makower,still,long,improve,start,study,become,accord,lead,utility,spew,material,technology,standard,global,move,misleading,claim,many,consumer,price,rise,effort,use,recycl,investment,truly,computer,other,gas,fuel_efficient,greening,progress,face,trek,wednesday,revolution,take,place,executive,editor,greenbiz.com,website,research,environment,trendy,beyond,hype,state,2008,obstacle,include,total,air,land,water,decline,2001,several,industry,metal,mining,electric,chemical,sector,mercury,substantially,current,no,widespread,reliable,data,exist,yet,define,measure,time,hard,tell,whether,individual,forward,backward,issue
,9,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 16, 2008 Wednesday",116 of 218 DOCUMENTS,USA TODAY,"Modern suburbia: It's not just in America anymore; China, other nations see USA as a model for how to handle growth -- and what to avoid",Haya El Nasser,NEWS; Pg. 1A,,2016 words,,,"April 16, 2008",ENGLISH,,,"GRAPHIC, B/W, Keith Simmons, USA TODAY, Source: Population Reference Bureau (Bar graph) PHOTO, Color, Natalie Behring for USA TODAY PHOTOS, B/W, Natalie Behring for USA TODAY (2)",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,suburb,city,development,country,American,home,community,world,suburbia,build,urban,many,develop,*,design,plan,population,gated,outside,developer,U.S.,last,area,people,architect,global,class,suburban,China,government,good,land,subdivision,include,around,business,conference,every,center,resident,house,group,study,tour,live,grow,lifestyle,director,lesson,go,shantytown,new,middle,mimic,boom,war,project,edge,concern,the,foreign,company,building,professional,follow,along,drive,work,something,model,mall,Chinese,Phoenix,single_family,USA,Germany,Lang,delegation,sprawling,metropolitan,course,health,chinese,back,growth,economic,expansion,look,manage,largely,avoid,take,adapt,environmental,affluent,sprout,next,outskirt,rise
,16,14,13,12,11,10,10,10,8,8,8,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 6, 2008 Tuesday",117 of 218 DOCUMENTS,USA TODAY,Sea-Tac Airport tries to go green; Jets will cut engines while parked at gates,Thomas Frank,NEWS; Pg. 3A,,687 words,,,"May 6, 2008",ENGLISH,,,"PHOTO, B/W, Photos by Stephen Brashear for USA TODAY PHOTO, B/W PHOTO, B/W",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,airport,emission,air,aviation,system,money,environmental,gas,jet,gate,save,airlines,project,fuel,cut,greenhouse,grow,reduce,effort,greenhouse_gas,official,turn,engines,park,use,ventilation,move,pay,director,carbon,dioxide,enable,program,take,car,pollutant,local,quality,shuttle,bus,source,regulation,travel,growth,able,continue,add,benefit,airplane,curb,report,nearly,drive,public,install,similar,plan,area,Airports_Council_International,Lovaas,Seattle,six,ago,international,reject,proposal,pilot,pump,cabin,approve,idea,block,costly,help,environment,million,recoup,savings,go,much,long,term,can,do,"40,000",ton,auxiliary,manager,equivalent,"5,000",road,across,country,harm,buy,run,natural,building,terminal
,25,15,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 3, 2008 Friday",124 of 218 DOCUMENTS,USA TODAY,"Palin, Biden sidestep predicted missteps; Confident, high-speed, fiery faceoff takes aim at tops of tickets",Susan Page,NEWS; Pg. 5A,,759 words,,,"October 3, 2008",ENGLISH,,,"PHOTO, B/W, Carlos Barria, Reuters",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,debate,Palin,Biden,vice,presidential,McCain,offer,policy,candidate,call,administration,war,end,speak,record,point,time,pick,Bush,Iraq,louis,low,hold,stumble,recent,interview,turn,instead,week,bide,meeting,reckless,criticize,focus,make,change,sight,victory,know,win,school,show,often,every,president,never,ask,st.,start,high,stake,expectation,chatter,televise,encounter,loquacious,prone,gaffe,well,train,wreck,deliver,fierce,tougher,criticism,contender,trade,last,chide,reserve,harshest,word,downright,dangerous,open,rogue,leader,incident,rarely,pass,reference,notorious,bridge,nowhere,target,touch,economic,concern,americans,significant,lead,stalemate,five,vow,white,flag,surrender,charge,countercharge
,9,9,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 11, 2008 Tuesday",126 of 218 DOCUMENTS,USA TODAY,Most hotels likely to see occupancy rates fall next year; Forecast: Less than 60% of rooms will be rented by guests,Barbara De Lollis,MONEY; Pg. 5B,,929 words,,,"November 11, 2008",ENGLISH,,,"PHOTO, B/W, Alejandro Gonzalez, USA TODAY",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,hotel,rate,occupancy,drop,business,room,expect,travel,forecast,october,week,2009,average,start,next,traveler,revise,market,go,last,decline,*,manager,vs.,nearly,four,meeting,spend,U.S.,Smith_Travel,economic,fill,september,current,accord,3.5,stop,demand,new,many,open,better,level,cut,cost,stay,much,increase,favor,guest,fewer,job,report,release,hospitality,sector,replace,technology,three,change,PKF_Consulting,Woodworth,may,notice,quieter,forecaster,busy,expectation,light,turmoil,anticipate,suggest,smallest,percentage,figure,track,complete,stock,collapse,58.3,4.4,true,worst,1988,tracking,data,lowest,2002,full,9/11,war,epidemic,separately,59.1,toward,end,somebody,somewhere,hit
,20,12,11,9,9,8,8,7,7,6,6,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 9, 2008 Wednesday",130 of 218 DOCUMENTS,USA TODAY,Economist fears 'nasty' recession headed our way this year; His panel calls it when it happens,Barbara Hagenbaugh,MONEY; Pg. 4B,,751 words,,,"February 13, 2008",ENGLISH,,,"GRAPHIC, B/W, Alejandro Gonzalez, USA TODAY, Source: Bureau of Labor Statistics (LINE GRAPH) GRAPHIC, B/W, Alejandro Gonzalez, USA TODAY, Source: Federal Reserve (BAR GRAPH)
GRAPHIC, B/W, Alejandro Gonzalez, USA TODAY, Source: Conference Board (BAR GRAPH, LINE GRAPH)",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,recession,economist,committee,nber,panel,make,Feldstein,likely,data,professor,official,wait,form,business,often,look,employment,2001,people,argue,time,GDP,2008,nasty,economics,president,today,tuesday,plenty,other,downturn,verdict,academic,include,important,long,dating,quarter,economic,start,november,last,end,member,revise,turn,hall,complicated,guide,investment,real,job,economy,USA,Harvard_University,NBER,sink,policymaker,act,swiftly,accord,prominent,unfortunately,think,chance,head,tell,bet,avoid,whether,underway,comment,particularly,anyone,good,responsibility,define,fall,shoulder,seven,organization,cycle,1929,ago,describe,consecutive,decline,output,definition,instead,series,gross,domestic,product,income,industrial,production,retail,sale
,20,8,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 30, 2008 Wednesday",143 of 218 DOCUMENTS,USA TODAY,"Cold weather and cozy fires, both gone in a snap",Craig Wilson,LIFE; Pg. 1D,,435 words,,,"April 30, 2008",ENGLISH,,,"PHOTO, Color, Alejandro Gonzalez, USA TODAY",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,spring,live,season,always,leave,fall,last,cool,time,fireplace,winter,summer,better,can,maybe,confused,return,firewood,another,fire,wood,stack,next,log,cold,least,people,never,every,door,behind,lot,Junior_Bowers,night,evening,temperature,dip,bittersweet,reduce,kindle,fill,copper,pail,dwindle,sad,twig,nothing,pile,die,ember,warm,memory,warmth,soon,replace,oppressive,heat,shoot,person,sleep,breathe,function,dog,agree,tell,prance,morning,we,alone,study,prove,climate,healthier,alert,longer,age,slower,hair,closer,equator,make,part,easily,true,case,change,hard,enough,remember,tree,autumn,imagine,remain,around,gear,worse,stuck,neutral,strange
,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 30, 2008 Wednesday",144 of 218 DOCUMENTS,USA TODAY,"Consumer confidence continues to decline; Gas, food prices push level to 5-year low",Sue Kirchhoff,MONEY; Pg. 3B,,460 words,,,"April 30, 2008",ENGLISH,,,"PHOTO, B/W, Seth Perlman, AP GRAPHIC, B/W, Karl Gelles, USA TODAY (line graph)",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,price,consumer,rise,economy,inflation,confidence,food,level,april,job,market,survey,cut,rate,lowest,gasoline,tuesday,index,march,decline,last,bad,news,interest,expectation,september,feed,measure,may,pessimistic,public,condition,quarter,issue,hold,democrat,republican,fall,five,americans,buffet,slow,accord,closely,watch,release,base,"5,000",household,dip,62.3,beginning,invasion,2003,stand,65.9,eighth,nine,spot,particularly,federal,reserve,today,wrap,meeting,announce,whether,stimulate,find,shopper,bet,higher,ahead,gauge,jump,highest,read,2005,disrupt,energy,supplies,official,key,2.25,5.25,effort,calm,financial,stabilize,broader,oil,increase,concern,within,central,bank,steak,unwelcome,consider
,7,5,5,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 5, 2008 Monday",145 of 218 DOCUMENTS,USA TODAY,"QVC shops for ideas for future sales; Tight retail market, more TV choices raise challenges",Laura Petrecca,MONEY; Pg. 1B,,1774 words,,,"May 5, 2008",ENGLISH,,,"PHOTO, Color, Eileen Blass, USA TODAY GRAPHIC, Color PHOTO, B/W, Eileen Blass, USA TODAY",,COVER STORY,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,QVC,*,customer,product,new,host,sell,designer,tv,line,sale,million,show,make,marketing,brand,live,call,network,every,president,channel,air,Dao,shopping,fashion,jewelry,direct,item,need,shopper,goods,ad,2007,merchandising,vice,buy,become,last,create,age,qvc.com,U.S.,Rayport,studio,camera,phone,buyer,clothing,dao,silk,may,change,order,segment,hour,keep,upgrade,2006,mean,qvc,store,location,service,video,company,what,people,home,vendor,George,hawk,clothes,a.m.,yellow,chat,light,love,top,screen,figure,less,end,business,computer,cake,many,except,look,must,shift,remain,consumer,among,add,name,mix,website,increase
,37,14,12,11,10,9,9,8,8,8,8,8,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 9, 2008 Friday",146 of 218 DOCUMENTS,USA TODAY,Senators to test McCain's independent clout; Republicans hope to appeal to voters outside party as presidential candidate does,David Jackson,NEWS; Pg. 4A,,784 words,,,"May 9, 2008",ENGLISH,,,"PHOTO, B/W, Lauren Victoria Burke, AP PHOTOS, B/W, AP (2) PHOTO, B/W, Getty Images",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,McCain,independent,republican,democrat,political,voter,state,war,New_Hampshire,Iraq,Bush,candidate,governor,vote,either,poll,show,Oregon,presidential,four,senator,former,incumbent,register,minnesota,party,elect,campaign,race,oppose,*,support,GOP,Smith,make,face,appeal,november,senate,sununu,among,1998,attract,report,help,anybody,primary,less,percentage,point,speak,tax,maine,tom,all,lead,long,re_election,Maine,Minnesota,Senate,Clinton,Democratic,Collins,Coleman,name,tough,battle,unpopular,president,sag,approval,ratings,shaky,economy,put,test,can,think,positive,impact,nationwide,sen,freshman,rematch,seat,defend,fall,vulnerable,least,electorate,pro,wrestler,go,finance,immigration,global,warming,analyze
,14,11,8,8,6,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 23, 2008 Friday",151 of 218 DOCUMENTS,USA TODAY,"Want charm to spare? Try 2009 Forester; Subaru is fun, playful and cheaper than older version",James R. Healy,MONEY; Pg. 4B,,1288 words,,,"May 23, 2008",ENGLISH,,,"PHOTO, B/W, Subaru PHOTO, B/W",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,forester,rear,engine,turbo,drive,AWD,non_turbo,space,power,xt,air,small,suspension,need,rival,yes,seat,standard,wheel,*,car,control,strut,rpm,inch,Subaru,CR_V,base,model,price,new,less,cargo,back,big,turbocharge,fuel,sophisticated,time,always,four,gallon,front,stereo,steering,build,expect,170,load,downshift,use,turn,bigger,rate,lb,foot,octane,Forester,RAV4,pioneer,crossover,suv,give,better,start,"1,200",appeal,2009,april,sale,fold,open,wide,optional,cheaper,premium,favor,system,subarus,option,automaker,except,penalty,mile,per,highway,style,subie,ok,hood,scoop,help,performance,feel,controls,go,instead,corner,smoother
,11,9,9,9,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 28, 2008 Wednesday",152 of 218 DOCUMENTS,USA TODAY,"Inflation fears push consumer confidence to lowest since '92; Rising food, gas prices make outlook 'awful'",Sue Kirchhoff,MONEY; Pg. 3B,,482 words,,,"May 28, 2008",ENGLISH,,,"GRAPHIC, B/W, Alejandro Gonzalez (line graph)",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,consumer,price,inflation,expectation,condition,income,confidence,high,food,business,rise,number,expect,next,home,rate,bad,economy,soar,energy,index,april,lowest,job,increase,household,may,share,call,fall,market,federal,particularly,hold,interest,economic,feed,economy.com,outlook,Conference_Board,plunge,nearly,low,hit,record,news,struggle,historically,broad,housing,downturn,conference,tuesday,decline,57.2,62.8,read,october,1992,weaken,couple,grow,pessimism,future,deplet,director,research,center,fuel,pump,likely,go,back,1987,base,survey,"5,000",data,collect,jump,30.6,26.5,slice,deteriorate,six,sharply,33.6,27.4,dip,13.4,15.5,plan,buy,auto,prospective,buyer,1982,combination,credit
,12,8,6,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 12, 2008 Thursday",157 of 218 DOCUMENTS,USA TODAY,"Hardly anything's coming up roses, according to report",Sue Kirchhoff and John Waggoner,MONEY; Pg. 2B,,1583 words,,,"June 12, 2008",ENGLISH,,,"GRAPHIC, B/W (map)",,,NEWSPAPER,"Copyright 2008 Gannett Company, Inc.                               All Rights Reserved"
,sale,price,activity,report,district,increase,home,rise,remain,southern,energy,northern,continue,weak,consumer,demand,manufacturing,commercial,high,food,growth,market,firm,retailer,cost,real,estate,level,higher,condition,manufacturer,decline,strong,new,economy,housing,weaken,lend,area,industry,economic,april,sluggish,shopper,slowed,business,note,tourism,standard,especially,mortgage,loan,eastern,steady,fall,though,spend,western,flat,plant,generally,may,pinch,lower,feed,modest,plan,slower,despite,sign,order,export,goods,little,banker,hire,auto,well,slight,retail,development,early,slightly,improve,contact,builder,fuel,pass,soft,grow,march,residential,steel,car,pace,Florida,year_ago,worry,slow
