PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"September 18, 2013 Wednesday",2 of 205 DOCUMENTS,USA TODAY,Some crops migrate north with warmer temperatures; It's a boon for N.D. farmers as U.S. agriculture goes topsy-turvy,"Elizabeth Weise, @eweise, USA TODAY",NEWS; Pg. 11A,,1454 words,,,"September 18, 2013",ENGLISH,,,"photo Photos by Elizabeth Weise, USA TODAY",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,crop,grow,farmer,climate,change,farm,corn,North_Dakota,field,state,agriculture,plant,degree,think,area,family,wheat,soybean,shift,accord,heat,professor,know,temperature,much,can,U.S.,USDA,ago,back,full,different,go,weather,season,mean,today,warming,last,warmer,winter,beginning,harvest,acre,average,many,use,happen,billion,nation,fahrenheit,water,talk,North_Dakota_State_University,Fargo,brother,visit,100,find,lengthen,frost,pattern,hotter,look,mile,border,still,land,work,end,expect,make,seem,good,net,world,erratic,lower,yield,cold,better,grower,three,five,near,century,thing,long,300,produce,across,2012,1895,nationally,may,local,increase,laboratory,decade
,car,mileage,mpg,make,company,sell,claim,rule,industry,government,auto,tout,model,fuel,global,warming,use,must,consumer,highway,drive,version,vehicle,Chevrolet,city_highway,efficient,best,think,prius,emission,hybrid,2014,maker,advertising,pump,administration,program,new,nearly,allow,pickup,cut,oil,pollution,crucial,less,guzzle,pollute,federal,2013,deliver,combine,rating,test,economy,manual,transmission,build,Obama,serious,case,envy,look,seek,class,shout,ecoconscious,gently,treat,environment,unfortunately,efficiency,close,arrive,showroom,integrity,pitch,truth,savings,go,heart,fight,plan,54.5,mile,per,gallon,standard,fleet,2025,slated,double,gas,halve,carbon,dioxide,major,cause,climate
,8,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 20, 2013 Friday",87 of 205 DOCUMENTS,USA TODAY,Poll: Americans want climate action; But backing for regulation has declined,"Wendy Koch, USA TODAY,",NEWS; Pg. 3A,,577 words,,,"December 20, 2013",ENGLISH,,,"GRAPHIC, B/W, Frank Pompa, USA TODAY (bar graphs, pie charts)",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,warming,global,americans,government,poll,recent,three,child,professor,2006,find,power,plant,solar,U.S.,serious,fall,today,hurt,do,research,survey,participant,climate,effect,last,majority,take,show,public,policy,action,limit,emission,less,require,car,appliance,shift,panel,United_States,Earth,address,support,regulation,conduct,five,problem,future,generation,either,lot,great,deal,nothing,reduce,accord,801,adult,conjunction,resource,group,fund,seem,obvious,database,administrator,cite,consensus,among,scientist,overall,issue,yet,concern,notable,make,damage,much,worse,though,large,remain,concerned,communication,political,science,psychology,four,probably,happen,view,differently,worded,question,slightly,fewer,real,attitude
,10,9,5,5,5,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 22, 2013 Wednesday",92 of 205 DOCUMENTS,USA TODAY,Tornado Alley doesn't have exclusive rights to twisters; Regional identification is obsolete,"Rick Hampson, @RickHampson, USA TODAY",NEWS; Pg. 3A,,702 words,,,"May 22, 2013",ENGLISH,,,"photo File photo by STEPHEN JAFFE, AFP/Getty Images An EF5 tornado ravaged Del City, Okla., on May 3, 1999, and killed about 40 people. An EF5 tornado has winds of more than 200 mph.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,Tornado_Alley,weather,tornadoe,twister,tornado,seem,funnel,state,many,know,sound,CoreLogic,give,region,world,americans,drama,change,culture,alley,cloud,disaster,extreme,place,western,2011,earthquake,storm,number,scientist,calif,firm,people,meteorologist,larger,part,hit,flood,hurricane,run,warning,minute,learn,shelter,siren,building,Moore,Oklahoma,Santa_Ana,Oklahoma_City,Wisconsin,smashed,city,okla,nation,vivid,glimpse,life,vaguely,define,rocky,mississippi,claim,grim,pride,severe,capital,watch,danger,big,killer,certain,detachment,demographic,obliterate,comfortable,remove,literally,figuratively,almost,anywhere,field,spread,oz,actually,taper,stock,remote,exotic,reminder,less,geographic,description,mind,range,farther,afield,general,turn
,8,6,6,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 12, 2013 Tuesday",95 of 205 DOCUMENTS,USA TODAY,Liberal groups double GOP in spending,"Fredreka Schouten, USA TODAY,",NEWS; Pg. 1A,,413 words,,,"November 12, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,spend,liberal,money,election,group,super,federal,race,conservative,last,congressional,outside,contest,political,million,much,pac,billionaire,respectively,raise,party,control,republican,Obama,Democratic_aligned,PACs,Virginia,Steyer,president,many,democrat,repeatedly,condemned,flood,activist,adopt,strategy,slew,recent,action,committee,10.8,twice,accord,tally,independent,flow,handful,special,make,politically,active,union,promote,cause,lead,week,state,better,worse,people,comfortable,new,landscape,center,director,unlimited,amount,emerge,2010,court,ruling,include,decision,overturning,ban,corporate,activity,stake,2014,midterm,battle,fiercely,need,net,gain,six,seat,flip,outspent,donor,dishearten,failure,oust,damage,inflict,government,shutdown,slower
,7,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 11, 2013 Monday",96 of 205 DOCUMENTS,USA TODAY,"script revisions; Howard offers laments for Magic split, says saga has made him 'better man'","Sam Amick, @sam_amick, USA TODAY Sports",SPORTS; Pg. 1C,,1561 words,,,"March 11, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,Howard,happen,way,thing,go,time,every,Orlando,people,make,season,play,everything,better,have,change,last,back,know,laker,future,return,handle,lot,everybody,surgery,take,point,team,player,Bryant,star,big,man,trade,stuff,sit,really,else,city,life,feel,something,lead,need,world,part,reporter,spend,fact,free,l.a.,consider,game,ask,Lakers,Kobe,clear,center,whose,dream,become,icon,much,interview,today,include,upset,media,leave,grow,whole,fan,april,convinced,high,school,though,happy,worse,situation,help,speak,dominate,news,front,coach,fire,matter,let,teammate,'ok,comment,full,nobody,hate,map,shoulder,might
,29,10,9,9,8,8,8,8,7,7,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"December 26, 2013 Thursday",101 of 205 DOCUMENTS,USA TODAY,"2013: A riveting year in tech; Social soared, while the old guard fought for relevance","Jon Swartz, @jswartz, USA TODAY",MONEY; Pg. 1B,,1878 words,,,"December 26, 2013",ENGLISH,,,"photo Mark Lennihan, AP",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,company,tech,billion,2014,smartphone,today,sale,Apple,Google,change,expect,time,mobile,consumer,ceo,big,USA,Samsung,cash,public,may,market,technology,executive,call,include,people,way,next,new,innovation,Twitter,Microsoft,Facebook,2013,industry,share,continue,pc,meanwhile,top,use,boom,several,partner,product,ad,apple,tablet,million,go,sign,device,glass,look,app,think,record,ability,steal,start_ups,co_founder,Silicon_Valley,Square,consumer_electronics,end,bubble,investor,somewhere,twitter,ipo,near,open,guard,slowly,capital,firm,raise,money,vice,president,internet,car,different,however,angel,individual,lose,last,office,close,watch,lead,moment,among,behemoth,show,analyst,ever
,13,12,10,7,7,7,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 13, 2013 Monday",103 of 205 DOCUMENTS,USA TODAY,Batteries up! Stored-energy research buzzes; Nations expand on carbon-free renewable power,"Wendy Koch, @wendykoch, USA TODAY",MONEY; Pg. 1B,,1600 words,,,"May 14, 2013",ENGLISH,,,"photo Argonne National Laboratory Chemist Trevor Dzwiniel runs an experiment at a unit of Argonne National Laboratory in Lemont, Ill. The Department of Energy picked Argonne as the first ""innovation hub"" for batteries and energy storage.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,battery,use,electric,power,energy,metal,storage,vehicle,make,wind,solar,store,chemical,lithium_ion,car,renewable,new,electricity,work,charge,panel,U.S.,vanadium,project,produce,electronics,mile,market,capacity,million,industry,technology,take,plate,grid_scale,company,home,federal,end,develop,single,least,five,include,manufacturer,plant,generate,growth,part,reaction,oxide,lithium,different,United_States,Toyota,i_MiEV,utility,may,build,face,grow,global,demand,change,look,expand,key,big,time,laptop,run,university,major,material,ago,personal,other,grid,farm,president,add,2020,require,call,water,behind,2012,report,drive,especially,2011,group,turbine,last,still,cause,fire,problem,ev
,30,13,13,11,10,9,8,8,7,7,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 25, 2013 Tuesday",105 of 205 DOCUMENTS,USA TODAY,What we're following,,NEWS; Pg. 3A,,209 words,,,"June 25, 2013",ENGLISH,,,"photo J. Scott Applewhite, AP",,NATION,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,today,usatoday.com,news,new,announce,ruling,may,home,president,series,executive,order,help,combat,climate,change,speech,centerpiece,issue,regulation,curb,emission,exist,power,plant,detail,conven,six,case,include,gay,marriage,voting,rights,remain,term,view,voter,decide,senator,fill,seat,hold,secretary,state,special,election,pit,longtime,rep,ed,markey,businessman,win,report,morning,durable,goods,standard,index,price,sale,june,check,number,money,action,resume,defend,woman,champion,center,court,game,set,match,tennis.usatoday.com,popular,online,call,shot,sever,tie,police,question,assault,NEWS,Obama,Georgetown_University,greenhouse_gas,Supreme_Court,NEWS_Massachusetts,John_Kerry,Democratic,Republican,Gabriel_Gomez,MONEY_Economic,Poor's/Case_Shiller,April
,4,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 19, 2013 Thursday",108 of 205 DOCUMENTS,USA TODAY,Rick Perry's cattle rustling; Bob and Cal chew over Texas governor's luring businesses from other states.,Bob Beckel and Cal Thomas,NEWS; Pg. 11A,,986 words,,,"September 19, 2013",ENGLISH,,,"photo LM Otero, AP",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,business,Texas,state,Maryland,job,bob,cal,tax,move,live,home,worker,new,visit,think,another,have,keep,company,lose,exist,government,profit,governor,call,incentive,revenue,may,many,bet,people,leave,service,growth,Perry,Bob,liberal,find,run,invite,claim,democrat,silent,rule,go,hear,promise,pay,benefit,accord,2007,2010,take,mayor,bill,mention,make,can,vacation,outrage,twice,compare,provide,money,might,child,school,average,education,increase,behind,point,grow,start,case,maryland,Democratic,Washington,Rick_Perry,Change_Maryland,low_tax,New_York,conservative,columnist,strategist,longtime,friend,often,common,ground,issue,lawmaker,today,tv,ad,climate,preferable,suppose,political
,19,16,15,15,12,10,10,9,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 19, 2013 Tuesday",114 of 205 DOCUMENTS,USA TODAY,Pipeline project defines folly,Bill McKibben,NEWS; Pg. 6A,,373 words,,,"February 19, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,pipeline,oil,climate,Keystone,ago,president,project,history,drive,price,always,create,job,energy,take,people,block,send,back,review,file,compelling,public,testimony,hottest,epic,dring,food,worldwide,lowest,barometric,pressure,ever,record,north,melt,intense,scientist,face,planetary,emergency,abrupt,extreme,change,planet,pattern,demonstrate,stupidity,prolong,addiction,fossil,fuel,exactly,keystone,provide,new,easy,way,access,dirtiest,earth,expansion,production,definition,folly,proponent,claim,lot,couple,nothing,sneeze,real,bonanza,move,decisively,toward,renewable,boost,independence,nonsense,destine,export,eas,glut,backer,concede,raise,lower,gas,biggest,argument,someone,else,barons,boast,build,instead,across,risen
,5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 17, 2013 Friday",117 of 205 DOCUMENTS,USA TODAY,U.S. weather is known for going to extremes; No. 1 with 80%-90% of the planet's tornadoes,"Doyle Rice, @USATODAYWeather, USA TODAY",NEWS; Pg. 3A,,555 words,,,"May 17, 2013",ENGLISH,,,"GRAPHIC, B/W, Doyle Rice and Robert W. Ahrens, USA TODAY (chart)",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,weather,extreme,tornadoe,North_America,planet,cold,series,wild,rain,thunderstorm,change,USA,Discovery,U.S.,world,part,boast,blizzards,size,meteorologist,country,potter,air,massive,across,heavy,severe,event,per,shape,wildlife,animal,adapt,winter,Henson,Cordey,particular,wildest,ferocious,stew,hurricane,drought,flood,wildfire,heat,wave,snap,find,another,patch,land,earth,usa,variety,intensely,inside,border,author,colo,agree,historian,provide,backdrop,discovery,channel,premiering,sunday,p.m.,et,pt,filmmaker,play,huge,something,sure,resonate,lot,americans,producer,huw,cordey,always,fascinate,we,shock,early,pioneer,european,settle,east,west,progressively,amaze,spectrum,condition,encounter,write,book,rough
,14,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 21, 2013 Thursday",125 of 205 DOCUMENTS,USA TODAY,Obama group plans ad blitz on gun plan; Online barrage to press reticent lawmakers,"Fredreka Schouten, @fschouten, USA TODAY",NEWS; Pg. 5A,,621 words,,,"February 21, 2013",ENGLISH,,,"photo Carolyn Kaster, AP President",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,group,president,gun,campaign,support,background,check,OFA,Obama,push,target,plan,advertising,action,organize,include,grass_roots,Carson,advocacy,member,ad,voice,expand,organizer,part,friday,change,lawmaker,round,goal,system,event,country,agenda,director,issue,decision,create,contribution,money,Congress,Action,new,dozen,online,week,fail,buyer,tell,today,national,backer,rally,mark,test,ability,mobilize,army,2.2,million,volunteer,press,legislative,obama,closest,adviser,launch,late,january,transform,operation,advance,priority,control,immigration,climate,disclose,spend,much,"100,000",criminal,purchaser,current,apply,federally,license,dealer,exclude,sell,privately,addition,sponsor,100,across,demand,congressional,strength,bring,executive
,11,7,7,7,6,6,6,6,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 15, 2013 Friday",127 of 205 DOCUMENTS,USA TODAY,"Sail uncharted waters, but do it in style; Exotic spots like Burma are best seen with the lavish comforts of a river cruise","Laura Bly, @laurably, USA TODAY",LIFE; Pg. 4D,,1347 words,,,"March 15, 2013",ENGLISH,,,"photo Photos by Laura Bly, USA TODAY",,TRAVEL,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,cruise,Mandalay,include,per,person,passenger,road,start,river,Burmese,mile,launch,tourist,go,new,tour,Orient_Express,hotel,offer,visitor,country,tourism,ago,take,back,week,ship,run,town,foot,time,whose,trip,Irrawaddy,Bagan,Road,local,encounter,know,last,international,way,explore,boat,ride,past,vessel,three,stretch,"2,000",temple,capital,part,upscale,adventure,refurbish,feature,room,fare,think,long,early,march,reach,money,near,fellow,change,around,people,option,still,itinerary,add,rate,vike,douro,Burma,Aung_San_Suu_Kyi,Mexico,seven_night,roughly,500,allegedly,find,inspiration,ditty,mad,dog,trundle,toward,market,noontime,sun,smartphone,raise,ready,document,intoxicating
,11,10,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 14, 2013 Tuesday",128 of 205 DOCUMENTS,USA TODAY,Fire season expected to be fierce out West; High temps and low precipitation equal danger,"Doyle Rice, @USATODAYWeather, USA TODAY",NEWS; Pg. 4A,,320 words,,,"May 14, 2013",ENGLISH,,,"GRAPHIC, Color, Robert W. Ahrens, USA TODAY (map)",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,fire,season,acre,average,burn,West,unusually,start,wildfire,sign,far,number,date,past,activity,part,nation,secretary,much,well,"1,200",Boise,despite,slow,point,dangerous,difficult,challenging,particularly,parch,western,federal,official,warn,monday,"14,000",charr,roughly,"175,000",nationwide,lowest,wildland,analyst,"25,000","823,000",time,reason,low,cool,weather,pattern,help,suppress,southeastern,however,bear,sally,jewell,announcement,forecast,expect,potential,normal,include,almost,portion,have,temperature,precipitation,combination,bode,good,agriculture,tom,vilsack,driest,record,occur,change,climate,exception,otherwise,calm,california,daniel,berlant,information,officer,know,"40,000",state,600,unusual,early,dozen,may,unheard,condition,july
,10,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 12, 2013 Friday",131 of 205 DOCUMENTS,USA TODAY,"Jeep Grand Cherokee is grander for 2014, with annoyances to bear; Big on 'cool,' but little things like shifting give pause","jhealey@usatoday.com, USA TODAY,",MONEY; Pg. 4B,,1021 words,,,"July 12, 2013",ENGLISH,,,"photos, b/w, Chrysler via Gannett",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,diesel,new,drive,Grand_Cherokee,rate,make,rpm,mpg,RWD,midsize,suv,model,feel,pound,find,mileage,vehicle,premium,buyer,behind,2014,rear,style,automatic,interior,truck,other,dual,look,seat,big,price,highway,100,suburban,eight_speed,Jeep,2011,chrysler,front,accessory,move,product,sale,stand,february,update,chassis,engine,drivetrain,change,mile,love,car,less,heavier,tow,haul,weight,bothersome,standard,take,hemi,october,cool,factor,quieter,enough,sometimes,lever,good,tester,better,driver,screen,simple,space,fold,much,available,go,optional,similar,hp,cubic,foot,city,4x4,test,register,gallon,per,gal./,mi,burn,regular,SUV,Ram,Test_Drive
,8,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 11, 2013 Wednesday",134 of 205 DOCUMENTS,USA TODAY,Climate change leads to golden age for black qbs,"Jason McIntyre, @jasonrmcintyre, USA TODAY Sports",SPORTS; Pg. 3C,,962 words,,,"September 12, 2013",ENGLISH,,,"photo Bob Donnan, USA TODAY Sports",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,quarterback,NFL,play,Whitfield,high,school,run,college,go,black,pick,nfl,throw,Newton,coach,time,beat,defender,leave,qb,start,draft,pass,team,turn,back,passer,best,ball,point,hand,option,field,let,way,tell,parachute,African_American,question,player,athletic,whitfield,yes,anyone,defensive,last,three,overall,defense,level,receiver,arguably,talented,enter,2015,game,kid,view,spread,league,2010,young,thing,rip,one_on_one,Cam_Newton,Andrew_Luck,University,Tajh_Boyd,Cam,dub,everything,engineer,catch,guard,receive,recruiter,jam,tutor,respond,without,hesitation,instantly,shuttle,front,answer,prerequisite,speak,football,rg,iii,ohio,linem,use,rhino,push,pile,agile,relentless
,15,10,8,7,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 9, 2013 Wednesday",135 of 205 DOCUMENTS,USA TODAY,IMF foresees 'a lot of financial turmoil'; U.S. default would become an issue for the global economy,"Paul Davidson, USA TODAY,",MONEY; Pg. 1B,,450 words,,,"October 9, 2013",ENGLISH,,,,,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,economy,growth,market,forecast,emerge,IMF,Blanchard,global,july,U.S.,nation,slow,export,rate,China,borrowing,increase,world,federal,government,shutdown,cut,2014,consumer,rise,domestic,interest,investment,foreign,make,attractive,Congress,failure,raise,limit,severely,damage,tuesday,trim,economic,due,authority,probably,lead,lot,financial,turmoil,chief,economist,annual,meeting,bank,issue,credit,include,add,current,result,separate,standoff,funding,hurt,turn,persist,several,week,assumption,end,problem,raising,debt,ceiling,2.9,2013,3.2,projection,3.6,3.8,enter,yet,another,transition,noting,advanced,pick,predict,grow,1.6,2.6,next,slightly,private,sector,strengthen,excessive,hamper,large,arbitrary,eurozone
,7,7,7,6,6,5,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 22, 2013 Tuesday",140 of 205 DOCUMENTS,USA TODAY,"President's speech takes on divisive issues; His words more unyielding, his manner more confident than four years ago","Susan Page, @SusanPage, USA TODAY",NEWS; Pg. 5A,,852 words,,,"January 22, 2013",ENGLISH,,,"photo H. Darr Beiser, USA TODAY President Obama delivers an 18-minute inaugural address on the west front of the U.S. Capitol.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,Obama,inaugural,address,president,time,make,politics,four,issue,term,word,war,run,spend,government,we,taker,together,hope,historic,moment,crisis,second,promise,agenda,may,economic,recovery,way,draw,line,2009,gay,journey,complete,treat,gun,control,debate,nation,country,dismiss,ago,end,long,partisan,inauguration,often,five,begin,seize,post_partisan,opportunity,unprecedented,1.8,million,mass,buoy,exuberance,swear,define,limited,unfolding,financial,dominate,monday,crowd,smaller,breakthrough,presidency,represent,familiar,era,temper,confrontation,past,open,shape,ability,push,resistant,opposition,well,grow,top,concern,determine,large,part,inherite,troops,head,home,better,position,set,priority,mention,feel
,10,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 25, 2013 Friday",141 of 205 DOCUMENTS,USA TODAY,Organizer postpones big Pa. gun show; Boycott by vendors hurt annual event,"Yamiche Alcindor, USA TODAY,",NEWS; Pg. 4A,,476 words,,,"January 25, 2013",ENGLISH,,,"photo George Frey, Bloomberg A crowd views handguns at the Rocky Mountain Gun Show in Sandy, Utah, on Jan. 5. There was a small rally at the show for more limits.",,,NEWSPAPER,"Copyright 2013 Gannett Company, Inc.                               All Rights Reserved"
,gun,show,city,make,debate,exhibition,ban,rifle,Pennsylvania,event,shoot,reed,change,national,ordinance,property,spokesman,police,attorney,advocate,argue,rights,protect,organization,attack,legal,owner,another,Newtown,Reed,Glendale,decision,thursday,postpone,large,pennsylvania,spark,whether,fire,wake,last,conn,massacre,announce,postponing,pa.,schedule,feb,feb.,assault,prompt,several,exhibitor,boycott,current,climate,feel,presence,modern,sport,distract,theme,hunt,fishing,disrupt,broader,experience,guest,company,statement,plan,reschedule,clarify,postponement,calif,lawmaker,consider,pass,effort,other,aftermath,school,shooting,kill,people,may,signify,attitude,toward,possession,accord,member,chief,symbolic,message,violence,tolerate,community,legislator
,17,9,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
