PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 7, 2012 Tuesday",2 of 190 DOCUMENTS,USA TODAY,Resources to prevent global warming already exist,,NEWS; Pg. 6A,,411 words,,,"August 7, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,climate,change,warming,debate,global,fact,pollution,time,must,Clean_Air_Act,editorial,law,greenhouse,gas,reduce,control,term,experience,cause,human,many,think,temperature,hundred,can,intelligent,discussion,science,obama,state,shift,challenge,United_States,thank,highlight,need,move,actually,something,prevent,summer,heat,record,view,wednesday,already,potent,weapon,harmful,air,four,decade,court,repeatedly,upheld,effort,apply,slow,timid,use,carbon,sake,planet,child,future,put,work,director,calif,make,discrepancy,clear,seem,ongoing,never,simpler,realize,drastic,difference,mean,4.5,billion,existence,opinion,refer,activity,tendency,warm,high,winter,due,ignore,deadly,cold,cost,life,straight,subject,settle
,heat,summer,business,go,hot,work,weather,last,water,company,worker,outdoor,dring,cattle,cool,Harper,people,sell,corn,construction,condition,june,theater,temperature,billion,rise,employee,make,plant,lot,roughly,pasture,week,pond,start,night,watch,impact,economy,cost,know,time,loss,study,fall,owner,weekend,crowd,lawn,heating,price,worry,crop,rain,sale,Lumina,USDA,high,school,middle,escape,cooler,pretty,tell,try,today,100,record,dry,movie,livestock,face,approach,110,farm,endure,economic,meteorologist,2012,2011,scientist,may,drought,change,never,base,data,wave,cold,extreme,grow,adap,plan,order,normal,show,customer,landscaping,sodding
,13,11,10,9,8,8,8,8,8,7,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"September 6, 2012 Thursday",71 of 190 DOCUMENTS,USA TODAY,"Drought limits rest stops for migrating waterfowl; Isaac helped refill watering holes, but food remains scarce","Chuck Raasch, USA TODAY",NEWS; Pg. 3A,,902 words,,,"September 6, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,bird,dring,pond,help,migrate,waterfowl,refuge,water,south,marsh,dry,biologist,Wildlife_Service,million,rest,survey,nest,northern,area,fish,kill,Fish,Canada,duck,find,fewer,stop,gulf,coast,condition,population,spring,rain,flock,plant,wetland,really,normal,normally,migration,fall,may,stress,2011,USA,geese,way,parch,wildlife,flyways,river,western,winter,grounds,boost,crop,use,food,chief,hit,severe,little,necessary,animal,need,produce,worry,make,something,go,endangered,whooping,crane,square,mile,waln,rise,still,average,plain,deep,reduce,level,grow,South_America,Great_Lakes,Mississippi,late_August,Kansas,Quivira,autumn,fallout,last,week,dump,moisture,valley,miss,portion
,10,9,8,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
"September 10, 2012 Monday",72 of 190 DOCUMENTS,USA TODAY,"In Portland, bikes rule the road; The Oregon metro area has embraced spokes and pedals, perhaps paving a path for a nation on the move","Elizabeth Weise, USA TODAY",NEWS; Pg. 1A,,1820 words,,,"September 10, 2012",ENGLISH,,,,,COVER STORY,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,bike,Portland,city,car,people,bicycle,lane,drive,cyclist,street,neighborhood,make,many,give,ride,road,across,country,place,life,lot,work,driver,bad,boulevard,2010,number,though,pucher,infrastructure,choice,Anderson,change,shift,gear,urban,go,way,parking,percentage,commuter,child,walk,school,course,almost,path,summer,simply,rain,biker,weather,grow,route,complain,vehicle,create,mile,America,bike_friendly,U.S.,Washington,move,climate,force,look,beginning,large,planner,business,yes,citizen,live,americans,downtown,corral,trip,transportation,program,end,amazing,nation,group,pedal,major,d.c.,launch,hour,safe,bikeway,network,sign,know,have,believe,rest,little,help,transformation
,50,27,16,14,13,11,10,8,8,7,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 6, 2012 Tuesday",73 of 190 DOCUMENTS,USA TODAY,Butterfly takes flight on jet to Texas,,NEWS; Pg. 5A,,443 words,,,"November 6, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,butterfly,Manos_Jones,monarch,south,know,San_Antonio,emerge,fly,make,migration,pack,journey,though,take,transport,another,permit,inside,container,release,Southwest_Airlines,Mexico,Southwest,royal,treatment,monday,airlift,lone,arthropo,reunite,long,begin,winter,maraleen,spot,insect,september,still,caterpillar,hang,upside,garden,shokan,home,expert,expect,damage,instead,fabulously,fellow,already,oct,cold,newly,head,land,12:55,p.m.,ct.,epic,fall,spring,thousand,mile,species,typical,life,three,four,generation,offspring,complete,back,north,let,go,die,tell,deserve,million,brother,sister,start,look,way,agree,conservation,effort,run,deep,thoughtful,consideration,decide,assist,healthy,otherwise,spokesman,cite,airline
,18,11,5,5,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 3, 2012 Wednesday",84 of 190 DOCUMENTS,USA TODAY,Tigers' Scherzer hurt in celebration,From wire reports,SPORTS; Pg. 4C,,411 words,,,"October 3, 2012",ENGLISH,,,"photo Rick Osentoski, US PRESSWIRE The Tigers' Max Scherzer, already battling a sore shoulder, now has a twisted ankle.",,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,manager,fence,foot,Scherzer,pitcher,season,move,change,miss,start,ankle,mariner,tuesday,outfield,alley,currently,next,lead,think,right_hander,Detroit,Leyland,Safeco_Field,Perez,max,scherzer,today,twist,celebrating,title,jim,someone,step,tiger,jump,pile,behind,mound,victory,monday,go,pitch,five,inning,finale,test,sore,right,shoulder,cause,last,schedule,sure,injury,mean,availability,open,playoff,saturday,home,best,al,stretch,3.82,era,228,strikeout,shorten,announce,plan,2013,debate,impact,spacious,baseball,offense,biggest,much,power,390,378,instead,round,wall,straight,deepest,point,405,shorter,straighter,line,general,many,factor,take,account,determine,whether,make
,5,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 2, 2012 Friday",86 of 190 DOCUMENTS,USA TODAY,"Pro-oil Canada has a beef with environmentalists; U.S. activists' efforts, and influence, are seeping north",David Agren,MONEY; Pg. 7B,,1383 words,,,"November 2, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,oil,Canada,group,environmental,sand,Canadian,pipeline,energy,environmentalist,U.S.,stop,leak,denial,take,United_States,country,forest,world,canadian,much,effort,market,resource,influence,worker,minister,people,foundation,try,production,foreign,risk,issue,company,use,warming,carbon,Keystone,beneath,bog,northern,largest,100,permit,claim,accuse,time,friendly,land,put,solar,must,director,create,job,ensure,protection,natural,know,xl,project,politician,heavy,center,petroleum,especially,call,national,go,south,past,fund,tide,prevent,story,charity,department,reduce,federal,interest,wildlife,activity,human,rights,money,back,fuel,crude,tar,barrel,week,drilling,calgary,mean,global,serious,report,climate,data
,34,18,13,11,9,9,8,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 18, 2012 Wednesday",92 of 190 DOCUMENTS,USA TODAY,CLEANING UP A COLD WAR MESS; Technical hurdles threaten to derail an unprecedented $ 2.3 billion effort to fix America's most radioactive site,"Peter Eisler, USA TODAY",NEWS; Pg. 1A,,2947 words,,,"January 18, 2012",ENGLISH,,,"GRAPHIC, Color, Jeff Goertzen, Keith Carter and Peter Eisler, USA TODAY (Diagram)",,COVER STORY,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,plant,design,waste,project,safety,nuclear,issue,Energy_Department,system,technical,facility,cost,concern,tank,work,million,risk,plutonium,vessel,radioactive,problem,official,address,add,move,complete,challenge,take,manager,mixing,building,treatment,complex,report,process,construction,testing,question,material,include,budget,pre_treatment,scientist,treat,review,raise,hydrogen,equipment,billion,likely,show,november,component,board,mixer,Energy,Bechtel,Alexander,gallon,leak,environmental,go,well,several,much,critical,short,push,fail,department,office,separate,schedule,director,public,health,site,require,significant,deadline,keep,particle,many,jet,time,need,current,way,Hanford,Tamosaitis,bomb,task,government,contain,major,water,cleanup,today,operation
,30,27,24,24,24,16,15,13,12,11,11,11,10,10,10,9,9,8,8,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3
"January 20, 2012 Friday",93 of 190 DOCUMENTS,USA TODAY,Indy revs up for Super Bowl; City is ready to prove it belongs in big leagues,By Laura Bly USA TODAY,LIFE; Pg. 6D,,1074 words,,,"January 20, 2012",ENGLISH,,,graphic,,TRAVEL,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,Indy,city,Plump,football,last,call,Super_Bowl,hoosier,indianapolis,fan,500,restaurant,draw,make,event,visitor,game,sport,downtown,time,NFL,whose,team,high,basketball,championship,thing,expect,million,prove,beat,largest,home,next,world,place,there,really,hoop,crossroad,play,future,host,super,bowl,impact,beyond,official,urban,ever,media,headquarters,big,hotel,best,transform,decade,indy,test,line,good,jan,free,national,street,foot,weather,people,hear,anything,change,town,Indiana,East_Coast,Lucas_Oil_Stadium,McKiernan_Allen,hero,score,earn,school,inspire,hit,know,underdog,"150,000",celebrity,corporate,honcho,mention,global,audience,110,tv,viewer,feb,distinct,similarity,1954,adopt
,8,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 6, 2012 Tuesday",95 of 190 DOCUMENTS,USA TODAY,"Turnover of coaches in D.C. is monumental; Study: Washington, Nashville on opposite sides of tenure spectrum","Mike Dodd, USA TODAY",SPORTS; Pg. 1C,,2260 words,,,"August 7, 2012",ENGLISH,"March 7, 2012",A cover story and accompanying chart Tuesday about pro coaches' tenure included an incorrect term to describe some numbers. The median average was used.,,,COVER STORY,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,coach,season,job,last,team,manager,sport,market,five,NHL,average,three,hire,fire,interim,head,turnover,lose,study,franchise,tenure,game,league,NFL,pro,four,city,win,predator,new,Washington,NBA,go,today,include,give,take,little,manage,Trotz,capital,management,professional,leave,2011,least,longevity,mean,half,different,expectation,think,volatility,bar,calculate,USA,Nashville,let,nov,major,less,town,subsequently,field,change,hockey,second,name,general,stanley,cup,louis,seven,current,hold,start,eight,contract,can,make,thing,riggleman,baseball,poile,reflect,people,time,build,Devils,Riggleman,New_York,january,2010,nation,position,national,call,highest,total
,48,29,17,16,15,15,13,10,10,10,9,9,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2
"March 12, 2012 Monday",96 of 190 DOCUMENTS,USA TODAY,Puerto Rico's exodus // Blame the economy; Island's severe recession is creating a disconnecting 'brain drain',Haya El Nasser,NEWS; Pg. 1A,,1817 words,,,"March 12, 2012",ENGLISH,,,"GRAPHIC, B/W, Karl Gelles, USA TODAY (Map)",,COVER STORY,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,island,Puerto_Rico,state,U.S.,Puerto_Ricans,leave,live,people,commonwealth,return,back,work,economy,destination,job,go,USA,graduate,stateside,population,become,relationship,top,million,find,take,think,much,move,service,Florida,Spanish,main,draw,engineering,science,company,government,college,many,resident,election,exodus,professional,"1,000",research,today,director,2007,center,va.,local,party,new,development,opportunity,University,Texas,Puerto_Rican,mile,historic,cruise,near,city,tourism,real,fair,industrial,workforce,student,decline,brain,drain,recession,consider,vote,bad,mainland,accord,current,drop,increasingly,educated,young,family,last,previous,poll,1.5,force,language,time,number,housing,offer,hispanics,degree,patent,group
,17,15,13,13,10,9,7,7,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 7, 2012 Thursday",101 of 190 DOCUMENTS,USA TODAY,Many migrants get care in field; 'Climate of fear' from crackdowns keeps farmworkers from seeking services,"Phil Galewitz, Kaiser Health News",NEWS; Pg. 3A,,861 words,,,"June 7, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,health,clinic,federal,farmworker,immigration,migrant,care,take,center,illegal,immigrant,law,outreach,fear,worker,staff,treat,report,service,people,Alabama,state,seek,part,roadblock,look,help,incident,patrol,several,Aplin_Farms,many,man,woman,southeast,fearful,visit,nearby,afraid,program,local,enforcement,detain,set,near,fair,crackdown,accord,official,really,access,legal,family,spokeswoman,concern,nation,million,survey,group,government,pay,case,find,keep,good,provider,arrest,caseworker,border,agent,transport,september,Spanish,Florida,Georgia,Community_Health_Centers,U.S.,pick,green,bean,peach,strawberry,lush,corner,tough,new,enact,last,coordinator,try,ease,farm,time,join,eight,break,joke,ask,urge
,10,9,8,8,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 4, 2012 Thursday",107 of 190 DOCUMENTS,USA TODAY,"In one-on-one, strong on defense; Fast game of stats often ignores rules","Susan Page, @susanpage, USA TODAY",NEWS; Pg. 5A,,1054 words,,,"October 4, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,Romney,Obama,debate,four,president,tax,candidate,side,economy,government,minute,record,campaign,job,go,take,election,economic,policy,state,talk,health,care,question,time,presidential,though,conservative,might,stage,attack,three,man,tell,help,home,speak,voter,have,accuse,propose,cut,deficit,wealthy,week,never,ago,discussion,level,encounter,auto,industry,bailout,change,include,signature,encourage,business,moderator,respond,another,participate,primary,field,obama,last,face,opponent,lead,control,difference,view,role,comment,fire,fuel,past,divide,although,liberal,win,political,Republican,GOP,give,pundit,achieve,wednesday,night,challenger,well,wish,burst,onto,superpower,empathetic,simultaneously,stay,begin
,13,11,9,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 8, 2012 Thursday",109 of 190 DOCUMENTS,USA TODAY,Deep-pocketed donors pay the price; Democrats get more for their money,"Fredreka Schouten, @fschouten, USA TODAY",NEWS; Pg. 9A,,751 words,,,"November 8, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,spend,group,election,million,race,republican,political,candidate,outside,spokesman,lose,presidential,congressional,billion,super,pac,back,rep.,campaign,week,party,Mourdock,target,president,democrat,strengthen,change,partisan,makeup,return,contest,outspent,accord,analysis,least,general,show,tally,cycle,donor,final,aid,club,sen,last,decision,wednesday,marriage,give,Republican,Senate,campaign_finance,American_Crossroads,Collegio,Growth,place,huge,bet,red,surpass,715,second,term,grip,face,record,independent,wither,advertising,barrage,little,maintain,majority,status,quo,expert,prevail,roughly,third,organization,today,activity,liberal,appear,effective,biggest,spender,former,w.,bush,administration,strategist,lower,rate,sunlight,foundation,overall,affiliate,175.8
,12,10,9,8,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 13, 2012 Thursday",116 of 190 DOCUMENTS,USA TODAY,Skiers give Sochi snow high marks,"Kelly Whiteside, @KellyWhiteside, USA TODAY Sports",SPORTS; Pg. 10C,,507 words,,,"December 13, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,event,ski,snow,Sochi,olympic,jump,winter,venue,last,test,organize,committee,U.S.,next,game,mountain,world,cup,president,might,case,city,weekend,call,guarantee,international,temperature,hill,sochi,cubic,ice,february,jumper,arrive,ball,woman,official,able,issue,skate,2014,bone,chill,hand,today,snowflake,tomorrow,least,resort,along,coast,host,subtropical,region,feel,spring,save,roll,program,athlete,compete,run,freezing,organizer,dump,"4,600",meter,"162,447",foot,collect,reservoir,near,store,freezer,sort,sheet,warm,weather,prepare,backup,plan,chairman,combine,early,take,aback,chunky,soon,smoothed,form,immaculate,leave,thrilled,performance,three,americans,finish,top,make
,7,6,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 9, 2012 Monday",118 of 190 DOCUMENTS,USA TODAY,Obstructionism leaves Obama little choice on appointments,,NEWS; Pg. 8A,,595 words,,,"January 9, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,agency,president,use,republican,nominee,session,head,recess,appointment,Senate,Obama,consumer,prevent,bureau,political,appoint,Congress,think,last,name,protection,create,2010,try,block,choice,three,controversial,take,seconds,make,prefer,might,constitutional,challenge,gridlock,game,senator,government,job,empty,chamber,open,Cordray,Washington,hear,howl,declare,king,week,quite,temporarily,someone,new,many,openly,hostile,suppose,deception,bank,mortgage,firm,payday,lender,source,regulation,fail,creation,have,hobble,deny,director,highly,qualified,candidate,hope,force,agree,change,weaken,initially,appease,bypass,obvious,law,professor,largely,design,lighting,rod,critic,second,former,attorney,general,wednesday,along,move,tactic
,7,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2012 Friday",123 of 190 DOCUMENTS,USA TODAY,Republicans confident they'll hang onto House,Susan Davis,NEWS; Pg. 4A,,526 words,,,"January 20, 2012",ENGLISH,,,"photo By Susan Walsh, AP Competing for control of Congress: House Speaker John Boehner of Ohio is surrounded by his colleagues after speaking at a news conference on Capitol Hill in Washington on Dec. 20.",,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,democrat,republican,party,seat,house,majority,face,run,campaign,district,redistricting,process,president,House,Congress,Israel,national,toward,confidence,political,operation,give,base,advantage,either,wave,election,gain,win,steadily,incrementally,recruit,candidate,independent,go,redraw,congressional,line,sure,new,representative,toxic,attitude,remain,broad,within,control,chamber,jeopardy,message,leader,share,lawmaker,gather,weekend,annual,retreat,develop,policy,strategy,2012,rep.,pete,session,presentation,today,outlining,landscape,point,takeover,four,factor,fewer,competitive,ongoing,provide,dramatic,unlikelihood,another,akin,2008,electoral,history,world,war,ii,hold,except,1964,defeat,landslide,need,unbow,argue,climate,trend,favor,make,progress
,7,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 22, 2012 Wednesday",130 of 190 DOCUMENTS,USA TODAY,Sprint Cup Drivers,,SPORTS; Pg. 6C,,1802 words,,,"February 22, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,crew,chief,take,drive,Nate_Ryan,bear,overview,racing,return,new,chevrolet,cup,season,win,finish,2011,ford,chase,title,driver,point,toyota,500,last,may,dec.,NASCAR,run,2010,1980,sept,team,daytona,fenway,start,make,ride,aug,look,chad,earnhardt,june,1976,go,man,seem,todd,march,miss,another,sponsor,roush,worst,nationwide,best,childress,1975,result,continue,championship,long,Mark_Martin,Hendrick,sponsorship,lineup,contraction,closer,regular,enter,ganassi,organizational,dodge,1984,upstart,star,april,strong,keep,away,time,great,need,eight,1978,qualify,might,1971,third,old,know,show,without,1979,fade,fit,mesh,matt,second,step
,34,34,33,33,31,30,30,18,16,16,14,11,11,10,8,8,8,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 28, 2012 Tuesday",131 of 190 DOCUMENTS,USA TODAY,Kerrey may run for Senate seat in Neb. after all; Ex-governor's possible reversal gives Democrats renewed hope,"Susan Davis, USA TODAY",NEWS; Pg. 4A,,546 words,,,"February 28, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,Kerrey,run,race,Democratic,consider,primary,seat,report,former,republican,support,nebraska,serve,governor,senator,1992,candidate,democrat,potential,entry,appear,ballot,give,cite,call,monday,state,favor,seek,president,health,care,record,lose,fundraising,elect,past,base,regent,Senate,Nebraska,GOP,presidential,angling,comeback,jump,open,sen,ben,nelson,retire,thursday,filing,deadline,hope,hold,senate,majority,jeopardy,particular,high,risk,takeover,complete,reversal,earlier,announce,family,concern,campaign,manager,tell,already,decide,true,respond,comment,intention,independent,election,analyst,forecast,likely,pickup,opportunity,november,unshaken,prospect,candidacy,change,politics,name,last,1994,2000,law,voting,abortion,rights
,12,6,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 6, 2012 Tuesday",135 of 190 DOCUMENTS,USA TODAY,"Limbaugh apologizes for comments; But it hasn't been accepted by everyone, including advertisers","Martha T. Moore, USA TODAY",LIFE; Pg. 1D,,1361 words,,,"March 6, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,show,monday,Limbaugh,limbaugh,call,conservative,radio,apology,republican,include,word,ad,apologize,issue,woman,group,comment,use,advertiser,political,presidential,host,continue,advertise,contraception,company,air,Fluke,drop,commentator,super,pac,reiterate,insurance,right,describe,program,ms,fluke,think,last,million,stamps.com,spokesman,advertising,pull,guest,sen,Rush_Limbaugh,Maher,side,law,student,prostitute,enough,stop,hate,controversy,new,choice,person,three,write,double,standard,liberal,least,health,criticize,level,leave,feel,try,saturday,either,longer,maker,run,broadcast,station,express,opinion,statement,thing,morning,offer,rule,adminstration,coverage,view,make,sponsor,support,delivery,degrade,president,people,whose,tell
,16,13,12,10,9,8,8,8,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 12, 2012 Monday",138 of 190 DOCUMENTS,USA TODAY,Investing in energy innovation; Grants aim to give boost to research and development of ideas from new fuels to batteries,"Wendy Koch, USA TODAY",NEWS; Pg. 3A,,882 words,,,"March 12, 2012",ENGLISH,,,,,,NEWSPAPER,"Copyright 2012 Gannett Company, Inc.                               All Rights Reserved"
,energy,million,fuel,battery,receive,grant,ARPA_E,fund,program,innovation,funding,develop,research,use,power,wave,engine,vehicle,efficiency,idea,laser,cite,efficient,2010,tobacco,plant,produce,source,car,500,mile,single,charge,disk,boost,high,risk,government,include,loan,guarantee,solar,manufacturer,last,cost,record,commercial,development,leave,take,400,look,lithium,world,double,today,company,commercialize,expect,time,big,oil,summit,need,drilling,Energy,DOE,Solyndra,three_year,Chu,U.S.,size,cooking,pot,dozen,administration,part,encourage,value,swing,fence,spotlight,recent,showcase,complete,microscopic,transmitter,host,near,d.c.,department,model,larger,invent,internet,yet,third,annual,amid
