PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 3, 2016 Wednesday",4 of 227 DOCUMENTS,USA TODAY,"Clinton, Trump show stark contrast on climate change; Dem's warning of major crisis derided by GOP candidate as radical","Gregg Zoroya, and Doyle Rice, USA TODAY",NEWS; Pg. 5A,,881 words,,,"August 3, 2016",ENGLISH,,,"photo John Minchillo, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,climate,change,Clinton,warming,platform,energy,Trump,global,candidate,leader,Democratic,American,urgent,voter,million,job,nominee,nothing,call,though,world,director,include,issue,fuel,support,coal,party,seek,government,Sittenfeld,Sierra_Club,presidential,concern,minor,president,campaign,proposal,acceptance,speech,july,science,research,sign,nation,rise,environment,2008,executive,website,solar,home,power,renewable,think,elect,promise,believe,fossil,action,state,republican,kill,reduce,take,federal,source,clean,note,Donald_Trump,GOP,hillary,offer,americans,starkly,different,view,trump,dismiss,problem,never,bigger,contrast,senior,vice,conservation,decried,policy,tuesday,extreme,reckless,agenda,appease,radical,donor,destroy,force,abject,poverty
,15,14,11,10,9,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"March 11, 2016 Friday",98 of 227 DOCUMENTS,USA TODAY,GMO labels feed unwarranted fears,,NEWS; Pg. 9A,,515 words,,,"March 11, 2016",ENGLISH,,,"photo Tim Roske, AP",,OPINION,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,GMOs,label,food,make,consumer,idea,science,people,evidence,believe,genetically,modify,eat,though,mandatory,set,effect,state,risk,dangerous,crop,breeding,plant,produce,better,effective,critic,fact,clear,safe,look,americans,despite,study,gmo,already,voluntary,Vermont,Congress,GMO,force,company,sound,simple,enough,right,know,lot,seemingly,straightforward,anything,take,july,unless,override,law,consequence,backer,rarely,acknowledge,balance,bad,key,reason,validate,notion,organisms,simply,true,use,resistant,dring,insect,build,ancient,practice,selectively,characteristic,lab,genetic,level,faster,precise,issue,harder,grasp,leave,big,open,misinformation,exploit,afraid,reassure,quite,advancement,improvement,modern,molecular,technique
,9,8,8,6,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 18, 2016 Friday",100 of 227 DOCUMENTS,USA TODAY,Dem candidates claim ZIP code enclaves; Support clustered in communities,"Fredreka Schouten, and Christopher Schnaars, USA TODAY",NEWS; Pg. 1A,,981 words,,,"March 18, 2016",ENGLISH,,,photo Getty Images,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Clinton,code,sander,campaign,top,neighborhood,Sanders,zip,support,analysis,donation,New_York,donate,among,make,money,raise,donor,contribution,Burlington,ZIP,Pagano,presidential,candidate,lot,town,count,show,amount,200,source,city,rank,think,San_Francisco,Democratic,Washington,Chelsea,along,number,supporter,home,mission,nation,fundraising,accord,nomination,way,financial,fuel,cash,sit,four,list,race,sum,small,million,february,largest,collect,primary,battle,larger,jan,"2,700",portion,serve,include,shop,nearby,building,country,president,divide,gay,marriage,evolve,Sullivan,Manhattan,never,owner,vt.,align,value,focus,environmental,crisis,climate,change,pose,inspire,wife,888.88,january,eight,lineage,sacred,religion
,13,10,9,8,8,8,8,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 29, 2016 Monday",106 of 227 DOCUMENTS,USA TODAY,Demilitarize cops to protect protesters,"Lindsey Allen, Annie Leonard and Erich Pica",NEWS; Pg. 7A,,497 words,,,"August 29, 2016",ENGLISH,,,,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,police,protest,ban,militarize,justice,equipment,threat,right,without,fight,peaceful,policy,movement,local,department,response,image,officer,weapon,protester,military,law,accountability,criminal,activist,country,violence,action,change,people,across,civil,shut,rights,street,force,executive,director,earliest,impact,life,matter,may,2015,federal,transfer,certain,largely,begin,startling,raise,confront,unarmed,shocked,general,public,expert,well,horrible,kill,five,several,enforcement,official,urge,lift,election,season,reach,full,boil,posture,claim,stand,order,pose,real,hallmark,society,peacefully,direct,national,debate,greater,reform,honest,effective,approach,end,systemic,racial,injustice,influence,every,believe,impossible,group,win,drilling
,8,7,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 3, 2016 Wednesday",111 of 227 DOCUMENTS,USA TODAY,Sanders and Clinton rally backers ahead of primary; He questions her 0.3-point victory in Iowa caucuses,"Nicole Gaudiano, USA TODAY",NEWS; Pg. 8A,,637 words,,,"February 3, 2016",ENGLISH,,,"photo John Minchillo, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Clinton,sander,Sanders,tell,New_Hampshire,campaign,political,Iowa,state,change,make,expectation,call,last,night,hold,tuesday,supporter,ahead,presidential,primary,reporter,iowa,win,history,caucus,rally,poll,former,president,kid,well,press,argue,good,point,crowd,revolution,take,country,economy,together,work,family,pay,woman,nothing,sen,bernie,event,rallying,new,hampshire,feb,refuse,concede,defeat,team,check,veracity,closest,contest,misspeak,independent,may,case,delegate,select,base,flip,coin,best,way,democracy,concern,possible,fraud,raise,monday,post,video,indicate,polk,county,chair,precinct,captain,count,caucusgoer,lead,favoring,candidate,live,neighborhood,introduce,husband,1992,declare,comeback
,8,7,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 27, 2016 Tuesday",114 of 227 DOCUMENTS,USA TODAY,James respects protest but will stand; Cavaliers star decries criticism of Kaepernick,"Michael Singer, @msinger, USA TODAY Sports",SPORTS; Pg. 3C,,406 words,,,"September 27, 2016",ENGLISH,,,"photo Ken Blaze, USA TODAY Sports",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,James,go,son,stand,speak,anthem,respect,monday,time,call,attention,police,social,situation,jame,question,last,week,teammate,climate,think,right,pull,thing,Colin_Kaepernick,national,apparent,media,spend,significant,portion,podium,praising,k9er,quarterback,whose,protest,begin,late,august,brutality,injustice,though,add,mean,agree,negative,throw,upon,certain,people,deserve,educated,smart,candid,demand,peaceful,manner,have,ever,someone,something,lead,cavalier,nba,championship,june,probably,know,type,evident,polish,response,coach,general,manager,guard,likely,reflection,leaguewide,memo,send,urging,player,take,substantive,action,create,positive,change,july,essentially,foreshadowing,movement,let,explore,issue,use,influence
,6,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 13, 2016 Wednesday",120 of 227 DOCUMENTS,USA TODAY,News from across the USA,,NEWS; Pg. 4A,,2069 words,,,"January 13, 2016",ENGLISH,,,graphic,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,report,state,million,city,new,police,gun,help,department,building,authority,federal,find,man,call,record,plan,last,accord,week,official,claim,near,U.S.,armed,outside,leave,suspect,fire,parking,injure,school,home,show,vehicle,take,water,100,weekend,2015,cause,use,move,project,director,charge,company,popular,hold,deal,investigate,rate,airport,wyoming,restaurant,shot,kid,receive,pay,lawsuit,center,hurt,run,hundred,officer,die,settlement,open,projector,contract,away,approval,board,agriculture,provide,look,camera,journal,age,estimate,multiple,car,truck,proposal,damage,lansing,station,work,begin,front,park,visitor,nebraska,sunday,p.m.,national,destination,mover,close
,40,18,7,7,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 10, 2016 Wednesday",122 of 227 DOCUMENTS,USA TODAY,Sears says it will move quicker on closures; Retailer looking for other ways to cut costs after Q4 miss,"Hadley Malcolm, @hadleypdxdc, USA TODAY",MONEY; Pg. 2B,,355 words,,,"February 11, 2016",ENGLISH,,,"photo Spencer Platt, Getty Images",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Sears,store,company,plan,sale,business,tuesday,fall,billion,quarter,retailer,apparel,million,closure,asset,report,estimate,result,least,close,sell,half,real,estate,customer,accelerate,continue,purge,keep,turnaround,afloat,holiday,season,short,expectation,expect,7.3,end,jan,compare,8.0,analyst,7.4,accord,global,market,intelligence,feb,open,key,measure,7.1,drag,performance,attribute,weak,show,unseasonably,warm,weather,intense,competition,speed,unprofitable,look,way,cut,cost,550,650,include,evaluate,staff,level,disclose,set,300,worth,additional,consider,top,move,make,last,start,significant,portfolio,investment,trust,order,raise,cash,struggle,regain,traction,longer,feel,compel,walk
,8,6,5,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 20, 2016 Friday",129 of 227 DOCUMENTS,USA TODAY,Cancer advocate acted more like an angel,"Liz Szabo, @lizszabo, USA TODAY",NEWS; Pg. 2A,,690 words,,,"May 20, 2016",ENGLISH,,,"photo Robert Hanashiro, USA TODAY",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Schoger,breast,cancer,twitter,world,people,group,woman,community,BCSM,never,support,become,many,chat,tweet,schoger,alone,information,collaborator,infection,follow,endure,open,connect,friend,meet,call,hashtag,use,today,mourn,return,online,join,longer,need,medicine,know,send,accord,medical,type,tone,bcsm,survivor,medium,make,night,awake,Twitter,understand,mean,isolate,describe,curl,turtle,hospital,bed,fight,surgery,1998,develop,chemotherapy,four,operation,include,remove,damage,tissue,leave,wound,bone,remember,blind,hibernating,tell,start,sleeping,blanket,pull,head,edge,anyone,else,feel,spend,last,life,work,bring,affect,together,blog,teacher,guide,fearless,countless,man
,14,10,9,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 21, 2016 Friday",136 of 227 DOCUMENTS,USA TODAY,Local beer and global tastes in one diverse scene; North Carolina city mixes art and innovation with a side of Southern charm,"Ashley Day, USA TODAY",LIFE; Pg. 3D,,706 words,,,"October 21, 2016",ENGLISH,,,"photo photos by Ashley Day, USA TODAY above, a tasting flight at Hi-Wire Brewing",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,beer,local,Asheville,brew,really,menu,set,brewery,flight,offer,people,town,side,tasting,share,back,look,tell,extra,taste,take,try,fry,place,visit,ore,spot,area,thing,community,think,food,much,dining,destination,ale,coffee,inside,go,barbecue,art,city,tap,many,rotate,Chai_Pani,Hi_Wire,Cúrate,Indian,bar,primitive,tool,board,evoke,medieval,time,sit,frame,picture,sloth,goony,paint,mural,building,exterior,sun,though,third,stop,co.,become,crowded,chaotic,bartender,four,detail,add,fifth,glass,saison,forget,demand,crowd,light,newfound,friend,festivalgoer,have,everyone,indecisive,know,card,cook,sample,gnudi,last,night,opt,duck
,8,5,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 25, 2016 Tuesday",137 of 227 DOCUMENTS,USA TODAY,Kroenke's soccer venture tricky; Rams owner finds role in England much different,"Martin Rogers, mjrogers@usatoday.com, USA TODAY Sports",SPORTS; Pg. 3C,,778 words,,,"October 25, 2016",ENGLISH,,,"photo Kirby Lee, USA TODAY Sports",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Kroenke,sport,Arsenal,take,club,shareholder,make,fan,know,arsenal,owner,team,mean,monday,kroenke,board,might,fund,U.S.,Gazidis,enough,bit,business,public,dealing,soccer,meeting,place,rare,think,tell,today,coach,past,end,nature,entity,season,happen,develop,invest,thing,manchester,top,investment,new,player,moneymake,deal,Rams,English,USA,Wenger,EPL,slip,third,consecutive,defeat,scrappy,game,sunday,stuck,around,long,care,fact,silent,stan,reticence,news,media,earning,air,mystery,amid,landscape,among,holding,yet,regard,enigma,majority,premier,league,value,world,slight,catch,publicly,trade,annual,offer,glimpse,secretive,actually,confusing,hard,good,true
,10,7,7,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 4, 2016 Friday",138 of 227 DOCUMENTS,USA TODAY,"Continental inches luxury brand forward; Lincoln sedan is roomy, comfort- able and loaded but unlikely to draw many new buyers","Chris Woodyard, @ChrisWoodyard, USA TODAY",MONEY; Pg. 5B,,572 words,,,"November 4, 2016",ENGLISH,,,photo Photos by Lincoln,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,luxury,sedan,car,Lincoln,continental,make,large,base,power,seat,horsepower,Continental,lincoln,buyer,brand,big,new,feature,audio,wheel,handle,door,go,2017,lead,roomy,modern,style,architecture,include,heat,front,steering,navigation,rear,aluminum,destination,charge,compete,drive,engine,plenty,heavy,provide,heft,grille,long,way,mpg,overall,Ford,front_wheel_drive,happy,turn,competitor,global,comfortable,load,convenience,competent,people,already,inclined,love,unlikely,draw,many,attractive,interior,performance,betray,fact,essentially,structure,mk,replace,engineer,rework,exist,thoroughly,wheelbase,track,unique,test,reserve,edition,cool,phone,compatibility,sunroof,inflatable,belt,polish,sticker,"72,560",price,exclude,conceivably,genesis
,9,6,6,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 26, 2016 Friday",148 of 227 DOCUMENTS,USA TODAY,"Weekend sessions test car setup, safety","Curt Cavin, @curtcavin, USA TODAY Sports",SPORTS; Pg. 3C,,709 words,,,"February 26, 2016",ENGLISH,,,"photo Matthew O'Haren, USA TODAY Sports",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,car,weekend,race,oval,have,driver,today,go,IndyCar,USA,Trammell,material,tell,sport,device,company,manufacturer,think,time,last,package,need,Honda,debris,take,test,indycar,force,strike,piece,nose,cone,another,much,new,cost,set,chassis,allow,make,game,speed,track,point,lot,opportunity,april,change,struggle,short,really,good,gain,Hinchcliffe,pursuit,protection,fly,next,step,expert,thursday,reasonably,functional,2017,reach,visit,provide,least,concept,although,decline,discuss,specifics,series,open,session,friday,saturday,study,effectiveness,withstand,abrasive,excessive,tire,rubber,along,sand,pebble,present,desert,climate,die,august,suffer,blunt,trauma,head,untethered,tether
,7,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 25, 2016 Monday",151 of 227 DOCUMENTS,USA TODAY,"Why food companies are telling us to; More and more, business growth and profit- ability is tied to a healthy brand image","Hadley Malcolm, @hadleypdxdc, USA TODAY",MONEY; Pg. 1B,,823 words,,,"April 25, 2016",ENGLISH,,,photo McDonald's,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,product,company,food,size,customer,become,label,smaller,business,brand,Mars,consumer,eat,less,package,start,fat,growth,look,restaurant,last,new,can,health,impact,global,try,buy,industry,people,cookie,least,tell,cut,strategy,earlier,rice,higher,sugar,salt,may,example,show,message,mac,include,per,coke,sell,mini,change,make,healthier,calorie,count,certain,next,increasingly,high,sodium,yet,part,have,ignore,go,think,consume,scrutiny,tobacco,face,still,initiative,plan,reduce,decision,Rosenzweig,spend,persuade,biggest,player,burger,shrink,thinner,case,back,indulgent,thrust,spotlight,maker,ms,meal,indicate,occasionally,due,glaring,chase,seemingly,counterintuitive,approach
,11,11,10,7,7,6,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 14, 2016 Tuesday",156 of 227 DOCUMENTS,USA TODAY,Missouri's Odom remains steady amid uncertainty; New Tigers coach doesn't shrink from challenges,"Dan Wolken, @danwolken, USA TODAY Sports",SPORTS; Pg. 4C,,1219 words,,,"June 14, 2016",ENGLISH,,,"photo Tim Tai, Missouri Athletics",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Odom,Missouri,coach,go,program,way,thing,football,odom,try,line,coordinator,Pinkel,game,player,life,take,last,campus,issue,work,opportunity,challenge,defensive,make,people,heal,boycott,team,head,better,job,much,though,hire,staff,offensive,time,talent,Rhoades,SEC,Memphis,next,video,former,assistant,live,play,talk,past,fall,family,let,gary,test,whether,build,title,2014,athletics,put,protest,administrative,pretty,longtime,stretch,everything,least,difficult,road,change,do,have,new,else,question,potential,think,lot,path,preparation,outside,end,career,offer,nationally,total,defense,every,face,Barry,Columbia,Tigers,television,hook,system,claim,undefeated,keep
,16,13,12,9,7,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"November 30, 2016 Wednesday",162 of 227 DOCUMENTS,USA TODAY,"Trump flip-flops, and that's not a bad thing",,NEWS; Pg. 7A,,524 words,,,"November 30, 2016",ENGLISH,,,"photo Pablo Martinez Monsivais, AP",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,campaign,promise,Trump,make,position,president,find,might,series,take,elect,course,correction,use,week,election,instance,vow,change,soon,repeal,million,politician,back,actual,without,people,pledge,start,time,flip_flops,unattainable,extreme,reconcile,stance,situation,know,real,world,mean,significant,put,thing,politely,less,generous,term,count,least,three,last,acknowledge,seek,appointment,special,prosecutor,pursue,criminal,case,former,rival,second,presidential,debate,express,openness,revise,torture,agreement,climate,top,number,earlier,keep,portion,full,admit,deport,undocument,immigrant,impractical,wall,along,border,actually,fence,kind,word,obama,vilify,incumbent,normally,criticize,erratic,trump,always,possibility,flip,right
,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 12, 2016 Tuesday",165 of 227 DOCUMENTS,USA TODAY,Penn's 'Rolling Stone' piece on 'EL Chapo' A huge debacle,"Rem Rieder, @remrieder, USA TODAY",MONEY; Pg. 2B,,904 words,,,"January 13, 2016",ENGLISH,,,"photo Alfredo Estrella, AFP/Getty Images",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,el,chapo,story,interview,drug,know,question,criminal,actor,world,roll,stone,Sean_Penn,meeting,give,piece,subject,business,Penn,pick,article,man,hit,bit,notorious,write,group,spokesman,another,tale,journalism,quickly,hand,ask,point,penn,make,contact,editorial,control,publication,magazine,pale,change,completely,learn,social,worker,deliver,well,relieved,take,smile,time,authority,via,journalist,Rolling_Stone,Borowitz,al_Baghdadi,Deadline,Mexico,have,use,media,satirical,real,news,run,strongman,sexiest,alive,phenomenon,closer,home,weekend,entertainment,site,deadline.com,fall,latest,inspire,nonsense,humorist,riff,controversial,lord,abu,bakr,leader,terror,cancel,long,await,announce,sunday,without,skip,beat
,14,14,6,6,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 12, 2016 Tuesday",166 of 227 DOCUMENTS,USA TODAY,Facebook co-founder plans to sell 'New Republic',"Roger Yu, @RogerYu_, USA TODAY",MONEY; Pg. 2B,,229 words,,,"January 13, 2016",ENGLISH,,,photo Jason Gardner,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,business,time,media,digital,Hughes,buy,strategy,magazine,admit,underestimate,difficulty,company,nearly,four,ago,new,write,staffer,back,New_Republic,facebook,2012,struggle,retain,readership,follow,controversial,look,sell,venerable,political,news,run,publish,ensure,survival,give,financial,runway,experiment,model,immense,change,monday,blogging,site,medium.com,invest,great,deal,energy,million,conclusion,leadership,vision,turbulent,reign,highly,publicize,2014,openly,publicly,push,plan,cut,print,schedule,half,shift,resource,lay,writer,editor,take,challenge,transitioning,old,traditional,institution,today,quickly,evolve,climate,defend,performance,letter,mobile,website,faster,load,bring,younger,diverse,reader,Chris_Hughes,co_founder
,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 15, 2016 Tuesday",176 of 227 DOCUMENTS,USA TODAY,"Trump turning off Millennials; And that is some very good news for Hillary Clinton, who has been struggling to close the gap with younger voters","Susan Page and Jenny Ung, USA TODAY",NEWS; Pg. 1A,,777 words,,,"March 15, 2016",ENGLISH,,,"graphic Tannen Maury, European Pressphoto Agency",,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,Clinton,among,Trump,voter,millennial,survey,much,support,poll,sander,nearly,trump,back,supporter,likely,sen,lead,race,way,november,republican,democrat,kind,country,vote,candidate,president,value,experience,little,Sanders,Clinton_Trump,new,today,rock,generation,gap,carry,young,man,woman,defect,series,part,january,hillary,seem,primary,start,double,place,different,ideal,strong,government,Democratic,USA,Donald_Trump,GOP,bernie,expand,presidential,find,solve,opposition,unite,rise,hypothetical,vs.,contest,choose,crush,preference,cross,demographic,line,white,hispanics,yawn,gender,vanish,almost,identical,margin,four,nominate,make,mockery,worry,mom,jerk,second,nation,initiative,forum,across,important,issue,2016
,11,10,8,7,6,6,6,6,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 1, 2016 Friday",178 of 227 DOCUMENTS,USA TODAY,"Obama, Asian leaders huddle on region's concerns","David Jackson, USA TODAY",NEWS; Pg. 2A,,419 words,,,"April 1, 2016",ENGLISH,,,,,,NEWSPAPER,"Copyright 2016 Gannett Company, Inc.                               All Rights Reserved"
,nuclear,Obama,North_Korea,security,president,China,Chinese,discuss,official,expect,Japan,South_Korea,summit,thursday,military,leader,work,dinner,hold,meeting,top,session,devote,threat,take,issue,fourth,talk,obama,topic,White_House,North,Abe,Park,Korean,U.S.,make,final,preparation,spend,challenge,span,weapon,territorial,ambition,welcome,world,private,earlier,mainly,nuke,continue,face,korean,provocation,deputy,national,adviser,strategic,communication,necessary,measure,protect,ally,joint,morning,prime,minister,though,rival,many,united,concern,recent,conduct,bomb,test,launch,rocket,space,senior,director,affair,clearly,demonstrate,unity,commitment,firm,resolve,deter,defend,aggression,battle,climate,change,agenda,meet,afternoon,jinp
,6,6,5,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
