PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"February 16, 1998, Monday",1 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CLIMATE CHANGES COULD BE SUDDEN,"WILLIAM K. STEVENS, THE NEW YORK TIMES","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-11",,824 words,,,"February 18, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,climate,change,system,scientist,rise,ice,warming,temperature,carbon,dioxide,degree,age,find,threshold,effect,gradually,less,pressure,climatic,abrupt,least,may,Greenland,widespread,human,feel,make,grow,evidence,decade,time,increase,concentration,gas,happen,last,much,lead,wave,know,question,the,pay,attention,might,something,examine,clue,take,team,world,impact,study,another,paleoclimatologist,sediment,"1,500",end,abruptly,rain,within,think,atmospheric,switch,Lamont_Doherty,University,deMenocal,Nevada,Taylor,debate,global,assumption,earth,smoothly,easier,adapt,accumulation,geological,clearer,past,undergone,drastic,rainfall,pattern,space,lifetime,implication,federal,international,policy,enormous,produce,burn,fossil,fuel,coal,oil,steadily,accumulate
"August 5, 1998, Wednesday",75 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TRAFFIC MEANS BUSINESS TO CARNEGIE MERCHANTS AWAITING CHANGES ON MALL,"GRACE RISHELL, POST-GAZETTE STAFF WRITER","LOCAL, Pg. W-6",,391 words,,,"August 13, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,traffic,mall,business,we,people,area,know,Ballard,automobile,open,vehicle,increase,paint,customer,drive,go,carnegie,ago,plaza,owner,east,office,run,shopping,noise,construction,better,service,clerk,window,restaurant,street,think,Matrascia,look,forward,pass,front,store,believe,establishment,stock,wallpaper,supplies,chance,trade,exist,already,wave,advertise,exposure,still,best,note,if,spend,money,several,merchant,portion,pedestrian,bridge,good,community,climate,close,create,effect,hearing,aid,center,move,larger,quarter,often,when,do,advantage,refer,reconfiguration,dust,result,might,inconvenient,temporarily,change,pattern,make,acquainted,post,predict,the,flourish,find,convenient,budget,tie,much,activity
,5,5,5,5,5,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 8, 1998, Sunday",80 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"WE STILL USE TOO MUCH STUFF; CUTTING BACK POLLUTION IS NOT THE SOLE ANSWER. AN 'ECO-EFFICIENCY' REVOLUTION; MUST TAKE PLACE, AND ERNST ULRICH VON WEIZSACKER IS LEADING THE WAY",ERNST ULRICH VON WEIZSACKER,"EDITORIAL, Pg. E-1",,1250 words,,,"November 12, 1998",ENGLISH,,,"DRAWING, DRAWING: Ted Crow/Post-Gazette",,,,Copyright 1998 P.G. Publishing Co.
,footprint,resource,new,energy,ecological,country,clean,rich,factor,four,use,world,productivity,go,leave,lifestyle,need,least,present,part,make,eco_efficiency,pollution,consumption,support,overpopulate,natural,industrial,material,flow,change,increase,labor,revolution,better,Industrial_Revolution,among,environmental,crisis,poor,become,live,per,level,time,huge,area,transportation,activity,term,size,hand,develop,rather,unsustainable,biodiversity,mostly,land,tend,greenhouse,gas,reduction,emission,we,carbon,dioxide,double,large,challenge,sustainability,fortunately,hope,technological,seem,nature,game,still,however,scarce,must,modern,cut,system,much,business,profitable,experience,stock,index,profit,policy,realize,Western,Eco_Efficiency,idea,emerge,write,environment,control
,11,9,7,7,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
"December 24, 1998, Thursday",94 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENATE UNLIKELY IN SECRET SESSION CLOSED DOOR WOULD VIOLATE,"DAVID E. ROSENBAUM, THE NEW YORK TIMES","NATIONAL, Pg. A-5",,845 words,WASHINGTON,,"December 25, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,trial,senator,Senate,witness,impeachment,take,president,rule,session,require,testimony,public,close,evidence,open,interview,testify,change,matter,unless,agree,office,hear,private,make,verdict,McConnell,House,Gerhardt,keep,become,avoid,accept,present,practical,senate,hold,without,sen,next,nothing,certain,republican,oppose,many,authority,time,door,vote,unanimously,unanimous,consent,might,chamber,include,think,way,judiciary,committee,call,hard,doubt,case,lawyer,stand,reach,official,course,begin,place,argument,Clinton,two_thirds,Starr,Lewinsky,unseemly,spectacle,altogether,simply,independent,counsel,break,precedent,probably,happen,idea,proceedings,already,bring,criticism,ever,mitch,mcconnell,chairman,argue,abridge,spare,embarrassment,scurrilous
,13,10,10,9,8,8,7,7,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 18, 1998, Sunday",97 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FLOATING ALL BOATS; STRONG NATIONAL ECONOMY IN 1997 RUBBED OFF ON REGIONAL HOUSING MARKET,CATHERINE ERICKSON,"BUSINESS, Pg. H-1",,987 words,,,"January 21, 1998",ENGLISH,,,"PHOTO, PHOTO: Lake Fong/Post-Gazette: Ron and Shana Crouch unpack belongings; at their new four-bedroom home in Pleasant Hills, a move made more affordable; by the recent drop in mortgage rates.",,,,Copyright 1998 P.G. Publishing Co.
,percent,sale,agent,1997,company,business,interest,rate,expect,home,president,people,increase,rise,buy,fall,make,lot,nearly,go,Pittsburgh,better,we,strong,economy,early,realtor,top,million,sell,number,wave,have,county,last,office,quarter,re/max,still,settle,time,little,especially,region,january,outlook,1998,total,recipient,partly,exist,record,due,accord,area,prosperous,1996,decline,drop,real,report,open,new,buyer,dramatically,price,leave,bigger,change,work,pendulum,swing,industry,agency,less,Western_Pennsylvania,West_Penn,Coldwell,Ratti,family,unpack,box,colonial,christmas,dust,marvel,probably,bit,house,mortgage,carry,affordable,mild,credite,propel,across,nation,start,dip
,16,13,7,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 4, 1998, Wednesday",99 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"RIDGE BUDGET: A 'NEW' STATE; $ 17.8 BILLION PLAN PROVIDES TAX BREAKS TO BUSINESS, NEEDY; MORE EDUCATION AID","FRANK REEVES AND PETER J. SHELLY, POST-GAZETTE HARRISBURG; CORRESPONDENTS","LOCAL, Pg. A-1",,2085 words,HARRISBURG,,"February 4, 1998",ENGLISH,,,"PHOTO, PHOTO: Joyce Mendelsohn/Post-Gazette: Students at Rochester High; School watch Gov. Ridge on the Internet as he gives his budget address in; Harrisburg yesterday. From left, Stephanie Dishler, Chrissy Lilja and Jennifer; Hogue.",,,,Copyright 1998 P.G. Publishing Co.
,state,million,tax,increase,budget,percent,school,district,cost,education,governor,billion,spend,money,public,business,Ridge,ridge,include,cut,local,program,basic,propose,job,time,new,property,Pennsylvania,fiscal,lawmaker,use,subsidy,call,income,surplus,initiative,3.5,much,sen,House,little,child,health,plan,yet,note,current,we,top,the,proposal,community,department,family,have,go,pay,many,juvenile,crime,make,add,county,Legislature,17.8,appear,everyone,offer,care,break,poorer,pennsylvanian,take,office,annual,economy,another,end,200,address,worst,contend,rather,contain,class,fund,people,put,government,reduce,personal,2.8,legislature,next,speech,power,part,nation
,29,26,23,19,18,17,15,13,13,12,12,11,11,10,10,10,10,9,9,8,8,7,7,6,6,6,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 18, 1998, Wednesday",100 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),THIS OLYMPIC STUFF REQUIRES SNOW IN ATTIC,KELLY D. BURGESS,"METRO, Pg. N-2, GUEST COLUMNIST",,615 words,,,"February 19, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,olympic,judge,fall,figure,skater,system,sport,mogul,watch,winter,people,ski,ice,mountain,every,something,skier,skate,performance,problem,anyone,course,time,ever,make,thing,stupid,event,jump,back,painful,scoring,give,maybe,equal,obviously,surprised,gold,medalist,snowboarding,competition,temporarily,disqualify,drug,test,find,marijuana,high,kite,involved,crazy,nutshell,insult,freak,must,cube,brain,explanation,think,crack,dawn,drive,mile,put,heavy,expensive,equipment,cold,general,idea,pretty,much,often,completely,incomprehensible,speak,classic,example,happen,live,climate,bored,go,invent,mean,never,ha,glide,instead,sproing,little,hill,another,kind,crossing,stream,stone,occasionally,leap
,7,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 9, 1998, Monday",101 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BROOKE HOPES '10-CENT WINDS' SOARS OFF THE CHARTS,"TRACY COLLINS, ASSISTANT MANAGING EDITOR, POST-GAZETTE","ARTS & ENTERTAINMENT, Pg. D-1, MUSIC PREVIEW",,741 words,,,"March 25, 1998",ENGLISH,,,"PHOTO, PHOTO: Jonatha Brooke hopes a climate hospitable to female; folk-rockers will help her second solo release hit big.",,,,Copyright 1998 P.G. Publishing Co.
,Brooke,song,think,really,hear,know,disc,wing,time,woman,tomorrow,album,play,together,write,pop,people,dog,singer,Jonatha_Brooke,stop,head,important,ever,night,7:30,record,phone,confident,feeling,work,family,that,read,fun,part,feminist,talk,hook,make,voice,many,last,she,sing,Los_Angeles,Strip_District,high,spirit,morning,finally,rain,newly,adopt,home,ready,rehearsal,prepare,career,east,rigorous,concert,tour,killer,new,promote,go,sell,radio,exec,public,seem,accept,style,witness,success,often,compare,town,regular,story,decade,ago,return,support,second,break,ask,thrilled,firm,yes,fm,station,place,quietly,change,something,special,critique
,8,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 21, 1998, Saturday",102 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CURBS ON CUBA EASING; EMBARGO STILL TIGHT,"RICHARD WHITTLE, THE DALLAS MORNING NEWS","WORLD, Pg. A-4",,1130 words,WASHINGTON,,"March 22, 1998",ENGLISH,,,"PHOTO (2), PHOTO: Steve Mellon/Post-Gazette: Stanley Cohen on the eighth floor; of his Penn Avenue business with some of the medical and religious supplies he; will deliver to Cuba. (Photo, Page A-1); PHOTO: Jose Goitia/Canadian Press: An employee of a state-owned pharmacy in; Havana's Miramar neighborhood reaches for medication while tending to a; customer yesterday in Cuba.  At left is a portrait of Cuban revolutionary hero; Che Guevera.",,,,Copyright 1998 P.G. Publishing Co.
,Cuban,people,Cuba,Albright,administration,decision,U.S.,embargo,island,wave,step,visit,support,Congress,Castro,act,relation,measure,humanitarian,pope,way,help,human,send,state,foreign,sen,add,statement,continue,exile,new,business,regime,government,without,member,we,rights,Clinton,Helms_Burton,Helms,Cuban_American,despite,president,medicine,secretary,economic,make,certain,praise,criticism,committee,castro,create,improve,issue,policy,amount,use,many,include,call,citizen,shot,international,back,legislation,time,approve,meet,flight,allow,cuban,much,outside,response,do,suffer,consult,write,right,believe,senior,move,large,little,oppose,group,think,go,American,Ros_Lehtinen,remain,tight,relax,curb,money,madeleine
,13,10,10,10,8,7,7,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1
"May 11, 1998, Monday",110 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LONGER, HEALTHIER LIVES ARE FORECAST; WHO REPORT CREDITS LIVING CONDITIONS, MEDICAL ADVANCES","LEE BOWMAN, SCRIPPS HOWARD NEWS SERVICE","NATIONAL, Pg. A-12",,632 words,,,"May 13, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,health,death,age,disease,life,people,world,percent,longer,report,take,older,result,campaign,population,director,nation,disability,cancer,avoid,century,healthier,today,expectancy,2025,among,child,childhood,person,next,account,infectious,improvement,live,country,less,challenge,effort,help,bring,new,dr.,much,particularly,increase,factor,incidence,smoking,vision,go,show,rather,future,WHO,discounting,occasional,21st,promise,globe,time,human,history,accord,issue,organization,average,baby,bear,project,become,increasingly,equate,old,worldwide,1950,mostly,birth,complication,second,quarter,official,trend,include,sanitation,water,supply,immunization,reach,vast,majority,still,pocket,great,number,little,hiroshi,nakajima,million,almost
,7,7,7,7,6,6,6,6,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 12, 1998, Tuesday",111 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SECTION: LOCAL, Pg. A-2, CORRECTION/CLARIFICATION",,,,147 words,,,"May 13, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,falcon,address,open,report,magazine,may,Candlewood_Suites,environment,saturday,story,peregrine,include,incorrect,internet,website,show,photograph,nest,gulf,tower,http,//www.transarc.com/falcon/camera.html,region,april,friday,fire,nearby,hotel,construction,incorrectly,yet,business,review,edition,misidentify,call,letter,last,carnegie,lecture,museum,democracy,whatever,list,phone,number,Science,Pointe,North_Fayette,Surge_Festival,co_sponsor,WXDX,Global_Environmental_Change,Carnegie,Art_Theater,Oakland,Climate_Problem,Public_Believes,Town_Talkers
,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 10, 1998, Wednesday",117 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"ENERGY PLAN WOULD COST $ 525,000","RENA A. KOONTZ, POST-GAZETTE STAFF WRITER","METRO, Pg. W-2",,415 words,,,"June 17, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,township,cost,Carter,supervisor,energy,equipment,ERI,plan,make,allow,building,spend,save,week,firm,cut,operation,efficient,look,life,need,replace,maintenance,unit,boiler,proposal,improve,control,system,outdated,use,Moon,Wink,willing,money,close,"30,000",message,deliver,last,give,glimpse,management,develop,enlist,help,sure,end,justified,mean,might,sense,"524,929","29,532",annually,propose,it,payback,anything,excited,involved,but,remember,beyond,useful,increase,assistant,manager,old,part,repair,hard,expensive,package,thus,better,purchase,price,new,technology,provide,preliminary,evaluation,facility,every,nook,cranny,find,call,significant,opportunity,fix,problem,example,municipal,public,safety,climate,individual
,8,6,5,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 14, 1998, Sunday",120 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BACKLASH ON SANCTIONS,"PAT GRIFFITH, POST-GAZETTE WASHINGTON BUREAU","NATIONAL, Pg. A-4",,1973 words,WASHINGTON,,"June 17, 1998",ENGLISH,,,"MAP, MAP: The President's Export Council, the Organization for; International Investment, USA*ENGAGE Federal Sanctions Watch List. (Current as; of June 1998); Emily Ayars/Post-Gazette: (Nations subject to or threatened by; U.S. unilateral ecomonic sanctions)",,,,Copyright 1998 P.G. Publishing Co.
,sanction,U.S.,country,India,last,nuclear,impose,policy,economic,business,export,whether,company,Pakistan,president,week,billion,may,military,foreign,equipment,sale,Congress,Senate,China,national,nation,world,pass,target,bank,religious,persecution,pend,sen,technology,doubt,product,Washington,try,potential,security,way,follow,presidential,list,reduce,might,well,bill,waiver,many,objective,impact,major,allow,power,use,make,market,million,bc,ec,Iran,Russia,Chinese,Santorum,Westinghouse,SANCTIONS,conduct,underground,test,state,weapon,protect,outrage,rights,back,grow,number,hope,suit,financial,affect,study,law,account,war,usa*engage,group,corporation,victim,measure,government,cite,institute,cost,job,new
,38,16,14,9,8,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 29, 1998, Monday",123 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NEW MATERIAL FOR SYNTHETIC ORGANS,FROM LOCAL AND WIRE DISPATCHES,"SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-6",,660 words,,,"June 30, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,scale,material,bristle,use,butterfly,Triton,may,much,report,wing,save,warming,suitable,artificial,organ,move,create,similar,last,week,journal,old,st.,change,evolution,structure,new,sensory,fly,control,gene,suggest,tip,earth,average,gas,pollution,way,power,mart,global,moon,minus,degree,contradiction,party,Strip_District,University,U.S.,Alliance,Earth,Chinese,researcher,transform,polymer,originally,develop,clear,plastic,bag,muscle,skin,call,poly,vinylidene,copolymer,know,little,electrical,field,apply,zhang,find,bombarding,electron,easier,cheaper,manufacture,research,team,discovery,science,addition,pliable,acoustic,transducer,medical,image,equipment,underwater,detector,stereo,speaker,recycle,phone,book,extend,deadline,recycl
,6,5,5,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 2, 1998, Sunday",126 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"BAD TIMING, PRUDISH CULTURE BLAMED AS CULTPRITS FOR FILM'S RECEPTION","ROB OWEN, POST-GAZETTE TV EDITOR","ARTS & ENTERTAINMENT, Pg. G-3",,988 words,"PASADENA, Calif.",,"August 6, 1998",ENGLISH,,,"PHOTO, PHOTO: Jeremy Irons, left, with ""Lolita"" director Adrian Lyne, whose; films ""Fatal Attration,"" ""Indecent Proposal"" and ""9 1/2 Weeks"" also deal with; sexual obsession.",,,,Copyright 1998 P.G. Publishing Co.
,movie,Swain,film,make,think,feel,Lyne,Lolita,Humbert,lolita,Nabokov,Irons,novel,kind,play,man,reputation,go,subject,release,without,scene,although,understand,woman,talk,change,put,love,three,write,start,dirty,bit,critic,extraordinary,distributor,air,culture,iron,pedophilia,become,last,debate,way,may,reject,seduce,really,maybe,little,role,career,stir,actress,life,figure,comfortable,set,decision,whatever,know,try,swain,America,American,Dominique_Swain,many,tonight,premiere,time,base,already,1962,tale,fall,stepdaughter,malign,begin,production,ago,star,scurrilous,hardly,reflect,book,publish,everybody,buy,thumb,look,recent,tv,press,conference,course,salacious,however,disquieting
,9,9,8,8,8,7,7,6,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 9, 1998, Sunday",127 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),GIBSON'S APPROACH TO PITCHING INSIDE IS PRETTY MUCH HISTORY,"PAUL DOYLE, THE HARTFORD COURANT","SPORTS, Pg. D-6",,1035 words,,,"August 14, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,pitch,batter,inside,pitcher,hit,Martinez,throw,fastball,career,change,plate,fear,game,season,three,player,guy,time,Johnson,outside,corner,style,take,home,run,beanball,label,fight,bat,protect,Clemens,high,changeup,keep,lean,head,why,can,understand,often,war,routinely,best,it,lead,brawl,difference,grow,point,minor,thing,coach,the,whole,someone,aluminum,away,may,umpire,there,establish,insist,go,intentionally,stuff,incident,teammate,martinez,charge,last,young,concerned,Marichal,off_speed,Pedro,Valentine,whistle,pull,ball,foot,next,float,drop,front,purposely,bounced,balance,almost,unconsciously,anticipate,attempt,achieve,plant,seed,opponent,mph,soar,send,backside
,22,20,20,13,9,9,8,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 16, 1998, Sunday",129 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FAULT FINDING IN L.A.; POSSIBILITIES FOR ARE ALL THEY'RE CRACKED UP TO BE,"BOB HOOVER, BOOK EDITOR, POST-GAZETTE","ARTS & ENTERTAINMENT, Pg. G-8, BOOK REVIEW",,1002 words,,,"August 21, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,Davis,l.a.,city,disaster,book,earthquake,fire,way,Los_Angeles,damage,film,write,million,social,quake,example,include,prison,state,Southern_California,visit,feel,section,building,brown,easy,horror,show,draw,best,another,suffer,result,percent,area,extreme,structure,catastrophe,put,chapter,various,threat,tornadoe,fault,every,pose,cost,tougher,make,asians,white,old,face,hard,ecology,sign,issue,mount,call,system,new,number,sentence,tell,late,Mike_Davis,middle_class,Fear,California,fear,27.50,anyone,spring,1994,must,uneasiness,still,shock,january,resemble,set,freeways,chaotic,crumble,ramp,miss,unrepair,abandon,memory,riot,debacle,hang,dry,landscape,smog,follow,shortly,o.j,episode
,12,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 7, 1998, Monday",131 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"A LABOR DAY MIXED MESSAGE; FOR UNIONS, EACH STEP FORWARD SEEMS TO BE MATCHED BY ONE BACK",DAVID S. BRODER,"EDITORIAL, Pg. A-13",,751 words,WASHINGTON,,"September 9, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,union,worker,labor,wage,many,work,family,grow,economy,show,better,real,affiliate,expand,government,American,AFL_CIO,Sweeney,represent,well,strong,nonunion,author,growth,1991,median,income,three,prosper,nonfarm,lose,force,president,membership,job,public,private,percent,twice,likely,dynamic,people,poll,much,Trumka,time,mix,message,point,small,victory,wider,perspective,run,hard,stay,place,child,product,smoky,industrial,suburb,believe,today,different,statistic,unionized,pay,counterpart,occupation,volume,state,america,lawrence,mishel,summarize,1990,recovery,proceed,unemployment,fall,sharply,become,yet,despite,consistent,expansion,neither,return,level,think,tank,report,manufacturer,proclaim,page,include,statistical,chart
,16,14,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 1, 1998, Thursday",136 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ALSO IN THE WORLD . . .,,"WORLD, Pg. A-6, WORLD BRIEFS",,140 words,,,"October 8, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
,Iraq,scientist,return,space,agency,agree,build,million,laboratory,study,change,climate,atmosphere,project,kind,nuclear,political,asylum,convincing,immigration,official,force,work,atomic,weapon,research,homeland,identity,keep,secret,fear,family,member,live,serve,ambassador,headquarters,refuse,diplomatic,service,end,last,ultranationalist,politician,run,governor,region,surround,U.S.,NASA,Honduras,Latin_America,Iraqi,Britain,Saddam_Hussein,half_brother,Barzan,al_Tikriti,U.N.,Geneva,Russia,Vladimir_Zhirinovsky,St._Petersburg
,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 18, 1998, Friday",144 of 204 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CAN AN IMPEACHED CLINTON GOVERN? SOME SCHOLARS SAY YES,"ROBERT A. RANKIN, KNIGHT RIDDER NEWSPAPERS","NATIONAL, Pg. A-14",,1099 words,WASHINGTON,,"December 19, 1998",ENGLISH,,,,,,,Copyright 1998 P.G. Publishing Co.
