PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 22, 2005 Wednesday",5 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SENATE FAILS; TO MANDATE; EMISSION CUT HEAT-TRAPPING GAS LIMIT IS VOLUNTARY,H. Josef Hebert The Associated Press,"LOCAL, Pg.A-11",,785 words,,,"June 22, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,measure,energy,gas,industry,emission,sen,inventory,Hagel,amendment,reduce,greenhouse,heat_trapping,mandatory,support,oil,resource,drilling,climate,voluntary,growth,carbon,proposal,Bush,president,approve,reduction,offshore,senator,coastal,development,bill,oppose,country,Senate,endorse,policy,pollution,environmentalist,conduct,call,change,offer,rely,slow,develop,burn,fossil,fuel,among,regional,lawmaker,later,five,give,argue,need,nothing,go,administration,already,approach,every,moratorium,climate_change,Sens,R_Ohio,D_W.Va,McCain,McCain_Lieberman,avoid,still,boost,government,cleaner,source,second,setback,agree,prelude,water,limit,attempt,strip,broad,fail,republican,rally,around,chuck,hagel,expansion,partnership,way,produce,lower,principal,many,scientist,believe
,wood,may,sky,spring,morel,leave,sun,green,tree,road,set,snake,wild,fawn,natural,weather,slow,break,thrush,house,wake,window,watch,peek,clear,across,yard,notice,almost,branch,ridge,take,touch,plant,redbud,ago,flower,go,rain,evening,appear,black,rat,sight,baby,drop,happen,good,world,transform,drab,dreary,vivid,vibrant,thanks,cool,wet,metamorphosis,prolong,think,have,finally,cross,threshold,summer,dawn,amid,chorus,bird,cardinal,robin,wren,usually,listen,avian,symphony,monitor,bedroom,ajar,morning,favorite,spot,cup,coffee,deck,desk,highlight,eastern,brightens,horizon,best,turn,bluebird,blue,gaze,sea,variegate,grass,need
,6,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 9, 2005 Wednesday",133 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BOEING EXIT SHOWS APPEARANCES STILL COUNT,"LILLIAN THOMAS AND LEN BOSELOVIC, PITTSBURGH POST-GAZETTE","BUSINESS, Pg.A-1",,851 words,,,"March 9, 2005",ENGLISH,,,"PHOTO: Harry Stonecipher: His case is unusual for many reasons, not least of which is how career-suicidal his actions were",,,,Copyright 2005 P.G. Publishing Co.
,company,employee,ethic,code,relationship,conduct,action,boe,director,officer,behavior,executive,affair,question,management,many,business,establish,work,policy,e_mail,Boeing,way,report,system,firm,scandal,ask,stonecipher,president,chief,send,major,corporation,case,indicate,change,happen,much,ago,prohibit,superior,subordinate,rule,bad,line,damage,revelation,contract,official,look,least,include,highest,woman,other,association,percent,dating,beyond,personal,statement,act,leadership,corporate,ethical,Hershey,Enron,scorch,message,find,create,co.,help,rebound,string,step,monday,extramarital,another,light,tipster,excerpt,graphic,uncommon,sanction,ceo,engage,consensual,sexual,workplace,expectation,whatever,sensitize,environment,board,sensitive,involve,despite
,15,14,7,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 14, 2005 Monday",134 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),EGYPT'S FEARFUL GAYS SHY FROM HIV TESTING,"Anita Srikameswaran, Pittsburgh Post-Gazette","HEALTH, Pg.A-1 AIDS IN THE MIDDLE EAST: A LOOMING DISASTER",,1861 words,"CAIRO, Egypt",,"March 15, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,sex,people,man,HIV,gay,AIDS,go,he,test,partner,country,happen,HIV_positive,Egypt,may,much,infect,marriage,think,disease,Muslim,other,world,gays,believe,consider,patient,behavior,woman,relationship,keep,know,health,Egyptian,El_Sayed,another,group,many,anonymous,testing,ask,thing,friend,home,learn,try,find,family,information,leave,number,make,outside,unmarried,accept,ministry,far,wedding,show,public,hotline,student,expert,quarantine,never,movie,person,low,American,Preston,police,arrest,prison,debauchery,deride,three,term,around,homosexuality,government,offer,suspect,infection,regardless,status,egyptian,call,disappear,rumor,help,become,aid,dr.,ghanem,straight,care,case,small,avoid
,17,16,13,11,10,9,8,7,7,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 13, 2005 Wednesday",139 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"PEAK PERFORMANCE LOOKS, DURABILITY MAKE METAL ROOF A TOP CHOICE",Kevin Kirkland Pittsburgh Post-Gazette,"SHERIFF SALES, Pg.NW-9",,992 words,,,"April 13, 2005",ENGLISH,,,"Robert J. Pavuchak/Post-Gazette Several years ago, L.W. Miller Roofing put a steel standing-seam roof on this 100-year-old house in Washington, Pa. Classic Products' Country Manor aluminum shake comes as an inter-locking 48-by-12-inch panel that looks like eight randomly sized shakes. Because aluminum roofing is so light -- about 40 pounds per 100 square feet -- it can be installed over two layers of other shingles Decra stone-coated steel shingles by Eckert.",,,,Copyright 2005 P.G. Publishing Co.
,metal,roof,look,steel,roofing,shingle,asphalt,shake,house,much,product,make,residential,fiberglass,pound,building,install,slate,aluminum,architect,president,division,still,tin,home,design,material,wood,people,area,cost,ago,time,point,promise,manufacturer,fact,often,run,become,l.w,popular,business,www.metalroofing.com,photo,advantage,wind,resistance,set,heat,good,percent,accord,customer,perfection,classic,light,100,square,foot,local,sale,weight,project,evan,color,wwwiw,Squirrel_Hill,Petersen_Aluminum,Pac_Clad,Metal,standing_seam,Washington,Miller_Roofing,Centria,RollCOM,Classic_Products,Alcoa,Englert,METALWORKS,twenty,friend,ask,reroof,mansion,mansard,idea,great,forest,green,later,new,though,durability,sell,decade,keep,rain,snow
,15,14,11,9,8,8,8,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 18, 2005 Wednesday",147 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FALLOUT UNCLEAR OVER SENATE MOVE TO CURB DEBATE ON JUDGES,"MICHAEL MCGOUGH, POST-GAZETTE NATIONAL BUREAU","NATIONAL, Pg.A-10",,1265 words,WASHINGTON,,"May 20, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,filibuster,Bush,nominee,vote,justice,democrat,court,Scalia,Rehnquist,president,appeal,conservative,go,might,Supreme_Court,Thomas,chief,interest,Senate,likely,appointment,nomination,elevate,bush,name,group,judicial,make,rehnquist,expect,replace,succeed,option,still,rule,everyone,associate,end,way,right,political,U.S.,senate,week,party,several,retire,summer,candidate,feel,filibustering,moderate,choice,nuclear,senator,continue,early,need,result,virtually,change,successor,confirmation,confirm,view,seek,base,problem,able,republican,many,argument,pick,d.c,block,hard,time,nominate,tilt,liberal,judge,o'brien,professor,author,agree,defeat,elevation,think,person,either,tushnet,decision,replacement,new,Democratic,Democrats,Ronald_Reagan,Tushnet,next
,14,14,13,10,10,9,9,9,8,7,7,7,7,6,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"May 23, 2005 Monday",149 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),DATA MINING DOWN UNDER; SUBMERSIBLE VERSION OF WIDELY USED CHEMICAL MONITOR WOULD TELL A LOT ABOUT LIFE DEEP UNDER THE SEA,"BYRON SPICE, PITTSBURGH POST-GAZETTE","SCIENCE, MEDICINE & TECHNOLOGY, Pg.A-6",,1180 words,,,"May 24, 2005",ENGLISH,,,"INFORMATIONAL GRAPHIC: Woods Hole Oceanographic Institute, Monitor Instruments Co.; Ed Yozwick/Post-Gazette: (On the seafloor)",,,,Copyright 2005 P.G. Publishing Co.
,mass,use,Camilli,spec,seafloor,develop,chemical,particle,water,instrument,spectrometer,call,monitor,pump,know,deep,human,might,version,tool,sea,observatory,underwater,device,vacuum,pressure,TETHYS,form,life,scientist,make,place,take,part,operate,dissolve,methane,gas,atmosphere,rather,measure,without,technology,field,deflect,space,maintain,Monitor,instance,oceanographer,ocean,reach,coast,submersible,find,fill,material,layer,within,right,time,study,depth,go,environmental,engineer,robotic,array,build,powerful,identify,release,surface,design,project,allow,range,spectrometry,molecule,electrical,power,company,we,inch,analyze,must,meter,ambient,exhaust,high,getter,fraction,samples,deep_sea,Cheswick,Hawaii,California,Mass,NASA
,14,10,9,8,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 6, 2005 Wednesday",167 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),STRONGER DOLLAR OFTEN TROUBLING FOR EARNINGS,"Rachel Beck, The Associated Press","BUSINESS, Pg.E-2",,724 words,NEW YORK,,"July 6, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,dollar,percent,earning,U.S.,company,rise,fall,foreign,profit,currency,market,500,gain,accord,investor,higher,2005,major,operation,decline,course,stronger,Merrill,price,interest,rate,hurt,corporate,growth,far,rally,significant,change,past,2004,look,take,though,appreciation,operating,percentage,point,next,research,may,later,show,trickle,last,sector,quarter,help,per,benefit,chief,average,much,sweet,spot,Standard,Poor,obsess,oil,seem,overlook,something,else,cause,fizzle,unexpected,estimate,forecast,greenback,around,opposite,happen,crimp,jolt,slide,recent,second,half,lose,value,basket,federal,reserve,expectation,similar,loss,continue,instead,move,attribute,large,part,tighter,credit,policy
,21,14,8,8,7,6,6,6,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 13, 2005 Wednesday",169 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"PEAK PERFORMANCE; LOOKS, DURABILITY MAKE METAL ROOF A TOP CHOICE","Kevin Kirkland, Pittsburgh Post-Gazette",METRO; Pg. NW-9,,973 words,,,"August 13, 2011",ENGLISH,,,"PHOTO: Robert J. Pavuchak/Post-Gazette: Several years ago, L.W. Miller Roofing put a steel standing-seam roof on this 100-year-old house in Washington, Pa. \ PHOTO: Classic Products' Country Manor aluminum shake comes as an inter-locking 48-by-12-inch panel that looks like eight randomly sized shakes. Because aluminum roofing is so light -- about 40 pounds per 100 square feet -- it can be installed over two layers of other shingles",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,metal,roof,look,steel,roofing,shingle,asphalt,shake,house,much,product,make,residential,fiberglass,pound,building,install,slate,aluminum,architect,president,division,still,tin,home,design,material,wood,people,area,cost,ago,time,point,promise,manufacturer,fact,often,run,become,l.w,popular,business,www.metalroofing.com,photo,advantage,wind,resistance,set,heat,good,percent,accord,customer,perfection,classic,light,100,square,foot,local,sale,weight,project,evan,color,wwwiw,Squirrel_Hill,Petersen_Aluminum,Pac_Clad,Metal,standing_seam,Washington,Miller_Roofing,Centria,RollCOM,Classic_Products,Alcoa,Englert,METALWORKS,twenty,friend,ask,reroof,mansion,mansard,idea,great,forest,green,later,new,though,durability,sell,decade,keep,rain,snow
,15,14,11,9,8,8,8,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 17, 2005 Sunday",171 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"Peak performance; Looks, durability make metal roof a top choice",Kevin Kirkland Pittsburgh Post-Gazette,METRO; Pg. N-7,,974 words,,,"October 28, 2010",ENGLISH,,,"PHOTO: Decra stone-coated steel shingles and shakes from Eckert have the granulated look of asphalt shingles and come in six or seven colors. \ PHOTO: Robert J. Pavuchak/Post-Gazette: Several years ago, L.W. Miller Roofing put a steel standing-seam roof on this 100-year-old house in Washington, Pa.",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,metal,roof,look,steel,roofing,shingle,asphalt,shake,house,much,product,make,residential,fiberglass,pound,building,install,slate,aluminum,architect,president,division,still,tin,home,design,material,wood,people,area,cost,ago,time,point,promise,manufacturer,fact,often,run,become,l.w,popular,business,www.metalroofing.com,photo,advantage,wind,resistance,set,heat,good,percent,accord,customer,perfection,classic,light,100,square,foot,local,sale,weight,project,evan,color,wwwiw,Squirrel_Hill,Petersen_Aluminum,Pac_Clad,Metal,standing_seam,Washington,Miller_Roofing,Centria,RollCOM,Classic_Products,Alcoa,Englert,METALWORKS,twenty,friend,ask,reroof,mansion,mansard,idea,great,forest,green,later,new,though,durability,sell,decade,keep,rain,snow
,15,14,11,9,8,8,8,6,5,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 22, 2005 Thursday",181 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SUNNI ARAB, SECULAR POLITICAL GROUPS JOIN TO PROTEST VOTE","Patrick Quinn, The Associated Press",WORLD; Pg. A-4,,381 words,"BAGHDAD, Iraq",,"December 23, 2005",ENGLISH,,,,,,Newspaper,Copyright 2005 P.G. Publishing Co.
,election,complaint,group,expect,commission,U.S.,secular,political,join,force,decide,bloc,lead,main,voting,change,meeting,office,head,form,party,government,meet,Sunni_Arab,Shiite,IECI,Iraqi,whether,call,repeat,parliamentary,give,religious,larger,sunni,coalition,taint,fraud,include,center,fail,open,shortage,material,report,multiple,forgery,know,receive,"1,250",violation,dec.,describe,serious,overall,result,announce,january,state,department,spokesman,number,lodge,track,record,follow,thing,pretty,good,agreement,register,reach,former,prime,minister,favorite,operation,room,collect,affect,present,electoral,international,organization,bitter,climate,raise,question,hope,inclusive,involve,minority,core,depose,president,backbone,insurgency,sporadic,violence
,6,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 3, 2005 Friday",187 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),REALITY SHOWS RULE; NETWORKS IN SUMMER,,"ARTS & ENTERTAINMENT, Pg.C-5",,928 words,,,"June 3, 2005",ENGLISH,,,"Adam Larkey/ABC Scot, Jeremy, Milana, Alyssa and Amari are five of 10 straight-A students who will compete for a full college scholarship on ""The Scholar,"" a reality show debuting on ABC at 8 p.m. Monday.",,,,Copyright 2005 P.G. Publishing Co.
,show,p.m.,reality,team,nomination,fire,week,air,among,ABC,tv,include,premiere,try,camera,go,work,boss,another,hand,win,though,look,june,apprentice,make,lose,tune,episode,CBS,summer,network,next,viewer,contestants,job,shop,candid,full,hour,quick,series,cut,pit,designer,task,note,pick,member,follow,hit,monday,student,compete,college,scholarship,real,prove,host,help,time,star,list,quality,drama,lead,nod,sweep,elephant,lesbian,half_hour,Hilfiger,Veronica_Mars,WQED,really,interesting,scrip,cable,pop,broadcast,mostly,stuck,barrage,several,perhaps,find,irksome,laugh,track,view,feel,insult,sitcom,please,tuesday,different,owner,aware,hidden
,10,9,7,7,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 6, 2005 Tuesday",194 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),PLAIN [AMP] FANCY; SOME DESIGNERS APPROACH THE MAX ON MINIMALISM IN NEXT SEASON'S FASHIONS,"LaMont Jones, Pittsburgh Post-Gazette","LIFESTYLE, Pg.C-1",,943 words,,,"September 7, 2005",ENGLISH,,,"PHOTO: Barbara ""Bree"" Harris' evening gowns are graceful yet provocative. / PHOTO: Known as ""Bree,"" Barbara Harris is founder of the Multi by Bree label. One of her spring 2006 designs is above. / DRAWING: A gown from the spring 2006 collection of designer Ellen Tracy.",,,,Copyright 2005 P.G. Publishing Co.
,designer,spring,design,look,new,show,dress,color,love,sketch,woman,clothes,work,corporate,combine,evening,line,print,clean,Harris,Ellen_Tracy,never,fashion,establish,2006,collection,stylish,back,fashionfest,theme,share,vision,presentation,blouse,wear,last,sleekness,thursday,event,include,sunday,refine,modern,jacket,inspire,Barbara_Harris,forget,child,small,town,tree,draw,beautiful,accept,parent,persuade,take,traditional,college,career,path,study,psychology,sociology,spend,bree,stop,retire,vice,presidential,position,human,resource,global,company,reclaim,multi,label,2003,fit,profile,young,break,put,finish,touch,confident,ability,skill,significant,experience,world,create,man,versatile,eight,beginning,friday,gaze
,9,8,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 30, 2005 Sunday",197 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),TRANS-SIBERIAN PIPELINE; COSTLY AND CONTROVERSIAL,James Brooke The New York Times,"LOCAL, Pg.A-6",,567 words,,,"January 30, 2005",ENGLISH,,,,,,,Copyright 2005 P.G. Publishing Co.
,oil,pipeline,Russia,world,Japan,major,port,bay,nature,water,tanker,Pacific,mile,billion,investment,financing,pipe,bind,sell,face,reserve,switch,terminal,bank,international,state,find,beach,species,maritime,island,China,second_largest,Russian,stretch,run,"2,565",three,time,long,price,tag,15.5,loom,modern,biggest,infrastructure,president,v.,putin,answer,railway,czar,rely,percent,import,economic,giant,compete,fiercely,longest,expensive,trump,generous,offer,importer,hope,diameter,exporter,may,decade,complete,line,represent,increase,export,capacity,mark,shift,toward,country,include,project,still,hurdle,guarantee,enough,fill,although,much,barrel,untapped,along,route,reach,sea,public,commitment,whose
,14,11,9,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 3, 2005 Friday",201 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),REALITY SHOWS RULE NETWORKS IN SUMMER,"Rob Owen, Pittsburgh Post-Gazette",ARTS & ENTERTAINMENT; TUNED IN; Pg. C-5,,909 words,,,"September 2, 2006",ENGLISH,,,"PHOTO: Adam Larkey/ABC: Scot, Jeremy, Milana, Alyssa and Amari are five of 10 straight-A students who will compete for a full college scholarship on ""The Scholar,"" a reality show debuting on ABC at 8 p.m. Monday.",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,show,p.m.,reality,team,nomination,fire,week,air,among,ABC,tv,include,premiere,try,camera,go,work,boss,another,hand,win,though,look,june,apprentice,make,lose,tune,episode,CBS,summer,network,next,viewer,contestants,job,shop,candid,full,hour,quick,series,cut,pit,designer,task,note,pick,member,follow,hit,monday,student,compete,college,scholarship,real,prove,host,help,time,star,list,quality,drama,lead,nod,sweep,elephant,lesbian,half_hour,Hilfiger,Veronica_Mars,WQED,really,interesting,scrip,cable,pop,broadcast,mostly,stuck,barrage,several,perhaps,find,irksome,laugh,track,view,feel,insult,sitcom,please,tuesday,different,owner,aware,hidden
,10,9,7,7,7,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 20, 2005 Sunday",203 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"PITTSBURGH MUSEUMS SATISFY CRAVINGS FOR FOOD, ART ALIKE",Marilyn McDevitt Rubin,TRAVEL; DOWN THE ROAD; Pg. K-3,,1259 words,,,"January 26, 2006",ENGLISH,,,,,,Newspaper,Copyright 2005 P.G. Publishing Co.
,cafe,make,sandwich,food,chef,dessert,fresh,lunch,menu,restaurant,price,salad,eat,grill,cheese,Pittsburgh,place,museum,good,soup,operate,kitchen,serve,company,offer,turn,service,every,include,cup,staff,big,famous,pastry,center,visit,holiday,start,patron,ago,floor,modest,guest,executive,daily,per,bowl,bread,carnegie,right,strip,fourth,conservatory,fill,table,friend,apple,6.50,combination,cheesecake,variety,philosophy,wheat,product,side,child,reasonable,put,work,green,available,open,ham,home,flavor,produce,tea,p.m.,Carnegie_Museum,Art,Eat,sous_chef,Chef_Noonan,Riverview_Cafe,Eleven,travel,chance,show,better,city,outstanding,sightsee,coincide,time,brief,seven,primary,institution,satisfy
,11,10,9,7,7,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 24, 2005 Thursday",204 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"GAMES GALORE; WHETHER YOU WANT TO SCORE TOUCHDOWNS, RAISE NINTENDOGS, HUNT GIANT MONKEYS OR SHOOT AT NAZIS, THERE'S A GAME OR TWO, OR THREE, FOR YOU","CINDI LASH AND JONATHAN D. SILVER, PITTSBURGH POST-GAZETTE",ARTS & ENTERTAINMENT; 2005 ANNUAL GAME GUIDE GAMEDAZE; Pg. W-4,,11016 words,,,"January 7, 2006",ENGLISH,,,"PHOTO: Tony Hawk's American Wasteland PHOTO: ""Tim Burton's The Nightmare Before Christmas: Oogie's Revenge"" PHOTO: 50 CENT: BULLETPROOF",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,game,***,PS2,play,pc,**,make,GC,shooter,player,do,PSP,title,look,world,time,new,move,take,have,PC,sport,graphic,version,Sony,screen,ea,use,back,story,war,level,enemy,star,turn,character,combat,action,go,GBA,sequel,pick,sound,little,still,love,camera,team,ii,gameplay,must,evil,gun,way,much,try,big,Activision,X360,DS,Ubisoft,Nintendo,handheld,gc,feel,bad,mission,life,fun,man,mode,film,worth,include,we,offer,run,good,****,best,plot,original,movie,set,fight,work,give,bit,+,top,06,home,away,battle,enough,old,racing,many,know
,99,80,78,38,34,30,25,24,23,23,22,22,21,21,21,20,20,19,19,17,17,16,16,16,16,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,7,7
"December 9, 2005 Friday",206 of 282 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),POLITICAL THRILLER'S THREADS CROSS THE WORLD IN A SHARP 'SYRIANA',"Barbara Vancheri, Pittsburgh Post-Gazette",ARTS AND ENTERTAINMENT; MOVIE REVIEW; Pg. C-1,,672 words,,,"December 10, 2005",ENGLISH,,,"PHOTO: George Clooney is a CIA agent in the political thriller ""Syriana.""",,,Newspaper,Copyright 2005 P.G. Publishing Co.
,oil,syriana,corruption,agent,son,Texas,time,seem,way,play,company,call,traffic,watch,father,much,CIA,write,big,energy,analyst,emir,prince,migrant,family,direct,take,include,attorney,wife,brother,we,world,observation,every,movie,someone,Killen,Washington,Stephen_Gaghan,George_Clooney,Matt_Damon,Gaghan,Clooney,Damon,ticket,cheat,sheet,tiny,flashlight,consult,scorecard,tim,blake,nelson,difference,densely,intelligent,complex,political,thriller,set,backdrop,global,industry,tent,enough,accommodate,oilm,past,present,lawyer,pair,worker,assort,member,other,adapt,screenplay,tackle,raise,ante,four,story,line,go,leave,moviegoer,word,arrive,late,duck,extend,visit,concession,counter,think,able,face
,6,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
