PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 22, 2012 Sunday",1 of 426 DOCUMENTS,Pittsburgh Post-Gazette,GLOBAL WARMING ISSUE HARD TO QUELL EARTH DAY,"Don Hopey, Pittsburgh Post-Gazette","HEALTH, SCIENCE, MEDICINE & TECHNOLOGY; EARTH DAY; Pg. A-1",,1375 words,,,"April 23, 2012",ENGLISH,,,PHOTO: Robin Rombach/Post-Gazette: Climate-change expert Michael Mann says policymakers can't wait until questions are answered before they act on global warming.,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,climate,change,science,global,warming,world,gas,percent,still,stick,carbon,greenhouse,emission,hockey,mann,scientist,mo,fossil,fuel,make,professor,temperature,level,dioxide,part,public,scientific,reduce,study,need,Mr._Mann,show,decline,almost,policymaker,act,poll,americans,debate,question,include,already,University,Oreskes,due,director,produce,graph,"1,000",long,past,century,climb,grow,concentration,per,million,time,natural,recent,good,doubter,effort,evidence,awareness,weather,event,impact,ocean,higher,may,2010,journal,permafrost,large,accord,freeze,manmade,happen,successful,engineering,do,history,message,uncertain,many,believe,ms.,really,control,governance,regulation,armstrong,expert,modeling,find,percentage,high,last
,Cuba,scientist,Cuban,protect,grant,U.S.,cuban,study,work,official,American,government,help,oil,country,environmental,share,resource,need,island,lead,science,population,percent,include,experience,Mr._Reilly,force,sea,turtle,shark,nation,together,spill,go,hope,environment,administration,cooperation,scientific,visa,americans,head,meet,marine,many,way,fish,almost,area,make,environmentalist,home,paint,know,well,group,travel,regulate,commission,bp,take,Environmental_Defense_Fund,United_States,join,effort,baby,endangered,weather,pattern,fuel,hurricane,devastate,process,chip,away,feud,bring,talk,vital,matter,case,geographically,close,concern,similar,crucial,combine,future,climate,change,gulf,collaborate,program,director,organization,increase,regularly,easier
,12,11,7,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 18, 2012 Wednesday",197 of 426 DOCUMENTS,Pittsburgh Post-Gazette,GREENLAND GLACIER'S ICE SPLIT IS TWICE THE SIZE OF MANHATTAN,"Juliet Eilperin, The Washington Post",WORLD; Pg. A-5,,369 words,,,"July 18, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,glacier,ice,Greenland,size,researcher,temperature,calve,2010,sheet,add,Petermann,chunk,break,ocean,happen,event,square,mile,change,scientist,flow,rate,accelerate,loss,percent,time,air,degree,University,Delaware,Mr._Muenchow,twice,part,attribute,warmer,separation,along,northwest,coast,monday,represent,second,major,past,three,august,lose,area,roughly,compare,split,week,university,associate,professor,physical,science,engineering,end,point,location,least,150,rapidly,eye,mr.,muenchow,interview,individual,canary,coal,mine,recent,warming,transform,overall,reduce,volume,big,broader,climate,story,around,ted,scambos,lead,national,snow,data,center,monitor,whether,front,go,take,awhile,understand,significant,still
,8,7,6,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 2, 2012 Tuesday",205 of 426 DOCUMENTS,Pittsburgh Post-Gazette,STALLING SCIENCE THREATENS EVERY DOMAIN OF MODERN LIFE,ALAN I. LESHNER AND KENT KRESA,EDITORIAL; Pg. A-7,,797 words,,,"October 3, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,cut,billion,science,federal,research,budget,sequestration,percent,spend,lose,nondefense,time,funding,study,agency,program,five,defense,deficit,loom,mean,happen,area,slash,investment,2017,bad,economy,drive,advance,technology,decline,dollar,2010,indiscriminate,potential,national,security,field,must,many,find,position,cost,accord,project,concern,reduce,next,11.3,overall,seem,particularly,example,trillion,reduction,trimming,measure,analysis,scenario,already,grant,average,age,National_Institutes,Health,never,really,cripple,key,development,estimate,8.4,good,whose,growth,real,stall,essential,impact,medical,food,safety,energy,independence,effort,grip,climate,change,aspect,modern,life,touch,role,promote,innovative,across,diverse,compromise
,12,10,7,7,7,6,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 4, 2012 Thursday",206 of 426 DOCUMENTS,Pittsburgh Post-Gazette,SCOTT BROWN'S SENATE PROBLEM,SCOT LEHIGH,EDITORIAL; Pg. A-7,,721 words,,,"October 5, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,vote,Senate,senator,control,filibuster,argument,make,leader,Mr._Brown,yet,take,republican,issue,put,majority,mo,hand,give,party,whose,strategy,GOP,fellow,become,single,simple,mcconnell,president,hope,hard,willing,raise,right,everything,pledge,committee,determine,tax,run,new,kerry,1996,help,although,popular,debate,thing,race,join,current,Scott_Brown,re_election,Massachusetts,Mitch,McConnell,Bill_Weld,Mr._Weld,Republican,ideology,sometimes,share,might,may,largest,hurdle,matter,reality,victory,next,minority,dedicated,use,obstruct,defeat,democrat,hit,think,we,obama,inaugurate,january,inside,stop,sen,stand,beside,candidate,monday,news,conference,building,ms,warren,start,stress,mean,denier,environment,judiciary
,6,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 8, 2012 Monday",207 of 426 DOCUMENTS,Pittsburgh Post-Gazette,FINANCIAL CATCH-22 AMID FLAMES; PREVENTION SERVICES' MONEY SPENT TO PUT OUT UNPRECEDENTED WILDFIRES,"Darryl Fears, The Washington Post",NATIONAL; Pg. A-7,,520 words,,,"October 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,wildfire,season,fire,fight,million,run,money,budget,suppression,record,continue,provide,cost,member,committee,time,burn,may,Congress,Forest_Service,official,thing,program,dry,fuel,reimburse,work,forestry,state,start,billion,appropriation,use,fund,average,longer,acre,recent,transfer,spokeswoman,funding,worst,department,pay,firefighter,truck,aircraft,dump,retardant,monstrous,flame,take,many,aim,prevent,giant,place,raid,mean,put,removal,brush,dead,wood,vast,stretch,land,blaze,threaten,property,life,recently,step,play,far,lesser,role,400,2013,resolution,allow,expert,agency,environmental,group,greet,good,news,fault,fiscal,half,actually,argue,traditional,method,conference,previous,inadequate,climate
,7,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 4, 2012 Sunday",216 of 426 DOCUMENTS,Pittsburgh Post-Gazette,THE HOOK-AND-BULLET CROWD IS BULLY FOR CONSERVATION; AND THEY WANT TO KNOW HOW CANDIDATES PLAN TO PROTECT AMERICA'S GREAT OUTDOORS,LARRY SCHWEIGER,EDITORIAL; Pg. B-1,,805 words,,,"November 6, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,sportsman,conservation,protect,percent,wildlife,poll,public,fish,America,hunter,land,child,believe,water,issue,heritage,angler,plan,outdoor,natural,care,global,warming,important,habitat,oil,president,theodore,roosevelt,feel,legacy,repeat,top,new,show,expect,political,leader,air,work,candidate,future,love,outdoors,we,emission,fishermen,moral,responsibility,many,voter,confront,matter,right,restore,health,production,carbon,gulf,disaster,fishing,hunt,gun,rights,job,exactly,100,reformer,frustrated,government,allegiance,special,interest,cabinet,fill,corporate,lawyer,form,party,name,celebrate,former,turn,back,century,later,today,excuse,wonder,whether,history,campaign,trail,anything,open,season,debate,beyond,remain
,9,9,9,9,7,6,6,6,6,5,5,5,5,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 9, 2012 Sunday",234 of 426 DOCUMENTS,Pittsburgh Post-Gazette,"TO ADD JOBS, MANY IN CALIF. LOOK TO ALTER GREEN LAW","Ian Lovett, The New York Times",NATIONAL; Pg. A-7,,1166 words,,,"September 11, 2012",ENGLISH,,,"PHOTO: Justin Sullivan/Getty Images:A protester wears face paint during a demonstration against fracking outside of the California Environmental Protection Agency headquarters in Sacramento, Calif.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,law,environmental,lawsuit,project,state,development,Environmental_Quality_Act,job,mr.,plan,bill,developer,lane,republican,reform,go,environmentalist,act,business,environment,delay,still,many,economic,litigation,another,file,issue,change,democrat,support,strip,kind,sue,make,increasingly,abuse,sometimes,kill,across,turn,new,cost,owner,declare,work,bicycle,goal,gas,station,advocate,drive,much,gov,sign,lobby,unemployment,percent,try,last,overhaul,enforcement,next,protect,away,rubio,intent,potential,study,court,know,money,rather,original,remain,bipartisan,California,Hollywood,angeles,greenest,place,call,powerful,protection,model,nation,credite,preserve,lush,wetland,keep,condominium,slope,landmark,pass,1970,open,door,bring
,17,11,11,10,9,6,6,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 24, 2012 Monday",235 of 426 DOCUMENTS,Pittsburgh Post-Gazette,RUNNING GAME FAILS TO MAKE AN IMPACT,"Ray Fittipaldo, Pittsburgh Post-Gazette",SPORTS; STEELERS NOTEBOOK; Pg. D-4,,938 words,,,"September 27, 2012",ENGLISH,,,PHOTO: Peter Diana/Post-Gazette: Raiders linebacker Philip Wheeler attempts to rip the ball away from Steelers tight end Heath Miller.,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,game,three,Steelers,yard,second,touchdown,steeler,back,raider,go,play,rush,run,time,safety,catch,end,career,start,Allen,season,o.co,coliseum,carry,think,drive,line,punt,half,make,hit,injury,change,free,replace,Raiders,still,search,pass,sunday,lead,nine,total,ball,attempt,final,inside,hospitalize,/b,receiver,knock,unconscious,quarter,try,never,anyone,hurt,reach,possibility,happen,clark,baseball,leave,right,interception,torch,last,fail,identify,player,penalize,return,hold,cornerback,lineup,record,score,deactivate,Heyward_Bey,Ryan_Mundy,Mundy,NFL,Al_Davis,Rookie,calif,2012,old,actually,soar,loss,sputter,yet,rusher,manage,team,statistic,decrease,week,ago
,20,10,8,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 27, 2012 Thursday",236 of 426 DOCUMENTS,Pittsburgh Post-Gazette,SECTION: LOCAL; BRIEFLY; Pg. A-5,,,,860 words,,,"September 28, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,board,city,victim,member,vote,customer,lawsuit,summit,today,collection,abuse,bank,file,stem,event,steal,community,director,child,authority,problem,attack,book,settle,seed,protester,seek,firm,search,agree,continue,solicitor,settlement,leave,disc,someone,work,mr.,help,require,make,proposal,new,school,officer,count,former,demolition,issue,executive,online,log,account,attempt,website,deal,reveal,identity,CITY,Pittsburgh,Three_Rivers_Climate_Convergence,Solomon,world,leader,"143,000",top,attorney,september,2009,systematically,harass,stifle,effort,protest,facilitate,bus,aim,feed,use,stage,represent,law,healey,group,allege,retaliation,illegal,seizure,free,speech,violation,deny,wrongdo,insurance,carrier,case,avoid,expense,defense
,9,8,8,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 25, 2012 Tuesday",246 of 426 DOCUMENTS,Pittsburgh Post-Gazette,"POLAR BEAR HUNTING, TRADE SPARK CONTROVERSY","Juliet Eilperin, The Washington Post","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-2",,917 words,,,"December 26, 2012",ENGLISH,,,"PHOTO: Sean Kilpatrick/The Canadian Press/Associated Press: A male polar bear walks along the shore of Hudson Bay near Churchill, Manitoba, in August 2010.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,bear,polar,Canada,hunt,trade,United_States,official,harvest,Mr._Beeler,dog,import,though,time,ban,commercial,scientist,number,export,international,license,Russia,quickly,close,guide,hunter,shot,adult,meat,list,hide,take,still,many,allow,global,part,accord,sale,sustainable,try,best,available,science,help,climate,rather,address,direct,species,wildlife,question,increase,demand,risen,advocacy,group,rise,quota,sell,season,everything,provide,income,community,Arctic,Wildlife_Service,mile,away,begin,run,toward,slead,distance,freeze,water,inuit,release,distract,skilled,bow,three,arrow,pierce,animal,heart,lung,think,can,believe,pay,much,money,dangerous,fewer,yard,nearly,male,skinned,site
,24,15,10,7,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 15, 2012 Wednesday",253 of 426 DOCUMENTS,Pittsburgh Post-Gazette,GETTING TO KNOW YOU: OBAMA ROLLS OUT RED CARPET FOR XI,"Ben Feller, Associated Press",WORLD; Pg. A-6,,471 words,,,"February 15, 2012",ENGLISH,,,PHOTO: Susan Walsh/Associated Press: President Barack Obama meets Tuesday with China's Vice President Xi Jinping in the Oval Office.,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,president,China,mo,economic,military,vice,Pentagon,Mr._Biden,Mr._Xi,man,next,welcome,world,important,relationship,cooperation,human,need,full,expect,lead,decade,mr.,currency,trade,yet,visit,secretary,power,always,go,eye,Obama,destine,leader,extraordinary,tuesday,across,finely,scrip,open,trading,kind,word,jinp,speak,directly,rights,worsen,foreign,crise,everything,reflect,much,matter,difference,give,might,global,influence,lengthy,office,audience,elaborate,reception,honor,gather,chief,business,executive,invitation,dinner,house,center,seek,four,whose,name,pronounce,shee,currently,succeed,hu,jintao,head,late,become,2013,sure,people,though,send,stern,message,show,responsibility,economically,sign,simmer
,8,8,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 15, 2012 Sunday",258 of 426 DOCUMENTS,Pittsburgh Post-Gazette,LAND BRIDGE CAUSED WILD TEMPERATURE SWINGS,"Sid Perkins, ScienceNOW","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-3",,706 words,,,"April 17, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,water,circulation,ice,climate,ocean,North_Atlantic,researcher,simulation,last,age,temperature,degree,land,today,propose,set,open,Bering_Strait,much,time,ago,around,stable,level,many,team,surface,North_America,Earth,Mr._Hu,Greenland,swing,rise,new,study,bridge,connect,become,note,sheet,sea,drop,use,add,large,amount,fresh,latitudes,swath,southern,spell,sink,critical,worldwide,result,never,shut,cold,take,strait,future,Asia,WHOI,characterize,violent,seemingly,random,beginning,"80,000",average,fall,fahrenheit,course,decade,pattern,"70,000",debate,whether,drive,sharp,variation,solar,activity,simply,unstable,climatic,process,point,earthbound,culprit,presence,relatively,end,scientist,colo,fairly,begin,earnest,"100,000"
,9,8,7,7,7,6,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 28, 2012 Saturday",266 of 426 DOCUMENTS,Pittsburgh Post-Gazette,PHILADELPHIA'S BOATHOUSE SPORTS OUTFITTING OLYMPIC ROWERS,"Bob Fernandez, The Philadelphia Inquirer",BUSINESS; Pg. A-7,,439 words,,,"July 31, 2012",ENGLISH,,,"PHOTO: Sharon Gekoski-Kimmel/Philadelphia Inquirer: Philadelphia-made uniforms for the 2012 Olympics are designed and manufactured at Boathouse Sports. The company employs about 225 local workers. Here, founder John Strotbeck stands on the sewing floor.",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,olympic,company,Boathouse,athlete,team,row,clothing,wear,rower,apparel,custom,talk,1990,boat,1984,factory,within,division,sport,new,revenue,uniform,order,sponsor,make,U.S.,Mr._Strotbeck,Adidas,though,chic,ralph,laur,dud,open,ceremony,friday,take,special,pride,racing,unisuit,practice,gear,story,small,manufacturer,industrial,city,beat,odd,era,global,trade,flow,conglomerate,compete,fast,founder,former,never,turn,back,core,niche,spur,offer,late,relocate,state,bitten,bug,sweep,double,scull,quad,game,1989,launch,expand,outerwear,sell,parkas,award,jacket,football,time,good,nike,crash,party,pay,sponsorship,outfit,national,tv,exposure,wipe,part,business
,5,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 7, 2012 Wednesday",278 of 426 DOCUMENTS,Pittsburgh Post-Gazette,INDIA SLOW TO REVEAL EXTENT OF DENGUE EPIDEMIC,"GARDINER HARRIS, THE NEW YORK TIMES",WORLD; Pg. A-12,,451 words,,,"November 8, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,dengue,India,official,disease,expert,world,case,fever,government,problem,million,people,health,number,grow,acknowledge,around,worse,tropical,infection,hospital,figure,actual,much,delhi,epidemic,foster,sense,alarm,publicly,refuse,scope,threaten,hundred,become,focal,point,plague,sweeping,globe,report,handful,country,1950,endemic,half,nation,global,far,know,keep,organization,lead,coordinator,though,tiny,fraction,infect,extremely,painful,many,catch,tourist,return,vacation,pierce,shore,last,announce,locally,acquire,capital,overrun,feverish,patient,share,bed,languishing,hallway,"30,002",sicken,october,percent,jump,"18,860",record,2011,real,indian,annually,several,conservatively,estimate,occur,every,maybe,"227,500",hospitalization,focus
,12,9,7,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 15, 2012 Thursday",279 of 426 DOCUMENTS,Pittsburgh Post-Gazette,SPECIAL ALASKAN 'ICE' TESTED AS POSSIBLE NEW ENERGY SOURCE,"Dan Joling, Associated Press","HEALTH, SCIENCE, MEDICINE & TECHNOLOGY; Pg. A-10",,673 words,,,"November 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,methane,hydrate,gas,reservoir,natural,ground,oil,energy,ice,burn,need,research,cubic,foot,pressure,extract,Alaska,U.S.,DOE,North_Slope,Methane,field,drill,source,warm,molecule,main,production,technology,within,million,extraction,may,underground,test,world,trap,release,heat,high,temperature,combine,water,deposit,atmosphere,climate,warming,resource,fossil,fuel,time,though,add,lot,2008,estimate,trillion,exist,drilling,Japan,Boswell,half,mile,vast,help,trigger,construction,pipeline,rig,tap,might,next,big,department,industry,partner,winter,look,candle,match,little,ingredient,boom,hydraulic,fracture,awash,near,future,consider,export,ready,wait,good,plan,manager,national,laboratory,nearly,science
,17,12,11,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 21, 2012 Wednesday",291 of 426 DOCUMENTS,Pittsburgh Post-Gazette,FEDERAL BUDGET RUNNING DRY FOR LOCKS REPAIR; $170M A YEAR SPENT TOWARD $8B BACKLOG,Pittsburgh Post-Gazette,NATIONAL; Pg. A-1,,1854 words,,,"March 21, 2012",ENGLISH,,,"PHOTO: Michael Henninger: Charles Weight, a lock master with the Army Corps of Engineers, walks atop the Elizabeth Lock and Dam No. 3, a 105-year-old facility on the Monongahela River. INFORMATIONAL GRAPHIC: U.S. Army Corps of Engineers; James Hilston/Post-Gazette: (Going, going gone?) INFORMATIONAL GRAPHIC: final report of the Inland Marine Transportation Systems Capital INvest,ent Stragety Team (April 2010); Post-Gazette: (River Rescue)",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,project,lock,million,tax,funding,Congress,dam,Corps,industry,billion,official,force,use,pay,cost,task,fund,river,build,barge,money,U.S.,budget,provide,increase,government,much,repair,new,revenue,taxpayer,diesel,need,way,something,nation,maintain,make,170,last,back,operator,fuel,require,spend,president,group,time,major,trust,proposal,Industry,coal,system,infrastructure,per,take,include,current,fail,higher,match,change,reality,rep.,annual,2010,measure,enough,work,corps,responsible,move,go,recommend,380,estimate,complete,number,propose,company,support,have,give,mr.,ton,pressure,break,age,unfortunately,federal,200,pace,long,expect,authorize,far,1988,scheme
,23,18,15,15,14,14,12,12,10,10,9,9,8,8,8,8,8,7,7,7,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 19, 2012 Thursday",296 of 426 DOCUMENTS,Pittsburgh Post-Gazette,"EPA UPDATES GAS, OIL POLLUTION RULES; NEW STANDARDS TARGET UNHEALTHY MARCELLUS SHALE WELL EMISSIONS","Don Hopey, Pittsburgh Post-Gazette",NATIONAL; Pg. A-1,,875 words,,,"April 20, 2012",ENGLISH,,,,,,Newspaper,Copyright 2012 P.G. Publishing Co.
,well,rule,gas,air,emission,EPA,new,oil,industry,require,development,state,pollution,completion,frack,regulation,natural,practical,equipment,standard,public,comment,pipeline,compressor,station,operation,reduce,wednesday,capture,health,draft,compliance,2015,delay,ms,ton,Colorado,Texas,federal,nationwide,include,administrator,step,without,administration,support,make,change,propose,extend,exempt,pressure,produce,take,effect,volatile,organic,compound,release,matter,green,attorney,requirement,percent,benzene,million,cost,result,use,receive,environmental,group,finalize,forward,issue,statement,near,related,Marcellus_Shale,McCarthy,DEP,unhealthy,announce,pollutant,work,hydraulic,fracture,storage,tank,comprehensive,update,decade,important,toward,tap,future,energy,supplies,exposing
,17,15,13,9,9,9,7,7,6,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 31, 2012 Friday",305 of 426 DOCUMENTS,Pittsburgh Post-Gazette,FIVE NEW DAYTIME TALK SHOWS TO DEBUT,Rob Owen,ARTS & ENTERTAINMENT; TUNED IN; Pg. C-1,,1563 words,,,"September 1, 2012",ENGLISH,,,"PHOTO: Andrew Eccles/Disney ABC: Katie Couric begins the next stage of her career with ""Katie,"" rolling out Sept. 10. PHOTO: British TV personality and ""conflict-resolution expert"" Trisha Goddard's show premieres Sept. 17. PHOTO: ""Survivor"" host Jeff Probst will helm ""The Jeff Probst Show,"" premiering Sept. 10",,,Newspaper,Copyright 2012 P.G. Publishing Co.
,show,sept,new,p.m.,go,weekdays,host,a.m.,talk,air,last,include,think,channel,season,couric,probst,daytime,tv,take,premiere,katie,best,ms,able,have,right,topic,lot,thing,feature,audience,move,rerun,saturday,mr.,party,telecast,may,way,summer,press,point,use,interview,people,different,well,ms.,something,woman,dating,weekend,sundays,beginning,return,competition,addition,survivor,room,back,shore,telethon,tune,WTAE,WPCW,WPMY,WPXI,end,program,place,fall,know,news,approach,give,hope,expect,ability,much,age,parent,another,live,viewer,available,life,early,slot,general,sept.,former,midnight,syndicate,change,p.m,add,title,conference
,28,14,13,13,13,10,9,9,8,8,7,7,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
