PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"November 30, 1997, Sunday",2 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MAN AND NATURE FEELING THE HEAT,"JOBY WARRICK, THE WASHINGTON POST","WORLD, Pg. A-10",,1456 words,"SANBORN, N.D.",,"December 3, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,warming,scientist,climate,change,global,Earth,greenhouse,temperature,gas,carbon,atmosphere,effect,satellite,know,continue,heat,scientific,human,planet,small,measurement,town,go,computer,new,possible,record,city,recent,range,debate,world,major,warm,balance,far,nation,reach,point,amount,data,question,evidence,level,degree,argue,dioxide,way,make,century,add,Sanborn,Albritton,100,forecast,week,mean,freeze,bring,fact,predict,steadily,grow,farmer,mild,eventually,flood,believe,water,enormous,around,model,can,yet,impact,consensus,real,likely,many,prominent,atmospheric,there,significant,decade,begin,important,influence,base,rise,fall,theory,fully,cut,research,fuel,journal,still,produce,link
,asteroid,blast,mile,researcher,foot,Eltanin,scientist,research,know,vapor,sea,million,ago,paper,strike,water,high,crater,across,hit,dust,cause,fallout,fossil,space,bomb,possibly,ocean,leave,land,the,area,lead,tell,enough,damage,change,geologist,extinction,period,ice,cool,event,impact,may,believe,deposit,create,percent,earth,rock,Antarctica,Earth,Sirius,tumble,eon,force,cosmic,multinational,team,publish,explosive,power,100,billion,ton,blow,column,three,punch,temporary,oceanic,accord,appear,science,journal,nature,estimate,least,diameter,seab,similar,hole,nine,ever,trigger,wave,130,devastating,swamp,coast,tsunami,destroy,enormous,large,sign,thing,polar,telephone
,7,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 20, 1997, Saturday",112 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"EL NINO RESURGES, STRONGER THAN EVER","ROBERT LEE HOTZ, LOS ANGELES TIMES","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-2",,458 words,"PASADENA, Calif.",,"March 22, 1998",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,el,nino,current,new,across,satellite,energy,global,temperature,warm,storm,weather,strength,accord,data,show,expert,grow,november,offer,researcher,heartbeat,atmosphere,pulse,go,survey,water,air,degree,normal,seasonal,severe,effect,predict,JPL,wreak,havoc,world,resurge,tropical,measurement,regain,momentum,receding,dramatically,earlier,bolster,federal,forecast,fierce,tempestuous,winter,climate,draw,topex,poseidon,image,indicate,percent,december,shrink,amount,end,glimpse,call,way,ebb,drain,rejuvenate,periodic,burst,strong,westward,wind,central,pacific,this,take,right,research,oceanographer,the,long,mean,baby,stay,around,well,enter,1998,full,time,detailed,look,affect,kind,float,hot,plate
,11,11,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 2, 1997, Wednesday",124 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ARCHITECTURAL MARVEL DUE FOR FACE LIFT,LAURIE DEVINE,"METRO, Pg. N-1",,793 words,,,"April 4, 1997",ENGLISH,,,"PHOTO (3), PHOTO: (For three photos) When North Allegheny Junior-Senior High; School opened in 1954, it was the envy of other school districts. Progressive; Architecture magazine called it the country's best large high school. These; photos, taken in the school's first year of operation, show the exterior, the; shop area (left), and the cafeteria (below). Now, 43 years later, the; building, an intermediate school, is falling apart. A major infrastructure; overhaul and classroom expansion is scheduled for completion during February.",,,,Copyright 1997 P.G. Publishing Co.
,school,Zippel,design,courtyard,building,classroom,architect,glass,renovation,much,original,floor,front,corridor,use,point,feature,it,brick,think,however,intermediate,million,week,better,buckle,shift,shale,foundation,look,bare,class,remedy,open,high,architecture,call,country,structure,make,worth,save,lot,light,outside,beautiful,across,become,wall,rip,suspend,slab,North_Allegheny,Pittsburgh,13.2,begin,flooring,interior,brown,many,"1,325",gridlock,hallway,change,major,infrastructure,overhaul,expansion,slated,complete,february,official,hope,give,tired,another,three,decade,long,ago,coolest,trendiest,certainly,remarkable,educational,1954,progressive,magazine,best,large,among,currently,charge,walk,last,functional,treasure,architectural,gem
,13,10,9,8,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 3, 1997, Saturday",129 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"COMEDIAN IN CHIEF; BILL CLINTON, FEELING SANCTIFIED BY RE-ELECTION, FINDS HIS SENSE OF HUMOR; AGAIN",MARY MCGRORY,"EDITORIAL, Pg. A-7",,819 words,WASHINGTON,,"May 4, 1997",ENGLISH,,,"DRAWING, DRAWING: The best medicine.",,,,Copyright 1997 P.G. Publishing Co.
,Clinton,press,president,go,another,give,time,man,make,pound,Roosevelt,around,last,couple,good,compare,think,campaign,powerful,pity,thing,child,seem,office,although,document,reporter,trade,we,laugh,begin,editor,speech,take,question,turn,comparison,news,open,suffer,weather,improve,less,fog,humidity,rhetoric,drying,sodden,sparkle,podium,highly,implausible,impression,twice,decline,end,latest,conference,insist,prime,minister,moistly,victim,circumstance,november,pick,sleaze,joke,idea,planet,wretch,security,guard,life,mother,embarrassing,pride,other,endless,whenever,wrong,age,believe,lower,lip,stiff,upper,feel,somehow,sanctify,possibly,consequence,underwent,brief,attack,preach,fortunately,pass,address
,11,6,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 15, 1997, Sunday",140 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),GRACE IS RESTORED TO NY GARDEN'S CRYSTAL PALACE,"NAEDINE JOY HAZELL, THE HARTFORD COURANT","TRAVEL, Pg. F-6",,1127 words,NEW YORK,,"July 3, 1997",ENGLISH,,,"PHOTO (2), PHOTO: Richard Messina/The Harford Courant photos: (For Two Photos); Towering palms frame the 90-foot glass dome, above, of the restored Enid A.; Haupt Conservatory at the New York Botanical Garden. The conservatory, below,; is the centerpiece of a seven-year capital improvement program.",,,,Copyright 1997 P.G. Publishing Co.
,conservatory,plant,rain,forest,garden,visitor,tour,world,open,look,information,pavilion,student,take,desert,walk,admission,adult,senior,child,still,leave,inside,glass,sign,part,acoustiguide,offer,New_York_Botanical_Garden,home,restoration,palace,complete,lift,head,beauty,time,today,grace,door,beautiful,crowd,palm,top,include,area,throughout,various,accord,collect,healer,cool,school,boy,make,think,man,stair,layer,popular,visit,temperature,cactuse,grow,way,around,start,hundred,collection,program,picnic,hour,free,cost,Americas,Africa,Tropical_Lowland_Rain_Forest,self_guided,word,conjure,image,czarist,xiv,grandeur,leap,mind,largest,glasshouse,million,nothing,throw,stone,close,public,four,face,officially,a.,reopen
,14,8,8,8,8,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 15, 1997, Sunday",142 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ALLEGHENY GENERAL'S $ 5 MILLION CHRISTENING; DOCTORS MAKING USE OF NEW MAGNETIC RESONANCE MACHINE FOR BRAIN SURGERY,"BYRON SPICE, SCIENCE EDITOR, POST-GAZETTE","LOCAL, Pg. B-1",,1764 words,,,"June 16, 1997",ENGLISH,,,"PHOTO (2), PHOTO: Kurt Linza - A big man in a small place; PHOTO: Annie O'Neill/Post-Gazette: Neurosurgeon Dr. Takanori Fukushima; finishes up the operation.",,,,Copyright 1997 P.G. Publishing Co.
,tumor,Linza,Maroon,surgery,operation,surgeon,growth,make,scan,hormone,magnet,remove,pituitary,MRT,MRI,foot,patient,brain,inside,machine,gland,endoscope,surgical,hand,remain,big,image,instrument,large,work,nose,enough,cause,room,giant,wednesday,magnetic,mri,face,grow,eye,begin,soft,blood,tissue,it,optic,nerve,have,look,light,dura,go,Fukushima,side,head,leg,man,place,general,hospital,use,body,sometimes,help,level,stand,shoulder,do,think,dr.,long,find,guidance,case,keep,thweep,fukushima,white,need,reach,knife,know,drape,small,become,undergo,new,field,part,throughout,guide,call,neurosurgeon,base,high,tight,skull,eventually
,28,20,14,10,10,9,9,9,8,8,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"July 6, 1997, Sunday",146 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),PUBLISHING AND PROFITS: THE PLOT THICKENS,JONATHAN YARDLEY,"EDITORIAL, Pg. E-4",,1075 words,,,"July 10, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,publish,book,author,publisher,HarperCollins,must,page,much,editor,easy,think,report,culture,bond,business,gentleman,profit,turn,rather,economy,Times,friday,front,harpercollin,bad,news,serious,time,last,cancel,title,market,guide,industry,end,might,support,nurture,try,literary,right,may,conglomerate,literature,less,attention,latter,inefficient,many,catalogue,expect,advance,mediocrity,demand,promotional,case,editorial,quality,mass,well,enterprise,sell,whose,interest,editorship,corporation,anyone,pity,kick,News_Corp.,Rupert_Murdoch,Anthea_Disney,Murdoch,imagine,outrage,sweep,light,'ry,manhattan,june,awoke,find,plaster,across,corner,headline,toast,burn,coffee,cool,cream,curdled,shock,yes,seem,ago,mourn,demise,worthy
,13,13,6,6,6,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 8, 1997, Friday",149 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SHUTTLE DEPLOYS SATELLITE TO STUDY OZONE DEPLETION,"MARK CARREAU, HOUSTON CHRONICLE","SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-13",,342 words,"CAPE CANAVERAL, Fla.",,"August 8, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,Earth,space,mission,environmental,shuttle,launch,atmosphere,rocket,begin,use,plan,astronaut,wave,satellite,dozen,chemical,researcher,surface,sun,planet,influence,health,involved,next,Discovery,Christa_Spas,high_altitude,crew,eager,research,test,gear,intend,assembly,operation,international,station,six,blast,10:41,a.m.,edt,ready,go,work,radioe,commander,within,eight,hour,long,robot,arm,deploy,primary,payload,retrievable,lade,telescope,instrument,spacecraft,million,contribution,equip,track,reactive,circulate,middle,form,well,natural,process,identify,primarily,responsible,destruction,ozone,gas,shield,aquatic,life,harmful,ultraviolet,ray,sensor,aboard,measure,energy,level,radiat,toward,reflect,back,cloud,cover,variable,climate,change,experimental
,6,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 16, 1997, Tuesday",155 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),STEELERS SEEK END TO CURSE OF JAGUARS,"GERRY DULAC, POST-GAZETTE SPORTS WRITER","SPORTS, Pg. C-1",,731 words,,,"September 16, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,play,game,time,Jacksonville,Jaguars,steeler,last,it,practice,Steelers,go,lose,night,well,season,cornerback,home,better,always,start,monday,jaguar,former,past,know,something,league,three,linebacker,include,quarterback,leave,tackle,return,set,defeat,nov,victory,playoff,football,might,heat,road,the,factor,use,can,make,thing,yard,run,opener,rod,woodson,they,right,mark,team,lot,back,week,ankle,Jackson,NFL,New_York_Giants,Figures,weekend,attend,fund,raiser,local,politician,name,jr.,jackson,meet,father,man,invent,timing,appear,catch,throat,enter,1995,seem,contest,wave,hope,change,soon,buzz,face,may,ominous,1996,streak,seven,consecutive
,11,8,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 11, 1997, Saturday",161 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),LABOR BOOSTS ALCOA PROJECT; PENSION FUND LOAN WILL ALTER BUILDING,"TOM BARNES, POST-GAZETTE STAFF WRITER","LOCAL, Pg. A-7",,670 words,,,"October 15, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,building,development,loan,Alcoa,regional,economic,union,fund,region,SPC,pension,million,new,worker,turn,agency,move,labor,include,floor,business,work,need,Pittsburgh,convert,center,major,trade,downtown,use,nonprofit,headquarters,expect,president,change,board,county,official,private,already,create,tenant,involved,rate,disclose,chairman,company,may,make,ERECT,effort,alcoa,financial,boost,construction,set,nine,provide,10.3,landmark,shop,around,money,plan,take,ownership,skyscraper,firm,next,july,largest,history,represent,clear,signal,willingness,active,player,revitalization,team,wave,hope,substantial,commitment,help,we,mistaken,perception,tough,climate,member,corp,representative,well,three,sector,vacate,begin,space
,10,7,6,6,5,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 22, 1997, Wednesday",163 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SOUTHERN COMFORT, NORTHERN DISCONTENT; AMERICAN ARE FLOCKING SOUTH FOR NICE WEATHER AND OPEN SOCIETY. OLD AND COLD; NORTHERN CITIES MUST DISTINGUISH THEMSELVES TO COMPETE",GENE MARLOWE,"EDITORIAL, Pg. A-19",,652 words,WASHINGTON,,"November 4, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,live,South,employee,birch,real,estate,place,life,growth,Boston,Atlanta,bring,back,time,office,grow,trend,state,put,city,company,area,o'mara,something,new,downtown,West,change,lose,still,recent,conference,move,popular,look,home,nearby,general,building,anywhere,minute,urban,money,make,U.S.,Southern,Birch,sharp,rebuff,try,temporarily,assign,tell,it,main,no,find,neither,argument,mind,mark,love,affair,she,spend,surprised,watch,happen,president,mass,track,improvement,colder,nothing,really,basic,nice,why,snow,ice,somewhere,play,golf,tennis,long,jog,rollerblade,comfortable,toward,milder,climate,easier,lifestyle,end,anytime,soon,forecaster,continue,well
,6,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 2, 1997, Sunday",166 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),UNIVERSITY WORKS TO MAKE FOREIGN MOVE A SMOOTH ONE,DAVE ZUCHOWSKI,"METRO, Pg. W-1",,1092 words,,,"November 6, 1997",ENGLISH,,,"PHOTO, PHOTO: Lake Fong/Post-Gazette: Anatas Stoilov, a 24-year-old from; Bulgaria, outside the campus library. The statue is Alan Cottrill's bust of; university benefactor Robert Eberly.",,,,Copyright 1997 P.G. Publishing Co.
,student,university,school,study,time,foreign,make,country,find,home,graduate,international,three,native,Stoilov,college,new,custom,work,office,go,become,six,receive,apply,admit,much,several,Pennsylvania,Pittsburgh,Morocco,Mikou,adaptation,part,job,experience,addition,offer,service,help,provide,plan,trip,attend,place,they,add,campus,community,meet,club,give,life,often,small,pennsylvania,town,visa,enrol,similar,equivalent,know,partly,overall,stay,although,food,western,problem,however,business,cafeteria,ago,mile,use,somewhat,Rouse,Fez,America,English,French,Arabic,California,International_Students_Club,Bulgarian,Philadelphia,Bulgaria,many,live,away,comfort,pose,difficult,transition,try,land,assistant,educational,lifestyle
,11,8,7,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
"November 16, 1997, Sunday",171 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),GLOBAL WARMING IS NOT SOMETHING WE CAN IGNORE,"JOHN MIER, P.E.; SEWICKLEY","EDITORIAL, Pg. C-2, LETTERS TO THE EDITOR",,421 words,,,"November 18, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,number,environment,global,warming,history,human,energy,concern,throughout,society,change,large,ecosystem,do,fertile,longer,fact,activity,hritz,already,may,however,technique,space,approach,Mr._Christenson,read,a.,christenson,letter,nature,powerful,nov,interest,indeed,enormous,system,yet,wreak,permanent,action,relatively,small,major,last,damage,area,planet,crescent,due,massive,irrigation,result,salinification,undertake,mesopotamian,cedar,stand,oak,pine,cover,peninsula,literally,countless,example,detrimental,impact,despite,columnist,tom,lack,silver,lining,oct.,assertion,nothing,affect,point,way,destruction,ozone,layer,different,earlier,environmental,catastrophe,globally,messr,prefer,believe,phenomena,scientific,documentation,doubt,cf,1997,case,ignorance,issue
,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 23, 1997, Sunday",172 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"NEW ORDER OUT OF OLD CHAOS; NOW, MORE THAN EVER, WE NEED A THOROUGH REFORM OF LOCAL GOVERNMENT, SAYS JAMES; B. BURNHAM",JAMES B. BURNHAM,"EDITORIAL, Pg. E-1",,1098 words,,,"November 25, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,tax,political,region,county,process,business,increase,development,many,still,economic,government,far,elect,RRI,politics,success,sale,percent,need,organization,subsidize,referendum,disconnect,voter,idea,back,private,generally,structure,past,politician,opportunity,Pittsburgh,defeat,measure,proposal,another,legislation,earlier,vote,commissioner,funding,system,real,estate,property,promise,partial,money,seem,supporter,principal,spend,among,growth,type,we,cost,million,nonprofit,regional,take,important,decision,official,however,good,root,career,away,new,problem,office,fresh,face,propose,single,hold,Allegheny_County,Harrisburg,frequently,better,teacher,dismal,failure,within,powerful,learn,event,fact,probably,account,much,factor,sting,attempt,add,0.5
,11,10,8,8,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 28, 1997, Friday",173 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NASA WORKING ON REDEPLOYING SATELLITE,HOUSTON CHRONICLE,"SCIENCE, TECHNOLOGY & MEDICINE, Pg. A-18",,306 words,HOUSTON,,"December 2, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,Spartan,shuttle,operation,Columbia,solar,observatory,fuel,second,flight,crew,NASA,work,assess,option,mission,recover,friday,observation,sun,satellite,pound,expert,thanksgiving,weekend,prospect,redeploy,space,wednesday,focus,way,economize,late,next,week,automated,chance,almost,certainly,mean,extension,plan,schedule,end,dec,wave,keep,open,director,monday,night,battery,power,somewhat,deplet,good,shape,deploy,preprogram,corona,outer,atmosphere,however,properly,activate,attempt,shortly,release,quickly,robot,arm,instead,send,slow,spin,astronomer,coordinate,orbit,spacecraft,study,intend,improve,understanding,high,velocity,wind,influence,climate,change,control,team,range,six,hour,free,case,might,remain,several,thousand
,7,5,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 5, 1997, Friday",175 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),U.S. DENIES REALITY; EUROPE IS PUZZLED BY YOUR IGNORANCE ON GLOBAL WARMING,JOHN GUMMER,"EDITORIAL, Pg. A-39",,741 words,LONDON,,"December 10, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,energy,emission,greenhouse,nation,gas,percent,industry,Britain,global,opportunity,new,business,cut,1990,level,well,take,market,efficiency,present,world,develop,United_Kingdom,United_States,U.S.,reduce,carbon,scheme,2000,beyond,example,country,show,history,almost,act,end,measure,coal,we,electricity,reduction,economic,technology,happen,utility,situation,abundant,improve,achieve,quadrillion,btu,reality,rest,wonder,use,American,Europe,european,alar,administration,proposal,dioxide,entire,seem,inspire,misplace,optimism,something,surely,turn,warming,bad,dream,offended,accusation,somehow,cheat,already,goal,merely,cynical,grandstanding,many,include,resourcefulness,accomplish,moreover,litter,miss,inspiration,seize,follow,1992,earth,summit,nothing,curtail,action
,10,8,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 8, 1997, Monday",177 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),PENGUINS TO THAW OUT ON CALIFORNIA SOJOURN,"DAVE MOLINARI, POST-GAZETTE SPORTS WRITER","SPORTS, Pg. E-1",,900 words,,,"December 8, 1997",ENGLISH,,,"PHOTO, PHOTO: John Heller/Post-Gazette: Ron Francis and the Penguins have a; quick rematch with the Mighty Ducks Wednesday night in Anaheim.",,,,Copyright 1997 P.G. Publishing Co.
,road,game,Penguins,go,penguin,away,home,team,make,rink,win,goal,pretty,saturday,wave,season,good,couple,tend,keep,play,average,victory,pretend,business,visit,though,quite,change,time,know,plan,long,when,work,nine,find,record,expect,early,however,start,big,town,effective,crowd,turnover,easier,have,try,simple,defense,right,save,percentage,if,goaltend,winger,Los_Angeles,Civic_Arena,Jagr,another,trip,december,much,upstate,spend,resort,ariz,different,hole,hotel,apply,sunscreen,lot,pull,thermal,underwear,bother,argument,realize,buy,fly,afternoon,aware,climate,zone,overcoat,wear,airport,stash,return,soggy,around,l.a.,lately,count,temperature,higher
,14,12,10,8,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 28, 1997, Sunday",181 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),IGNORING THE EVIDENCE,RON VASSEL; BEN AVON,"EDITORIAL, Pg. C-2, LETTERS TO THE EDITOR",,364 words,,,"December 30, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
,greenhouse,warming,global,emission,temperature,activity,sun,cause,nation,agreement,gas,reduction,question,model,increase,degree,fact,recent,bureaucracy,way,maybe,almost,universal,among,atmospheric,scientist,little,suppose,earth,attribute,release,yet,despite,editorial,staff,misguid,individual,clamoring,country,trend,improve,diplomatic,atmosphere,dec.,accord,half,four,predict,base,upon,past,100,study,show,strong,correlation,magnetic,planet,surface,moment,hesitation,step,soap,box,demand,level,carbon,dioxide,volcanic,historic,associate,give,pause,position,inconvenient,halt,creation,must,let,nothing,stand,export,greatest,achievement,develop,world,instead,argue,high,small,surprise,circular,reaffirmation,hypothesis,well,brush,tooth,every,morning
,5,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 29, 1997, Monday",182 of 247 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),MAYOR TOM MURPHY,MARYLYNN URICCHIO,"LIFESTYLE, Pg. E-2, BREAKFAST WITH...",,655 words,,,"December 29, 1997",ENGLISH,,,,,,,Copyright 1997 P.G. Publishing Co.
