PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 1, 2007 Friday",4 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BUSH URGES CLIMATE CHANGE PACT; CALLS ON NATIONS TO JOIN U.S. IN SETTING GOALS FOR CUTTING EMISSIONS,"SHERYL GAY STOLBERG, THE NEW YORK TIMES",NATIONAL; Pg. A-1,,785 words,WASHINGTON,,"June 1, 2007",ENGLISH,,,INFORMATIONAL GRAPHIC: Energy Information Administration; AP: (U.S. emits one-fifth of carbon dioxide) INFORMATIONAL GRAPHIC: Energy Information Administration; AP: (Increased emissions for Asian countries),,,Newspaper,Copyright 2007 P.G. Publishing Co.
,change,emission,climate,goal,president,gas,United_States,Mr._Bush,greenhouse,next,global,cut,take,country,time,set,nation,warming,speech,bush,environmental,talk,work,bind,long_term,international,propose,join,agreement,biggest,target,major,shift,economic,limit,deliver,face,scientific,continue,control,understanding,mr.,leader,group,week,issue,leave,office,2009,policy,contribute,example,second,include,national,together,technology,message,Bush,China,India,Washington,Germany,European,fend,accusation,ignore,call,industrial,negotiation,aim,reach,end,carry,world,source,scientist,planet,committed,specific,resist,absolute,part,reason,steadfastly,reject,kyoto,protocol,grounds,polluter,bound,accord,way,proposal,reflect,difficulty,administration,grappling,consensus
"August 4, 2007 Saturday",200 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),VIRTUAL WORLD BANS GAMBLING,THE ASSOCIATED PRESS,BUSINESS; TECH BRIEFLY; Pg. A-7,,672 words,,,"August 9, 2007",ENGLISH,,,"PHOTO: A ban on gambling in the virtual ""Second Life"" world could anger some fans.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,irrigation,second,life,ban,company,Spain,gambling,know,computer,.us,virtual,marketing,service,operator,system,use,water,change,site,believe,contract,world,revenue,fan,blog,move,chief,officer,inc.,provide,rule,time,farmer,monitor,drop,century,web,domain,name,challenge,better,current,new,Fenacore,NEW_YORK,U.S.,francisco,maneuver,dent,spark,anger,among,although,home,large,corporation,corp,advertisement,promotion,thousand,shop,dominate,commerce,character,avatar,may,compete,baccarat,poker,slot,game,san,operate,impose,last,week,cite,conflict,regulation,around,numerous,complain,message,forum,restrict,freedom,expert,crimp,strategy,clear,ink,consulting,casino,hardest,hit,result,overall,downturn,spend
,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 15, 2007 Sunday",214 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),DEMONSTRATORS RALLY ON WARMING,The Associated Press,NATIONAL; Pg. A-18,,312 words,NEW YORK,,"April 17, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,gather,people,rise,listen,nationwide,demonstration,global,warming,event,organized,banner,carbon,dioxide,emission,think,future,speech,lower,sea,scientist,ocean,level,worried,climate,change,ski,slope,city,aim,draw,attention,"1,300",every,state,step,2007,push,require,percent,cut,2050,exactly,president,hot,job,lot,now,focus,deliver,rally,overlook,dress,blue,equip,scuba,gear,beach,ball,form,human,line,symbolically,mark,coastline,melting,polar,ice,cap,glacier,cause,although,estimate,vary,much,warn,foot,enough,flood,manhattan,coastal,area,threaten,dramatize,spearhead,group,recent,graduate,campaign,blog,message,communication,500,panel,environmental,expert,call,reduction,calif,hundred
,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 15, 2007 Tuesday",218 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BUSH CALLS FOR REDUCED EMISSIONS FROM VEHICLES; ORDERS AGENCIES TO DRAW UP REGULATIONS BY THE END OF HIS ADMINISTRATION,"STEVEN MUFSON AND MICHAEL A. FLETCHER, THE WASHINGTON POST",NATIONAL; Pg. A-5,,679 words,WASHINGTON,,"May 15, 2007",ENGLISH,,,"PHOTO: Charles Dharapak/Associated Press: President Bush, followed by Transportation Secretary Mary Peters and EPA Administrator Stephen Johnson, walks to the Rose Garden of the White House yesterday to speak about CAFE standards and alternative fuel standards.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,gas,administration,Mr._Bush,gasoline,fuel,standard,price,president,emission,truck,take,mr.,record,week,rule,federal,greenhouse,car,vehicle,plan,economy,bush,time,set,call,last,executive,action,global,warming,four,agency,regulation,reduce,measure,ask,consumption,motor,announce,percent,next,decade,announcement,fall,short,raise,efficiency,average,effect,leave,office,change,authority,act,go,legislation,state,gallon,regulate,court,increase,Supreme_Court,Transportation_Department,CAFE,spiraling,high,recent,require,restrict,order,draw,end,democrat,environmentalist,energy,expert,simply,delay,power,impose,brief,event,cut,consistent,previously,project,step,toward,make,stronger,environment,cleaner,nation,secure,critic,respond,need,soar,automobile
,6,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 5, 2007 Tuesday",226 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),OUR GREEN SMOKESCREEN; WE TALK GREEN BUT DON'T DO ANYTHING SERIOUS TO TACKLE OUR ENERGY PROBLEMS,Thomas L. Friedman,EDITORIAL; Pg. B-7,,774 words,,,"June 6, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,energy,green,president,carbon,power,global,still,scale,waste,gasoline,government,price,national,wind,solar,Congress,Washington,today,word,go,leader,drive,we,warming,fuel,new,system,home,car,industry,give,bill,require,case,turn,challenge,work,sum,luft,push,look,money,never,subsidy,coal,mileage,right,limit,take,start,signal,tax,emission,set,gallon,guarantee,build,multigenerational,Iowa,Michigan,Detroit,America,surely,glaring,contrast,political,life,amount,speech,magazine,cover,devote,necessity,combate,climate,change,gain,security,actual,solution,offer,thing,comfortably,hummer,gap,deed,play,pretend,think,really,troubling,fact,worst,enemy,embolden,petrodollar,vast,majority,scientist
,10,6,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 15, 2007 Friday",231 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),AUDUBON: STOCKS OF MANY FAMILIAR BIRDS DECLINE,,NATIONAL; NATIONAL BRIEFS; Pg. A-7,,600 words,,,"June 15, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,union,bill,student,lender,species,go,new,state,diet,pill,change,study,list,many,upheld,court,law,subsidy,cut,next,include,sale,alli,WASHINGTON,bird,call,accord,expect,different,decline,may,public,worker,use,political,activity,represent,education,committee,vote,loan,five,side,face,industry,take,drug,lose,weight,potential,people,West_Nile,House,population,common,meadowlark,whippoorwill,haunt,half,ago,analysis,release,suburban,sprawl,climate,invasive,largely,blame,author,extinct,last,group,researcher,report,seven,dramatically,virus,harm,except,little,chickadee,depend,open,grassy,habitat,disappearing,conservation,director,limit,force,sector,labor,consent,fee,unanimously,apply,employee,choose,join
,6,6,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 27, 2007 Friday",233 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),4 POWER PLANTS AMONG NATION'S DIRTIEST; SHIPPINGPORT SITE RANKED 17TH; OTHERS ARE LOCATED IN INDIANA COUNTY,"Don Hopey, Pittsburgh Post-Gazette",LOCAL; Pg. B-1,,660 words,,,"July 27, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,plant,power,emission,dioxide,carbon,rank,nitrogen,report,oxide,mercury,new,list,sulfur,percent,pollution,coal_fired,greenhouse,gas,environmental,federal,nationwide,amount,produce,electric,global,warming,Pennsylvania,four,dirtiest,group,nation,emit,ton,last,state,total,2006,rate,per,electricity,industry,line,strong,take,fight,cut,Bruce_Mansfield,Environmental_Integrity,megawatt_hour,land,accord,nonprofit,17th,17.3,million,organization,advocate,better,enforcement,exist,law,conemaugh,generating,station,29th,42nd,43rd,three,pennsylvania,tie,second,behind,five,annual,base,data,378,largest,fossil,ranking,reflect,ratings,show,trend,toward,reduce,continue,dangerous,neurotoxin,harm,pregnant,woman,child,eat,fish,seafood,however,hold,steady
,16,15,15,13,8,6,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 21, 2007 Tuesday",239 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),STATE WINDMILL PLAN CAUSING QUITE A FLAP; FOES SAY SPINNING TURBINES ENDANGER BATS AND BIRDS,"DON HOPEY, PITTSBURGH POST-GAZETTE",STATE; Pg. A-1,,1004 words,,,"August 21, 2007",ENGLISH,,,INFORMATIONAL GRAPHIC: Pennsylvania Department of Conservation and Natural Resources; Post-Gazette: (Wind in the trees),,,Newspaper,Copyright 2007 P.G. Publishing Co.
,wind,state,development,power,energy,bat,guideline,land,game,commission,forest,commercial,turbine,allow,wildlife,Biological_Survey,bird,voluntary,impact,use,industry,research,DCNR,alternative,harmful,plan,develop,promote,protocol,interest,although,company,appropriate,accord,2004,review,Pennsylvania,go,debate,permit,source,windmill,last,week,department,new,consider,best,mitigate,secretary,diberardinis,scientific,adopt,decide,climate,change,ms.,novak,natural,committed,determine,take,ridge,south,park,already,deem,administration,megawatt,mortality,start,program,proposal,dr.,gannon,public,information,strategic,point,need,know,agenda,Backbone_Mountain,West_Virginia,swirl,policy,whether,pit,advocate,fear,object,conservation,adoption,time,publicly,own,organization,originally,guide
,31,18,15,11,10,9,8,8,8,8,7,6,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 27, 2007 Tuesday",249 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NOBEL-WINNER GORE MAKES IT TO OVAL OFFICE ... TO VISIT BUSH,"MARK SILVA, CHICAGO TRIBUNE",NATIONAL; Pg. A-6,,560 words,WASHINGTON,,"November 27, 2007",ENGLISH,,,"PHOTO: Gerald Herbert/Associated Press: President Bush, right, poses yesterday for a photo with former Vice President Al Gore with other 2007 Nobel Prize recipients, in the Oval Office of the White House in Washington.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,Mr._Gore,president,White_House,private,meeting,nobel,Mr._Bush,global,warming,winner,bush,office,insist,prize,presidential,election,invite,speak,share,work,report,talk,go,reception,2007,2000,fight,cordial,pool,opportunity,administration,press,meet,Gore,Oval,Bush,American,w.,a.,jr.,former,vice,whole,time,clear,honor,climate,change,serious,course,strolling,wife,slipping,side,door,return,leave,early,2001,involve,claim,plurality,popular,vote,lose,electoral,college,follow,court,dispute,margin,call,substantive,decline,elaborate,interview,mr.,walk,street,outside,comment,may,reunion,erstwhile,adversary,contest,keep,discreetly,within,confines,photographer,reporter,arrive,near,end,photo,note,smile,chat
,12,8,6,5,5,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 29, 2007 Thursday",250 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"ONCE GREEN CHAMP, TOYOTA ENCOUNTERS NEW ENVIRONMENT",Doron Levin,BUSINESS; Pg. D-2,,773 words,,,"November 30, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,Toyota,automaker,vehicle,standard,industry,U.S.,car,fuel,mpg,hybrid,introduce,truck,GM,ago,seem,environmentalist,new,sequoia,man,group,video,camera,activist,lot,blame,executive,largest,leader,economy,especially,campaign,toyota,increase,raise,environmental,movement,category,light,rule,auto,public,invite,join,alliance,Mr._Carter,United_States,Detroit,Japan,moment,darling,bask,kudo,create,popular,prius,long,mileage,look,quickly,bouquet,turn,barb,news,conference,nov,head,brand,larger,sport,utility,pretend,journalist,actually,representative,many,confront,aim,demand,sir,pull,dealer,mr.,carter,forget,training,shove,ground,police,officer,eventually,escort,impostor,hardly,lose,cool,must,madden,go,hero
,12,9,6,5,5,5,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 27, 2007 Sunday",261 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BORDER FENCE COULD DAMAGE ECOSYSTEM,"LYNN BREZOSKY, THE ASSOCIATED PRESS",HEALTH SCIENCE MEDICINE AND TECHNOLOGY; Pg. A-3,,744 words,"ALAMO, Texas",,"May 28, 2007",ENGLISH,,,INFORMATIONAL GRAPHIC: AP; U.S. Fish and Wildlife Science: GlobalSecurity.org: (Wildlife clashing with borderr security),,,Newspaper,Copyright 2007 P.G. Publishing Co.
,fence,wildlife,mile,border,work,water,government,along,go,security,Rio_Grande_Valley,plan,land,animal,million,river,make,meeting,refuge,use,Homeland,truck,call,rio,grande,tortoise,forest,ocelot,species,cat,ms,brown,fear,erect,immigrant,spend,decade,protect,across,long,tourism,create,final,decision,official,environmental,take,state,clothing,agent,sensor,camera,federal,citizen,hard,corridor,put,together,really,climate,Rio_Grande,Border_Patrol,drive,slowly,past,mossy,pond,thick,shroud,moss,majestic,ebony,tree,gleefully,identify,song,kiskadee,gurgle,chachalaca,round,bend,near,bobcat,scamper,ahead,disappearing,lush,subtropical,foliage,lizard,dart,laze,sun,somewhere,evolution,jaguarundi,endangered,natural,wonder
,11,7,6,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 24, 2007 Sunday",262 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),REPORT CARD ON MAYOR: NOT BAD; RAVENSTAHL MAKING PROGRESS ON MORE THAN HALF HIS GOALS,"RICH LORD, PITTSBURGH POST-GAZETTE",LOCAL; Pg. A-1,,1024 words,,,"June 26, 2007",ENGLISH,,,INFORMATIONAL GRAPHIC: (Ravenstahl's report card),,,Newspaper,Copyright 2007 P.G. Publishing Co.
,city,mayor,new,pledge,make,neighborhood,government,start,ravenstahl,take,agenda,director,next,change,improve,police,Pittsburgh,little,diversity,development,whether,mr.,fund,arena,far,integrity,think,office,platform,score,function,o',goal,progress,seem,staff,likely,issue,mayoral,candidate,focus,expect,administration,list,may,strategy,seek,everything,role,school,effort,scholarship,mark,many,october,bring,fall,question,regan,allow,key,tax,housing,squad,huge,need,home,run,University,C_TIPS,nearly,ago,luke,implement,predecessor,find,owner,challenging,press,loom,general,election,prove,fulfill,public,safety,education,sept,death,con,nor,put,seat,report,card,seven,meeting,substantial,improvement
,11,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 4, 2007 Wednesday",263 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HURRICANE CENTER CHIEF FACING INTERNAL STORM,"MARTIN MERZER, MCCLATCHY NEWSPAPERS",NATIONAL; Pg. A-6,,888 words,MIAMI,,"July 4, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,forecaster,Mr._Proenza,hurricane,center,support,public,forecast,staff,senior,call,mr.,director,think,need,much,job,satellite,season,issue,stay,NOAA,morale,lose,continue,five,change,rebellion,team,whether,mission,without,proenza,federal,include,weather,ready,move,provide,important,view,battle,management,event,member,time,far,leave,avila,comment,storm,Bill,Miami_Herald,Washington,National_Hurricane_Center,three,national,ouster,recently,appoint,damage,confidence,fracture,effective,leader,other,tell,concur,leadership,pasch,pretty,simple,open,flare,assessment,dispatch,superior,spend,second,county,try,determine,fulfill,outspoken,controversial,force,express,pressure,intensify,within,grip,accept,six,ago,seem,increasingly,risk,mo,late,resign
,12,11,10,9,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2007 Thursday",278 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"BYLINE: G. MacLean Upper Saint Clair Rita Palmer McKeesport H. Scott Prosterman Berkeley, Calif. Dr. Tom Green Washington, Pa. Mary Horner Bethel Park",,ARTS & ENTERTAINMENT; Pg. WE-31,,1181 words,,,"January 4, 2007",ENGLISH,,,Matt Dunham/Associated Press The death of James Brown brings back fans' memories of the Godfather of Soul.,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,time,comic,makeup,think,James_Brown,strip,wear,make,radio,go,2007,take,look,bly,mary,worth,story,KDKA,woman,fact,old,well,show,another,move,big,memphis,concert,act,place,appreciate,selection,pg,readership,survey,lack,Pittsburgh,1957,wish,compete,have,we,hear,still,especially,right,seem,2006,drop,become,success,talk,internet,godfather,bar,mitzvah,seat,rumor,thankfully,set,string,everyone,long,every,know,later,jazz,dj,cut,original,writer,taste,interested,read,interest,cartoonist,newspaper,character,endure,use,great,next,agree,reader,change,amazing,prince,valiant,sundays,perhaps,space,add,new,review,return,Mr._Jones,warm_up,Spider_man,Tambellini
,8,8,7,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"June 6, 2007 Wednesday",301 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ARTISTS COMMENT ON GLOBAL WARMING IN CORAL REEF EXHIBIT,"MARY THOMAS, PITTSBURGH POST-GAZETTE",ARTS & ENTERTAINMENT; ART REVIEW; Pg. C-1,,1029 words,,,"June 7, 2007",ENGLISH,,,"PHOTO: Hand-made ocean creatures are part of the ""Crochet Hyperbolic Coral Reef"" project.",,,Newspaper,Copyright 2007 P.G. Publishing Co.
,coral,reef,Wertheim,hyperbolic,project,art,world,woman,life,sister,institute,figure,model,make,space,Australia,across,crochet,crochete,decade,die,take,plastic,Warhol,artwork,mathematician,know,become,part,museum,develop,begin,twin,native,hold,exhibition,damage,around,contribution,grow,work,expect,soon,past,article,percent,act,share,engage,organisms,aesthetic,aspect,discovery,use,find,another,kind,geometry,structure,create,variation,form,well,science,mathematics,Los_Angeles,California,Wertheims,Taimina,Lord,fascinating,contemporary,have,anyone,grandmother,fine,major,crafter,theoretical,may,june,global,follow,span,creation,live,perp,hostage,artist,fitting,do,pollutant,climatic,change,display,steady,rise,amount,blogging
,10,8,8,7,6,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 20, 2007 Wednesday",303 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NEW MODELS ARE LOADED WITH FEATURES,"Don Hammonds, Pittsburgh Post-Gazette",BUSINESS; LEXUS; Pg. G-10,,328 words,,,"June 21, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,car,lave,460,mpg,include,system,feature,world,power,new,city,highway,hit,seconds,thing,model,company,front,seat,wheel,rear,air,right,massage,2008,hybrid,Lexus,rear_seat,lexus,dealer,summer,change,mind,luxury,astounding,sedan,blowing,field,apart,technology,offer,back,automatic,transmission,mileage,rating,engine,less,notice,course,style,sleek,sexy,voluptuous,current,finest,expression,design,idiom,finesse,know,introduction,entire,passenger,lineup,save,totally,revamp,pack,optional,advanced,parking,guidance,virtually,park,traffic,navigation,heat,steering,float,boat,try,seating,package,entertainment,independent,conditioning,purification,ceiling,climate,diffuser,recliner,ottoman,leg,rest,enhance,mode,price,start
,7,7,6,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"June 27, 2007 Wednesday",305 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),2 OIL GIANTS BOW OUT OF VENEZUELA,"FABIOLA SANCHEZ, THE ASSOCIATED PRESS",WORLD; Pg. A-4,,562 words,"CARACAS, Venezuela",,"June 27, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,company,oil,Venezuela,term,government,project,Exxon_Mobil,ConocoPhillips,country,state,new,agreement,U.S.,sign,pump,heavy,world,largest,major,agree,change,chavez,assume,control,industry,mo,benefit,venezuelan,accept,signing,ceremony,continue,remain,billion,commitment,provide,compensation,Orinoco,Mr._Ramirez,corp,refuse,deal,keep,tougher,basin,signal,departure,deposit,analyst,move,effect,supplies,lead,higher,price,production,shift,producer,pact,part,broader,nationalization,drive,president,greater,strategic,area,economy,aside,recently,nationalize,top,telecommunication,electricity,fierce,critic,capitalism,argue,larger,role,necessary,ensure,profit,service,instead,enrich,private,detractor,contend,violate,contract,ruin,investment,climate,detriment,take,majority,last,privately
,13,10,7,6,5,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 16, 2007 Sunday",322 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"SUDDENLY, A FRONTRUNNER; THERE'S BEEN A DISCERNIBLE SHIFT TOWARD HILLARY CLINTON, WHICH CHANGES THE CAMPAIGN DYNAMIC",David M. Shribman,EDITORIAL; MY POINT; Pg. G-3,,925 words,,,"September 19, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,sen,Clinton,position,frontrunner,presidential,nomination,candidate,still,way,campaign,Mr._Mondale,without,take,political,think,2008,question,role,stir,1984,mo,seek,know,slip,happen,ever,straw,republican,media,right,race,matter,september,play,seldom,mondale,hart,rival,union,obama,win,subject,battle,test,formidable,go,great,make,nearly,difficulty,appeal,2007,Democratic,Mr._Hart,Iowa,New_Hampshire,thing,quietly,subtly,pronouncement,sometimes,anyone,notice,occur,often,always,mind,surge,advantageous,fight,contender,suddenly,become,quite,clear,celestial,temporal,event,prompt,vote,caucuse,mainstream,conspiracy,either,discernible,adjustment,climate,find,someone,deep,heart,strongest,survey,data,money,raise,crowd,rouse,debate
,13,9,6,6,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"December 9, 2007 Sunday",333 of 461 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"FOREST FADING IN INDONESIA; PULP, PAPER COMPANIES RUN ROUGHSHOD OVER PRISTINE TERRAIN","PETER GELLING, THE NEW YORK TIMES",WORLD; Pg. A-16,,600 words,"KUALA CENAKU, Indonesia",,"December 11, 2007",ENGLISH,,,,,,Newspaper,Copyright 2007 P.G. Publishing Co.
,forest,oil,Riau,palm,make,global,log,carbon,country,Indonesia,way,world,nearly,feel,company,plantation,deforestation,release,accord,burn,villager,province,pulp,establish,cause,earn,catch,shrimp,demand,use,biodiesel,land,become,call,tree,percent,greenhouse,gas,emission,environmental,group,new,industry,conserve,develop,international,plan,Bali,Helman,Greenpeace,carbon_trading,REDD,island,"1,200",mile,climate,talk,look,vast,wasteland,charr,stump,peat,fight,save,seem,impossible,possibly,stop,survey,scene,leak,wooden,longboat,lose,abandon,recent,dozen,paper,descend,roughly,size,snatch,generous,government,concession,result,panic,five,ago,100,week,poisone,river,snaking,heart,lucky,find,enough
