PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"April 18, 2013 Thursday",1 of 438 DOCUMENTS,Pittsburgh Post-Gazette,GLOBAL WARMING IS NO HOAX,MELANIE FITZPATRICK,EDITORIAL; Pg. A-8,,586 words,,,"April 19, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,change,climate,make,warming,scientist,ask,question,find,global,emission,lead,science,rise,heat,past,ocean,warm,Pittsburgh,hoax,know,burn,coal,around,institution,way,answer,summer,reduce,continue,current,shift,public,especially,season,important,stress,we,already,people,deal,thing,sea,level,mo,kelly,talk,state,Pennsylvania,Western_Pennsylvania,recently,april,hearing,someone,gravity,course,carbon,dioxide,gas,destroy,tropical,forest,dramatic,rainfall,pattern,world,national,academy,equivalent,dozen,country,agree,disrupt,life,better,mean,2008,conduct,scientific,review,help,end,century,climb,rate,degree,strain,health,urban,area,disruption,grow,crop,sweet,corn,apple,increase,dairy,cattle,decline
,32,10,10,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"January 25, 2013 Friday",189 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA'S MAINSTREAM PITCH,KENNETH S. BAER,EDITORIAL; Pg. A-8,,833 words,,,"January 26, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,Mr._Obama,president,change,think,speech,inaugural,address,work,call,Democratic_Party,American,New_Democratic,republican,reject,political,liberal,sound,social,safety,net,hardly,program,obama,new,economic,equality,opportunity,issue,emphasize,George,Medicare,miss,unabashedly,go,past,former,w.,bush,idea,third,way,right,yet,firmly,mainstream,country,value,party,move,defend,radical,sign,law,reform,last,put,forward,billion,entitlement,savings,cut,mr.,government,hard,responsibility,shift,gay,view,1980,Reagan,Clinton,Republican_Party,Social_Security,monday,might,mcgovern,take,oath,office,progressive,correspondent,offense,liberalism,politico,proclaim,later,jump,board,certainly,bring,back,memory,age,thunder,mcconnell,speechwriter,repudiate,dominate,discourse
,8,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 18, 2013 Monday",194 of 438 DOCUMENTS,Pittsburgh Post-Gazette,ATTACKS IN IRAQ KILL AT LEAST 20,Compiled from news services,WORLD; WORLD BRIEFS; Pg. A-4,,550 words,,,"November 18, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,kill,police,attack,sunday,militia,bomb,officer,capital,city,people,official,civilian,five,violence,runoff,week,leader,target,eastern,neighborhood,car,patrol,three,wounded,wounding,authority,town,near,protest,resident,hold,powerful,western,council,withdraw,presidential,president,election,matthei,result,percent,vote,final,talk,warming,gas,emission,assailant,station,province,Baghdad,Misrata,Chile,Chinese,Xinjiang,across,least,gunman,park,miss,another,bombing,person,southwestern,suburb,go,commercial,area,explode,soldier,dawn,militant,local,sunni,house,libyan,launch,general,strike,demand,myriad,disband,nearly,weekend,tripoli,seethe,anger,erupt,friday,particularly,direct,operating,apparent,angry,response,popular,pressure,announce,late
,8,7,5,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 23, 2013 Wednesday",197 of 438 DOCUMENTS,Pittsburgh Post-Gazette,TIME FOR ACTION,NAOMI SWERDLOW,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-6,,89 words,,,"January 24, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,need,president,take,action,give,great,speech,monday,inauguration,mention,climate,change,rage,fire,something,fuel,dependence,end,wind,solar,energy,implement,hold,corporation,accountable,pollution,go,part,next,100,make,sure,big,supporter,hope,pull,Barack_Obama,Fossil,Environmental_Protection_Agency,NAOMI,SWERDLOW_Point_Breeze
,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 5, 2013 Tuesday",201 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OHIO COUNTY SULLIED BY SCANDAL SEEKS REDEMPTION IN ETHICS PLEDGE,"Mark Niquette, Bloomberg News",NATIONAL; Pg. A-8,,529 words,,,"March 5, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,county,official,business,community,federal,prison,accord,mo,authority,million,Cleveland,scandal,charge,bribery,image,new,government,nearly,corruption,change,decline,elect,run,governor,former,july,2008,home,office,dimora,sentence,prosecutor,take,bribe,prostitute,contract,plead,guilty,contractor,give,gambling,suite,Ohio,Cuyahoga_County,Las_Vegas,Mr._Dimora,Mr._Russo,mired,top,populous,need,makeover,turn,pledge,five,investigation,prosecution,907,company,sign,promise,uphold,ethical,standard,combat,culture,voter,part,restructuring,critic,inefficient,allow,deal,northeast,grow,steel,industry,d.,rockefeller,ed,fitzgerald,executive,consider,next,civic,leader,soon,render,final,verdict,confident,region,direction,improve,climate,credibility,tarnish,city,planner
,6,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"July 28, 2013 Sunday",214 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA: IS UPWARD MOBILITY LOSING OUT?,"Jackie Calmes and Michael D. Shear, The New York Times",NATIONAL; Pg. A-6,,1113 words,,,"July 30, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,people,pipeline,president,Mr._Obama,mr.,economy,republican,law,insurance,job,interview,americans,address,feel,obama,million,Obama,middle,class,financial,part,last,go,many,grow,make,much,mo,health,concern,effort,create,percent,whether,carbon,oil,might,Washington,week,struggle,income,inequality,crisis,country,add,growth,continue,future,ease,begin,have,shrink,everybody,invest,new,chairman,federal,reserve,economic,express,current,austerity,turn,contentious,issue,become,time,decision,choice,candidate,feed,former,secretary,another,official,next,three,spend,energy,care,administration,delay,enroll,marketplace,help,construction,significantly,argument,gulf,coast,"2,000",price,pollution,Canada,ill,try,focus,attention,worried
,10,8,6,6,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
"August 11, 2013 Sunday",218 of 438 DOCUMENTS,Pittsburgh Post-Gazette,THE HOUSE GOP AND THE EPA; TOXIC PRIORITIES,"MICHAEL PASTORKOVICH, Oakland",EDITORIAL; ISSUE ONE; Pg. B-3,,265 words,,,"August 13, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,coal,republican,industry,social,safety,job,time,attempt,rep.,murphy,save,work,worker,energy,GOP,Health_Administration,editorial,barons,turn,back,hand,aug.,congressional,include,tim,troubled,block,regulate,carbon,emission,desperate,hang,vote,remnant,class,devastate,economic,policy,many,way,minimum,wage,occupational,mine,medicare,ultimately,security,suppose,believe,latest,pandering,big,fossil,fuel,sympathy,feel,stand,lose,world,begin,move,away,dirty,cleaner,source,really,help,obsolete,strengthen,net,voting,unemployment,benefit,refit,folk,training,place,new,clean,economy,instead,subject,resident,southwestern,pennsylvania,well,inhabitant,rest,nation,toxic,air,pollution,climate,catastrophe,king,relative,handful,crony,enlist
,5,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 10, 2013 Tuesday",220 of 438 DOCUMENTS,Pittsburgh Post-Gazette,SECTION: WORLD; WORLD; Pg. A-3,,,,587 words,,,"September 12, 2013",ENGLISH,,,"PHOTO: Christophe Ena/Associated Press: The Turanor PlanetSolar, the world's largest solar boat, travels on the Seine River in Sevres, outside Paris, today. \ PHOTO: No caption available for photo.\",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,militant,group,suicide,rise,take,charge,trial,president,attack,Pakistan,today,leader,government,Kenya,Greece,boat,across,planetsolar,official,violence,2007,nation,fight,former,international,past,still,behead,three,militia,khyber,area,place,local,kill,increase,death,Atlantic,Bara,complete,crossing,world,largest,dock,bank,final,port,call,voyage,study,gulf,stream,climate,change,influence,catamaran,look,turn,side,start,june,scientist,sail,eastern,seaboard,water,air,measurement,allow,better,understand,complex,interaction,ocean,atmosphere,million,deck,cover,photovoltaic,panel,gigantic,lithium,ion,battery,deputy,go,allegedly,orchestrating,deadly,country,dispute,election,critical,test,demonstrate,successfully,prosecute,november,try
,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 13, 2013 Wednesday",230 of 438 DOCUMENTS,Pittsburgh Post-Gazette,ENIGMATIC EELS A FOCUS OF CONCERN,"Timothy B. Wheeler, The Baltimore Sun",NATIONAL; IN DEPTH; Pg. A-8,,798 words,,,"November 15, 2013",ENGLISH,,,"PHOTO: Lloyd Fox/Baltimore Sun photos: Jake Walker helps pull up the eel traps from the water Oct. 24. He helps Jimmy Trossbach, one of few full-time eelers in Maryland, on his boat. Maryland eel fishermen find themselves struggling to make a decent living on their catch as Maine eelers earn millions by netting millions of baby ""glass"" eels for export to Asia. The interstate competition comes amid general concern that Atlantic eels have been depleted by fishing pressure. PHOTO: (For two photos) Jimmy Trossbach holds is one of few full-time eelers in Maryland.",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,eel,water,harvest,glass,pound,Mr._Trossbach,fish,coast,catch,yellow,American,Maryland,Maine,know,haul,many,appearance,lot,last,back,larger,report,go,fresh,spawn,waterman,oyster,slippery,trossbach,pot,set,river,crab,elsewhere,long,decline,fishing,put,state,commercial,ship,abroad,mature,least,overseas,near,change,ocean,stripe,bass,bay,creature,swim,small,Atlantic,Asia,md,chilly,morning,dredge,seek,quarry,find,mr.,guide,workboat,prospector,pair,empty,plastic,jug,bobbing,helper,hook,makeshift,buoy,reel,trap,cylindrical,mesh,cage,aboard,pul,writh,tangle,olive,green,dump,wooden,box,hole,side,snakelike,slithered,large,tank,center,boat,people
,27,7,6,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 19, 2013 Tuesday",233 of 438 DOCUMENTS,Pittsburgh Post-Gazette,ROBOTIC EXPLORER HEADS FOR MARS,"Marcia Dunn, Associated Press","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-2",,373 words,,,"November 19, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,Mars,Maven,atmosphere,mission,NASA,spacecraft,mile,much,answer,orbit,Martian,canaveral,rocket,quest,next,million,life,liftoff,around,maven,science,wingtip,stretch,University,Colorado,fla,newest,robotic,explorer,monday,toward,unravel,ancient,mystery,red,planet,radical,climate,change,due,fall,follow,journey,440,principal,scientist,other,know,go,warm,wet,billion,cold,dry,today,early,thick,enough,hold,water,possibly,support,microbial,may,lose,space,erode,sun,set,cloudy,afternoon,sky,bid,provide,unmanned,put,proper,course,estimate,"10,000",nasa,guest,gather,exciting,include,couple,thousand,represent,survive,big,hurdle,huge,milestone,insertion,sept,2014,help,solve,environmental
,8,7,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 10, 2013 Sunday",240 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"IN WINTER, HEART ATTACKS RISE, STUDY FINDS","Laura Hambleton, The Washington Post","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-8",,1128 words,,,"February 12, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,winter,death,heart,plaque,people,cardiac,attack,dr.,study,different,flu,occur,percent,summer,cause,die,pattern,temperature,trigger,holiday,event,often,find,stroke,time,rate,disease,clear,site,cold,may,go,increase,blood,set,thing,nodule,fragile,Los_Angeles,Kloner,Hawaii,a.,kloner,climate,december,january,february,per,average,accord,together,circulation,infection,important,peak,influenza,stress,alcohol,lot,director,might,factor,seide,maybe,look,colder,vessel,system,accumulate,wall,form,yellowish,cholesterol,pimple,thin,cap,keep,we,eat,high,rupture,know,really,severe,soccer,game,avoid,tend,less,seek,medical,attention,Boston,heart_related,Washington_Hospital_Center,Stone,bring,cough,ski
,18,15,9,9,8,7,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1
"March 21, 2013 Thursday",242 of 438 DOCUMENTS,Pittsburgh Post-Gazette,SHALE COMPLIANCE CODE STRUCK; UNLIKELY GATHERING OF INTERESTS REACHES DRILLING STANDARDS,"Erich Schwartzel and Don Hopey, Pittsburgh Post-Gazette",BUSINESS; Pg. A-1,,841 words,,,"March 21, 2013",ENGLISH,,,"PHOTO: Lake Fong/Post-Gazette: Chevron Appalachia president Bruce Niemeyer, left, a board member for the Center for Sustainable Shale Development, chats with fellow board members Conrad Schneider, center, and Davitt Woodwell, before Wednesday's news conference, Downtown. Mr. Schneider is the advocacy director of Clean Air Task Force. Mr. Woodwell is the executive vice president of the Pennsylvania Environmental Council.",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,standard,industry,certification,include,environmental,organization,new,director,CSSD,driller,nonprofit,center,Pennsylvania,Heinz_Endowments,firm,across,initiative,wednesday,gas,shale,energy,floor,facility,billion,three,call,frack,philanthropic,operator,basin,set,water,climate,organizer,characterize,exist,state,award,find,meeting,president,might,secretary,emission,development,plan,cost,third,company,operation,consortium,practice,mo,contractor,vendor,region,group,give,consulting,office,former,o'neill,Royal_Dutch_Shell,PennFuture,Shell,Chevron,Environmental_Defense_Fund,Appalachian,EQT_Corp.,William_Penn_Foundation,Mr._Place,strange,blend,multinational,scout,location,petrochemical,sit,condemned,tax,break,receive,build,pay,4.3,gain,instant,foothold,seat,moratorium,wise,move,four,odd,bedfellows,bring,together,create,announce
,8,7,7,7,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 28, 2013 Thursday",258 of 438 DOCUMENTS,Pittsburgh Post-Gazette,EATING MEAT IS BAD FOR US AND OUR PLANET,NIKI PENBERG,EDITORIAL; LETTERS TO THE EDITOR; Pg. B-4,,314 words,,,"February 28, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,meat,vigder,use,animal,health,feb,vegan,agenda,strategy,discredit,change,consumption,risk,disease,let,forget,lower,poor,factor,c.,letter,editor,read,manual,maintain,status,quo,worse,yet,insider,guide,employ,tired,voice,rise,perspective,article,week,summarize,number,widely,accept,fact,link,product,increase,heart,colon,cancer,illness,outbreak,sadly,mo,seem,offer,response,discrediting,credential,director,nutrition,education,hint,predatory,take,away,everyone,hallmark,woman,everywhere,accuse,emotional,unstable,phrase,run,around,wave,arm,obsess,fortunately,americans,realize,nation,reliance,food,contribute,personal,crise,ms,levin,cite,deforestation,climate,water,pollution,antibiotic,resistance,cruelty,high,authority
,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 3, 2013 Sunday",259 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA AIMS TO RETAKE HOUSE IN 2014,"Scott Wilson and Philip Rucker, The Washington Post",NATIONAL; Pg. A-7,,592 words,,,"March 4, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,Mr._Obama,president,agenda,party,House,obama,back,election,congress,win,second,term,democrat,political,house,control,majority,campaign,American,take,specific,step,mr.,know,2014,legacy,mo,committed,candidate,congressional,change,need,work,mark,way,divide,seat,lose,voter,White_House,Democratic,Democratic_Congressional_Campaign_Committee,face,consequence,automatic,spend,cut,complication,raise,broader,domestic,administration,attempt,ensure,can,force,right,thing,tell,reporter,friday,fruitless,meeting,leader,avert,country,latest,fiscal,crisis,sequester,people,may,capacity,fresh,november,reelection,begin,almost,execute,plan,adviser,believe,crucial,outcome,try,articulate,electorate,feeling,exasperation,opposition,block,politically,popular,element,raising,money,fellow,agree,help
,7,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 19, 2013 Sunday",262 of 438 DOCUMENTS,Pittsburgh Post-Gazette,FRANCE'S HOLLANDE SIGNS GAY MARRIAGE BILL INTO LAW,"Steven Erlanger, The New York Times",WORLD; Pg. A-6,,549 words,,,"May 20, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,law,marriage,gay,saturday,may,protest,France,Mr._Hollande,call,rights,legalize,opposition,couple,child,same_sex,sign,country,mayor,intend,wedding,attend,state,significant,within,change,include,mo,legal,accept,group,take,violence,leader,measure,friday,adopt,decision,French,Constitutional_Council,rush,toward,officially,begin,morning,president,act,southern,city,sometimes,officiate,likely,sooner,must,consideration,publication,bann,ceremony,hate,socialist,press,2009,voice,concern,attract,violent,along,inevitable,engineered,publicity,government,spokeswoman,minister,woman,14th,d.c.,riding,low,opinion,poll,passage,considerable,public,victory,give,campaign,promise,administration,anniversary,office,consider,economic,problem,recession,move,important,controversial,structure,economy,pension
,9,7,6,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 27, 2013 Tuesday",272 of 438 DOCUMENTS,Pittsburgh Post-Gazette,ALL COOPED UP,"Maggie Neil, Pittsburgh Post-Gazette",LIFESTYLE; Pg. C-1,,994 words,,,"August 28, 2013",ENGLISH,,,"PHOTO: Suffolks Chicken Coop & Run, $599.95 -- $999.95 \ PHOTO: Belltown Chicken Coop, $1,199.95 \ PHOTO: Williams Sonoma photos: Alexandria Chicken Coop & Run, $599.95 -- $1,449.95 \ PHOTO: Cedar Chicken Coop & Run with Planter, $1,499.95 \ PHOTO: Reclaimed Rustic Coop with Painted Chicken & Run, $499.95 -- $859.95\ PHOTO: Buff Silkie Bantams\ PHOTO: Appenzeller Spithauben\ PHOTO: White Silkie Bantam\",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,chicken,coop,ms,chick,new,breed,per,Agrarian,include,make,egg,Williams_Sonoma,take,sell,bird,hatchery,2012,list,line,design,hen,blue,color,people,simon,room,o',long,lay,hardy,know,tour,Martha_Stewart,many,retailer,trend,online,thing,add,mypetchicken.com,company,need,size,try,planter,feel,beautiful,start,live,stewart,begin,keep,backyard,become,green,ms.,food,farmer,mean,farm,book,climate,raiser,market,point,might,con,nor,coast,small,whether,good,good_looking,United_States,chicken_raisers,project,dirty,noisy,fowl,reputation,chic,hit,urban,suburban,neighborhood,around,country,especially,past,several,backyardchickens.com,forum,dedicated,200,member,every,related,gear,inc.
,14,14,7,6,5,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 12, 2013 Friday",286 of 438 DOCUMENTS,Pittsburgh Post-Gazette,PHILIPS SAYS ITS LED BESTS FLUORESCENT TUBE LIGHTING,"Toby Sterling, The Associated Press",BUSINESS; Pg. A-7,,596 words,,,"April 12, 2013",ENGLISH,,,"PHOTO: Philips/Associated Press: Rifat Hikmet, a scientist at Philips' research laboratories in Eindhoven, Netherlands, holds a prototype of a new tube LED light developed by the company that is capable of generating 200 lumens of white light per watt. Philips' light division executive Rene van Schooten claims that in 10 years, LEDs will replace at least half of the world's fluorescent bulbs.",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,fluorescent,light,Philips,market,lamp,tube,lead,per,make,billion,watt,LEDs,world,accord,lighting,2015,bulb,company,expect,200,achieve,lumen,amount,efficiency,LED,office,soon,far,efficient,best,cheaper,global,sale,new,claim,replace,half,van,expert,electricity,cost,industry,change,produce,reach,2012,euro,Dutch,Mr._Van_Schooten,have,work,probably,familiar,soft,glow,drift,ceiling,brand,right,history,consumer,appliance,giant,thursday,develop,greener,well,combination,inevitably,help,dominate,illuminating,workplace,leader,interview,press,ahead,unveiling,top,executive,prototype,head,mass,production,hit,least,major,step,forward,schooten,source,division,bring,enormous,savings,energy,outside,long,eclipse
,10,9,9,7,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 4, 2013 Friday",291 of 438 DOCUMENTS,Pittsburgh Post-Gazette,"CHIEFS, GM HAVE 'PARTED WAYS'",,SPORTS; BRIEFS; Pg. A-7,,793 words,,,"January 5, 2013",ENGLISH,,,"PHOTO: Scott Pioli -- ""I truly apologize for not getting the job done.""",,,Newspaper,Copyright 2013 P.G. Publishing Co.
,coach,seconds,today,decision,season,fan,fire,make,player,behind,olympic,slalom,world,Chiefs,Pioli,draft,finish,difficult,golf,may,skip,last,beat,champion,third,win,Germany,United_States,general,manager,next,team,part,way,statement,grow,history,person,deal,great,franchise,pro,bowl,place,game,feel,connection,post,lead,woman,overall,cup,race,course,go,event,bobsl,second,another,Scott_Pioli,Reid,Hunt,Northern_Ireland,Ireland,McIlroy,British,Irish,Shiffrin,mo,negotiate,past,become,pioli,mutually,four,tumultuous,mark,poor,choice,ineffective,move,fail,hire,rebellion,truly,apologize,job,do,monday,match,worst,record,chairman,change,indicate,future,determine,familiar,situation
,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 20, 2013 Sunday",294 of 438 DOCUMENTS,Pittsburgh Post-Gazette,OBAMA ON THE EVE OF HIS SECOND TERM; WILL PRESIDENT'S TONE IN SPEECH BE CONCILIATORY OR COMBATIVE?,"Tracie Mauriello, Post-Gazette Washington Bureau",NATIONAL; Pg. A-1,,1139 words,,,"January 21, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
,president,address,inaugural,people,go,term,gun,political,professor,policy,week,republican,control,likely,Mr._Obama,time,election,speech,monday,approach,little,end,country,way,last,already,order,agree,party,voter,set,second,clear,issue,immigration,make,Congress,inauguration,wound,season,aim,nation,call,tone,partisan,congress,history,war,put,campaign,move,usually,communication,spend,may,use,mr.,need,appear,executive,press,meanwhile,compromise,try,sure,detail,prefer,scientist,sign,ceremonial,value,school,tax,lot,implement,reform,next,four,promise,effort,second_term,University,heal,deep,inflict,lofty,rhetorical,unify,celebrating,core,famous,bind,frame,confront,choice,follow,conciliatory,example,sounding
,12,11,8,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 27, 2013 Sunday",298 of 438 DOCUMENTS,Pittsburgh Post-Gazette,PRISON EMPTIED OVER DEADLY RIOT,Compiled from news services,WORLD; WORLD BRIEFS; Pg. A-4,,541 words,,,"January 29, 2013",ENGLISH,,,,,,Newspaper,Copyright 2013 P.G. Publishing Co.
