PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"August 13, 2010 Friday",5 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"LONG, HOT SUMMER; CATASTROPHIC FIRES, FLOODS FIT SCIENTISTS' PREDICTIONS","Charles J. Hanley, The Associated Press",WORLD; Pg. A-4,,1063 words,,,"August 13, 2010",ENGLISH,,,"PHOTO: Xinhua, Li Gang/Associated Press: A Chinese woman cries for her relative killed by a landslide in Zhouqu, in northwest China's Gansu province. Heavy rains caused more mudslides, which have already killed more than 1,100 people, with new floods leaving more missing.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,ice,warming,scientist,climate,century,flood,heat,predict,world,extreme,record,rain,Russia,global,event,wave,cause,temperature,2007,increase,report,flooding,northwest,change,fit,government,climatologist,weather,rise,frequent,intense,dring,double,summer,international,ever,kill,last,Moscow,China,fire,melting,already,way,july,meteorological,organization,disaster,expert,better,wildfire,time,state,panel,1950,example,still,blame,affect,happen,point,hottest,hundred,dry,people,reduce,ipcc,loss,monsoon,inch,period,huge,leave,worst,nation,atmosphere,water,grow,south,decade,away,percent,recordkeeping,week,sheet,show,ocean,worldwide,emission,Pakistan,United_States,U.S.,British,IPCC,NASA,WMO,Greenland,feverish,iowa
,program,intern,work,Northern_Ireland,Pittsburgh,energy,make,eCap,student,need,technology,mr.,green,Ireland_Institute,Belfast,business,network,go,use,skill,mayer,part,accept,await,visa,U.S._Consulate,new,company,sustainability,promote,region,learn,project,mo,much,o'reilly,change,building,game,United_States,international,exchange,greenest,various,area,renewable,strategy,president,development,six,arrive,county,environmental,consulting,internship,placement,look,department,past,model,history,mostly,goal,city,idea,industry,exploring,bring,continuous,time,establish,press,degree,management,study,consumption,sustainable,rebate,help,database,have,always,people,do,ms.,something,field,research,well,werling,around,find,still,thing,South_West_College,United_Kingdom,Western_Pennsylvania,McAteer,partner
,13,13,11,11,10,8,7,7,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
"December 21, 2010 Tuesday",165 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),U.S. GASOLINE DEMAND AT START OF LONG-TERM DECLINE,"Jonathan Fahey, AP Energy Writer",BUSINESS; Pg. A-8,,875 words,,,"December 21, 2010",ENGLISH,,,"PHOTO: (No caption) PHOTO: After seven decades of mostly uninterrupted growth, U.S. gasoline demand is at the start of a long-term decline.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,gasoline,million,demand,U.S.,car,government,oil,economy,gallon,decade,less,road,use,billion,start,country,ethanol,time,barrel,per,accord,fuel,growth,decline,burn,change,industry,fall,hit,look,shift,price,rise,average,begin,americans,must,analyst,total,SUVs,2030,least,percent,truck,people,drive,demographic,grow,history,driver,recession,reason,include,peak,four,2006,level,pump,effect,wane,blend,expect,model,target,mpg,next,vehicle,biofuel,put,work,enter,commute,longer,predict,emission,carbon,dioxide,firm,America,world,biggest,nation,limit,seven,mostly,uninterrupted,today,expert,clog,thirst,shrink,become,mandate,combination,policy,mean,heady,chairman,author
,14,9,8,7,6,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 28, 2010 Friday",185 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"HURRICANES, SPILL COULD POSE DOUBLE THREAT","LEE BOWMAN, SCRIPPS HOWARD NEWS SERVICE",NATIONAL; Pg. A-6,,577 words,,,"May 29, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,hurricane,oil,season,storm,many,least,area,forecaster,U.S.,Atlantic,gulf,outlook,normal,major,surge,pattern,tropical,percent,appear,forecast,active,part,develop,become,need,much,might,release,mile,inland,go,ashore,wave,several,factor,make,predict,el,nino,private,cite,affect,coast,FEMA,NOAA,thousand,worker,struggle,contain,biggest,spill,history,head,double,whammy,extremely,early,issue,thursday,target,bullet,dodge,seven,sustain,wind,111,mph,run,next,tuesday,nov,relevant,specific,message,anyone,live,eastern,third,prepare,speculation,happen,pass,massive,slick,bp,deepwater,horizon,disaster,ms.,lubchenco,director,federal,emergency,management,agency,scenario,rain,churn,gob
,15,7,7,7,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 13, 2010 Monday",201 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ECONOMY TO OCCUPY CONGRESS; SMALL BUSINESSES MAY GET ASSISTANCE DURING BRIEF SESSION; BUDGET MUST WAIT,"Daniel Malloy, Post-Gazette Washington Bureau",NATIONAL; Pg. A-1,,1235 words,,,"September 13, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,bill,tax,republican,cut,business,economy,small,House,billion,week,session,democrat,last,go,pass,mr.,agenda,president,specter,allow,think,make,mo,Senate,Congress,encourage,lend,plan,manufacturing,end,election,political,obama,time,become,budget,deficit,another,push,continue,standpoint,call,already,spend,hoyer,likely,extend,change,American,job_killing,return,summer,break,economic,chamber,initiative,talk,biggest,highest,earner,hike,eager,look,way,sen,start,provide,many,party,back,confidence,create,conference,fund,infrastructure,past,issue,statement,speech,leader,immediate,unless,rise,announce,government,level,work,legislation,small_business,D_Pa.,Pittsburgh,America,Mr._Obama,lame_duck,congress,abbreviate,cascade,poor,news
,16,13,12,8,8,7,7,7,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1
"October 14, 2010 Thursday",205 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CENTRAL VALLEY FROSH ADVANCES,"Joe Koch, Tri-State Sports & News Service",SPORTS; Pg. W-9,,609 words,,,"October 16, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,play,Fouse,lot,shot,school,golf,three,Milosh,coach,freshman,next,season,though,course,game,fouse,golfer,think,high,believe,best,girl,team,standout,future,qualify,monday,run,macky,weakness,ball,yard,putt,well,green,have,work,final,reasoned,make,place,second,qualifier,division,individual,championship,eight,harder,change,basketball,better,Tom,Center_High,yet,especially,expect,back,plot,must,finish,2010,much,line,near,past,merge,form,drive,220,225,nice,short,whose,nickname,derive,give,name,show,gap,wedge,still,feeling,pressured,despite,tee,regional,opportunity,move,sectional,ii,club,stroke,behind,junior,qualified,along,penn,trafford,pro
,9,9,7,6,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"November 11, 2010 Thursday",208 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FORECLOSURE PROBE ON 'FAST TRACK',Compiled from news services,NATIONAL; NATIONAL BRIEFS; Pg. A-9,,547 words,,,"November 12, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,state,crack,tank,ADHD,attorney,general,emission,facility,foreclosure,global,holiday,fuel,wednesday,launch,find,survey,increase,gas,investigation,bank,might,settlement,miller,lead,task,force,quickly,group,whether,use,squeeze,pay,percent,nov,shuttle,try,study,child,attention,make,control,new,plan,greenhouse,warming,guideline,give,industrial,change,NEW_YORK,U.S.,NASA,practice,fast,track,resolution,involve,multiple,tom,resolve,sooner,rather,later,mr.,interview,move,right,unlikely,separate,prevention,oct,announce,coordinate,inquiry,loan,servicer,false,document,signature,justify,hundred,thousand,flight,airline,passenger,face,thanksgiving,travel,season,onto,plane,fly,fullest,world,war,ii,industry,trade,project
,6,5,5,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 21, 2010 Thursday",220 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),STARS ALIGNED FOR THE HOYAS,Gene Collier,SPORTS; Pg. D-1,,778 words,,,"January 21, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,Pitt,night,go,Georgetown,team,defense,panthers,point,Hoyas,coach,seconds,play,every,star,best,guard,happen,last,pull,behind,line,miss,lot,basketball,critical,conference,hoya,iii,player,good,align,great,league,away,back,lose,five,second,half,give,minute,field,goal,four,leave,knock,absent,Big_East,Jermaine_Dixon,blame,young,unschedule,vanish,act,pretty,certain,able,identify,write,prescription,least,dozen,potential,calamity,winter,grind,forward,nothing,inside,brilliantly,antagonistic,diminish,way,sure,painfully,evident,sophomore,suppose,fire,ready,flash,touch,distance,twice,spot,100,either,swish,drag,within,highly,manageable,three,forebod,perspective,performance,unable,trump,superior
,12,6,6,6,5,5,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 30, 2010 Saturday",222 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BLAIR DEFENDS IRAQ WAR STANCE,Compiled from news services,WORLD; WORLD BRIEFS; Pg. A-5,,611 words,,,"February 2, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,government,militant,friday,attack,seek,group,party,Britain,Northern_Ireland,troops,former,accuse,follow,president,war,public,peace,negotiator,kill,hotel,room,decade,bin,fight,new,leader,call,stop,accord,side,major,end,demand,Iraq,Mr._Blair,Hamas,Dubai,Mr._Mabhouh,U.S.,United_States,Nigerian,Nigeria,almost,seven,order,join,invasion,prime,minister,mount,unwaver,defense,action,take,step,counter,depict,threat,assume,far,greater,dimension,sept,2001,appearance,official,inquiry,role,conflict,reshape,unflattering,legacy,mold,leave,office,2007,many,critic,often,bitterly,pliantly,w.,bush,lead,illegal,unpopular,misleading,countryman,reason,grueling,six,hour,broadcast,testimony,amount,rare,return,spotlight,home
,6,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 10, 2010 Wednesday",231 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),AMERICAN-MADE CARS TAKE CENTER STAGE,"Don Hammonds, Pittsburgh Post-Gazette",BUSINESS; Pg. F-2,,1182 words,,,"February 12, 2010",ENGLISH,,,PHOTO: Jeff Kowalsky/Bloomberg News Service: The new Buick Regal GS sits on stage after being unveiled during the 2010 North American International Auto Show in Detroit.\ PHOTO: Jeff Kowalsky/Bloomberg News Service: Hyundai Motor Corp.'s Tucson sport utility vehicle is displayed in Detroit.,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,car,look,design,ford,front,use,automatic,Fiesta,hot,price,good,engine,include,plenty,new,show,aggressive,fuel,make,back,brand,transmission,control,six_speed,feature,much,sedan,seat,drive,power,highway,handle,acceleration,performance,style,miss,sporty,system,steering,mileage,luxury,know,Rabbit,Golf,may,center,week,open,floor,enough,ever,automaker,attention,find,ct,/b,yet,overall,people,really,rear,rate,mile,per,gallon,city,fusion,quality,fit,economy,hybrid,expensive,four,expect,buick,entry,strong,name,driver,several,standard,air,satellite,radio,available,around,class,phone,start,release,still,crossover,equip,interior,model,bar,light,golf,however
,9,9,7,7,6,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 13, 2010 Saturday",232 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),LASER SHOOTS DOWN MISSILE,Compiled from news services,NATIONAL; Pg. A-6,,545 words,,,"February 16, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,friday,shoot,missile,ala,challenge,laser,late,nation,system,test,expect,spend,billion,seem,far,budget,stage,cut,drop,president,2011,percent,atlanta,airport,outside,kill,chamber,greenhouse,gas,battle,health,official,campus,people,center,WASHINGTON,U.S.,EPA,Clean_Air_Act,University,angeles,fly,boe,747,jumbo,jet,equip,massive,gun,shot,thursday,night,mark,analyst,major,milestone,development,defense,8:44,p.m,pst,military,range,near,renew,debate,dollar,behind,schedule,decide,significantly,curtail,last,airborne,design,defend,ballistic,boost,lift,coast,guard,risk,readiness,become,fragile,force,accommodate,propose,commandant,adm,thad,w.,all,annual,report,plan,funding,personnel,10.1
,6,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 7, 2010 Sunday",241 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SECTION: EDITORIAL; Pg. B-4,,,,723 words,,,"March 9, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,game,million,take,americans,video,training,point,lose,have,recycl,may,reform,welfare,pay,tax,benefit,continue,Adam_Ravenstahl,militainment,singer,piece,civilian,use,avatar,concern,force,guy,go,waste,serious,environmental,air,traveler,produce,trash,food,percent,airport,brother,blog,rest,put,campaign,local,tip,socialism,foundation,act,government,care,number,fiscal,enough,side,war,large,talk_show,p.w,write,nuance,rapid,growth,merge,violent,military,spend,billion,world,warfare,nov,rack,310,sale,end,next,blockbuster,movie,follow,remotely,fight,battle,environment,measly,mr.,realistic,provide,excellent,teach,soldier,battlefield,medicine,sexual,harassment,noncombat,thing,big,troops,combat,sit
,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 14, 2010 Sunday",243 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"RETURN OF THE RIGHT; QUAKE GIVES NEW CHILEAN PRESIDENT, FIRST CONSERVATIVE IN POWER IN 50 YEARS, CHANCE TO BE SEEN AS TOUGH, MODERNIZING FORCE","Alexei Barrionuevo, The New York Times",WORLD; Pg. A-4,,1141 words,,,"March 15, 2010",ENGLISH,,,"PHOTO: Aliosha Marquez: Chile's President Sebastian Pinera waves to supporters after his swearing-in ceremony in Valparaiso, Chile, on Thursday.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,military,government,last,Mr._Pinera,earthquake,quake,right,pinera,business,former,gen,president,dictatorship,mo,reconstruction,week,street,political,people,coalition,pinochet,elect,chile,law,concertacion,aftermath,tsunami,leave,onto,least,army,effort,end,interest,right_wing,may,give,country,chance,transition,democracy,job,order,delinquency,already,half,resident,hesitate,show,mr.,building,change,press,question,tie,appear,modernize,hold,power,doctorate,management,make,patrol,zone,wednesday,possible,member,navy,role,play,many,longer,public,issue,affair,chief,ms,bachelet,minister,term,criticism,private,company,start,Talcahuano,Pinochet,Santiago,Marta_Lagos,Chile,powerful,bury,home,broad,swath,coastal,south,new,entomb,ghost
,9,6,6,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
"March 28, 2010 Sunday",250 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CATHOLIC SCHOOLS DEPENDENT ON FOUNDATIONS FACE A STRUGGLE,"Eleanor Chute, Pittsburgh Post-Gazette",LOCAL; Pg. A-11,,1528 words,,,"March 30, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,school,million,tuition,fall,diocese,receive,enrollment,Catholic,family,money,figure,assistance,student,Maronda,catholic,foundation,need,new,may,st,close,grow,god,high,Father_Stubna,pay,education,2008,end,open,loss,financial,continue,aid,father,much,give,Stubna,McKees_Rocks,closing,parent,help,return,available,2009,fund,keep,next,affect,expect,endowment,challenge,many,work,way,depend,become,child,follow,decline,go,average,elementary,combine,still,last,great,couple,plan,award,Maronda_Foundation,Coraopolis,St._John,Extra_Mile,change,economy,example,late,program,rely,contribution,ir,show,total,2007,net,asset,balance,earlier,ago,city,neighborhood,investment,accord,yet,tax,credit,provide,parochial
,37,15,10,10,8,8,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"April 3, 2010 Saturday",255 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WINDOW FIRM BASKS IN STIMULUS SPOTLIGHT,"Jennifer Lin, Philadelphia Inquirer",NATIONAL; Pg. A-7,,759 words,,,"April 6, 2010",ENGLISH,,,"PHOTO: Jewel Samad/Agence France-Presse/Getty Images: President Barack Obama speaks at a town hall meeting at Celgard, an advanced battery technology manufacturer, in Charlotte, N.C. Mr. Obama said that ""encouraging"" data indicates that the U.S. economy is creating jobs again, proving the country is beginning to turn the corner on high unemployment.",,,Newspaper,Copyright 2010 P.G. Publishing Co.
,president,window,stimulus,call,factory,million,company,take,story,White_House,Mr._Levin,Fran,HUD,Alan,ago,vice,last,spend,housing,best,business,make,Philadelphia,Northeast_Building_Products,highest,mention,manufacturer,state,address,blog,friday,mo,levin,tour,secretary,example,mr.,tell,recovery,back,100,order,meanwhile,tax,credit,work,go,visit,job,three,production,line,stand,worker,floor,talk,skeptical,plan,add,executive,2009,minute,tv,include,Union,CNN,U.S.,energy_efficient,Mr._Donovan,Obama,PHA,ABC_News,Germany,ask,accolade,career,probably,point,cite,2010,interview,staff,nothing,short,crazy,marvel,wife,crazier,around,product,anointed,star,phalanx,reporter,follow,give,plant,mayor,gov
,7,6,6,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"April 30, 2010 Friday",268 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BELGIUM VOTES TO BAN FULL VEILS,Compiled from news services,WORLD; WORLD BRIEFS; Pg. A-4,,544 words,,,"April 30, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,thursday,minister,move,prime,public,place,vote,country,appear,face,make,law,government,time,spring,clean,demand,need,oil,many,downgrade,warn,pledge,relation,anarchy,end,military,protester,cigarette,tobacco,Russia,Arctic,India,Pakistan,lawmaker,approve,nationwide,ban,prohibiting,woman,wear,islamic,veil,kind,unanimous,response,grow,irritation,increase,number,visibility,whose,custom,attitude,often,present,challenge,continent,largely,heritage,bill,forbid,anyone,hidden,way,identification,impossible,violator,fine,prison,term,seven,must,election,horizon,caretaker,go,effect,section,join,expedition,study,region,threaten,polar,bear,mo,putin,deal,aftermath,drum,scrap,metal,abandon,army,"60,000",ton,product,dump
,6,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 4, 2010 Tuesday",270 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BIG GOVERNMENT VS. SMALL BUSINESS; BUSINESS OWNERS REMAIN PESSIMISTIC EVEN AS THE ECONOMY REBOUNDS,Bill Dunkelberg,EDITORIAL; Pg. B-7,,498 words,,,"May 4, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,small,business,new,economy,percent,job,owner,government,bill,expect,country,produce,private,product,create,successful,cost,attempt,nation,social,agenda,firm,energy,health,care,pass,resource,facility,past,quarter,recession,level,bottom,member,uncertainty,America,U.S.,Congress,world,base,output,collectively,half,gross,domestic,employ,workforce,majority,innovator,patent,larger,company,idea,method,test,enterprise,rewarded,profit,finance,expansion,imitation,competitor,seek,capitalize,success,entrepreneurial,spirit,energize,make,history,assault,historically,goods,service,consumer,lowest,possible,turn,state,legislature,steadily,convert,tool,change,unable,sell,voter,financing,shift,program,onto,valuable,asset,time,drive,entrepreneur,slowly,drain,divert
,13,11,6,5,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 7, 2010 Friday",271 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SESTAK AD CRITICIZES SPECTER'S PARTY SWITCH,"James O'Toole, Pittsburgh Post-Gazette",LOCAL; Pg. B-2,,569 words,,,"May 7, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,specter,mo,campaign,ad,former,sestak,attack,veterans,Democratic,new,voter,repeat,commercial,admiral,continue,record,Mr.,Mr._Sestak,sen,arl,stand,show,change,party,veteran,senator,earlier,incumbent,charge,criticism,many,defend,naval,call,endorsement,group,navy,tactic,appearance,support,transportation,Mr._Specter,Sestak,VETPAC,spotlight,decade,republican,attempt,undermine,tactical,analysis,conversion,footage,beginning,end,explain,enable,moment,bookend,image,appear,rick,santorum,president,w.,bush,rally,refer,firm,ally,spot,dissolve,away,shot,narrator,save,job,seek,convey,central,argument,political,opportunist,exploit,gain,follow,introduce,respond,circumstance,surround,retire,removal,senior,position,congressman,miss,congressional,vote,low
,13,7,6,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 19, 2010 Wednesday",276 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),HOUSING STARTS JUMP AS WHOLESALE PRICES FALL,"Shobhana Chandra and Courtney Schlisserman, Bloomberg News",BUSINESS; Pg. A-10,,561 words,,,"May 19, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,percent,rise,start,rate,last,sale,home,house,price,show,annual,report,drop,fall,permit,increase,building,april,decrease,inflation,forecast,economist,jump,project,new,begin,time,housing,median,survey,2008,accord,homebuilding,cost,gain,decline,take,construction,index,multifamily,number,march,U.S.,Commerce_Department,Treasury,single_family,wholesale,unexpectedly,economy,strengthen,without,stoke,"672,000",exceed,highest,level,october,figure,tuesday,another,producer,0.1,second,past,three,december,sign,pause,boost,company,d.r,make,way,production,line,underscoring,federal,reserve,policy,maker,contain,encourage,traction,luster,subdue,pressure,pipeline,leave,factory,security,plan,ban,certain,type,bearish,investment,send,euro,low
,11,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 25, 2010 Tuesday",280 of 383 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),OUTDOOR SUPER BOWL ON SLATE,From wire dispatches,SPORTS; NFL NOTEBOOK; Pg. D-7,,320 words,,,"May 26, 2010",ENGLISH,,,,,,Newspaper,Copyright 2010 P.G. Publishing Co.
,rule,new,season,Johnson,weather,playoff,use,regular,owner,site,stadium,bid,league,roof,either,give,contract,NFL,outdoor,cold,possibly,snowy,think,overtime,adopt,game,nfl,discuss,thing,today,2014,super,bowl,definitely,pick,widely,expect,go,1.6,billion,meadowland,become,home,jet,giant,although,fla,seem,natural,marquee,event,especially,headquarters,fundamental,problem,temperature,usually,early,february,n.j,aim,ensure,good,play,warm,climate,waive,previously,meet,vote,change,team,lose,coin,toss,immediately,field,goal,still,chance,score,tie,win,sentiment,bronco,speculation,consider,trading,starter,make,room,maybe,coach,none,quarterback,subject,trade,talk,texan
