PUBLISHED_DATE,DOCUMENTS_INDEX,PUBLISHER,TOPIC,BYLINE,SECTION,SOURCE,LENGTH,DATELINE,SUMMARY,LOAD_DATE,LANGUAGE,CORRECTION_DATE,CORRECTION,GRAPHIC,TYPE,DOCUMENT_TYPE,PUBLISH_TYPE,COPYRIGHT
"June 6, 2009 Saturday",4 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),RAPID RISE IN SEA LEVELS ON EAST COAST PREDICTED,"David A. Fahrenthold, The Washington Post","HEALTH, SCIENCE, MEDICINE AND TECHNOLOGY; Pg. A-3",,916 words,,,"June 9, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,rise,water,along,change,inch,sea,ocean,study,sink,new,ice,resort,last,make,century,might,region,scientist,probably,climate,area,much,level,world,show,place,seas,global,surface,glacier,sea_level,Earth,Maryland,faster,part,research,current,push,city,week,forecast,beach,wrong,high,mean,spend,hard,retreat,researcher,warming,melting,per,phenomenon,think,northern,south,seesaw,find,coast,happen,vast,freshwater,less,foot,still,bigger,barrier,island,marsh,abandon,protect,Atlantic,mid_Atlantic,East_Coast,Western_Carolina_University,New_York,Eastern_Shore,densely,populate,cap,toward,shoreline,inlaid,boardwalk,habitat,three,include,newly,worrisome,life,next,rest,2100,total,increase,submerge,chair,information,computer
"July 9, 2009 Thursday",247 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),BYLINE: Andrew Druckenbrod; Adrian McCoy,,ARTS & ENTERTAINMENT; THE HOT LIST; Pg. W-2,,2030 words,,,"July 10, 2009",ENGLISH,,,"PHOTO: ""Roman Fountain With Cattle and Figures"" by Nicholaes P. Berchem is in ""The Dutch Italianates: Seventeenth-Century Masterpieces from Dulwich Picture Gallery, London"" opening Friday at The Frick Art Museum. \ PHOTO: Conor Oberst and the Mystic Valley Band will stop at Mr. Small's Sunday night.",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,p.m.,sunday,friday,band,feature,take,night,include,show,doubt,weekend,rock,new,call,concert,family,music,oberst,festival,create,go,open,work,perform,game,world,saturday,change,photo,song,ticket,good,around,begin,roll,portrait,exhibit,visit,age,expect,set,bring,display,artist,st.,information,series,switch,theater,activity,visitor,planet,museum,Heinz_Hall,Taylor,Bright_Eyes,tour,young,join,former,available,anniversary,find,front,plus,camp,run,annual,food,fan,receive,free,poster,without,exhibition,painting,book,audience,part,symphony,modern,era,back,use,moon,well,hear,lighting,masterwork,leave,great,landscape,time,art,member,reservation,recommend,wright,reading
,14,11,10,8,7,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 24, 2009 Sunday",258 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),THEY DIED FOR YOU; 10 THINGS AMERICANS SHOULD KNOW ABOUT WORLD WAR II,RICK ATKINSON,EDITORIAL; Pg. G-1,,1704 words,,,"May 27, 2009",ENGLISH,,,DRAWING: Stacy Innerst/Post-Gazette,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,war,military,U.S._Army,WWII,American,Army,every,army,million,fight,greatest,human,role,enemy,build,death,three,history,begin,combat,power,number,we,ally,include,institution,die,German,United_States,British,thing,know,world,life,snap,ought,serve,virtually,country,nation,truck,make,never,global,start,president,time,good,fighter,system,give,change,20th,century,black,pilot,story,Germany,North_Africa,U.S.,ii,1939,rank,among,size,grow,8.5,1945,1940,officer,senior,single,1941,division,chief,without,sustain,uniform,way,end,recognition,industrial,unlike,tank,airplane,mean,keep,manpower,woman,democracy,alone,agree,cross,attack,roosevelt,almost,control,campaign,well
,21,11,11,11,9,8,7,7,7,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"November 4, 2009 Wednesday",260 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),CZECHS SIGN OFF ON EU REFORM,,WORLD; WORLD BRIEFS; Pg. A-4,,571 words,,,"November 5, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,nation,talk,school,president,court,global,look,become,policy,decision,new,government,hour,several,start,crucifixe,public,religious,northern,tough,climate,coincidence,mayor,black,saldana,find,Lisbon_Treaty,European,Iran,United_States,Italy,Italian,Mexico_City,charter,design,transform,country,half,billion,people,unified,powerful,player,pass,last,major,hurdle,set,law,within,week,happen,allow,majority,rather,unanimous,vote,summit,increasingly,shape,elect,parliament,currently,little,project,decisive,eu,abroad,role,place,system,rotate,presidency,among,every,six,foreign,minister,possible,highly,skeptical,increase,power,sign,constitutional,strike,complaint,reject,supreme,leader,spurn,describe,personal,overture,warn,negotiate,naive,pervert,politician
,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 9, 2009 Sunday",283 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"BYLINE: Compiled by Greg Victor, Pittsburgh Post-Gazette",,EDITORIAL; CUTTING EDGE NEW IDEAS SHARP OPINIONS; Pg. B-4,,683 words,,,"August 11, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,people,god,president,work,mom,write,call,drug,show,make,think,go,Pittsburgh,French,move,note,appear,long,place,amazing,vast,report,every,cigarett,illegal,lead,global,warming,former,leader,hearing,explain,wonder,become,take,faith,attack,author,tell,someone,conspiracy,bear,talk,enough,believe,God,Iraq,Magog,United_States,American,Chirac,progress,time,well,something,forb,rank,best,really,whether,local,agree,disagree,contrast,quote,ever,wonkopedia,pittsburgh,however,slowly,decline,unless,new,industry,employ,woman,engage,production,consumer,goods,attract,area,base,title,stamp,feb,1947,ban,tobacco,tony,newman,cnn.com,"400,000",die,prematurely,smoking,analyze,harm,doubt
,5,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 19, 2009 Monday",294 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),THE U.S. IS BECOMING ITS OWN WORST ENEMY,"JOHN BROBST, Bradford Woods",EDITORIAL; LETTERS TO THE EDITOR; Pg. A-10,,254 words,,,"October 19, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,nation,have,effort,problem,care,climate,change,infrastructure,alternate,energy,source,solution,government,end,Mr._Obama,election,president,fill,hope,together,correct,health,neglect,name,alas,reform,enact,dilut,little,good,lean,accomplishment,toward,failure,democrat,conveniently,convenient,shot,hunt,obvious,republican,oppose,every,democratic,exclude,possible,ally,real,culprit,stand,behind,pass,legislation,smoothly,quickly,attenuate,endless,rancor,infect,airwave,tell,big,later,predator,business,sell,work,force,enrich,upper,management,citizen,selfish,less,fortunate,encourage,gluttony,point,can,manage,personal,debt,inherite,mecca,crumble,ruin,quarrel,state,rights,vs.,federal,without,similar,philosophical,argument,write,history,worst,enemy
,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"September 8, 2009 Tuesday",323 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),JIM FERLO: A POLITICIAN WITH SOUL OF A PROTESTER; WILL RUB FOLKS WRONG WAY IF FOR GOOD CAUSE,"Rich Lord, Pittsburgh Post-Gazette",LOCAL; Pg. B-1,,1775 words,,,"September 8, 2009",ENGLISH,,,PHOTO: Darrell Sapp/Post-Gazette: State Sen. Jim Ferlo sits in the conference room of his Lawrenceville office during a meeting on the development of the Community Environmental & Energy Assistance Center.,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,mayor,ferlo,Mr._Ferlo,senator,mr.,work,people,Mr._Ravenstahl,state,city,mo,vote,protest,summit,ravenstahl,try,protester,town,back,district,pension,civil,right,still,respect,think,go,council,sometimes,fund,Mr._Dowd,power,maybe,world,among,permit,hope,sure,fight,outside,library,economy,leader,make,talk,friday,member,board,change,president,police,office,call,way,legislation,time,money,Highland_Park,Senate,Pittsburgh,pittsburgh,war,country,march,shout,week,order,seek,maintain,administration,figure,thrilled,liberty,have,latter,stage,often,involve,neighborhood,global,use,inside,game,end,may,thursday,another,control,damage,thing,street,decry,every,probably,urban,represent,plant,close,question
,13,11,10,9,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"February 26, 2009 Thursday",333 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SECTION: BUSINESS; BUSINESS BRIEFS; Pg. C-1,,,,487 words,,,"February 27, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,percent,price,per,cent,production,report,close,week,share,range,earlier,million,last,store,drop,january,world,vehicle,application,average,gallon,drug,Pittsburgh,raise,earning,guidance,food,co.,company,end,total,sale,cost,z,gallerie,home,number,result,automaker,worldwide,decline,fall,mortgage,refinancing,index,purchase,nickel,ago,health,organization,approve,generic,he,United_States,san,del,monte,fiscal,continue,operation,pet,package,fruit,administrative,center,net,income,60.5,three,jan,compare,53.3,analyst,poll,expect,rise,8.4,942.3,significant,contribution,hike,need,cover,increase,past,work,furnishings,location,shutter,calif,chain,deteriorate,economy,news,put,closing,far,still,determine
,8,6,5,5,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"May 12, 2009 Tuesday",350 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ENDINGS DETRACT FROM FINE ACTING IN TWO PLAYS,"Bob Hoover, Pittsburgh Post-Gazette",ARTS & ENTERTAINMENT; STAGE REVIEW; Pg. D-1,,1292 words,,,"May 13, 2009",ENGLISH,,,"PHOTO: Mark C. Southers: In ""Seven Guitars,"" the cast includes, from left, Alan Bomar Jones as Canewell, Ericka Ratcliff as Vera and Teri Bridgett as Louise.\ PHOTO: In ""Rock 'n' Roll,"" Sam Redford's Jan is interrogated by Simon Bradbury's secret police officer in Prague. Narelle Sissons Jan (Sam Redford) is interrogated by a secret police officer in Prague (Simon Bradbury) in the Pittsburgh Irish & Classical Theatre production of ""Rock 'n' Roll"".",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,play,rock,guitar,roll,Stoppard,seven,Wilson,pittsburgh,playwright,stage,scene,theater,make,demand,write,music,move,political,p.m.,PICT,audience,sound,anticipate,work,back,love,young,king,white,jan,may,Max,Ruoti,Hedley,past,meet,future,give,blame,dream,success,triumph,consider,yet,intellectual,style,bly,energy,turn,native,leave,1968,tenement,garden,dirt,change,force,later,character,create,set,major,role,use,542,penn,ave,away,face,cast,actor,materialism,eleanor,powerful,body,act,pain,soul,tell,max,look,recording,opposite,man,student,apathy,issue,company,thurs.,fri.,sun,ticket,proartstickets.org,Classical_Theatre,Barrett,Cambridge,England,America,Prague
,17,9,7,7,7,6,6,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"May 19, 2009 Tuesday",351 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),ANOTHER TAKE ON TWO MAYORAL CANDIDATES,Sarah Troetschel,LIFESTYLE; ELECTION DAY; Pg. D-9,,883 words,,,"May 20, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,people,thing,mayor,city,take,money,Pittsburgh,budget,school,tax,crime,violence,business,plan,problem,debt,know,make,way,current,expense,start,tell,pittsburgh,sergeant,need,law,care,have,lock,away,use,important,public,transportation,talk,candidate,ravenstahl,respond,vision,change,leadership,think,focus,developer,project,offer,abatement,community,reduce,small,background,police,decide,go,practice,elect,address,2003,close,child,look,attract,second,early,government,committed,run,pension,pay,balance,another,access,initiative,Carmen_Robinson,Patrick_Dowd,though,old,enough,vote,mayoral,primary,live,race,decision,affect,urbanite,suburbanite,key,issue,subject,seem,savvy,unable,speak,luke,despite,best,effort
,15,7,6,6,6,6,6,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 12, 2009 Wednesday",366 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"GREENING OF RETAIL BRINGS CONFUSION, SKEPTICISM","Teresa F. Lindeman, Pittsburgh Post-Gazette",BUSINESS; Pg. A-6,,932 words,,,"August 12, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,retailer,Wal_Mart,work,supplier,sustainability,issue,already,produce,big,many,lot,company,try,use,product,consortium,do,project,problem,emission,green,change,o'rourke,various,help,consumer,people,dr.,understand,plan,index,move,involve,planet,seem,coffee,good,rating,paint,program,eco,important,shopping,skeptical,label,whose,last,create,yet,another,system,piece,process,greenhouse,gas,university,spur,announcement,receive,mix,support,push,package,bring,different,whether,way,question,ratings,certain,acknowledge,co_director,save,purchase,time,difficult,grasp,solve,consider,kitchen,stock,tuna,refrigerator,wall,certified,light,bulb,suggest,option,carbon,treatment,grower,fume,pesticide,play,future,protect,ocean,resource
,11,10,7,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"October 18, 2009 Sunday",386 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),YANKEES HAVE A BIG SCRAPBOOK TO FILL WITH THEIR NEW STADIUM,"Mark Whicker, The Orange County Register",SPORTS; COMMENTARY; Pg. C-2,,761 words,,,"October 21, 2009",ENGLISH,,,"PHOTO: Kathy Willens/Associated Press: If history is going to start to be written this month at new Yankee Stadium, it's going to be written in cold, damp weather. Yankees shortstop Derek Jeter warms up before practice Thursday.",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,old,Yankees,new,stadium,place,everything,world,go,Yankee_Stadium,better,street,look,something,make,run,seat,game,ballpark,yes,blue,line,open,improve,across,good,take,though,thing,people,hall,we,much,park,next,change,lot,clubhouse,room,need,have,put,extra,hit,way,play,never,series,six,card,right_field,foremost,bad,prove,rule,baseball,prettier,functional,comfortable,other,vatican,bear,behind,battleground,yet,adhere,closely,tradition,remodel,1970,enough,champion,miniature,golf,billion,gorgeous,sure,recognize,absolutely,question,inside,scrape,shoe,wow,nod,head,side,161st,longer,construction,screen,encircle,jewel,box,nearby,hard,remember,dominant,neighborhood,especially
,10,8,7,6,6,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 6, 2009 Thursday",400 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),'SUMMER HOURS': MORE THAN JUST ABOUT A FINE OLD HOUSE,"Kenneth Turan, Los Angeles Times",ARTS & ENTERTAINMENT; MOVIR REVIEW; Pg. W-18,,668 words,,,"August 7, 2009",ENGLISH,,,"PHOTO: Jeannick Gravelines: Juliette Binoche plays Adrienne, who must come to terms with her siblings over what to do with their mother's French country house in ""Summer Hours.""",,,Newspaper,Copyright 2009 P.G. Publishing Co.
,summer,house,hour,film,country,French,France,Helene,family,work,take,question,culture,society,child,despite,death,Frederic,`,open,whose,thing,usual,well,personal,drama,best,time,disintegration,play,warm,gather,mother,birthday,rarely,life,talk,do,furnishings,insist,everything,sibling,discussion,emotion,realization,worry,Charles_Berling,many,major,reunion,marvelous,old,set,familiar,credit,include,clean,demonlover,irma,vep,type,anything,classically,pleasant,surprise,naturalistic,form,bring,particular,sensibility,turn,global,larger,point,elegiac,sense,concern,passage,broader,support,none,visible,start,fine,die,minute,outside,dog,barking,age,cook,grumble,feel,much,business,afternoon,three,adult,kid
,9,9,8,7,5,5,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"August 6, 2009 Thursday",401 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),WHERE'S MY HULA-HOOP?,,METRO; GOOD MORNING; Pg. N-1,,387 words,,,"August 7, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,per,include,p.m.,concert,live,ticket,person,net,call,attend,please,name,information,charity,local,cost,issue,global,warming,Hair_Peace,test,memory,study,1950,beyond,trivia,competition,lot,dancing,music,fundraiser,silent,auction,hold,aug.,wexford,square,cash,bar,100,couple,buffet,activity,contact,kehoe,consolidate,vet,organize,veterans,recognition,game,football,sept,submit,rank,branch,service,war,serve,applicable,program,past,need,current,address,provide,aug,124,seneca,school,rd.,pa,16037,andreassill,svsd,long,time,mark,occasion,commemorate,legendary,mudbath,help,breast,cancer,patient,face,treatment,determination,support,hair,feature,largely,talent,recreate,famous,festival,ask,act
,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"January 7, 2009 Wednesday",404 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"CORPORATE ETHICS, MISSING IN ACTION; THE WALL STREET MESS REFLECTS BADLY ON AMERICA'S BUSINESS SCHOOLS",CLARKE THOMAS,EDITORIAL; Pg. B-5,,830 words,,,"July 8, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,ethic,business,course,school,stand_alone,university,include,every,take,national,must,require,student,corporation,Pittsburgh,subject,graduate,need,faction,accounting,leader,association,requirement,act,financial,officer,attitude,social,engage,activity,wake,scandal,community,problem,region,way,throughout,marketing,pittsburgh,whether,duquesne,clearly,effort,ethical,global,beyond,host,mo,practice,Wall_Street,U.S.,Enron,business_school,Beard_Center,Business,Duquesne,regard,mess,wonder,top,display,lack,contradiction,term,perhaps,crossroad,offer,declaration,responsibility,use,resource,design,increase,profit,long,open,free,competition,without,deception,fraud,express,president,secretary,defense,cheat,thief,avert,eye,proclaim,nothing,behavior,aberration,norm,change,put,know,continue,debate
,16,14,8,6,6,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 6, 2009 Friday",412 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SUICIDE BOMB KILLS 24 PEOPLE,,WORLD; WORLD BRIEFS; Pg. A-4,,535 words,,,"February 6, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,U.S.,leader,kill,country,try,visit,diplomat,civilian,war,American,Anglican,mosque,attack,city,prayer,top,region,prime,minister,rebel,unconditional,surrender,government,coastal,anglican,consecrate,openly,gay,bishop,archbishop,body,official,Pakistan,Clinton,North,Episcopal_Church,Ethiopian,suicide,bomber,blow,among,worshipper,stream,toward,central,people,wounding,dozen,risk,sparking,sectarian,fury,already,battle,rise,militancy,along,border,tension,terrorist,bomb,detonate,crowd,approach,evening,ceremony,television,footage,show,bystander,emergency,worker,frantically,help,victim,lie,darken,street,secretary,later,overseas,trip,signal,president,eagerness,strengthen,tie,crucial,interest,mrs.,four,start,feb,global,financial,crisis,climate,change,effort
,6,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 6, 2009 Friday",413 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),SWEDEN LIFTS BAN ON BUILDING NEW NUCLEAR REACTORS,"Karl Ritter, The Associated Press",WORLD; Pg. A-4,,372 words,,,"February 6, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,nuclear,power,reactor,energy,new,government,replace,plant,percent,Sweden,ban,building,need,atomic,greenhouse,gas,leader,renewable,alternative,hydropower,wind,account,electricity,exist,grow,concern,plan,coalition,referendum,call,2020,Europe,agree,scrap,avoid,produce,though,sweden,struggle,develop,enough,source,half,production,parliament,approve,rescind,join,list,country,rethink,amid,global,warming,reliability,supplier,currently,decade,agreement,make,possible,compromise,junior,member,long,skeptical,sake,child,grandchild,party,live,fact,part,supply,system,foreseeable,future,lawmaker,decide,phase,1980,safety,run,high,wake,partial,meltdown,earlier,three,mile,island,near,pa.,close,prime,minister,feel,bound,specify
,9,7,6,6,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 22, 2009 Sunday",420 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),NUCLEAR EMPOWERED; NUCLEAR ENERGY IS THE ONLY SOURCE OF ELECTRICITY THAT PRODUCES NO GREENHOUSE GASES AND CAN READILY MEET AMERICA'S GROWING NEED FOR ELECTRICITY,ARIS S. CANDRIS,EDITORIAL; Pg. G-1,,878 words,,,"February 25, 2009",ENGLISH,,,PHOTO ILLUSTRATION: No Caption,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,energy,nuclear,power,electricity,source,new,percent,growth,significant,need,fuel,gas,industry,America,economic,future,today,plant,United_States,Western_Pennsylvania,portfolio,domestic,green,cost,job,demand,natural,technology,make,resource,provide,expand,country,Westinghouse,find,stand,threshold,historic,opportunity,achieve,independence,sustainable,conservation,abundant,competitive,create,right,electric,expect,remain,global,economy,add,capacity,home,fossil,reduce,important,supply,concern,greenhouse,renewable,solar,wind,use,total,foreseeable,grow,world,operating,generate,reactor,result,environmental,steadily,prospect,four,help,employee,policy,silver,lining,current,crisis,real,better,base,diverse,measure,promise,much,depend,upon,affordable,increase,least,next,keep,pace
,20,13,11,10,9,8,7,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"February 28, 2009 Saturday",422 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),"IN BAD TIMES, SEED SALES GROW",DOUG OSTER,LIFESTYLE; BACKYARD GARDENER; Pg. D-1,,686 words,,,"March 5, 2009",ENGLISH,,,PHOTO: W. Atlee Burpee & Co.'s Money Garden packet,,,Newspaper,Copyright 2009 P.G. Publishing Co.
,seed,company,add,economy,gardener,economic,grow,last,percent,sale,order,business,package,lot,vegetable,family,money,produce,garden,go,past,people,Burpee,first_time,Italy,talk,thrive,burpee,sell,have,plant,gardening,downturn,save,increase,worth,packet,fill,store,alone,three,big,affect,concerned,might,think,really,good,local,stuff,start,recession_proof,Mr._Ball,Heirloom_Seeds,midst,bailout,stimulus,head,tv,report,doom,gloom,wonderful,know,seedsmen,continue,w.,atlee,co,125,depression,recession,great,war,always,flourish,regardless,biggest,supplier,fairly,side,chairman,jr.,sort,phenomenon,take,mind,thing,return,safe,food,expect,another,organic,jump,nearly,january,kit,2008
,14,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"March 29, 2009 Sunday",434 of 580 DOCUMENTS,Pittsburgh Post-Gazette (Pennsylvania),FINANCIAL CRUNCH WEIGHING HEAVILY ON CHURCHES,"Ann Rodgers, Pittsburgh Post-Gazette\",LOCAL; Pg. B-1,,1602 words,,,"March 30, 2009",ENGLISH,,,,,,Newspaper,Copyright 2009 P.G. Publishing Co.
